         time tiltx_up_s... 
------------- ------------- 
 1.924497e-04  4.446749e-03 
 5.131993e-04  4.443883e-03 
 8.339489e-04  4.439221e-03 
 1.154698e-03  4.434710e-03 
 1.475448e-03  4.430356e-03 
 1.796198e-03  4.426152e-03 
 2.116947e-03  4.421712e-03 
 2.437697e-03  4.414195e-03 
 2.758446e-03  4.397620e-03 
 3.079196e-03  4.373759e-03 
 3.399946e-03  4.353781e-03 
 3.720696e-03  4.341658e-03 
 4.041445e-03  4.337956e-03 
 4.362195e-03  4.341837e-03 
 4.682945e-03  4.352772e-03 
 5.003695e-03  4.370730e-03 
 5.324445e-03  4.388814e-03 
 5.645194e-03  4.396002e-03 
 5.965945e-03  4.392388e-03 
 6.286695e-03  4.397465e-03 
 6.607446e-03  4.422963e-03 
 6.928196e-03  4.467085e-03 
 7.248947e-03  4.528406e-03 
 7.569697e-03  4.606534e-03 
 7.890448e-03  4.703233e-03 
 8.211198e-03  4.816093e-03 
 8.531949e-03  4.941143e-03 
 8.852699e-03  5.082758e-03 
 9.173450e-03  5.241531e-03 
 9.494201e-03  5.417777e-03 
 9.814952e-03  5.612346e-03 
 1.013570e-02  5.825910e-03 
 1.045645e-02  6.057109e-03 
 1.077720e-02  6.306944e-03 
 1.109796e-02  6.573336e-03 
 1.141871e-02  6.852227e-03 
 1.173946e-02  7.141391e-03 
 1.206021e-02  7.438494e-03 
 1.238096e-02  7.747221e-03 
 1.270171e-02  8.067696e-03 
 1.302246e-02  8.396648e-03 
 1.334322e-02  8.731858e-03 
 1.366397e-02  9.074838e-03 
 1.398472e-02  9.425829e-03 
 1.430547e-02  9.777112e-03 
 1.462622e-02  1.012419e-02 
 1.494697e-02  1.046753e-02 
 1.526773e-02  1.080915e-02 
 1.558848e-02  1.114793e-02 
 1.590923e-02  1.147788e-02 
 1.622998e-02  1.179493e-02 
 1.655073e-02  1.210579e-02 
 1.687149e-02  1.241952e-02 
 1.719224e-02  1.273739e-02 
 1.751299e-02  1.305441e-02 
 1.783374e-02  1.336824e-02 
 1.815449e-02  1.367605e-02 
 1.847525e-02  1.397509e-02 
 1.879600e-02  1.425919e-02 
 1.911675e-02  1.452635e-02 
 1.943750e-02  1.477956e-02 
 1.975826e-02  1.502180e-02 
 2.007901e-02  1.525542e-02 
 2.039976e-02  1.548634e-02 
 2.072051e-02  1.571274e-02 
 2.104127e-02  1.592650e-02 
 2.136202e-02  1.612000e-02 
 2.168277e-02  1.629104e-02 
 2.200352e-02  1.643842e-02 
 2.232428e-02  1.656627e-02 
 2.264503e-02  1.667740e-02 
 2.296578e-02  1.677347e-02 
 2.328654e-02  1.684916e-02 
 2.360729e-02  1.689855e-02 
 2.392804e-02  1.692130e-02 
 2.424880e-02  1.691979e-02 
 2.456955e-02  1.689308e-02 
 2.489030e-02  1.683945e-02 
 2.521106e-02  1.676261e-02 
 2.553181e-02  1.666481e-02 
 2.585257e-02  1.654702e-02 
 2.617332e-02  1.640291e-02 
 2.649407e-02  1.622958e-02 
 2.681483e-02  1.603332e-02 
 2.713558e-02  1.582404e-02 
 2.745634e-02  1.559882e-02 
 2.777709e-02  1.535993e-02 
 2.809784e-02  1.510462e-02 
 2.841860e-02  1.482889e-02 
 2.873936e-02  1.452523e-02 
 2.906011e-02  1.420093e-02 
 2.938087e-02  1.385414e-02 
 2.970162e-02  1.348708e-02 
 3.002238e-02  1.310302e-02 
 3.034313e-02  1.270903e-02 
 3.066389e-02  1.230763e-02 
 3.098465e-02  1.190393e-02 
 3.130540e-02  1.148507e-02 
 3.162616e-02  1.104747e-02 
 3.194692e-02  1.059191e-02 
 3.226768e-02  1.012537e-02 
 3.258843e-02  9.645528e-03 
 3.290919e-02  9.157729e-03 
 3.322995e-02  8.665297e-03 
 3.355071e-02  8.165653e-03 
 3.387146e-02  7.656405e-03 
 3.419222e-02  7.140677e-03 
 3.451298e-02  6.616596e-03 
 3.483374e-02  6.090666e-03 
 3.515450e-02  5.561070e-03 
 3.547526e-02  5.034457e-03 
 3.579602e-02  4.518615e-03 
 3.611678e-02  4.015105e-03 
 3.643754e-02  3.515162e-03 
 3.675829e-02  3.018169e-03 
 3.707905e-02  2.528515e-03 
 3.739981e-02  2.051071e-03 
 3.772057e-02  1.586005e-03 
 3.804133e-02  1.136309e-03 
 3.836209e-02  7.018537e-04 
 3.868285e-02  2.802496e-04 
 3.900361e-02 -1.287096e-04 
 3.932437e-02 -5.252587e-04 
 3.964513e-02 -9.058304e-04 
 3.996589e-02 -1.275264e-03 
 4.028665e-02 -1.632070e-03 
 4.060742e-02 -1.966688e-03 
 4.092818e-02 -2.273120e-03 
 4.124894e-02 -2.551250e-03 
 4.156970e-02 -2.810735e-03 
 4.189046e-02 -3.058420e-03 
 4.221122e-02 -3.292746e-03 
 4.253198e-02 -3.509783e-03 
 4.285274e-02 -3.710130e-03 
 4.317350e-02 -3.888646e-03 
 4.349426e-02 -4.046198e-03 
 4.381502e-02 -4.184087e-03 
 4.413578e-02 -4.305708e-03 
 4.445654e-02 -4.410409e-03 
 4.477730e-02 -4.503536e-03 
 4.509806e-02 -4.586447e-03 
 4.541882e-02 -4.656058e-03 
 4.573958e-02 -4.704953e-03 
 4.606034e-02 -4.730436e-03 
 4.638110e-02 -4.738122e-03 
 4.670186e-02 -4.736681e-03 
 4.702262e-02 -4.732306e-03 
 4.734338e-02 -4.721273e-03 
 4.766414e-02 -4.704313e-03 
 4.798490e-02 -4.679578e-03 
 4.830566e-02 -4.652419e-03 
 4.862642e-02 -4.622344e-03 
