         time Bot_Quarte... 
------------- ------------- 
 1.924497e-04 -1.281690e-02 
 5.131993e-04 -1.281686e-02 
 8.339489e-04 -1.281683e-02 
 1.154698e-03 -1.281680e-02 
 1.475448e-03 -1.281677e-02 
 1.796198e-03 -1.281674e-02 
 2.116947e-03 -1.281672e-02 
 2.437697e-03 -1.281675e-02 
 2.758446e-03 -1.281690e-02 
 3.079196e-03 -1.281714e-02 
 3.399946e-03 -1.281732e-02 
 3.720696e-03 -1.281745e-02 
 4.041445e-03 -1.281756e-02 
 4.362195e-03 -1.281766e-02 
 4.682945e-03 -1.281781e-02 
 5.003695e-03 -1.281794e-02 
 5.324445e-03 -1.281800e-02 
 5.645194e-03 -1.281795e-02 
 5.965945e-03 -1.281775e-02 
 6.286695e-03 -1.281736e-02 
 6.607446e-03 -1.281677e-02 
 6.928196e-03 -1.281592e-02 
 7.248947e-03 -1.281482e-02 
 7.569697e-03 -1.281350e-02 
 7.890448e-03 -1.281202e-02 
 8.211198e-03 -1.281036e-02 
 8.531949e-03 -1.280840e-02 
 8.852699e-03 -1.280609e-02 
 9.173450e-03 -1.280347e-02 
 9.494201e-03 -1.280049e-02 
 9.814952e-03 -1.279714e-02 
 1.013570e-02 -1.279344e-02 
 1.045645e-02 -1.278937e-02 
 1.077720e-02 -1.278496e-02 
 1.109796e-02 -1.278019e-02 
 1.141871e-02 -1.277513e-02 
 1.173946e-02 -1.276979e-02 
 1.206021e-02 -1.276415e-02 
 1.238096e-02 -1.275820e-02 
 1.270171e-02 -1.275190e-02 
 1.302246e-02 -1.274528e-02 
 1.334322e-02 -1.273832e-02 
 1.366397e-02 -1.273097e-02 
 1.398472e-02 -1.272319e-02 
 1.430547e-02 -1.271504e-02 
 1.462622e-02 -1.270656e-02 
 1.494697e-02 -1.269772e-02 
 1.526773e-02 -1.268851e-02 
 1.558848e-02 -1.267890e-02 
 1.590923e-02 -1.266892e-02 
 1.622998e-02 -1.265865e-02 
 1.655073e-02 -1.264814e-02 
 1.687149e-02 -1.263736e-02 
 1.719224e-02 -1.262631e-02 
 1.751299e-02 -1.261496e-02 
 1.783374e-02 -1.260329e-02 
 1.815449e-02 -1.259133e-02 
 1.847525e-02 -1.257909e-02 
 1.879600e-02 -1.256653e-02 
 1.911675e-02 -1.255357e-02 
 1.943750e-02 -1.254021e-02 
 1.975826e-02 -1.252653e-02 
 2.007901e-02 -1.251259e-02 
 2.039976e-02 -1.249851e-02 
 2.072051e-02 -1.248434e-02 
 2.104127e-02 -1.247009e-02 
 2.136202e-02 -1.245579e-02 
 2.168277e-02 -1.244144e-02 
 2.200352e-02 -1.242703e-02 
 2.232428e-02 -1.241248e-02 
 2.264503e-02 -1.239774e-02 
 2.296578e-02 -1.238276e-02 
 2.328654e-02 -1.236769e-02 
 2.360729e-02 -1.235255e-02 
 2.392804e-02 -1.233735e-02 
 2.424880e-02 -1.232204e-02 
 2.456955e-02 -1.230671e-02 
 2.489030e-02 -1.229141e-02 
 2.521106e-02 -1.227614e-02 
 2.553181e-02 -1.226088e-02 
 2.585257e-02 -1.224559e-02 
 2.617332e-02 -1.223022e-02 
 2.649407e-02 -1.221480e-02 
 2.681483e-02 -1.219933e-02 
 2.713558e-02 -1.218377e-02 
 2.745634e-02 -1.216805e-02 
 2.777709e-02 -1.215217e-02 
 2.809784e-02 -1.213616e-02 
 2.841860e-02 -1.212013e-02 
 2.873936e-02 -1.210412e-02 
 2.906011e-02 -1.208812e-02 
 2.938087e-02 -1.207211e-02 
 2.970162e-02 -1.205613e-02 
 3.002238e-02 -1.204023e-02 
 3.034313e-02 -1.202449e-02 
 3.066389e-02 -1.200889e-02 
 3.098465e-02 -1.199348e-02 
 3.130540e-02 -1.197812e-02 
 3.162616e-02 -1.196274e-02 
 3.194692e-02 -1.194737e-02 
 3.226768e-02 -1.193195e-02 
 3.258843e-02 -1.191642e-02 
 3.290919e-02 -1.190076e-02 
 3.322995e-02 -1.188501e-02 
 3.355071e-02 -1.186930e-02 
 3.387146e-02 -1.185371e-02 
 3.419222e-02 -1.183819e-02 
 3.451298e-02 -1.182260e-02 
 3.483374e-02 -1.180700e-02 
 3.515450e-02 -1.179139e-02 
 3.547526e-02 -1.177574e-02 
 3.579602e-02 -1.175996e-02 
 3.611678e-02 -1.174405e-02 
 3.643754e-02 -1.172795e-02 
 3.675829e-02 -1.171173e-02 
 3.707905e-02 -1.169544e-02 
 3.739981e-02 -1.167909e-02 
 3.772057e-02 -1.166264e-02 
 3.804133e-02 -1.164605e-02 
 3.836209e-02 -1.162938e-02 
 3.868285e-02 -1.161274e-02 
 3.900361e-02 -1.159615e-02 
 3.932437e-02 -1.157954e-02 
 3.964513e-02 -1.156289e-02 
 3.996589e-02 -1.154622e-02 
 4.028665e-02 -1.152953e-02 
 4.060742e-02 -1.151288e-02 
 4.092818e-02 -1.149627e-02 
 4.124894e-02 -1.147969e-02 
 4.156970e-02 -1.146306e-02 
 4.189046e-02 -1.144634e-02 
 4.221122e-02 -1.142959e-02 
 4.253198e-02 -1.141283e-02 
 4.285274e-02 -1.139606e-02 
 4.317350e-02 -1.137926e-02 
 4.349426e-02 -1.136257e-02 
 4.381502e-02 -1.134604e-02 
 4.413578e-02 -1.132974e-02 
 4.445654e-02 -1.131359e-02 
 4.477730e-02 -1.129752e-02 
 4.509806e-02 -1.128152e-02 
 4.541882e-02 -1.126564e-02 
 4.573958e-02 -1.124985e-02 
 4.606034e-02 -1.123418e-02 
 4.638110e-02 -1.121856e-02 
 4.670186e-02 -1.120306e-02 
 4.702262e-02 -1.118773e-02 
 4.734338e-02 -1.117267e-02 
 4.766414e-02 -1.115789e-02 
 4.798490e-02 -1.114333e-02 
 4.830566e-02 -1.112900e-02 
 4.862642e-02 -1.111503e-02 
 4.894717e-02 -1.110152e-02 
 4.926793e-02 -1.108851e-02 
 4.958869e-02 -1.107596e-02 
 4.990945e-02 -1.106386e-02 
 5.023021e-02 -1.105217e-02 
 5.055097e-02 -1.104095e-02 
 5.087172e-02 -1.103017e-02 
 5.119248e-02 -1.101984e-02 
 5.151323e-02 -1.100989e-02 
 5.183399e-02 -1.100028e-02 
 5.215475e-02 -1.099100e-02 
 5.247550e-02 -1.098211e-02 
 5.279626e-02 -1.097362e-02 
 5.311701e-02 -1.096554e-02 
 5.343777e-02 -1.095791e-02 
 5.375853e-02 -1.095079e-02 
 5.407928e-02 -1.094426e-02 
 5.440003e-02 -1.093827e-02 
 5.472079e-02 -1.093275e-02 
 5.504154e-02 -1.092759e-02 
 5.536229e-02 -1.092277e-02 
 5.568304e-02 -1.091829e-02 
 5.600380e-02 -1.091419e-02 
 5.632455e-02 -1.091043e-02 
 5.664530e-02 -1.090705e-02 
 5.696606e-02 -1.090404e-02 
