         time Z Displace... 
------------- ------------- 
 1.988478e-04  4.801260e-04 
 5.965434e-04  4.854014e-04 
 9.942391e-04  4.906921e-04 
 1.391935e-03  4.959890e-04 
 1.789630e-03  5.013037e-04 
 2.187326e-03  5.066581e-04 
 2.585022e-03  5.120680e-04 
 2.982717e-03  5.175391e-04 
 3.380413e-03  5.230658e-04 
 3.778108e-03  5.286402e-04 
 4.175804e-03  5.342506e-04 
 4.573500e-03  5.398744e-04 
 4.971195e-03  5.455020e-04 
 5.368891e-03  5.511055e-04 
 5.766587e-03  5.566828e-04 
 6.164282e-03  5.622413e-04 
 6.561978e-03  5.677889e-04 
 6.959673e-03  5.733359e-04 
 7.357369e-03  5.788967e-04 
 7.755065e-03  5.844670e-04 
 8.152760e-03  5.900370e-04 
 8.550456e-03  5.955999e-04 
 8.948152e-03  6.011451e-04 
 9.345847e-03  6.066565e-04 
 9.743543e-03  6.121228e-04 
 1.014124e-02  6.175299e-04 
 1.053893e-02  6.228477e-04 
 1.093663e-02  6.280885e-04 
 1.133433e-02  6.332559e-04 
 1.173202e-02  6.383644e-04 
 1.212972e-02  6.434315e-04 
 1.252741e-02  6.484740e-04 
 1.292511e-02  6.534754e-04 
 1.332280e-02  6.584156e-04 
 1.372050e-02  6.632708e-04 
 1.411819e-02  6.680181e-04 
 1.451589e-02  6.726394e-04 
 1.491359e-02  6.771488e-04 
 1.531128e-02  6.815361e-04 
 1.570898e-02  6.858063e-04 
 1.610667e-02  6.899774e-04 
 1.650437e-02  6.940534e-04 
 1.690206e-02  6.980398e-04 
 1.729976e-02  7.019442e-04 
 1.769746e-02  7.057644e-04 
 1.809515e-02  7.094808e-04 
 1.849285e-02  7.130833e-04 
 1.889054e-02  7.165614e-04 
 1.928824e-02  7.198988e-04 
 1.968593e-02  7.230963e-04 
 2.008363e-02  7.261607e-04 
 2.048132e-02  7.290759e-04 
 2.087902e-02  7.318624e-04 
 2.127672e-02  7.345237e-04 
 2.167441e-02  7.370664e-04 
 2.207211e-02  7.394904e-04 
 2.246980e-02  7.418032e-04 
 2.286750e-02  7.439848e-04 
 2.326519e-02  7.460123e-04 
 2.366289e-02  7.478726e-04 
 2.406059e-02  7.495561e-04 
 2.445828e-02  7.510533e-04 
 2.485598e-02  7.523916e-04 
 2.525367e-02  7.535795e-04 
 2.565137e-02  7.546284e-04 
 2.604906e-02  7.555491e-04 
 2.644676e-02  7.563269e-04 
 2.684445e-02  7.569555e-04 
 2.724215e-02  7.574243e-04 
 2.763985e-02  7.577354e-04 
 2.803754e-02  7.578729e-04 
 2.843524e-02  7.578323e-04 
 2.883293e-02  7.576150e-04 
 2.923063e-02  7.572155e-04 
 2.962832e-02  7.566426e-04 
 3.002602e-02  7.559174e-04 
 3.042372e-02  7.550469e-04 
 3.082141e-02  7.540511e-04 
 3.121911e-02  7.529288e-04 
 3.161680e-02  7.516771e-04 
 3.201450e-02  7.502876e-04 
 3.241219e-02  7.487490e-04 
 3.280989e-02  7.470549e-04 
 3.320758e-02  7.451938e-04 
 3.360528e-02  7.431687e-04 
 3.400298e-02  7.409867e-04 
 3.440067e-02  7.386605e-04 
 3.479837e-02  7.362226e-04 
 3.519606e-02  7.336886e-04 
 3.559376e-02  7.310779e-04 
 3.599145e-02  7.283910e-04 
 3.638915e-02  7.256073e-04 
 3.678685e-02  7.227104e-04 
 3.718454e-02  7.196762e-04 
 3.758224e-02  7.165091e-04 
 3.797993e-02  7.132162e-04 
 3.837763e-02  7.098059e-04 
 3.877532e-02  7.062868e-04 
 3.917302e-02  7.026673e-04 
 3.957071e-02  6.989661e-04 
 3.996841e-02  6.951967e-04 
 4.036611e-02  6.913683e-04 
 4.076380e-02  6.874960e-04 
 4.116150e-02  6.835648e-04 
 4.155919e-02  6.795583e-04 
 4.195689e-02  6.754609e-04 
 4.235458e-02  6.712512e-04 
 4.275228e-02  6.669357e-04 
 4.314998e-02  6.625198e-04 
 4.354767e-02  6.580237e-04 
 4.394537e-02  6.534659e-04 
 4.434306e-02  6.488664e-04 
 4.474076e-02  6.442452e-04 
