         time tilt_up_se... 
------------- ------------- 
 7.953913e-05  8.487738e-03 
 4.772348e-04  9.168444e-03 
 8.749304e-04  9.760108e-03 
 1.272626e-03  1.020239e-02 
 1.670322e-03  1.061948e-02 
 2.068017e-03  1.098954e-02 
 2.465713e-03  1.138916e-02 
 2.863409e-03  1.167090e-02 
 3.261104e-03  1.194798e-02 
 3.658800e-03  1.218715e-02 
 4.056495e-03  1.235266e-02 
 4.454191e-03  1.258508e-02 
 4.851887e-03  1.281746e-02 
 5.249582e-03  1.306140e-02 
 5.647278e-03  1.327501e-02 
 6.044974e-03  1.346679e-02 
 6.442669e-03  1.360917e-02 
 6.840365e-03  1.379334e-02 
 7.238060e-03  1.406434e-02 
 7.635756e-03  1.435317e-02 
 8.033452e-03  1.467624e-02 
 8.431147e-03  1.509468e-02 
 8.828843e-03  1.548369e-02 
 9.226539e-03  1.593285e-02 
 9.624234e-03  1.641165e-02 
 1.002193e-02  1.691056e-02 
 1.041963e-02  1.727445e-02 
 1.081732e-02  1.758678e-02 
 1.121502e-02  1.785495e-02 
 1.161271e-02  1.805788e-02 
 1.201041e-02  1.817817e-02 
 1.240810e-02  1.823718e-02 
 1.280580e-02  1.833485e-02 
 1.320349e-02  1.842986e-02 
 1.360119e-02  1.845386e-02 
 1.399889e-02  1.848181e-02 
 1.439658e-02  1.850600e-02 
 1.479428e-02  1.842125e-02 
 1.519197e-02  1.829721e-02 
 1.558967e-02  1.822521e-02 
 1.598736e-02  1.809633e-02 
 1.638506e-02  1.790427e-02 
 1.678276e-02  1.770756e-02 
 1.718045e-02  1.749235e-02 
 1.757815e-02  1.730568e-02 
 1.797584e-02  1.705666e-02 
 1.837354e-02  1.689915e-02 
 1.877123e-02  1.674646e-02 
 1.916893e-02  1.664842e-02 
 1.956662e-02  1.662001e-02 
 1.996432e-02  1.665784e-02 
 2.036202e-02  1.667825e-02 
 2.075971e-02  1.675752e-02 
 2.115741e-02  1.683511e-02 
 2.155510e-02  1.689219e-02 
 2.195280e-02  1.690969e-02 
 2.235049e-02  1.691136e-02 
 2.274819e-02  1.687753e-02 
 2.314589e-02  1.670501e-02 
 2.354358e-02  1.635999e-02 
 2.394128e-02  1.596022e-02 
 2.433897e-02  1.537104e-02 
 2.473667e-02  1.458458e-02 
 2.513436e-02  1.356148e-02 
 2.553206e-02  1.248048e-02 
 2.592975e-02  1.129234e-02 
 2.632745e-02  1.006902e-02 
 2.672515e-02  8.955047e-03 
 2.712284e-02  7.939891e-03 
 2.752054e-02  6.950272e-03 
 2.791823e-02  6.093883e-03 
 2.831593e-02  5.466174e-03 
 2.871362e-02  5.118673e-03 
 2.911132e-02  4.915959e-03 
 2.950902e-02  4.950755e-03 
 2.990671e-02  5.139859e-03 
 3.030441e-02  5.442398e-03 
 3.070210e-02  5.728574e-03 
 3.109980e-02  6.001974e-03 
 3.149749e-02  6.211945e-03 
 3.189519e-02  6.219727e-03 
 3.229288e-02  6.038066e-03 
 3.269058e-02  5.599915e-03 
 3.308828e-02  5.015612e-03 
 3.348597e-02  4.225809e-03 
 3.388367e-02  3.308180e-03 
 3.428136e-02  2.344111e-03 
 3.467906e-02  1.367531e-03 
 3.507675e-02  2.748369e-04 
 3.547445e-02 -7.850025e-04 
 3.587215e-02 -1.775957e-03 
 3.626984e-02 -2.687206e-03 
 3.666754e-02 -3.402224e-03 
 3.706523e-02 -3.991409e-03 
 3.746293e-02 -4.261721e-03 
 3.786062e-02 -4.371956e-03 
 3.825832e-02 -4.146007e-03 
 3.865602e-02 -3.751187e-03 
 3.905371e-02 -3.245839e-03 
 3.945141e-02 -2.653123e-03 
 3.984910e-02 -2.144744e-03 
 4.024680e-02 -1.723883e-03 
 4.064449e-02 -1.392814e-03 
 4.104219e-02 -1.126239e-03 
 4.143988e-02 -9.333041e-04 
 4.183758e-02 -8.845461e-04 
 4.223528e-02 -8.517310e-04 
 4.263297e-02 -9.125640e-04 
 4.303067e-02 -1.031668e-03 
 4.342836e-02 -1.254843e-03 
 4.382606e-02 -1.446921e-03 
 4.422375e-02 -1.675093e-03 
 4.462145e-02 -1.967654e-03 
 4.501915e-02 -2.216119e-03 
 4.541684e-02 -2.346960e-03 
 4.581454e-02 -2.409499e-03 
 4.621223e-02 -2.483360e-03 
 4.660993e-02 -2.414853e-03 
 4.700762e-02 -2.181912e-03 
 4.740532e-02 -1.839970e-03 
 4.780301e-02 -1.258649e-03 
 4.820071e-02 -5.651885e-04 
 4.859841e-02  2.516721e-04 
 4.899610e-02  1.136617e-03 
 4.939380e-02  2.027698e-03 
 4.979149e-02  2.921875e-03 
 5.018919e-02  3.741215e-03 
 5.058688e-02  4.442357e-03 
 5.098458e-02  5.095756e-03 
 5.138228e-02  5.574478e-03 
 5.177997e-02  5.835065e-03 
 5.217767e-02  6.000734e-03 
 5.257536e-02  5.990983e-03 
 5.297306e-02  5.911059e-03 
 5.337075e-02  5.778303e-03 
 5.376845e-02  5.720805e-03 
 5.416614e-02  5.659473e-03 
 5.456384e-02  5.628251e-03 
 5.496154e-02  5.713934e-03 
 5.535923e-02  5.852409e-03 
 5.575693e-02  6.128783e-03 
 5.615462e-02  6.473225e-03 
 5.655232e-02  6.978602e-03 
 5.695001e-02  7.498245e-03 
 5.734771e-02  7.955715e-03 
 5.774541e-02  8.479974e-03 
 5.814310e-02  8.919883e-03 
 5.854080e-02  9.322525e-03 
 5.893849e-02  9.562294e-03 
 5.933619e-02  9.659240e-03 
 5.973388e-02  9.675606e-03 
 6.013158e-02  9.498269e-03 
 6.052927e-02  9.268806e-03 
 6.092697e-02  8.995902e-03 
 6.132467e-02  8.709914e-03 
 6.172236e-02  8.359340e-03 
 6.212006e-02  8.053408e-03 
 6.251775e-02  7.923637e-03 
 6.291545e-02  7.857700e-03 
 6.331314e-02  7.999965e-03 
 6.371084e-02  8.274936e-03 
 6.410854e-02  8.628704e-03 
 6.450623e-02  8.896582e-03 
 6.490393e-02  9.165150e-03 
 6.530162e-02  9.389922e-03 
 6.569932e-02  9.447167e-03 
 6.609701e-02  9.314445e-03 
 6.649471e-02  9.078467e-03 
 6.689240e-02  8.689020e-03 
 6.729010e-02  8.222976e-03 
 6.768780e-02  7.630889e-03 
 6.808549e-02  6.951163e-03 
 6.848319e-02  6.197756e-03 
 6.888088e-02  5.324322e-03 
 6.927858e-02  4.474238e-03 
 6.967627e-02  3.563958e-03 
 7.007397e-02  2.650057e-03 
 7.047167e-02  1.750527e-03 
 7.086936e-02  8.084046e-04 
 7.126706e-02 -1.007520e-04 
 7.166475e-02 -9.693286e-04 
 7.206245e-02 -1.752804e-03 
 7.246014e-02 -2.417576e-03 
 7.285784e-02 -3.238349e-03 
 7.325553e-02 -3.990563e-03 
 7.365323e-02 -4.752620e-03 
 7.405093e-02 -5.535259e-03 
 7.444862e-02 -6.240565e-03 
 7.484632e-02 -6.857405e-03 
 7.524401e-02 -7.487578e-03 
 7.564171e-02 -8.273216e-03 
 7.603940e-02 -9.100004e-03 
 7.643710e-02 -9.994402e-03 
 7.683480e-02 -1.094357e-02 
 7.723249e-02 -1.200295e-02 
 7.763019e-02 -1.309459e-02 
 7.802788e-02 -1.425371e-02 
 7.842558e-02 -1.545449e-02 
 7.882327e-02 -1.671818e-02 
 7.922097e-02 -1.807137e-02 
 7.961866e-02 -1.947724e-02 
 8.001636e-02 -2.078565e-02 
 8.041406e-02 -2.205441e-02 
 8.081175e-02 -2.317870e-02 
 8.120945e-02 -2.416571e-02 
 8.160714e-02 -2.498756e-02 
 8.200484e-02 -2.560966e-02 
 8.240253e-02 -2.587996e-02 
 8.280023e-02 -2.596713e-02 
 8.319793e-02 -2.580706e-02 
 8.359562e-02 -2.548274e-02 
 8.399332e-02 -2.512260e-02 
 8.439101e-02 -2.470560e-02 
 8.478871e-02 -2.438449e-02 
 8.518640e-02 -2.409766e-02 
 8.558410e-02 -2.388693e-02 
 8.598179e-02 -2.379347e-02 
 8.637949e-02 -2.378219e-02 
 8.677719e-02 -2.392483e-02 
 8.717488e-02 -2.403557e-02 
 8.757258e-02 -2.408367e-02 
 8.797027e-02 -2.415327e-02 
 8.836797e-02 -2.412753e-02 
 8.876566e-02 -2.411410e-02 
 8.916336e-02 -2.387790e-02 
 8.956106e-02 -2.344242e-02 
 8.995875e-02 -2.279210e-02 
 9.035645e-02 -2.195341e-02 
 9.075414e-02 -2.091052e-02 
 9.115184e-02 -1.985193e-02 
 9.154953e-02 -1.869384e-02 
 9.194723e-02 -1.747393e-02 
 9.234492e-02 -1.614201e-02 
 9.274262e-02 -1.483407e-02 
 9.314032e-02 -1.352289e-02 
 9.353801e-02 -1.207343e-02 
 9.393571e-02 -1.074625e-02 
 9.433340e-02 -9.491418e-03 
 9.473110e-02 -8.398140e-03 
 9.512879e-02 -7.402317e-03 
 9.552649e-02 -6.572209e-03 
 9.592419e-02 -5.898204e-03 
 9.632188e-02 -5.229615e-03 
 9.671958e-02 -4.537112e-03 
 9.711727e-02 -3.920732e-03 
 9.751497e-02 -3.364859e-03 
 9.791266e-02 -2.945333e-03 
 9.831036e-02 -2.564182e-03 
 9.870805e-02 -2.261220e-03 
 9.910575e-02 -1.923906e-03 
 9.950345e-02 -1.593126e-03 
