         time tilt_full_... 
------------- ------------- 
 7.953913e-05 -2.307935e-03 
 4.772348e-04 -2.262735e-03 
 8.749304e-04 -2.255927e-03 
 1.272626e-03 -2.252090e-03 
 1.670322e-03 -2.257373e-03 
 2.068017e-03 -2.243456e-03 
 2.465713e-03 -2.183546e-03 
 2.863409e-03 -2.126883e-03 
 3.261104e-03 -2.058205e-03 
 3.658800e-03 -1.946108e-03 
 4.056495e-03 -1.849646e-03 
 4.454191e-03 -1.726614e-03 
 4.851887e-03 -1.594734e-03 
 5.249582e-03 -1.487502e-03 
 5.647278e-03 -1.414729e-03 
 6.044974e-03 -1.371295e-03 
 6.442669e-03 -1.377001e-03 
 6.840365e-03 -1.453110e-03 
 7.238060e-03 -1.547014e-03 
 7.635756e-03 -1.709199e-03 
 8.033452e-03 -1.907851e-03 
 8.431147e-03 -2.160608e-03 
 8.828843e-03 -2.448438e-03 
 9.226539e-03 -2.742978e-03 
 9.624234e-03 -3.025936e-03 
 1.002193e-02 -3.309380e-03 
 1.041963e-02 -3.622444e-03 
 1.081732e-02 -3.946213e-03 
 1.121502e-02 -4.267441e-03 
 1.161271e-02 -4.582631e-03 
 1.201041e-02 -4.866955e-03 
 1.240810e-02 -5.134908e-03 
 1.280580e-02 -5.362849e-03 
 1.320349e-02 -5.557935e-03 
 1.360119e-02 -5.756482e-03 
 1.399889e-02 -5.954405e-03 
 1.439658e-02 -6.142927e-03 
 1.479428e-02 -6.389481e-03 
 1.519197e-02 -6.696241e-03 
 1.558967e-02 -7.010488e-03 
 1.598736e-02 -7.374212e-03 
 1.638506e-02 -7.754454e-03 
 1.678276e-02 -8.184204e-03 
 1.718045e-02 -8.650535e-03 
 1.757815e-02 -9.121932e-03 
 1.797584e-02 -9.628700e-03 
 1.837354e-02 -1.011494e-02 
 1.877123e-02 -1.062936e-02 
 1.916893e-02 -1.114630e-02 
 1.956662e-02 -1.164127e-02 
 1.996432e-02 -1.210141e-02 
 2.036202e-02 -1.253905e-02 
 2.075971e-02 -1.294130e-02 
 2.115741e-02 -1.333766e-02 
 2.155510e-02 -1.372291e-02 
 2.195280e-02 -1.409399e-02 
 2.235049e-02 -1.444545e-02 
 2.274819e-02 -1.477163e-02 
 2.314589e-02 -1.512488e-02 
 2.354358e-02 -1.546548e-02 
 2.394128e-02 -1.581441e-02 
 2.433897e-02 -1.620161e-02 
 2.473667e-02 -1.661387e-02 
 2.513436e-02 -1.710296e-02 
 2.553206e-02 -1.759188e-02 
 2.592975e-02 -1.810988e-02 
 2.632745e-02 -1.863818e-02 
 2.672515e-02 -1.916146e-02 
 2.712284e-02 -1.966389e-02 
 2.752054e-02 -2.020075e-02 
 2.791823e-02 -2.069580e-02 
 2.831593e-02 -2.118396e-02 
 2.871362e-02 -2.162803e-02 
 2.911132e-02 -2.206772e-02 
 2.950902e-02 -2.246354e-02 
 2.990671e-02 -2.282612e-02 
 3.030441e-02 -2.313876e-02 
 3.070210e-02 -2.341304e-02 
 3.109980e-02 -2.368296e-02 
 3.149749e-02 -2.395625e-02 
 3.189519e-02 -2.420876e-02 
