run,record,scale,channel,n,dur_s,start,peak,vmin,vmax,end_mean,residual
1,HU12,0.5,Bot_Quarter_Disp,96674,38.4464,3.896901e-05,0.0015168710099999999,-0.001477902,0.0009211849,0.00013559652425113776,9.662751425113776e-05
1,HU12,0.5,Channel_10_LeftJoistBelowSlab2,96674,38.4464,0.0001332217,0.0016181507,-0.001484929,0.001105504,0.00022828268346090195,9.506098346090194e-05
1,HU12,0.5,Channel_11_LeftJoistBelowSlab2,96674,38.4464,7.571465e-05,0.0015272726499999999,-0.001451558,0.0009715124,0.00017106247761688044,9.534782761688043e-05
1,HU12,0.5,Channel_12_AccTable,96674,38.4464,-8.133449e-10,0.016931929186655103,-0.01693193,0.01245747,-7.284989099813815e-07,-7.276855650813815e-07
1,HU12,0.5,Channel_13_AccSlab1,96674,38.4464,4.170022e-09,0.018820924170022003,-0.01882092,0.01600621,-4.1013857198924305e-05,-4.1018027220924305e-05
1,HU12,0.5,Channel_14_AccSlab2,96674,38.4464,3.877164e-07,0.0316669022836,-0.02664931,0.03166729,-0.00022764014834786918,-0.00022802786474786918
1,HU12,0.5,Channel_15_AccBot,96674,38.4464,7.323272e-08,0.02115190323272,-0.02115183,0.02052216,-9.345443682933386e-05,-9.352766954933386e-05
1,HU12,0.5,Channel_16_AccMid,96674,38.4464,3.599987e-07,0.0346366800013,-0.03017548,0.03463704,-0.00026032810550496484,-0.00026068810420496483
1,HU12,0.5,Channel_17_AccTop,96674,38.4464,4.255058e-07,0.033393584494200004,-0.02816144,0.03339401,-0.0002483840483835333,-0.0002488095541835333
1,HU12,0.5,Channel_19_DispTopQRight,96674,38.4464,0.0002976129,0.0017522218999999999,-0.001454609,0.001385664,0.0003933887601572197,9.577586015721974e-05
1,HU12,0.5,Channel_1_DispBot,96674,38.4464,5.004811e-05,0.00154046511,-0.001490417,0.0009521903,0.00014659539954695904,9.654728954695904e-05
1,HU12,0.5,Channel_20_TopBeam,96674,38.4464,-2.224988e-05,0.00134073312,-0.001362983,0.0007479999,7.499092042201076e-05,9.724080042201076e-05
1,HU12,0.5,Channel_2_DispMid,96674,38.4464,0.0002478401,0.0017897171000000002,-0.001541877,0.001364519,0.0003435131486139843,9.567304861398426e-05
1,HU12,0.5,Channel_3_DispTopQLeft,96674,38.4464,0.0002936756,0.0017559096,-0.001462234,0.001382689,0.0003884505291270169,9.477492912701691e-05
1,HU12,0.5,Channel_4_DispTopQRight,96674,38.4464,0.0002917321,0.0017544970999999999,-0.001462765,0.001383894,0.0003884707074886223,9.673860748862231e-05
1,HU12,0.5,Channel_5_DispTable,96674,38.4464,5.863077e-07,0.0013835523077,-0.001382966,0.0007833294,9.765874961108812e-05,9.707244191108812e-05
1,HU12,0.5,Channel_8_LeftJoistBelowSlab1,96674,38.4464,3.830739e-05,0.00150916039,-0.001470853,0.0009138567,0.0001347327372983037,9.64253472983037e-05
