         time tilt_bot_s... 
------------- ------------- 
 3.976956e-05 -1.304349e-02 
 4.374652e-04 -1.300649e-02 
 8.351608e-04 -1.309664e-02 
 1.232856e-03 -1.331317e-02 
 1.630552e-03 -1.365514e-02 
 2.028248e-03 -1.411904e-02 
 2.425943e-03 -1.469911e-02 
 2.823639e-03 -1.542428e-02 
 3.221335e-03 -1.633219e-02 
 3.619030e-03 -1.735479e-02 
 4.016726e-03 -1.846536e-02 
 4.414421e-03 -1.969266e-02 
 4.812117e-03 -2.103673e-02 
 5.209813e-03 -2.249238e-02 
 5.607508e-03 -2.406050e-02 
 6.005204e-03 -2.572474e-02 
 6.402900e-03 -2.747227e-02 
 6.800595e-03 -2.928413e-02 
 7.198291e-03 -3.114935e-02 
 7.595986e-03 -3.307134e-02 
 7.993682e-03 -3.504353e-02 
 8.391378e-03 -3.705617e-02 
 8.789073e-03 -3.909203e-02 
 9.186769e-03 -4.115035e-02 
 9.584465e-03 -4.322180e-02 
 9.982160e-03 -4.530760e-02 
 1.037986e-02 -4.746609e-02 
 1.077755e-02 -4.963839e-02 
 1.117525e-02 -5.179495e-02 
 1.157294e-02 -5.393558e-02 
 1.197064e-02 -5.611189e-02 
 1.236833e-02 -5.827651e-02 
 1.276603e-02 -6.040178e-02 
 1.316373e-02 -6.246703e-02 
 1.356142e-02 -6.451688e-02 
 1.395912e-02 -6.654878e-02 
 1.435681e-02 -6.855166e-02 
 1.475451e-02 -7.051535e-02 
 1.515220e-02 -7.249970e-02 
 1.554990e-02 -7.445844e-02 
 1.594759e-02 -7.637696e-02 
 1.634529e-02 -7.828645e-02 
 1.674299e-02 -8.022735e-02 
 1.714068e-02 -8.217715e-02 
 1.753838e-02 -8.411184e-02 
 1.793607e-02 -8.602196e-02 
 1.833377e-02 -8.788884e-02 
 1.873146e-02 -8.974899e-02 
 1.912916e-02 -9.158455e-02 
 1.952686e-02 -9.336380e-02 
 1.992455e-02 -9.511172e-02 
 2.032225e-02 -9.683405e-02 
 2.071994e-02 -9.854902e-02 
 2.111764e-02 -1.003004e-01 
 2.151533e-02 -1.020497e-01 
 2.191303e-02 -1.038012e-01 
 2.231072e-02 -1.055789e-01 
 2.270842e-02 -1.074131e-01 
 2.310612e-02 -1.092565e-01 
 2.350381e-02 -1.110947e-01 
 2.390151e-02 -1.129547e-01 
 2.429920e-02 -1.148479e-01 
 2.469690e-02 -1.167995e-01 
 2.509459e-02 -1.187512e-01 
 2.549229e-02 -1.207516e-01 
 2.588999e-02 -1.228184e-01 
 2.628768e-02 -1.249306e-01 
 2.668538e-02 -1.270711e-01 
 2.708307e-02 -1.292463e-01 
 2.748077e-02 -1.314371e-01 
 2.787846e-02 -1.336728e-01 
 2.827616e-02 -1.359175e-01 
 2.867385e-02 -1.381519e-01 
 2.907155e-02 -1.404116e-01 
 2.946925e-02 -1.427251e-01 
