         time tiltx_beam... 
------------- ------------- 
 2.862607e-04 -1.484604e-02 
 6.043282e-04 -1.472645e-02 
 9.223956e-04 -1.451726e-02 
 1.240463e-03 -1.421812e-02 
 1.558531e-03 -1.382295e-02 
 1.876598e-03 -1.333201e-02 
 2.194665e-03 -1.274761e-02 
 2.512733e-03 -1.206230e-02 
 2.830800e-03 -1.126703e-02 
 3.148868e-03 -1.038856e-02 
 3.466935e-03 -9.453169e-03 
 3.785003e-03 -8.450266e-03 
 4.103070e-03 -7.370456e-03 
 4.421138e-03 -6.201895e-03 
 4.739205e-03 -4.944692e-03 
 5.057273e-03 -3.601324e-03 
 5.375340e-03 -2.175493e-03 
 5.693407e-03 -6.774052e-04 
 6.011475e-03  8.839192e-04 
 6.329542e-03  2.504580e-03 
 6.647610e-03  4.186921e-03 
 6.965677e-03  5.927735e-03 
 7.283745e-03  7.726438e-03 
 7.601812e-03  9.585922e-03 
 7.919880e-03  1.151743e-02 
 8.237947e-03  1.353818e-02 
 8.556014e-03  1.563715e-02 
 8.874082e-03  1.778458e-02 
 9.192149e-03  1.996974e-02 
 9.510217e-03  2.219180e-02 
 9.828284e-03  2.444430e-02 
 1.014635e-02  2.672781e-02 
 1.046442e-02  2.904476e-02 
 1.078249e-02  3.139058e-02 
 1.110055e-02  3.376953e-02 
 1.141862e-02  3.618018e-02 
 1.173669e-02  3.862104e-02 
 1.205476e-02  4.108109e-02 
 1.237282e-02  4.356030e-02 
 1.269089e-02  4.606592e-02 
 1.300896e-02  4.859028e-02 
 1.332703e-02  5.113096e-02 
 1.364509e-02  5.369212e-02 
 1.396316e-02  5.629479e-02 
 1.428123e-02  5.893736e-02 
 1.459930e-02  6.161137e-02 
 1.491736e-02  6.430447e-02 
 1.523543e-02  6.701513e-02 
 1.555350e-02  6.972772e-02 
 1.587157e-02  7.244994e-02 
 1.618963e-02  7.519123e-02 
 1.650770e-02  7.794603e-02 
 1.682577e-02  8.070938e-02 
 1.714384e-02  8.347777e-02 
 1.746190e-02  8.624929e-02 
 1.777997e-02  8.901460e-02 
 1.809804e-02  9.179889e-02 
 1.841611e-02  9.457502e-02 
 1.873417e-02  9.735119e-02 
 1.905224e-02  1.001217e-01 
 1.937031e-02  1.028940e-01 
 1.968838e-02  1.056881e-01 
 2.000644e-02  1.085049e-01 
 2.032451e-02  1.113608e-01 
 2.064258e-02  1.142340e-01 
 2.096065e-02  1.171096e-01 
 2.127871e-02  1.199703e-01 
 2.159678e-02  1.228264e-01 
 2.191485e-02  1.256715e-01 
 2.223292e-02  1.285064e-01 
 2.255098e-02  1.313200e-01 
 2.286905e-02  1.341197e-01 
 2.318712e-02  1.368845e-01 
 2.350518e-02  1.396486e-01 
 2.382325e-02  1.424030e-01 
 2.414132e-02  1.451625e-01 
 2.445939e-02  1.479197e-01 
 2.477745e-02  1.506732e-01 
 2.509552e-02  1.534241e-01 
 2.541359e-02  1.561641e-01 
 2.573166e-02  1.588789e-01 
 2.604972e-02  1.615759e-01 
 2.636779e-02  1.642221e-01 
 2.668586e-02  1.668102e-01 
 2.700393e-02  1.693441e-01 
 2.732199e-02  1.718068e-01 
 2.764006e-02  1.741956e-01 
 2.795813e-02  1.765234e-01 
 2.827620e-02  1.787976e-01 
 2.859426e-02  1.810251e-01 
 2.891233e-02  1.832102e-01 
 2.923040e-02  1.853491e-01 
 2.954847e-02  1.874494e-01 
 2.986653e-02  1.895018e-01 
 3.018460e-02  1.914904e-01 
 3.050267e-02  1.933982e-01 
 3.082074e-02  1.952056e-01 
 3.113880e-02  1.968927e-01 
 3.145687e-02  1.984614e-01 
 3.177494e-02  1.999070e-01 
 3.209301e-02  2.012305e-01 
 3.241107e-02  2.024383e-01 
 3.272914e-02  2.035205e-01 
 3.304721e-02  2.044707e-01 
 3.336528e-02  2.053100e-01 
 3.368334e-02  2.060422e-01 
 3.400141e-02  2.066730e-01 
 3.431948e-02  2.071806e-01 
 3.463755e-02  2.075617e-01 
 3.495561e-02  2.078232e-01 
 3.527368e-02  2.079666e-01 
 3.559175e-02  2.079834e-01 
 3.590982e-02  2.078566e-01 
 3.622788e-02  2.075660e-01 
 3.654595e-02  2.071111e-01 
 3.686402e-02  2.064982e-01 
 3.718209e-02  2.057311e-01 
 3.750015e-02  2.048044e-01 
 3.781822e-02  2.037189e-01 
 3.813629e-02  2.024899e-01 
 3.845436e-02  2.011183e-01 
 3.877242e-02  1.995992e-01 
 3.909049e-02  1.979352e-01 
 3.940856e-02  1.961242e-01 
 3.972662e-02  1.941614e-01 
 4.004469e-02  1.920454e-01 
 4.036276e-02  1.897647e-01 
 4.068083e-02  1.873088e-01 
 4.099889e-02  1.846806e-01 
 4.131696e-02  1.818942e-01 
 4.163503e-02  1.789451e-01 
 4.195310e-02  1.758429e-01 
 4.227116e-02  1.725934e-01 
 4.258923e-02  1.691997e-01 
 4.290730e-02  1.656448e-01 
 4.322537e-02  1.619384e-01 
 4.354343e-02  1.580903e-01 
 4.386150e-02  1.541148e-01 
 4.417957e-02  1.500004e-01 
 4.449764e-02  1.457459e-01 
 4.481570e-02  1.413590e-01 
 4.513377e-02  1.368539e-01 
 4.545184e-02  1.322349e-01 
 4.576991e-02  1.274944e-01 
 4.608797e-02  1.226309e-01 
 4.640604e-02  1.176484e-01 
 4.672411e-02  1.125552e-01 
 4.704218e-02  1.073601e-01 
 4.736024e-02  1.020669e-01 
 4.767831e-02  9.667204e-02 
 4.799638e-02  9.117696e-02 
 4.831445e-02  8.557723e-02 
 4.863251e-02  7.987407e-02 
 4.895058e-02  7.406536e-02 
 4.926865e-02  6.815706e-02 
 4.958672e-02  6.215024e-02 
 4.990478e-02  5.606086e-02 
 5.022285e-02  4.989475e-02 
 5.054092e-02  4.365921e-02 
 5.085899e-02  3.735652e-02 
 5.117705e-02  3.100349e-02 
 5.149512e-02  2.459782e-02 
 5.181319e-02  1.813845e-02 
 5.213126e-02  1.162176e-02 
 5.244932e-02  5.051432e-03 
 5.276739e-02 -1.584777e-03 
 5.308546e-02 -8.282375e-03 
 5.340353e-02 -1.503070e-02 
 5.372159e-02 -2.181759e-02 
 5.403966e-02 -2.864823e-02 
 5.435773e-02 -3.553059e-02 
 5.467580e-02 -4.246257e-02 
 5.499386e-02 -4.942773e-02 
 5.531193e-02 -5.641673e-02 
 5.563000e-02 -6.342874e-02 
 5.594807e-02 -7.046489e-02 
 5.626613e-02 -7.751597e-02 
 5.658420e-02 -8.457901e-02 
 5.690227e-02 -9.165197e-02 
 5.722033e-02 -9.874161e-02 
 5.753840e-02 -1.058498e-01 
 5.785647e-02 -1.129762e-01 
 5.817454e-02 -1.201210e-01 
 5.849260e-02 -1.272975e-01 
 5.881067e-02 -1.345006e-01 
 5.912874e-02 -1.417157e-01 
 5.944681e-02 -1.489409e-01 
 5.976487e-02 -1.561731e-01 
 6.008294e-02 -1.634331e-01 
 6.040101e-02 -1.706980e-01 
 6.071908e-02 -1.779626e-01 
 6.103714e-02 -1.852180e-01 
 6.135521e-02 -1.924624e-01 
 6.167328e-02 -1.996891e-01 
 6.199135e-02 -2.069007e-01 
 6.230941e-02 -2.140852e-01 
 6.262748e-02 -2.212462e-01 
 6.294555e-02 -2.283852e-01 
 6.326362e-02 -2.355120e-01 
 6.358168e-02 -2.426300e-01 
 6.389975e-02 -2.497168e-01 
 6.421782e-02 -2.567965e-01 
 6.453589e-02 -2.638624e-01 
 6.485395e-02 -2.708910e-01 
 6.517202e-02 -2.778748e-01 
 6.549009e-02 -2.848242e-01 
 6.580816e-02 -2.917413e-01 
 6.612622e-02 -2.986140e-01 
 6.644429e-02 -3.054274e-01 
 6.676236e-02 -3.122030e-01 
 6.708043e-02 -3.189306e-01 
 6.739849e-02 -3.255968e-01 
 6.771656e-02 -3.321898e-01 
 6.803463e-02 -3.387232e-01 
 6.835270e-02 -3.451961e-01 
 6.867076e-02 -3.516012e-01 
 6.898883e-02 -3.579378e-01 
 6.930690e-02 -3.642074e-01 
 6.962497e-02 -3.704250e-01 
 6.994303e-02 -3.765944e-01 
 7.026110e-02 -3.827017e-01 
 7.057917e-02 -3.887629e-01 
 7.089724e-02 -3.947708e-01 
 7.121530e-02 -4.007044e-01 
 7.153337e-02 -4.065804e-01 
 7.185144e-02 -4.123980e-01 
 7.216951e-02 -4.181578e-01 
 7.248757e-02 -4.238586e-01 
 7.280564e-02 -4.295030e-01 
 7.312371e-02 -4.350800e-01 
 7.344178e-02 -4.406034e-01 
 7.375984e-02 -4.460723e-01 
 7.407791e-02 -4.514712e-01 
 7.439598e-02 -4.567934e-01 
 7.471404e-02 -4.620173e-01 
 7.503211e-02 -4.671716e-01 
 7.535018e-02 -4.722688e-01 
 7.566825e-02 -4.772975e-01 
 7.598631e-02 -4.822233e-01 
 7.630438e-02 -4.870640e-01 
 7.662245e-02 -4.918336e-01 
 7.694052e-02 -4.965268e-01 
 7.725858e-02 -5.011307e-01 
 7.757665e-02 -5.056487e-01 
 7.789472e-02 -5.100878e-01 
 7.821279e-02 -5.144379e-01 
 7.853085e-02 -5.186633e-01 
 7.884892e-02 -5.228064e-01 
 7.916699e-02 -5.268895e-01 
 7.948506e-02 -5.308774e-01 
 7.980312e-02 -5.347861e-01 
 8.012119e-02 -5.386146e-01 
 8.043926e-02 -5.423808e-01 
 8.075733e-02 -5.460625e-01 
 8.107539e-02 -5.496937e-01 
 8.139346e-02 -5.532292e-01 
 8.171153e-02 -5.566801e-01 
 8.202960e-02 -5.600234e-01 
 8.234766e-02 -5.632523e-01 
 8.266573e-02 -5.663533e-01 
 8.298380e-02 -5.692827e-01 
 8.330187e-02 -5.721050e-01 
 8.361993e-02 -5.748060e-01 
 8.393800e-02 -5.773582e-01 
 8.425607e-02 -5.797885e-01 
 8.457414e-02 -5.820807e-01 
 8.489220e-02 -5.842428e-01 
 8.521027e-02 -5.862861e-01 
 8.552834e-02 -5.881947e-01 
 8.584641e-02 -5.899289e-01 
 8.616447e-02 -5.914860e-01 
 8.648254e-02 -5.928577e-01 
 8.680061e-02 -5.940398e-01 
 8.711868e-02 -5.950731e-01 
 8.743674e-02 -5.959328e-01 
 8.775481e-02 -5.966368e-01 
 8.807288e-02 -5.971653e-01 
 8.839095e-02 -5.975548e-01 
 8.870901e-02 -5.978016e-01 
 8.902708e-02 -5.978920e-01 
 8.934515e-02 -5.978282e-01 
 8.966322e-02 -5.976206e-01 
 8.998128e-02 -5.972379e-01 
 9.029935e-02 -5.966769e-01 
 9.061742e-02 -5.959506e-01 
 9.093548e-02 -5.950224e-01 
 9.125355e-02 -5.938964e-01 
 9.157162e-02 -5.925803e-01 
 9.188969e-02 -5.910648e-01 
 9.220775e-02 -5.893526e-01 
 9.252582e-02 -5.874115e-01 
 9.284389e-02 -5.852628e-01 
 9.316196e-02 -5.829046e-01 
 9.348002e-02 -5.803684e-01 
 9.379809e-02 -5.776054e-01 
 9.411616e-02 -5.746352e-01 
 9.443423e-02 -5.714426e-01 
 9.475229e-02 -5.680588e-01 
 9.507036e-02 -5.644509e-01 
 9.538843e-02 -5.606418e-01 
 9.570650e-02 -5.565821e-01 
 9.602456e-02 -5.523318e-01 
 9.634263e-02 -5.478547e-01 
 9.666070e-02 -5.432052e-01 
 9.697877e-02 -5.383437e-01 
 9.729683e-02 -5.333289e-01 
 9.761490e-02 -5.281024e-01 
 9.793297e-02 -5.226988e-01 
 9.825104e-02 -5.170532e-01 
 9.856910e-02 -5.112172e-01 
 9.888717e-02 -5.051588e-01 
 9.920524e-02 -4.989234e-01 
 9.952331e-02 -4.924405e-01 
 9.984137e-02 -4.857520e-01 
 1.001594e-01 -4.788243e-01 
 1.004775e-01 -4.717004e-01 
 1.007956e-01 -4.643443e-01 
 1.011136e-01 -4.568037e-01 
 1.014317e-01 -4.490544e-01 
 1.017498e-01 -4.411227e-01 
 1.020678e-01 -4.329985e-01 
 1.023859e-01 -4.247183e-01 
 1.027040e-01 -4.162876e-01 
 1.030220e-01 -4.077052e-01 
 1.033401e-01 -3.990030e-01 
 1.036582e-01 -3.901613e-01 
 1.039763e-01 -3.811723e-01 
 1.042943e-01 -3.720256e-01 
 1.046124e-01 -3.627250e-01 
 1.049305e-01 -3.533029e-01 
 1.052485e-01 -3.437453e-01 
 1.055666e-01 -3.340868e-01 
 1.058847e-01 -3.243130e-01 
 1.062027e-01 -3.144300e-01 
 1.065208e-01 -3.044039e-01 
 1.068389e-01 -2.942554e-01 
 1.071569e-01 -2.839661e-01 
 1.074750e-01 -2.735529e-01 
 1.077931e-01 -2.629787e-01 
 1.081111e-01 -2.522581e-01 
 1.084292e-01 -2.414097e-01 
 1.087473e-01 -2.304519e-01 
 1.090653e-01 -2.193810e-01 
 1.093834e-01 -2.082320e-01 
 1.097015e-01 -1.970149e-01 
 1.100195e-01 -1.857195e-01 
 1.103376e-01 -1.743386e-01 
 1.106557e-01 -1.628784e-01 
 1.109737e-01 -1.513483e-01 
 1.112918e-01 -1.397688e-01 
 1.116099e-01 -1.281567e-01 
 1.119279e-01 -1.165078e-01 
 1.122460e-01 -1.048415e-01 
 1.125641e-01 -9.314005e-02 
 1.128821e-01 -8.141624e-02 
 1.132002e-01 -6.965520e-02 
 1.135183e-01 -5.784935e-02 
 1.138363e-01 -4.600929e-02 
 1.141544e-01 -3.415738e-02 
 1.144725e-01 -2.228531e-02 
 1.147905e-01 -1.038033e-02 
 1.151086e-01  1.550254e-03 
 1.154267e-01  1.349274e-02 
 1.157447e-01  2.544983e-02 
 1.160628e-01  3.742717e-02 
 1.163809e-01  4.944065e-02 
 1.166989e-01  6.148669e-02 
 1.170170e-01  7.355613e-02 
 1.173351e-01  8.562455e-02 
 1.176532e-01  9.768017e-02 
 1.179712e-01  1.097104e-01 
 1.182893e-01  1.217050e-01 
 1.186074e-01  1.336533e-01 
 1.189254e-01  1.455475e-01 
 1.192435e-01  1.573965e-01 
 1.195616e-01  1.692212e-01 
 1.198796e-01  1.810002e-01 
 1.201977e-01  1.927086e-01 
 1.205158e-01  2.043522e-01 
 1.208338e-01  2.159175e-01 
 1.211519e-01  2.273988e-01 
 1.214700e-01  2.387924e-01 
 1.217880e-01  2.501164e-01 
 1.221061e-01  2.613648e-01 
 1.224242e-01  2.725395e-01 
 1.227422e-01  2.836326e-01 
 1.230603e-01  2.946407e-01 
 1.233784e-01  3.055650e-01 
 1.236964e-01  3.164083e-01 
 1.240145e-01  3.271721e-01 
 1.243326e-01  3.378665e-01 
 1.246506e-01  3.484786e-01 
 1.249687e-01  3.590017e-01 
 1.252868e-01  3.694518e-01 
 1.256048e-01  3.798311e-01 
 1.259229e-01  3.900958e-01 
 1.262410e-01  4.002458e-01 
 1.265590e-01  4.102809e-01 
 1.268771e-01  4.202137e-01 
 1.271952e-01  4.300306e-01 
 1.275132e-01  4.397705e-01 
 1.278313e-01  4.494282e-01 
 1.281494e-01  4.590369e-01 
 1.284674e-01  4.685805e-01 
 1.287855e-01  4.780421e-01 
 1.291036e-01  4.874339e-01 
 1.294216e-01  4.967480e-01 
 1.297397e-01  5.059596e-01 
 1.300578e-01  5.151228e-01 
 1.303758e-01  5.241819e-01 
 1.306939e-01  5.331685e-01 
 1.310120e-01  5.420294e-01 
 1.313301e-01  5.508312e-01 
 1.316481e-01  5.594801e-01 
 1.319662e-01  5.679465e-01 
 1.322843e-01  5.761920e-01 
 1.326023e-01  5.842673e-01 
 1.329204e-01  5.921252e-01 
 1.332385e-01  5.997488e-01 
 1.335565e-01  6.071394e-01 
 1.338746e-01  6.142991e-01 
 1.341927e-01  6.212375e-01 
 1.345107e-01  6.279571e-01 
 1.348288e-01  6.345127e-01 
