         time bulge_top_... 
------------- ------------- 
 1.615384e-04  1.964194e-02 
 5.653845e-04  1.945754e-02 
 9.692306e-04  1.890123e-02 
 1.373077e-03  1.819518e-02 
 1.776923e-03  1.736763e-02 
 2.180769e-03  1.646424e-02 
 2.584615e-03  1.548421e-02 
 2.988461e-03  1.446599e-02 
 3.392307e-03  1.342410e-02 
 3.796153e-03  1.243561e-02 
 4.199999e-03  1.147884e-02 
 4.603845e-03  1.052010e-02 
 5.007691e-03  9.498386e-03 
 5.411538e-03  8.424983e-03 
 5.815384e-03  7.355634e-03 
 6.219230e-03  6.391297e-03 
 6.623076e-03  5.637912e-03 
 7.026922e-03  5.142004e-03 
 7.430768e-03  4.950042e-03 
 7.834614e-03  5.057553e-03 
 8.238460e-03  5.451477e-03 
 8.642306e-03  6.074264e-03 
 9.046152e-03  6.800815e-03 
 9.449998e-03  7.549691e-03 
 9.853845e-03  8.334093e-03 
 1.025769e-02  9.132018e-03 
 1.066154e-02  9.887899e-03 
 1.106538e-02  1.055057e-02 
 1.146923e-02  1.106419e-02 
 1.187307e-02  1.145957e-02 
 1.227692e-02  1.170827e-02 
 1.268077e-02  1.183118e-02 
 1.308461e-02  1.185496e-02 
 1.348846e-02  1.187136e-02 
 1.389231e-02  1.186211e-02 
 1.429615e-02  1.190703e-02 
 1.470000e-02  1.196241e-02 
 1.510384e-02  1.192254e-02 
 1.550769e-02  1.170825e-02 
 1.591154e-02  1.132249e-02 
 1.631538e-02  1.086277e-02 
 1.671923e-02  1.041897e-02 
 1.712307e-02  1.010912e-02 
 1.752692e-02  9.901384e-03 
 1.793077e-02  9.756902e-03 
 1.833461e-02  9.655067e-03 
 1.873846e-02  9.558472e-03 
 1.914230e-02  9.391121e-03 
 1.954615e-02  9.124996e-03 
 1.995000e-02  8.742582e-03 
 2.035384e-02  8.316597e-03 
 2.075769e-02  7.911601e-03 
 2.116153e-02  7.656740e-03 
 2.156538e-02  7.549831e-03 
 2.196923e-02  7.484749e-03 
 2.237307e-02  7.427508e-03 
 2.277692e-02  7.406561e-03 
 2.318077e-02  7.494642e-03 
 2.358461e-02  7.696251e-03 
 2.398846e-02  7.989931e-03 
 2.439230e-02  8.375939e-03 
 2.479615e-02  8.844184e-03 
 2.520000e-02  9.364313e-03 
 2.560384e-02  9.902237e-03 
 2.600769e-02  1.041834e-02 
 2.641153e-02  1.081674e-02 
 2.681538e-02  1.113038e-02 
 2.721923e-02  1.146615e-02 
 2.762307e-02  1.184282e-02 
 2.802692e-02  1.222933e-02 
 2.843076e-02  1.247970e-02 
 2.883461e-02  1.246885e-02 
 2.923846e-02  1.218780e-02 
 2.964230e-02  1.168399e-02 
 3.004615e-02  1.103530e-02 
 3.044999e-02  1.035556e-02 
 3.085384e-02  9.715776e-03 
 3.125769e-02  9.098202e-03 
 3.166153e-02  8.466931e-03 
 3.206538e-02  7.740540e-03 
 3.246923e-02  6.857666e-03 
 3.287307e-02  5.744152e-03 
 3.327692e-02  4.365084e-03 
 3.368076e-02  2.864624e-03 
 3.408461e-02  1.466185e-03 
 3.448846e-02  2.932254e-04 
 3.489230e-02 -5.813585e-04 
 3.529615e-02 -1.045237e-03 
