         time tilt_up_se... 
------------- ------------- 
 3.579261e-04  7.060249e-02 
 7.556217e-04  7.086759e-02 
 1.153317e-03  7.114879e-02 
 1.551013e-03  7.142298e-02 
 1.948709e-03  7.170746e-02 
 2.346404e-03  7.199725e-02 
 2.744100e-03  7.229016e-02 
 3.141795e-03  7.258612e-02 
 3.539491e-03  7.288928e-02 
 3.937187e-03  7.318778e-02 
 4.334882e-03  7.349473e-02 
 4.732578e-03  7.379550e-02 
 5.130274e-03  7.407993e-02 
 5.527969e-03  7.434181e-02 
 5.925665e-03  7.459112e-02 
 6.323360e-03  7.482611e-02 
 6.721056e-03  7.504523e-02 
 7.118752e-03  7.526442e-02 
 7.516447e-03  7.547336e-02 
 7.914143e-03  7.567284e-02 
 8.311839e-03  7.585431e-02 
 8.709534e-03  7.601456e-02 
 9.107230e-03  7.616698e-02 
 9.504926e-03  7.631336e-02 
 9.902621e-03  7.645281e-02 
 1.030032e-02  7.660250e-02 
 1.069801e-02  7.674141e-02 
 1.109571e-02  7.686504e-02 
 1.149340e-02  7.697122e-02 
 1.189110e-02  7.706206e-02 
 1.228879e-02  7.713530e-02 
 1.268649e-02  7.719912e-02 
 1.308419e-02  7.724625e-02 
 1.348188e-02  7.729710e-02 
 1.387958e-02  7.732932e-02 
 1.427727e-02  7.735476e-02 
 1.467497e-02  7.736034e-02 
 1.507266e-02  7.734882e-02 
 1.547036e-02  7.732750e-02 
 1.586806e-02  7.730471e-02 
 1.626575e-02  7.726150e-02 
 1.666345e-02  7.720262e-02 
 1.706114e-02  7.712862e-02 
 1.745884e-02  7.703931e-02 
 1.785653e-02  7.693803e-02 
 1.825423e-02  7.682859e-02 
 1.865192e-02  7.671388e-02 
 1.904962e-02  7.657415e-02 
 1.944732e-02  7.643252e-02 
 1.984501e-02  7.626269e-02 
 2.024271e-02  7.607087e-02 
 2.064040e-02  7.585556e-02 
 2.103810e-02  7.562698e-02 
 2.143579e-02  7.536901e-02 
 2.183349e-02  7.508480e-02 
 2.223119e-02  7.477361e-02 
 2.262888e-02  7.444489e-02 
 2.302658e-02  7.409448e-02 
 2.342427e-02  7.373109e-02 
 2.382197e-02  7.333668e-02 
 2.421966e-02  7.291423e-02 
 2.461736e-02  7.244306e-02 
 2.501505e-02  7.192164e-02 
 2.541275e-02  7.135289e-02 
 2.581045e-02  7.074131e-02 
 2.620814e-02  7.009697e-02 
 2.660584e-02  6.941120e-02 
 2.700353e-02  6.868423e-02 
 2.740123e-02  6.791464e-02 
 2.779892e-02  6.710109e-02 
 2.819662e-02  6.622577e-02 
 2.859432e-02  6.530630e-02 
 2.899201e-02  6.434369e-02 
 2.938971e-02  6.336408e-02 
 2.978740e-02  6.234946e-02 
 3.018510e-02  6.130303e-02 
 3.058279e-02  6.021341e-02 
 3.098049e-02  5.909289e-02 
 3.137819e-02  5.794026e-02 
 3.177588e-02  5.675781e-02 
 3.217358e-02  5.554870e-02 
 3.257127e-02  5.432540e-02 
 3.296897e-02  5.307650e-02 
 3.336666e-02  5.180906e-02 
 3.376436e-02  5.050534e-02 
 3.416205e-02  4.917139e-02 
 3.455975e-02  4.782030e-02 
 3.495745e-02  4.644828e-02 
 3.535514e-02  4.506158e-02 
 3.575284e-02  4.365472e-02 
 3.615053e-02  4.223022e-02 
 3.654823e-02  4.079305e-02 
 3.694592e-02  3.934845e-02 
 3.734362e-02  3.789169e-02 
 3.774132e-02  3.643304e-02 
 3.813901e-02  3.496059e-02 
 3.853671e-02  3.348927e-02 
 3.893440e-02  3.201795e-02 
 3.933210e-02  3.054458e-02 
 3.972979e-02  2.908349e-02 
 4.012749e-02  2.762675e-02 
 4.052518e-02  2.618309e-02 
 4.092288e-02  2.474617e-02 
 4.132058e-02  2.330882e-02 
 4.171827e-02  2.188860e-02 
 4.211597e-02  2.047363e-02 
 4.251366e-02  1.906938e-02 
 4.291136e-02  1.767749e-02 
 4.330905e-02  1.628320e-02 
 4.370675e-02  1.489926e-02 
 4.410445e-02  1.350328e-02 
 4.450214e-02  1.211251e-02 
 4.489984e-02  1.072508e-02 
 4.529753e-02  9.340193e-03 
 4.569523e-02  7.966114e-03 
 4.609292e-02  6.603330e-03 
 4.649062e-02  5.233483e-03 
 4.688831e-02  3.863222e-03 
 4.728601e-02  2.481456e-03 
 4.768371e-02  1.094301e-03 
 4.808140e-02 -2.918935e-04 
 4.847910e-02 -1.678419e-03 
 4.887679e-02 -3.049089e-03 
 4.927449e-02 -4.404280e-03 
 4.967218e-02 -5.757193e-03 
 5.006988e-02 -7.098471e-03 
 5.046758e-02 -8.430379e-03 
 5.086527e-02 -9.761222e-03 
 5.126297e-02 -1.109524e-02 
 5.166066e-02 -1.242902e-02 
 5.205836e-02 -1.375471e-02 
 5.245605e-02 -1.506844e-02 
 5.285375e-02 -1.637078e-02 
 5.325144e-02 -1.766654e-02 
 5.364914e-02 -1.894882e-02 
 5.404684e-02 -2.021573e-02 
 5.444453e-02 -2.146134e-02 
 5.484223e-02 -2.269838e-02 
 5.523992e-02 -2.392759e-02 
 5.563762e-02 -2.514638e-02 
 5.603531e-02 -2.635954e-02 
 5.643301e-02 -2.756612e-02 
 5.683071e-02 -2.876726e-02 
 5.722840e-02 -2.997362e-02 
 5.762610e-02 -3.116920e-02 
 5.802379e-02 -3.235868e-02 
 5.842149e-02 -3.354922e-02 
 5.881918e-02 -3.474083e-02 
 5.921688e-02 -3.591738e-02 
 5.961457e-02 -3.708934e-02 
 6.001227e-02 -3.824829e-02 
 6.040997e-02 -3.940423e-02 
 6.080766e-02 -4.055816e-02 
 6.120536e-02 -4.170592e-02 
 6.160305e-02 -4.285223e-02 
 6.200075e-02 -4.398334e-02 
 6.239844e-02 -4.510212e-02 
 6.279614e-02 -4.621314e-02 
 6.319384e-02 -4.733069e-02 
 6.359153e-02 -4.843958e-02 
 6.398923e-02 -4.955734e-02 
 6.438692e-02 -5.068787e-02 
 6.478462e-02 -5.181733e-02 
 6.518231e-02 -5.295077e-02 
 6.558001e-02 -5.409396e-02 
 6.597770e-02 -5.524223e-02 
 6.637540e-02 -5.641827e-02 
 6.677310e-02 -5.760738e-02 
 6.717079e-02 -5.882330e-02 
 6.756849e-02 -6.007634e-02 
 6.796618e-02 -6.132606e-02 
 6.836388e-02 -6.259514e-02 
 6.876157e-02 -6.387745e-02 
 6.915927e-02 -6.515707e-02 
 6.955697e-02 -6.645258e-02 
 6.995466e-02 -6.776115e-02 
 7.035236e-02 -6.907330e-02 
 7.075005e-02 -7.040355e-02 
 7.114775e-02 -7.173864e-02 
 7.154544e-02 -7.308153e-02 
 7.194314e-02 -7.442753e-02 
 7.234083e-02 -7.577548e-02 
 7.273853e-02 -7.713532e-02 
 7.313623e-02 -7.850684e-02 
 7.353392e-02 -7.987556e-02 
 7.393162e-02 -8.124780e-02 
 7.432931e-02 -8.263213e-02 
 7.472701e-02 -8.402550e-02 
 7.512470e-02 -8.541458e-02 
 7.552240e-02 -8.681091e-02 
 7.592010e-02 -8.819838e-02 
 7.631779e-02 -8.959756e-02 
 7.671549e-02 -9.100391e-02 
 7.711318e-02 -9.242011e-02 
 7.751088e-02 -9.384650e-02 
 7.790857e-02 -9.530278e-02 
 7.830627e-02 -9.678281e-02 
 7.870396e-02 -9.828791e-02 
 7.910166e-02 -9.981431e-02 
 7.949936e-02 -1.013661e-01 
 7.989705e-02 -1.029482e-01 
 8.029475e-02 -1.045528e-01 
 8.069244e-02 -1.061796e-01 
 8.109014e-02 -1.078289e-01 
 8.148783e-02 -1.094968e-01 
 8.188553e-02 -1.111894e-01 
