         time Top_Quarte... 
------------- ------------- 
 3.579261e-04 -1.844350e-04 
 7.556217e-04 -1.878217e-04 
 1.153317e-03 -1.927755e-04 
 1.551013e-03 -1.992935e-04 
 1.948709e-03 -2.069534e-04 
 2.346404e-03 -2.147697e-04 
 2.744100e-03 -2.223329e-04 
 3.141795e-03 -2.295852e-04 
 3.539491e-03 -2.359303e-04 
 3.937187e-03 -2.415831e-04 
 4.334882e-03 -2.463469e-04 
 4.732578e-03 -2.504219e-04 
 5.130274e-03 -2.541768e-04 
 5.527969e-03 -2.585986e-04 
 5.925665e-03 -2.640922e-04 
 6.323360e-03 -2.704499e-04 
 6.721056e-03 -2.775626e-04 
 7.118752e-03 -2.841311e-04 
 7.516447e-03 -2.894906e-04 
 7.914143e-03 -2.927639e-04 
 8.311839e-03 -2.942908e-04 
 8.709534e-03 -2.941847e-04 
 9.107230e-03 -2.931077e-04 
 9.504926e-03 -2.916648e-04 
 9.902621e-03 -2.906861e-04 
 1.030032e-02 -2.897769e-04 
 1.069801e-02 -2.891156e-04 
 1.109571e-02 -2.890776e-04 
 1.149340e-02 -2.898638e-04 
 1.189110e-02 -2.912880e-04 
 1.228879e-02 -2.936772e-04 
 1.268649e-02 -2.971452e-04 
 1.308419e-02 -3.014499e-04 
 1.348188e-02 -3.066025e-04 
 1.387958e-02 -3.127800e-04 
 1.427727e-02 -3.202982e-04 
 1.467497e-02 -3.288905e-04 
 1.507266e-02 -3.375575e-04 
 1.547036e-02 -3.460172e-04 
 1.586806e-02 -3.536900e-04 
 1.626575e-02 -3.605618e-04 
 1.666345e-02 -3.670807e-04 
 1.706114e-02 -3.733773e-04 
 1.745884e-02 -3.789194e-04 
 1.785653e-02 -3.828046e-04 
 1.825423e-02 -3.844004e-04 
 1.865192e-02 -3.833591e-04 
 1.904962e-02 -3.803827e-04 
 1.944732e-02 -3.764631e-04 
 1.984501e-02 -3.723807e-04 
 2.024271e-02 -3.687897e-04 
 2.064040e-02 -3.661622e-04 
 2.103810e-02 -3.645831e-04 
 2.143579e-02 -3.641231e-04 
 2.183349e-02 -3.645358e-04 
 2.223119e-02 -3.649650e-04 
 2.262888e-02 -3.642929e-04 
 2.302658e-02 -3.620942e-04 
 2.342427e-02 -3.584113e-04 
 2.382197e-02 -3.536797e-04 
 2.421966e-02 -3.495473e-04 
 2.461736e-02 -3.466609e-04 
 2.501505e-02 -3.450416e-04 
 2.541275e-02 -3.442721e-04 
 2.581045e-02 -3.438920e-04 
 2.620814e-02 -3.429672e-04 
 2.660584e-02 -3.407533e-04 
 2.700353e-02 -3.371528e-04 
 2.740123e-02 -3.321371e-04 
 2.779892e-02 -3.257249e-04 
 2.819662e-02 -3.185171e-04 
 2.859432e-02 -3.114199e-04 
 2.899201e-02 -3.046728e-04 
 2.938971e-02 -2.979744e-04 
 2.978740e-02 -2.912157e-04 
 3.018510e-02 -2.836574e-04 
 3.058279e-02 -2.747819e-04 
 3.098049e-02 -2.642673e-04 
 3.137819e-02 -2.526189e-04 
 3.177588e-02 -2.401322e-04 
 3.217358e-02 -2.276434e-04 
 3.257127e-02 -2.154450e-04 
 3.296897e-02 -2.040784e-04 
 3.336666e-02 -1.933867e-04 
 3.376436e-02 -1.832357e-04 
 3.416205e-02 -1.738486e-04 
 3.455975e-02 -1.650242e-04 
 3.495745e-02 -1.568067e-04 
 3.535514e-02 -1.491672e-04 
 3.575284e-02 -1.417460e-04 
 3.615053e-02 -1.341323e-04 
 3.654823e-02 -1.261745e-04 
 3.694592e-02 -1.178193e-04 
 3.734362e-02 -1.085416e-04 
 3.774132e-02 -9.782801e-05 
 3.813901e-02 -8.517230e-05 
 3.853671e-02 -7.050404e-05 
 3.893440e-02 -5.426382e-05 
 3.933210e-02 -3.722533e-05 
 3.972979e-02 -2.017373e-05 
 4.012749e-02 -3.199314e-06 
 4.052518e-02  1.405106e-05 
 4.092288e-02  3.216987e-05 
 4.132058e-02  5.125290e-05 
 4.171827e-02  7.088534e-05 
 4.211597e-02  9.071123e-05 
 4.251366e-02  1.107495e-04 
 4.291136e-02  1.308757e-04 
 4.330905e-02  1.511562e-04 
 4.370675e-02  1.715255e-04 
 4.410445e-02  1.916998e-04 
 4.450214e-02  2.109627e-04 
 4.489984e-02  2.295595e-04 
 4.529753e-02  2.475172e-04 
 4.569523e-02  2.658106e-04 
 4.609292e-02  2.849093e-04 
 4.649062e-02  3.058383e-04 
 4.688831e-02  3.287150e-04 
 4.728601e-02  3.532724e-04 
 4.768371e-02  3.789524e-04 
 4.808140e-02  4.055168e-04 
 4.847910e-02  4.325513e-04 
 4.887679e-02  4.598900e-04 
 4.927449e-02  4.876675e-04 
 4.967218e-02  5.159630e-04 
 5.006988e-02  5.446219e-04 
 5.046758e-02  5.739254e-04 
 5.086527e-02  6.040326e-04 
 5.126297e-02  6.351992e-04 
 5.166066e-02  6.679043e-04 
 5.205836e-02  7.019537e-04 
 5.245605e-02  7.367015e-04 
 5.285375e-02  7.710343e-04 
 5.325144e-02  8.043397e-04 
 5.364914e-02  8.355251e-04 
 5.404684e-02  8.649227e-04 
 5.444453e-02  8.926039e-04 
 5.484223e-02  9.197021e-04 
 5.523992e-02  9.466112e-04 
 5.563762e-02  9.740762e-04 
 5.603531e-02  1.002747e-03 
 5.643301e-02  1.032542e-03 
 5.683071e-02  1.063471e-03 
 5.722840e-02  1.095092e-03 
 5.762610e-02  1.126717e-03 
 5.802379e-02  1.157827e-03 
 5.842149e-02  1.188047e-03 
 5.881918e-02  1.217759e-03 
 5.921688e-02  1.247687e-03 
 5.961457e-02  1.278570e-03 
 6.001227e-02  1.310885e-03 
 6.040997e-02  1.344725e-03 
 6.080766e-02  1.380157e-03 
 6.120536e-02  1.416833e-03 
 6.160305e-02  1.454601e-03 
 6.200075e-02  1.492950e-03 
 6.239844e-02  1.531350e-03 
 6.279614e-02  1.569150e-03 
 6.319384e-02  1.606213e-03 
 6.359153e-02  1.642672e-03 
 6.398923e-02  1.678643e-03 
 6.438692e-02  1.713956e-03 
 6.478462e-02  1.748597e-03 
 6.518231e-02  1.782803e-03 
 6.558001e-02  1.816415e-03 
 6.597770e-02  1.849949e-03 
 6.637540e-02  1.883521e-03 
 6.677310e-02  1.917303e-03 
 6.717079e-02  1.951101e-03 
 6.756849e-02  1.984791e-03 
 6.796618e-02  2.017687e-03 
 6.836388e-02  2.049770e-03 
 6.876157e-02  2.080902e-03 
 6.915927e-02  2.111178e-03 
 6.955697e-02  2.141143e-03 
 6.995466e-02  2.171295e-03 
 7.035236e-02  2.202205e-03 
 7.075005e-02  2.234660e-03 
