         time tiltx_up_s... 
------------- ------------- 
 9.646583e-05 -3.990658e-03 
 4.180186e-04 -3.990836e-03 
 7.395714e-04 -3.991431e-03 
 1.061124e-03 -3.992026e-03 
 1.382677e-03 -3.992618e-03 
 1.704230e-03 -3.993205e-03 
 2.025782e-03 -3.993786e-03 
 2.347335e-03 -3.994356e-03 
 2.668888e-03 -3.994916e-03 
 2.990441e-03 -3.995461e-03 
 3.311994e-03 -3.995991e-03 
 3.633546e-03 -3.996503e-03 
 3.955099e-03 -3.996996e-03 
 4.276652e-03 -3.997467e-03 
 4.598205e-03 -3.997914e-03 
 4.919757e-03 -3.998337e-03 
 5.241310e-03 -3.998734e-03 
 5.562863e-03 -3.999102e-03 
 5.884416e-03 -3.999442e-03 
 6.205968e-03 -3.999751e-03 
 6.527521e-03 -4.000028e-03 
 6.849074e-03 -4.000273e-03 
 7.170627e-03 -4.000485e-03 
 7.492179e-03 -4.000662e-03 
 7.813732e-03 -4.000805e-03 
 8.135285e-03 -4.000914e-03 
 8.456838e-03 -4.000988e-03 
 8.778391e-03 -4.001026e-03 
 9.099943e-03 -4.001028e-03 
 9.421496e-03 -4.000996e-03 
 9.743049e-03 -4.000930e-03 
 1.006460e-02 -4.000829e-03 
 1.038615e-02 -4.000696e-03 
 1.070771e-02 -4.000531e-03 
 1.102926e-02 -4.000336e-03 
 1.135081e-02 -4.000112e-03 
 1.167237e-02 -3.999859e-03 
 1.199392e-02 -3.999579e-03 
 1.231547e-02 -3.999275e-03 
 1.263702e-02 -3.998947e-03 
 1.295858e-02 -3.998600e-03 
 1.328013e-02 -3.998234e-03 
 1.360168e-02 -3.997851e-03 
 1.392323e-02 -3.997455e-03 
 1.424479e-02 -3.997047e-03 
 1.456634e-02 -3.996631e-03 
 1.488789e-02 -3.996209e-03 
 1.520945e-02 -3.995783e-03 
 1.553100e-02 -3.995357e-03 
 1.585255e-02 -3.994934e-03 
 1.617410e-02 -3.994516e-03 
 1.649566e-02 -3.994105e-03 
 1.681721e-02 -3.993704e-03 
 1.713876e-02 -3.993316e-03 
 1.746032e-02 -3.992943e-03 
 1.778187e-02 -3.992588e-03 
 1.810342e-02 -3.992253e-03 
 1.842497e-02 -3.991940e-03 
 1.874653e-02 -3.991650e-03 
 1.906808e-02 -3.991387e-03 
 1.938963e-02 -3.991151e-03 
 1.971118e-02 -3.990944e-03 
