         time total_shea... 
------------- ------------- 
 3.579261e-04 -2.026475e-01 
 7.556217e-04 -3.407786e-01 
 1.153317e-03 -5.235334e-01 
 1.551013e-03 -7.156029e-01 
 1.948709e-03 -8.791264e-01 
 2.346404e-03 -1.106829e+00 
 2.744100e-03 -1.331515e+00 
 3.141795e-03 -1.524725e+00 
 3.539491e-03 -1.702610e+00 
 3.937187e-03 -1.845018e+00 
 4.334882e-03 -1.938177e+00 
 4.732578e-03 -2.017752e+00 
 5.130274e-03 -2.056914e+00 
 5.527969e-03 -2.082544e+00 
 5.925665e-03 -2.149266e+00 
 6.323360e-03 -2.257712e+00 
 6.721056e-03 -2.324281e+00 
 7.118752e-03 -2.409320e+00 
 7.516447e-03 -2.463355e+00 
 7.914143e-03 -2.493099e+00 
 8.311839e-03 -2.480750e+00 
 8.709534e-03 -2.444251e+00 
 9.107230e-03 -2.333856e+00 
 9.504926e-03 -2.237657e+00 
 9.902621e-03 -2.130915e+00 
 1.030032e-02 -2.038265e+00 
 1.069801e-02 -2.007453e+00 
 1.109571e-02 -1.897146e+00 
 1.149340e-02 -1.784625e+00 
 1.189110e-02 -1.723437e+00 
 1.228879e-02 -1.660973e+00 
 1.268649e-02 -1.527774e+00 
 1.308419e-02 -1.349523e+00 
 1.348188e-02 -1.114792e+00 
 1.387958e-02 -8.679205e-01 
 1.427727e-02 -6.535373e-01 
 1.467497e-02 -4.473281e-01 
 1.507266e-02 -2.670469e-01 
 1.547036e-02 -1.058052e-01 
 1.586806e-02  9.397024e-02 
 1.626575e-02  3.362607e-01 
 1.666345e-02  5.659739e-01 
 1.706114e-02  7.410551e-01 
 1.745884e-02  9.897141e-01 
 1.785653e-02  1.249846e+00 
 1.825423e-02  1.473958e+00 
 1.865192e-02  1.684011e+00 
 1.904962e-02  1.833408e+00 
 1.944732e-02  1.990628e+00 
 1.984501e-02  2.147048e+00 
 2.024271e-02  2.262247e+00 
 2.064040e-02  2.335953e+00 
 2.103810e-02  2.452583e+00 
 2.143579e-02  2.603966e+00 
 2.183349e-02  2.694135e+00 
 2.223119e-02  2.749651e+00 
 2.262888e-02  2.831286e+00 
 2.302658e-02  2.870631e+00 
 2.342427e-02  2.892136e+00 
 2.382197e-02  2.923583e+00 
 2.421966e-02  2.887947e+00 
 2.461736e-02  2.793967e+00 
 2.501505e-02  2.602440e+00 
 2.541275e-02  2.423606e+00 
 2.581045e-02  2.271180e+00 
 2.620814e-02  2.087323e+00 
 2.660584e-02  1.899302e+00 
 2.700353e-02  1.771107e+00 
 2.740123e-02  1.604609e+00 
 2.779892e-02  1.363910e+00 
 2.819662e-02  1.118683e+00 
 2.859432e-02  8.631587e-01 
 2.899201e-02  5.703930e-01 
 2.938971e-02  2.831023e-01 
 2.978740e-02 -6.504498e-03 
 3.018510e-02 -2.698992e-01 
 3.058279e-02 -5.347720e-01 
 3.098049e-02 -8.187953e-01 
 3.137819e-02 -1.105344e+00 
