         time tiltx_full... 
------------- ------------- 
 2.423077e-04 -6.360204e-03 
 6.461537e-04 -6.029873e-03 
 1.050000e-03 -5.475162e-03 
 1.453846e-03 -4.915413e-03 
 1.857692e-03 -4.350827e-03 
 2.261538e-03 -3.781671e-03 
 2.665384e-03 -3.208581e-03 
 3.069230e-03 -2.632903e-03 
 3.473076e-03 -2.053998e-03 
 3.876922e-03 -1.470175e-03 
 4.280769e-03 -8.816685e-04 
 4.684615e-03 -2.884842e-04 
 5.088461e-03  3.089323e-04 
 5.492307e-03  9.104063e-04 
 5.896153e-03  1.515738e-03 
 6.299999e-03  2.124723e-03 
 6.703845e-03  2.737287e-03 
 7.107691e-03  3.352976e-03 
 7.511537e-03  3.971469e-03 
 7.915383e-03  4.592549e-03 
 8.319229e-03  5.215804e-03 
 8.723075e-03  5.840059e-03 
 9.126922e-03  6.464288e-03 
 9.530768e-03  7.088895e-03 
 9.934614e-03  7.714969e-03 
 1.033846e-02  8.342876e-03 
 1.074231e-02  8.972424e-03 
 1.114615e-02  9.603276e-03 
 1.155000e-02  1.023455e-02 
 1.195384e-02  1.086531e-02 
 1.235769e-02  1.149462e-02 
 1.276154e-02  1.212126e-02 
 1.316538e-02  1.274467e-02 
 1.356923e-02  1.336389e-02 
 1.397307e-02  1.397752e-02 
 1.437692e-02  1.458571e-02 
 1.478077e-02  1.518936e-02 
 1.518461e-02  1.578813e-02 
 1.558846e-02  1.638138e-02 
 1.599231e-02  1.696927e-02 
 1.639615e-02  1.755147e-02 
 1.680000e-02  1.812764e-02 
 1.720384e-02  1.869734e-02 
 1.760769e-02  1.926012e-02 
 1.801154e-02  1.981608e-02 
 1.841538e-02  2.036478e-02 
 1.881923e-02  2.090591e-02 
 1.922307e-02  2.143989e-02 
 1.962692e-02  2.196586e-02 
 2.003077e-02  2.248316e-02 
 2.043461e-02  2.299223e-02 
 2.083846e-02  2.349472e-02 
 2.124230e-02  2.399062e-02 
 2.164615e-02  2.447925e-02 
 2.205000e-02  2.495981e-02 
 2.245384e-02  2.543144e-02 
 2.285769e-02  2.589410e-02 
 2.326153e-02  2.634819e-02 
 2.366538e-02  2.679342e-02 
 2.406923e-02  2.723076e-02 
 2.447307e-02  2.766026e-02 
 2.487692e-02  2.808122e-02 
 2.528077e-02  2.849365e-02 
 2.568461e-02  2.889835e-02 
 2.608846e-02  2.929581e-02 
 2.649230e-02  2.968523e-02 
 2.689615e-02  3.006600e-02 
 2.730000e-02  3.043752e-02 
 2.770384e-02  3.079977e-02 
 2.810769e-02  3.115317e-02 
 2.851153e-02  3.149745e-02 
 2.891538e-02  3.183264e-02 
 2.931923e-02  3.215880e-02 
 2.972307e-02  3.247544e-02 
 3.012692e-02  3.278207e-02 
 3.053076e-02  3.307763e-02 
 3.093461e-02  3.336260e-02 
 3.133846e-02  3.363793e-02 
 3.174230e-02  3.390417e-02 
 3.214615e-02  3.416137e-02 
 3.254999e-02  3.440882e-02 
 3.295384e-02  3.464669e-02 
 3.335769e-02  3.487478e-02 
 3.376153e-02  3.509296e-02 
 3.416538e-02  3.530134e-02 
 3.456923e-02  3.549893e-02 
 3.497307e-02  3.568462e-02 
 3.537692e-02  3.585776e-02 
 3.578076e-02  3.601841e-02 
 3.618461e-02  3.616747e-02 
 3.658846e-02  3.630551e-02 
 3.699230e-02  3.643288e-02 
 3.739615e-02  3.654986e-02 
 3.779999e-02  3.665696e-02 
 3.820384e-02  3.675432e-02 
 3.860769e-02  3.684186e-02 
 3.901153e-02  3.691947e-02 
 3.941538e-02  3.698652e-02 
 3.981922e-02  3.704244e-02 
 4.022307e-02  3.708724e-02 
 4.062692e-02  3.712143e-02 
 4.103076e-02  3.714621e-02 
 4.143461e-02  3.716128e-02 
 4.183845e-02  3.716662e-02 
