         time tiltx_full... 
------------- ------------- 
 1.988478e-04  3.597623e-03 
 5.965434e-04  3.178313e-03 
 9.942391e-04  2.362031e-03 
 1.391935e-03  1.578314e-03 
 1.789630e-03  8.321388e-04 
 2.187326e-03  1.230827e-04 
 2.585022e-03 -5.477973e-04 
 2.982717e-03 -1.183668e-03 
 3.380413e-03 -1.786734e-03 
 3.778108e-03 -2.363018e-03 
 4.175804e-03 -2.917792e-03 
 4.573500e-03 -3.463685e-03 
 4.971195e-03 -4.005770e-03 
 5.368891e-03 -4.552067e-03 
 5.766587e-03 -5.106099e-03 
 6.164282e-03 -5.675295e-03 
 6.561978e-03 -6.257134e-03 
 6.959673e-03 -6.849476e-03 
 7.357369e-03 -7.447610e-03 
 7.755065e-03 -8.043199e-03 
 8.152760e-03 -8.630725e-03 
 8.550456e-03 -9.199565e-03 
 8.948152e-03 -9.741727e-03 
 9.345847e-03 -1.024988e-02 
 9.743543e-03 -1.071287e-02 
 1.014124e-02 -1.112835e-02 
 1.053893e-02 -1.149294e-02 
 1.093663e-02 -1.180896e-02 
 1.133433e-02 -1.208185e-02 
 1.173202e-02 -1.231942e-02 
 1.212972e-02 -1.252940e-02 
 1.252741e-02 -1.272464e-02 
 1.292511e-02 -1.291442e-02 
 1.332280e-02 -1.310781e-02 
 1.372050e-02 -1.331813e-02 
 1.411819e-02 -1.354978e-02 
 1.451589e-02 -1.380500e-02 
 1.491359e-02 -1.408941e-02 
 1.531128e-02 -1.439531e-02 
 1.570898e-02 -1.472068e-02 
 1.610667e-02 -1.505165e-02 
 1.650437e-02 -1.537777e-02 
 1.690206e-02 -1.568738e-02 
 1.729976e-02 -1.597246e-02 
 1.769746e-02 -1.622706e-02 
 1.809515e-02 -1.644464e-02 
 1.849285e-02 -1.662208e-02 
 1.889054e-02 -1.675570e-02 
 1.928824e-02 -1.684957e-02 
 1.968593e-02 -1.690472e-02 
 2.008363e-02 -1.692613e-02 
 2.048132e-02 -1.692353e-02 
 2.087902e-02 -1.690592e-02 
 2.127672e-02 -1.688469e-02 
 2.167441e-02 -1.686899e-02 
 2.207211e-02 -1.686336e-02 
 2.246980e-02 -1.687652e-02 
 2.286750e-02 -1.691026e-02 
 2.326519e-02 -1.696142e-02 
 2.366289e-02 -1.703130e-02 
 2.406059e-02 -1.711529e-02 
 2.445828e-02 -1.721149e-02 
 2.485598e-02 -1.731407e-02 
 2.525367e-02 -1.741370e-02 
 2.565137e-02 -1.750048e-02 
 2.604906e-02 -1.756676e-02 
 2.644676e-02 -1.760526e-02 
 2.684445e-02 -1.761162e-02 
 2.724215e-02 -1.758189e-02 
 2.763985e-02 -1.751363e-02 
 2.803754e-02 -1.740555e-02 
 2.843524e-02 -1.726137e-02 
 2.883293e-02 -1.708128e-02 
 2.923063e-02 -1.687075e-02 
 2.962832e-02 -1.663375e-02 
 3.002602e-02 -1.637929e-02 
 3.042372e-02 -1.611747e-02 
 3.082141e-02 -1.585790e-02 
 3.121911e-02 -1.560663e-02 
 3.161680e-02 -1.536944e-02 
 3.201450e-02 -1.514722e-02 
 3.241219e-02 -1.493650e-02 
 3.280989e-02 -1.473723e-02 
 3.320758e-02 -1.454377e-02 
 3.360528e-02 -1.435504e-02 
 3.400298e-02 -1.416233e-02 
 3.440067e-02 -1.395725e-02 
 3.479837e-02 -1.372863e-02 
 3.519606e-02 -1.346683e-02 
 3.559376e-02 -1.316155e-02 
 3.599145e-02 -1.280856e-02 
 3.638915e-02 -1.240331e-02 
 3.678685e-02 -1.194363e-02 
 3.718454e-02 -1.143600e-02 
 3.758224e-02 -1.088954e-02 
 3.797993e-02 -1.031239e-02 
 3.837763e-02 -9.713342e-03 
 3.877532e-02 -9.100119e-03 
 3.917302e-02 -8.486119e-03 
 3.957071e-02 -7.884154e-03 
 3.996841e-02 -7.304049e-03 
 4.036611e-02 -6.751948e-03 
 4.076380e-02 -6.235977e-03 
 4.116150e-02 -5.754648e-03 
 4.155919e-02 -5.308771e-03 
 4.195689e-02 -4.889041e-03 
 4.235458e-02 -4.489921e-03 
 4.275228e-02 -4.101351e-03 
 4.314998e-02 -3.712796e-03 
 4.354767e-02 -3.313502e-03 
 4.394537e-02 -2.892097e-03 
 4.434306e-02 -2.439856e-03 
 4.474076e-02 -1.952254e-03 
 4.513845e-02 -1.423775e-03 
 4.553615e-02 -8.532597e-04 
 4.593385e-02 -2.474816e-04 
 4.633154e-02  3.845384e-04 
 4.672924e-02  1.030853e-03 
 4.712693e-02  1.678539e-03 
 4.752463e-02  2.318638e-03 
 4.792232e-02  2.942344e-03 
 4.832002e-02  3.540017e-03 
 4.871771e-02  4.105183e-03 
 4.911541e-02  4.638230e-03 
 4.951311e-02  5.136636e-03 
 4.991080e-02  5.605506e-03 
 5.030850e-02  6.047176e-03 
 5.070619e-02  6.469581e-03 
 5.110389e-02  6.882318e-03 
 5.150158e-02  7.294499e-03 
 5.189928e-02  7.717197e-03 
 5.229698e-02  8.160194e-03 
 5.269467e-02  8.629176e-03 
 5.309237e-02  9.129117e-03 
 5.349006e-02  9.662485e-03 
 5.388776e-02  1.023063e-02 
 5.428545e-02  1.083227e-02 
 5.468315e-02  1.146380e-02 
 5.508084e-02  1.211932e-02 
 5.547854e-02  1.279145e-02 
 5.587624e-02  1.346986e-02 
 5.627393e-02  1.414791e-02 
 5.667163e-02  1.481647e-02 
 5.706932e-02  1.546687e-02 
 5.746702e-02  1.609387e-02 
 5.786471e-02  1.669427e-02 
 5.826241e-02  1.726487e-02 
 5.866011e-02  1.780765e-02 
 5.905780e-02  1.832392e-02 
 5.945550e-02  1.881654e-02 
 5.985319e-02  1.929297e-02 
 6.025089e-02  1.975988e-02 
 6.064858e-02  2.022610e-02 
 6.104628e-02  2.070142e-02 
 6.144397e-02  2.119431e-02 
 6.184167e-02  2.170864e-02 
 6.223937e-02  2.224949e-02 
 6.263706e-02  2.281712e-02 
 6.303476e-02  2.341164e-02 
 6.343245e-02  2.402780e-02 
 6.383015e-02  2.466390e-02 
 6.422784e-02  2.531125e-02 
 6.462554e-02  2.596327e-02 
 6.502324e-02  2.660641e-02 
 6.542093e-02  2.723105e-02 
 6.581863e-02  2.782551e-02 
 6.621632e-02  2.838004e-02 
 6.661402e-02  2.888803e-02 
 6.701171e-02  2.934265e-02 
 6.740941e-02  2.974650e-02 
 6.780710e-02  3.010487e-02 
 6.820480e-02  3.041814e-02 
 6.860250e-02  3.069650e-02 
 6.900019e-02  3.094792e-02 
 6.939789e-02  3.118351e-02 
 6.979558e-02  3.140884e-02 
 7.019328e-02  3.163571e-02 
 7.059097e-02  3.186505e-02 
 7.098867e-02  3.210638e-02 
 7.138637e-02  3.235929e-02 
 7.178406e-02  3.262263e-02 
 7.218176e-02  3.288843e-02 
 7.257945e-02  3.315029e-02 
 7.297715e-02  3.339858e-02 
 7.337484e-02  3.362406e-02 
 7.377254e-02  3.381160e-02 
 7.417023e-02  3.395034e-02 
 7.456793e-02  3.403340e-02 
 7.496563e-02  3.405300e-02 
 7.536332e-02  3.400442e-02 
 7.576102e-02  3.388731e-02 
 7.615871e-02  3.370637e-02 
 7.655641e-02  3.347056e-02 
 7.695410e-02  3.318961e-02 
 7.735180e-02  3.287648e-02 
 7.774950e-02  3.254601e-02 
 7.814719e-02  3.221000e-02 
 7.854489e-02  3.187778e-02 
 7.894258e-02  3.155915e-02 
 7.934028e-02  3.125844e-02 
 7.973797e-02  3.097729e-02 
 8.013567e-02  3.071912e-02 
 8.053336e-02  3.047741e-02 
 8.093106e-02  3.024864e-02 
 8.132876e-02  3.002269e-02 
 8.172645e-02  2.978847e-02 
 8.212415e-02  2.953658e-02 
 8.252184e-02  2.925942e-02 
 8.291954e-02  2.894635e-02 
 8.331723e-02  2.859566e-02 
 8.371493e-02  2.820355e-02 
 8.411263e-02  2.777171e-02 
 8.451032e-02  2.730372e-02 
 8.490802e-02  2.680266e-02 
 8.530571e-02  2.627085e-02 
 8.570341e-02  2.571631e-02 
 8.610110e-02  2.514346e-02 
 8.649880e-02  2.456359e-02 
