         time tiltx_low_... 
------------- ------------- 
 1.988478e-04  1.180732e-02 
 5.965434e-04  1.146109e-02 
 9.942391e-04  1.078562e-02 
 1.391935e-03  1.014191e-02 
 1.789630e-03  9.530963e-03 
 2.187326e-03  8.955142e-03 
 2.585022e-03  8.420439e-03 
 2.982717e-03  7.910820e-03 
 3.380413e-03  7.411812e-03 
 3.778108e-03  6.899765e-03 
 4.175804e-03  6.352831e-03 
 4.573500e-03  5.744975e-03 
 4.971195e-03  5.041443e-03 
 5.368891e-03  4.217758e-03 
 5.766587e-03  3.251861e-03 
 6.164282e-03  2.136178e-03 
 6.561978e-03  8.535771e-04 
 6.959673e-03 -6.077664e-04 
 7.357369e-03 -2.231248e-03 
 7.755065e-03 -4.008410e-03 
 8.152760e-03 -5.919844e-03 
 8.550456e-03 -7.943145e-03 
 8.948152e-03 -1.005535e-02 
 9.345847e-03 -1.222723e-02 
 9.743543e-03 -1.443330e-02 
 1.014124e-02 -1.664521e-02 
 1.053893e-02 -1.883726e-02 
 1.093663e-02 -2.099780e-02 
 1.133433e-02 -2.310173e-02 
 1.173202e-02 -2.514016e-02 
 1.212972e-02 -2.711160e-02 
 1.252741e-02 -2.900656e-02 
 1.292511e-02 -3.082979e-02 
 1.332280e-02 -3.259424e-02 
 1.372050e-02 -3.431231e-02 
 1.411819e-02 -3.598763e-02 
 1.451589e-02 -3.763275e-02 
 1.491359e-02 -3.927079e-02 
 1.531128e-02 -4.090282e-02 
 1.570898e-02 -4.252166e-02 
 1.610667e-02 -4.411696e-02 
 1.650437e-02 -4.568239e-02 
 1.690206e-02 -4.719021e-02 
 1.729976e-02 -4.862381e-02 
 1.769746e-02 -4.996232e-02 
 1.809515e-02 -5.119328e-02 
 1.849285e-02 -5.229662e-02 
 1.889054e-02 -5.326827e-02 
 1.928824e-02 -5.409195e-02 
 1.968593e-02 -5.477528e-02 
 2.008363e-02 -5.531028e-02 
 2.048132e-02 -5.567652e-02 
 2.087902e-02 -5.584137e-02 
 2.127672e-02 -5.578301e-02 
 2.167441e-02 -5.549714e-02 
 2.207211e-02 -5.498300e-02 
 2.246980e-02 -5.423655e-02 
 2.286750e-02 -5.327331e-02 
 2.326519e-02 -5.211280e-02 
 2.366289e-02 -5.080333e-02 
 2.406059e-02 -4.939174e-02 
 2.445828e-02 -4.793099e-02 
 2.485598e-02 -4.645784e-02 
 2.525367e-02 -4.501805e-02 
 2.565137e-02 -4.364785e-02 
 2.604906e-02 -4.237337e-02 
 2.644676e-02 -4.121892e-02 
 2.684445e-02 -4.018492e-02 
 2.724215e-02 -3.928430e-02 
 2.763985e-02 -3.849042e-02 
 2.803754e-02 -3.777444e-02 
 2.843524e-02 -3.712641e-02 
 2.883293e-02 -3.651421e-02 
 2.923063e-02 -3.591976e-02 
 2.962832e-02 -3.529074e-02 
 3.002602e-02 -3.460806e-02 
 3.042372e-02 -3.383070e-02 
 3.082141e-02 -3.294380e-02 
 3.121911e-02 -3.193473e-02 
 3.161680e-02 -3.081499e-02 
 3.201450e-02 -2.958937e-02 
 3.241219e-02 -2.829716e-02 
 3.280989e-02 -2.698526e-02 
 3.320758e-02 -2.571470e-02 
 3.360528e-02 -2.452721e-02 
 3.400298e-02 -2.348407e-02 
 3.440067e-02 -2.261308e-02 
 3.479837e-02 -2.195461e-02 
 3.519606e-02 -2.154055e-02 
 3.559376e-02 -2.136927e-02 
 3.599145e-02 -2.143195e-02 
 3.638915e-02 -2.169208e-02 
 3.678685e-02 -2.211683e-02 
 3.718454e-02 -2.264517e-02 
 3.758224e-02 -2.322430e-02 
 3.797993e-02 -2.378990e-02 
 3.837763e-02 -2.430661e-02 
 3.877532e-02 -2.472850e-02 
 3.917302e-02 -2.502519e-02 
 3.957071e-02 -2.515443e-02 
 3.996841e-02 -2.511417e-02 
 4.036611e-02 -2.488925e-02 
 4.076380e-02 -2.447747e-02 
 4.116150e-02 -2.387816e-02 
 4.155919e-02 -2.311294e-02 
 4.195689e-02 -2.220415e-02 
 4.235458e-02 -2.118715e-02 
 4.275228e-02 -2.008665e-02 
 4.314998e-02 -1.893748e-02 
 4.354767e-02 -1.777839e-02 
 4.394537e-02 -1.664687e-02 
 4.434306e-02 -1.556875e-02 
 4.474076e-02 -1.456626e-02 
 4.513845e-02 -1.363626e-02 
 4.553615e-02 -1.278585e-02 
 4.593385e-02 -1.198287e-02 
 4.633154e-02 -1.119255e-02 
 4.672924e-02 -1.035545e-02 
 4.712693e-02 -9.423113e-03 
 4.752463e-02 -8.342177e-03 
 4.792232e-02 -7.075986e-03 
 4.832002e-02 -5.581179e-03 
 4.871771e-02 -3.839056e-03 
 4.911541e-02 -1.816322e-03 
 4.951311e-02  4.857517e-04 
 4.991080e-02  3.073216e-03 
 5.030850e-02  5.926898e-03 
 5.070619e-02  9.018759e-03 
 5.110389e-02  1.230369e-02 
 5.150158e-02  1.572214e-02 
 5.189928e-02  1.922527e-02 
 5.229698e-02  2.273439e-02 
 5.269467e-02  2.619529e-02 
 5.309237e-02  2.953025e-02 
 5.349006e-02  3.267980e-02 
 5.388776e-02  3.559563e-02 
 5.428545e-02  3.823483e-02 
 5.468315e-02  4.057693e-02 
 5.508084e-02  4.263355e-02 
 5.547854e-02  4.441722e-02 
 5.587624e-02  4.597000e-02 
 5.627393e-02  4.734576e-02 
 5.667163e-02  4.860988e-02 
 5.706932e-02  4.981988e-02 
 5.746702e-02  5.101439e-02 
 5.786471e-02  5.223925e-02 
 5.826241e-02  5.351601e-02 
 5.866011e-02  5.486376e-02 
