         time tilt_bot_s... 
------------- ------------- 
 1.193087e-04 -1.402495e-02 
 5.170043e-04 -1.417835e-02 
 9.146999e-04 -1.427652e-02 
 1.312396e-03 -1.437301e-02 
 1.710091e-03 -1.454424e-02 
 2.107787e-03 -1.480034e-02 
 2.505482e-03 -1.524071e-02 
 2.903178e-03 -1.579890e-02 
 3.300874e-03 -1.671253e-02 
 3.698569e-03 -1.783793e-02 
 4.096265e-03 -1.927596e-02 
 4.493961e-03 -2.096332e-02 
 4.891656e-03 -2.272896e-02 
 5.289352e-03 -2.453625e-02 
 5.687047e-03 -2.630801e-02 
 6.084743e-03 -2.807694e-02 
 6.482439e-03 -2.980787e-02 
 6.880134e-03 -3.122349e-02 
 7.277830e-03 -3.245064e-02 
 7.675526e-03 -3.333529e-02 
 8.073221e-03 -3.406403e-02 
 8.470917e-03 -3.465549e-02 
 8.868613e-03 -3.518857e-02 
 9.266308e-03 -3.585216e-02 
 9.664004e-03 -3.656247e-02 
 1.006170e-02 -3.711879e-02 
 1.045940e-02 -3.763665e-02 
 1.085709e-02 -3.791775e-02 
 1.125479e-02 -3.829933e-02 
 1.165248e-02 -3.852207e-02 
 1.205018e-02 -3.867630e-02 
 1.244787e-02 -3.883253e-02 
 1.284557e-02 -3.900015e-02 
 1.324326e-02 -3.904337e-02 
 1.364096e-02 -3.922359e-02 
 1.403866e-02 -3.961242e-02 
 1.443635e-02 -4.001369e-02 
 1.483405e-02 -4.036570e-02 
 1.523174e-02 -4.057450e-02 
 1.562944e-02 -4.055135e-02 
 1.602713e-02 -4.044070e-02 
 1.642483e-02 -4.032658e-02 
 1.682253e-02 -4.004849e-02 
 1.722022e-02 -3.976338e-02 
 1.761792e-02 -3.939212e-02 
 1.801561e-02 -3.889370e-02 
 1.841331e-02 -3.840035e-02 
 1.881100e-02 -3.783387e-02 
 1.920870e-02 -3.739031e-02 
 1.960639e-02 -3.708074e-02 
 2.000409e-02 -3.672085e-02 
 2.040179e-02 -3.640077e-02 
 2.079948e-02 -3.608348e-02 
 2.119718e-02 -3.579402e-02 
 2.159487e-02 -3.539141e-02 
 2.199257e-02 -3.484853e-02 
 2.239026e-02 -3.409480e-02 
 2.278796e-02 -3.316933e-02 
 2.318566e-02 -3.211492e-02 
 2.358335e-02 -3.101844e-02 
 2.398105e-02 -3.007918e-02 
 2.437874e-02 -2.928733e-02 
 2.477644e-02 -2.877501e-02 
 2.517413e-02 -2.834864e-02 
 2.557183e-02 -2.772641e-02 
 2.596952e-02 -2.707709e-02 
 2.636722e-02 -2.650397e-02 
 2.676492e-02 -2.597922e-02 
 2.716261e-02 -2.549309e-02 
