         time tiltx_up_s... 
------------- ------------- 
 3.181565e-04  1.290702e-02 
 7.158521e-04  1.163250e-02 
 1.113548e-03  1.002268e-02 
 1.511243e-03  8.396369e-03 
 1.908939e-03  6.780550e-03 
 2.306635e-03  5.194484e-03 
 2.704330e-03  3.647766e-03 
 3.102026e-03  2.147048e-03 
 3.499722e-03  6.959723e-04 
 3.897417e-03 -7.048352e-04 
 4.295113e-03 -2.085698e-03 
 4.692808e-03 -3.464626e-03 
 5.090504e-03 -4.862334e-03 
 5.488200e-03 -6.286273e-03 
 5.885895e-03 -7.738953e-03 
 6.283591e-03 -9.225731e-03 
 6.681287e-03 -1.073373e-02 
 7.078982e-03 -1.222564e-02 
 7.476678e-03 -1.368747e-02 
 7.874373e-03 -1.509690e-02 
 8.272069e-03 -1.643365e-02 
 8.669765e-03 -1.767795e-02 
 9.067460e-03 -1.880103e-02 
 9.465156e-03 -1.978271e-02 
 9.862852e-03 -2.061441e-02 
 1.026055e-02 -2.129598e-02 
 1.065824e-02 -2.183239e-02 
 1.105594e-02 -2.223982e-02 
 1.145363e-02 -2.253108e-02 
 1.185133e-02 -2.270768e-02 
 1.224903e-02 -2.277652e-02 
 1.264672e-02 -2.274815e-02 
 1.304442e-02 -2.263632e-02 
 1.344211e-02 -2.244871e-02 
 1.383981e-02 -2.219438e-02 
 1.423750e-02 -2.189789e-02 
 1.463520e-02 -2.157721e-02 
 1.503289e-02 -2.124238e-02 
 1.543059e-02 -2.090811e-02 
 1.582829e-02 -2.057736e-02 
 1.622598e-02 -2.024494e-02 
 1.662368e-02 -1.990743e-02 
 1.702137e-02 -1.953887e-02 
 1.741907e-02 -1.911269e-02 
 1.781676e-02 -1.860894e-02 
 1.821446e-02 -1.802341e-02 
 1.861216e-02 -1.735228e-02 
 1.900985e-02 -1.659737e-02 
 1.940755e-02 -1.575822e-02 
 1.980524e-02 -1.484083e-02 
 2.020294e-02 -1.385836e-02 
 2.060063e-02 -1.281914e-02 
 2.099833e-02 -1.172755e-02 
 2.139602e-02 -1.058869e-02 
 2.179372e-02 -9.414716e-03 
 2.219142e-02 -8.214788e-03 
 2.258911e-02 -7.007980e-03 
