         time bulge_top_... 
------------- ------------- 
 3.181565e-04  2.275906e-02 
 7.158521e-04  2.448883e-02 
 1.113548e-03  2.501755e-02 
 1.511243e-03  2.386066e-02 
 1.908939e-03  2.129289e-02 
 2.306635e-03  1.727682e-02 
 2.704330e-03  1.226769e-02 
 3.102026e-03  6.445878e-03 
 3.499722e-03  1.630401e-04 
 3.897417e-03 -6.073459e-03 
 4.295113e-03 -1.161501e-02 
 4.692808e-03 -1.602855e-02 
 5.090504e-03 -1.882136e-02 
 5.488200e-03 -1.971486e-02 
 5.885895e-03 -1.871624e-02 
 6.283591e-03 -1.565294e-02 
 6.681287e-03 -1.099543e-02 
 7.078982e-03 -5.090644e-03 
 7.476678e-03  1.453299e-03 
 7.874373e-03  8.084090e-03 
 8.272069e-03  1.425366e-02 
 8.669765e-03  1.936338e-02 
 9.067460e-03  2.301922e-02 
 9.465156e-03  2.458755e-02 
 9.862852e-03  2.385322e-02 
 1.026055e-02  2.093658e-02 
 1.065824e-02  1.592080e-02 
 1.105594e-02  9.242598e-03 
 1.145363e-02  1.321630e-03 
 1.185133e-02 -7.238729e-03 
 1.224903e-02 -1.573225e-02 
 1.264672e-02 -2.330567e-02 
 1.304442e-02 -2.938155e-02 
 1.344211e-02 -3.351003e-02 
 1.383981e-02 -3.544271e-02 
 1.423750e-02 -3.486718e-02 
 1.463520e-02 -3.165882e-02 
 1.503289e-02 -2.601408e-02 
 1.543059e-02 -1.838770e-02 
 1.582829e-02 -9.242409e-03 
 1.622598e-02  6.727365e-04 
 1.662368e-02  1.058583e-02 
 1.702137e-02  1.966919e-02 
 1.741907e-02  2.706757e-02 
 1.781676e-02  3.220468e-02 
 1.821446e-02  3.459079e-02 
 1.861216e-02  3.419346e-02 
 1.900985e-02  3.131048e-02 
 1.940755e-02  2.628803e-02 
 1.980524e-02  1.960282e-02 
 2.020294e-02  1.196004e-02 
 2.060063e-02  4.001738e-03 
 2.099833e-02 -3.721272e-03 
 2.139602e-02 -1.060147e-02 
 2.179372e-02 -1.597504e-02 
 2.219142e-02 -1.935449e-02 
 2.258911e-02 -2.048655e-02 
 2.298681e-02 -1.927830e-02 
 2.338450e-02 -1.568831e-02 
 2.378220e-02 -9.885719e-03 
 2.417989e-02 -2.320533e-03 
 2.457759e-02  6.321669e-03 
 2.497529e-02  1.544899e-02 
 2.537298e-02  2.451197e-02 
 2.577068e-02  3.263855e-02 
 2.616837e-02  3.924895e-02 
 2.656607e-02  4.357170e-02 
 2.696376e-02  4.508258e-02 
 2.736146e-02  4.342085e-02 
 2.775915e-02  3.864268e-02 
 2.815685e-02  3.114426e-02 
 2.855455e-02  2.142670e-02 
 2.895224e-02  1.036674e-02 
 2.934994e-02 -1.280276e-03 
 2.974763e-02 -1.251549e-02 
 3.014533e-02 -2.258416e-02 
 3.054302e-02 -3.071476e-02 
 3.094072e-02 -3.638172e-02 
 3.133842e-02 -3.923271e-02 
 3.173611e-02 -3.882049e-02 
 3.213381e-02 -3.511060e-02 
 3.253150e-02 -2.820586e-02 
 3.292920e-02 -1.874241e-02 
 3.332689e-02 -7.579820e-03 
 3.372459e-02  4.428694e-03 
 3.412228e-02  1.622108e-02 
 3.451998e-02  2.699277e-02 
 3.491768e-02  3.580588e-02 
 3.531537e-02  4.188743e-02 
 3.571307e-02  4.470971e-02 
 3.611076e-02  4.407303e-02 
 3.650846e-02  4.035507e-02 
 3.690615e-02  3.381951e-02 
 3.730385e-02  2.507298e-02 
 3.770155e-02  1.495161e-02 
 3.809924e-02  4.290320e-03 
 3.849694e-02 -5.971842e-03 
 3.889463e-02 -1.513519e-02 
 3.929233e-02 -2.245375e-02 
 3.969002e-02 -2.743665e-02 
 4.008772e-02 -2.961289e-02 
 4.048541e-02 -2.884218e-02 
 4.088311e-02 -2.521639e-02 
 4.128081e-02 -1.924884e-02 
 4.167850e-02 -1.161848e-02 
 4.207620e-02 -2.965540e-03 
 4.247389e-02  6.086311e-03 
 4.287159e-02  1.510396e-02 
 4.326928e-02  2.317605e-02 
 4.366698e-02  2.993219e-02 
 4.406468e-02  3.503664e-02 
 4.446237e-02  3.796666e-02 
 4.486007e-02  3.845154e-02 
 4.525776e-02  3.633431e-02 
 4.565546e-02  3.187179e-02 
 4.605315e-02  2.553107e-02 
 4.645085e-02  1.795881e-02 
 4.684854e-02  9.968946e-03 
 4.724624e-02  2.150837e-03 
 4.764394e-02 -4.877965e-03 
 4.804163e-02 -1.076714e-02 
 4.843933e-02 -1.516488e-02 
 4.883702e-02 -1.776214e-02 
 4.923472e-02 -1.837890e-02 
 4.963241e-02 -1.710378e-02 
 5.003011e-02 -1.364807e-02 
 5.042781e-02 -8.086393e-03 
 5.082550e-02 -1.024443e-03 
 5.122320e-02  7.122077e-03 
 5.162089e-02  1.573559e-02 
 5.201859e-02  2.429546e-02 
 5.241628e-02  3.223163e-02 
 5.281398e-02  3.890340e-02 
 5.321168e-02  4.378865e-02 
 5.360937e-02  4.631925e-02 
 5.400707e-02  4.643205e-02 
 5.440476e-02  4.407106e-02 
 5.480246e-02  3.925511e-02 
 5.520015e-02  3.236628e-02 
 5.559785e-02  2.385075e-02 
 5.599554e-02  1.439216e-02 
 5.639324e-02  4.769107e-03 
 5.679094e-02 -4.444348e-03 
 5.718863e-02 -1.268166e-02 
 5.758633e-02 -1.931397e-02 
 5.798402e-02 -2.368112e-02 
 5.838172e-02 -2.556418e-02 
 5.877941e-02 -2.479179e-02 
 5.917711e-02 -2.197356e-02 
 5.957481e-02 -1.729255e-02 
 5.997250e-02 -1.127497e-02 
 6.037020e-02 -4.426564e-03 
 6.076789e-02  2.725029e-03 
 6.116559e-02  9.494620e-03 
 6.156328e-02  1.543155e-02 
 6.196098e-02  1.988728e-02 
 6.235867e-02  2.247329e-02 
 6.275637e-02  2.298230e-02 
 6.315407e-02  2.147660e-02 
 6.355176e-02  1.816737e-02 
 6.394946e-02  1.333001e-02 
 6.434715e-02  7.803131e-03 
 6.474485e-02  2.197625e-03 
 6.514254e-02 -3.053910e-03 
 6.554024e-02 -7.465966e-03 
 6.593794e-02 -1.048340e-02 
 6.633563e-02 -1.159246e-02 
 6.673333e-02 -1.081842e-02 
 6.713102e-02 -8.043124e-03 
 6.752872e-02 -3.629092e-03 
 6.792641e-02  2.341187e-03 
 6.832411e-02  9.148750e-03 
 6.872180e-02  1.609284e-02 
 6.911950e-02  2.271026e-02 
 6.951720e-02  2.838678e-02 
 6.991489e-02  3.291837e-02 
 7.031259e-02  3.584242e-02 
 7.071028e-02  3.728638e-02 
 7.110798e-02  3.722970e-02 
 7.150567e-02  3.554710e-02 
 7.190337e-02  3.241194e-02 
 7.230107e-02  2.804739e-02 
 7.269876e-02  2.259116e-02 
 7.309646e-02  1.625229e-02 
 7.349415e-02  9.640576e-03 
 7.389185e-02  3.418669e-03 
 7.428954e-02 -1.881054e-03 
 7.468724e-02 -5.797895e-03 
 7.508493e-02 -8.067019e-03 
 7.548263e-02 -8.350820e-03 
 7.588033e-02 -6.691642e-03 
 7.627802e-02 -3.315222e-03 
 7.667572e-02  1.288695e-03 
 7.707341e-02  6.500715e-03 
 7.747111e-02  1.199382e-02 
 7.786880e-02  1.724100e-02 
 7.826650e-02  2.193033e-02 
 7.866420e-02  2.555582e-02 
 7.906189e-02  2.766014e-02 
 7.945959e-02  2.805064e-02 
