         time tilt_beam_... 
------------- ------------- 
 1.937930e-04 -4.021488e-02 
 5.167814e-04 -4.021528e-02 
 8.397698e-04 -4.021563e-02 
 1.162758e-03 -4.021593e-02 
 1.485746e-03 -4.021619e-02 
 1.808735e-03 -4.021640e-02 
 2.131723e-03 -4.021656e-02 
 2.454712e-03 -4.021668e-02 
 2.777700e-03 -4.021675e-02 
 3.100688e-03 -4.021677e-02 
 3.423677e-03 -4.021675e-02 
 3.746665e-03 -4.021669e-02 
 4.069653e-03 -4.021659e-02 
 4.392642e-03 -4.021645e-02 
 4.715630e-03 -4.021626e-02 
 5.038619e-03 -4.021603e-02 
 5.361607e-03 -4.021577e-02 
 5.684595e-03 -4.021548e-02 
 6.007584e-03 -4.021516e-02 
 6.330572e-03 -4.021481e-02 
 6.653560e-03 -4.021445e-02 
 6.976549e-03 -4.021405e-02 
 7.299537e-03 -4.021364e-02 
 7.622526e-03 -4.021321e-02 
 7.945514e-03 -4.021275e-02 
 8.268502e-03 -4.021227e-02 
 8.591491e-03 -4.021176e-02 
 8.914479e-03 -4.021123e-02 
 9.237467e-03 -4.021068e-02 
 9.560456e-03 -4.021013e-02 
 9.883444e-03 -4.020955e-02 
 1.020643e-02 -4.020897e-02 
 1.052942e-02 -4.020836e-02 
 1.085241e-02 -4.020774e-02 
 1.117540e-02 -4.020711e-02 
 1.149839e-02 -4.020645e-02 
 1.182137e-02 -4.020578e-02 
 1.214436e-02 -4.020510e-02 
 1.246735e-02 -4.020440e-02 
 1.279034e-02 -4.020370e-02 
 1.311333e-02 -4.020298e-02 
 1.343632e-02 -4.020227e-02 
 1.375930e-02 -4.020155e-02 
 1.408229e-02 -4.020081e-02 
 1.440528e-02 -4.020007e-02 
 1.472827e-02 -4.019931e-02 
 1.505126e-02 -4.019855e-02 
 1.537425e-02 -4.019778e-02 
 1.569723e-02 -4.019701e-02 
 1.602022e-02 -4.019623e-02 
 1.634321e-02 -4.019545e-02 
 1.666620e-02 -4.019467e-02 
 1.698919e-02 -4.019388e-02 
 1.731218e-02 -4.019309e-02 
 1.763516e-02 -4.019230e-02 
 1.795815e-02 -4.019151e-02 
 1.828114e-02 -4.019070e-02 
 1.860413e-02 -4.018989e-02 
 1.892712e-02 -4.018908e-02 
 1.925011e-02 -4.018827e-02 
 1.957310e-02 -4.018746e-02 
 1.989608e-02 -4.018665e-02 
 2.021907e-02 -4.018585e-02 
 2.054206e-02 -4.018504e-02 
 2.086505e-02 -4.018422e-02 
 2.118804e-02 -4.018340e-02 
 2.151103e-02 -4.018258e-02 
 2.183401e-02 -4.018176e-02 
 2.215700e-02 -4.018094e-02 
 2.247999e-02 -4.018011e-02 
 2.280298e-02 -4.017929e-02 
 2.312597e-02 -4.017847e-02 
 2.344896e-02 -4.017765e-02 
 2.377194e-02 -4.017683e-02 
 2.409493e-02 -4.017601e-02 
 2.441792e-02 -4.017518e-02 
 2.474091e-02 -4.017434e-02 
 2.506390e-02 -4.017351e-02 
 2.538689e-02 -4.017267e-02 
 2.570987e-02 -4.017184e-02 
 2.603286e-02 -4.017101e-02 
 2.635585e-02 -4.017018e-02 
 2.667884e-02 -4.016936e-02 
 2.700183e-02 -4.016853e-02 
 2.732482e-02 -4.016769e-02 
 2.764780e-02 -4.016686e-02 
 2.797079e-02 -4.016603e-02 
 2.829378e-02 -4.016519e-02 
 2.861677e-02 -4.016436e-02 
 2.893976e-02 -4.016353e-02 
 2.926275e-02 -4.016271e-02 
 2.958573e-02 -4.016189e-02 
 2.990872e-02 -4.016108e-02 
 3.023171e-02 -4.016026e-02 
 3.055470e-02 -4.015944e-02 
 3.087769e-02 -4.015862e-02 
 3.120068e-02 -4.015780e-02 
 3.152366e-02 -4.015699e-02 
 3.184665e-02 -4.015618e-02 
 3.216964e-02 -4.015538e-02 
 3.249263e-02 -4.015459e-02 
 3.281562e-02 -4.015381e-02 
 3.313861e-02 -4.015304e-02 
 3.346159e-02 -4.015227e-02 
 3.378458e-02 -4.015152e-02 
 3.410757e-02 -4.015077e-02 
 3.443056e-02 -4.015002e-02 
 3.475355e-02 -4.014929e-02 
 3.507654e-02 -4.014857e-02 
 3.539952e-02 -4.014787e-02 
 3.572251e-02 -4.014718e-02 
 3.604550e-02 -4.014652e-02 
 3.636849e-02 -4.014588e-02 
 3.669148e-02 -4.014525e-02 
 3.701447e-02 -4.014463e-02 
 3.733745e-02 -4.014403e-02 
 3.766044e-02 -4.014345e-02 
 3.798343e-02 -4.014288e-02 
 3.830642e-02 -4.014234e-02 
 3.862941e-02 -4.014182e-02 
 3.895240e-02 -4.014133e-02 
 3.927538e-02 -4.014086e-02 
 3.959837e-02 -4.014042e-02 
 3.992136e-02 -4.014000e-02 
 4.024435e-02 -4.013961e-02 
 4.056734e-02 -4.013924e-02 
 4.089033e-02 -4.013890e-02 
 4.121332e-02 -4.013859e-02 
 4.153630e-02 -4.013831e-02 
 4.185929e-02 -4.013806e-02 
 4.218228e-02 -4.013785e-02 
 4.250527e-02 -4.013768e-02 
 4.282826e-02 -4.013754e-02 
 4.315125e-02 -4.013743e-02 
 4.347423e-02 -4.013735e-02 
 4.379722e-02 -4.013730e-02 
 4.412021e-02 -4.013729e-02 
 4.444320e-02 -4.013732e-02 
 4.476619e-02 -4.013738e-02 
 4.508918e-02 -4.013748e-02 
 4.541216e-02 -4.013763e-02 
 4.573515e-02 -4.013781e-02 
 4.605814e-02 -4.013804e-02 
 4.638113e-02 -4.013830e-02 
 4.670412e-02 -4.013860e-02 
 4.702711e-02 -4.013894e-02 
 4.735009e-02 -4.013931e-02 
 4.767308e-02 -4.013972e-02 
 4.799607e-02 -4.014017e-02 
 4.831906e-02 -4.014067e-02 
 4.864205e-02 -4.014121e-02 
 4.896504e-02 -4.014179e-02 
 4.928802e-02 -4.014241e-02 
 4.961101e-02 -4.014307e-02 
 4.993400e-02 -4.014376e-02 
 5.025699e-02 -4.014450e-02 
 5.057998e-02 -4.014526e-02 
 5.090297e-02 -4.014607e-02 
 5.122595e-02 -4.014691e-02 
 5.154894e-02 -4.014779e-02 
