         time tiltx_beam... 
------------- ------------- 
 1.937930e-04 -3.960531e-02 
 5.167814e-04 -3.960559e-02 
 8.397698e-04 -3.960601e-02 
 1.162758e-03 -3.960638e-02 
 1.485746e-03 -3.960671e-02 
 1.808735e-03 -3.960698e-02 
 2.131723e-03 -3.960721e-02 
 2.454712e-03 -3.960739e-02 
 2.777700e-03 -3.960752e-02 
 3.100688e-03 -3.960761e-02 
 3.423677e-03 -3.960764e-02 
 3.746665e-03 -3.960764e-02 
 4.069653e-03 -3.960759e-02 
 4.392642e-03 -3.960750e-02 
 4.715630e-03 -3.960738e-02 
 5.038619e-03 -3.960721e-02 
 5.361607e-03 -3.960700e-02 
 5.684595e-03 -3.960675e-02 
 6.007584e-03 -3.960648e-02 
 6.330572e-03 -3.960618e-02 
 6.653560e-03 -3.960585e-02 
 6.976549e-03 -3.960549e-02 
 7.299537e-03 -3.960510e-02 
 7.622526e-03 -3.960469e-02 
 7.945514e-03 -3.960426e-02 
 8.268502e-03 -3.960381e-02 
 8.591491e-03 -3.960332e-02 
 8.914479e-03 -3.960282e-02 
 9.237467e-03 -3.960229e-02 
 9.560456e-03 -3.960174e-02 
 9.883444e-03 -3.960118e-02 
 1.020643e-02 -3.960060e-02 
 1.052942e-02 -3.960000e-02 
 1.085241e-02 -3.959939e-02 
 1.117540e-02 -3.959877e-02 
 1.149839e-02 -3.959813e-02 
 1.182137e-02 -3.959747e-02 
 1.214436e-02 -3.959680e-02 
 1.246735e-02 -3.959612e-02 
 1.279034e-02 -3.959542e-02 
 1.311333e-02 -3.959471e-02 
 1.343632e-02 -3.959399e-02 
 1.375930e-02 -3.959326e-02 
 1.408229e-02 -3.959253e-02 
 1.440528e-02 -3.959178e-02 
 1.472827e-02 -3.959102e-02 
 1.505126e-02 -3.959024e-02 
 1.537425e-02 -3.958946e-02 
 1.569723e-02 -3.958867e-02 
 1.602022e-02 -3.958786e-02 
 1.634321e-02 -3.958705e-02 
 1.666620e-02 -3.958623e-02 
 1.698919e-02 -3.958541e-02 
 1.731218e-02 -3.958458e-02 
 1.763516e-02 -3.958374e-02 
 1.795815e-02 -3.958290e-02 
 1.828114e-02 -3.958206e-02 
 1.860413e-02 -3.958122e-02 
 1.892712e-02 -3.958037e-02 
 1.925011e-02 -3.957952e-02 
 1.957310e-02 -3.957867e-02 
 1.989608e-02 -3.957781e-02 
 2.021907e-02 -3.957696e-02 
 2.054206e-02 -3.957610e-02 
 2.086505e-02 -3.957524e-02 
 2.118804e-02 -3.957437e-02 
 2.151103e-02 -3.957350e-02 
 2.183401e-02 -3.957263e-02 
 2.215700e-02 -3.957176e-02 
 2.247999e-02 -3.957089e-02 
 2.280298e-02 -3.957001e-02 
 2.312597e-02 -3.956914e-02 
