run,record,scale,channel,n,dur_s,start,peak,vmin,vmax,end_mean,residual
1,HU12,0.5,Bot_Quarter_Disp,8235,3.2746,3.896901e-05,0.00016414049,-0.0001200355,0.0002031095,2.0257854360922333e-05,-1.8711155639077666e-05
1,HU12,0.5,Channel_10_LeftJoistBelowSlab2,8235,3.2746,0.0001332217,0.00030219489999999997,-0.0001655376,0.0004354166,0.00010011473530606794,-3.310696469393207e-05
1,HU12,0.5,Channel_11_LeftJoistBelowSlab2,8235,3.2746,7.571465e-05,0.00019749325,-0.0001124341,0.0002732079,5.262462842742719e-05,-2.3090021572572814e-05
1,HU12,0.5,Channel_12_AccTable,8235,3.2746,1.451936e-06,0.003199866936,-0.003198415,0.003188599,-1.2558850528883494e-05,-1.4010786528883494e-05
1,HU12,0.5,Channel_13_AccSlab1,8235,3.2746,4.170022e-09,0.006286898170022,-0.006286894,0.006120482,-0.0006918600935,-0.000691864263522
1,HU12,0.5,Channel_14_AccSlab2,8235,3.2746,3.877164e-07,0.0271538077164,-0.02715342,0.02705931,-0.003608113121262136,-0.0036085008376621364
1,HU12,0.5,Channel_15_AccBot,8235,3.2746,7.323272e-08,0.012535373232719998,-0.0125353,0.01233912,-0.0015441703332281557,-0.0015442435659481556
1,HU12,0.5,Channel_16_AccMid,8235,3.2746,3.599987e-07,0.0318936900013,-0.03183403,0.03189405,-0.00417340067169903,-0.00417376067039903
1,HU12,0.5,Channel_17_AccTop,8235,3.2746,4.255058e-07,0.0294861055058,-0.02948568,0.02939238,-0.0039405219296116505,-0.0039409474354116505
1,HU12,0.5,Channel_19_DispTopQRight,8235,3.2746,0.0002976129,0.00045917260000000003,-0.0001614104,0.0007567855,0.0002511980538883495,-4.641484611165046e-05
1,HU12,0.5,Channel_1_DispBot,8235,3.2746,5.004811e-05,0.00018960769,-0.0001370642,0.0002396558,2.8771868862378644e-05,-2.1276241137621356e-05
1,HU12,0.5,Channel_20_TopBeam,8235,3.2746,-2.224785e-05,0.00012464135,-8.219889e-05,0.0001023935,-2.263119780104369e-05,-3.8334780104368855e-07
1,HU12,0.5,Channel_2_DispMid,8235,3.2746,0.0002478401,0.0004935968000000001,-0.0002457567,0.000731176,0.00019873217579466018,-4.910792420533984e-05
1,HU12,0.5,Channel_3_DispTopQLeft,8235,3.2746,0.0002936756,0.00046365420000000004,-0.0001699786,0.0007550101,0.0002458676301834951,-4.7807969816504906e-05
1,HU12,0.5,Channel_4_DispTopQRight,8235,3.2746,0.0002917321,0.00046349180000000007,-0.0001704338,0.0007552239,0.00024601693372985434,-4.571516627014565e-05
1,HU12,0.5,Channel_5_DispTable,8235,3.2746,5.863802e-07,9.28047798e-05,-6.32465e-06,9.339116e-05,-4.877763696601941e-06,-5.464143896601941e-06
1,HU12,0.5,Channel_8_LeftJoistBelowSlab1,8235,3.2746,3.830739e-05,0.00015598201,-0.0001115693,0.0001942894,2.0165074364053395e-05,-1.8142315635946603e-05
1,HU12,0.5,Channel_9_LeftJoistAboveSlab1,8235,3.2746,5.329773e-05,0.00019282227,-0.0001374831,0.00024612,3.13959549288835e-05,-2.19017750711165e-05
1,HU12,0.5,Mid_Disp,8235,3.2746,0.0002478401,0.0004935968000000001,-0.0002457567,0.000731176,0.00019873217579466018,-4.910792420533984e-05
1,HU12,0.5,Record_Disp,8235,3.2746,-2.224785e-05,0.00012464135,-8.219889e-05,0.0001023935,-2.263119780104369e-05,-3.8334780104368855e-07
1,HU12,0.5,Top_Quarter_A_Disp,8235,3.2746,0.0002936756,0.00046365420000000004,-0.0001699786,0.0007550101,0.0002458676301834951,-4.7807969816504906e-05
1,HU12,0.5,Top_Quarter_B_Disp,8235,3.2746,0.0002917321,0.00046349180000000007,-0.0001704338,0.0007552239,0.00024601693372985434,-4.571516627014565e-05
1,HU12,0.5,bulge_top_mm,8235,3.2746,0.004909053,0.0,0.004909053,0.004909053,0.004909052999999998,-1.734723475976807e-18
1,HU12,0.5,cstav_BaseShear,8235,3.2746,-0.3477487,0.9758863,-1.309881,0.6281376,-0.27175342709466016,0.07599527290533986
1,HU12,0.5,joist_s1_shear,8235,3.2746,-2.093219e-09,5.96645e-09,-8.059669e-09,2.841421e-09,-1.398512492936893e-09,6.94706507063107e-10
1,HU12,0.5,joist_s2_shear,8235,3.2746,-1.654772e-08,3.0238229999999996e-08,-3.191482e-08,1.369051e-08,-6.579271673689321e-09,9.968448326310679e-09
1,HU12,0.5,rel_disp_top_exp_mm,8235,3.2746,0.2921175,0.0,0.2921175,0.2921175,0.2921174999999999,-5.551115123125783e-17
1,HU12,0.5,rel_disp_top_mm,8235,3.2746,0.2970265,0.4534234999999999,-0.1551264,0.75045,0.25607581714126215,-0.040950682858737875
1,HU12,0.5,tilt_beam_seg,8235,3.2746,-0.02955915,0.0470779,-0.07663705,0.01741244,-0.025305247733689324,0.004253902266310675
1,HU12,0.5,tilt_bot_seg,8235,3.2746,0.004293861,0.015643611,-0.01134975,0.01988742,0.0029211844668932036,-0.0013726765331067967
1,HU12,0.5,tilt_full_wall,8235,3.2746,0.008261343,0.012611286999999999,-0.004314605,0.02087263,0.007122360808592233,-0.0011389821914077674
1,HU12,0.5,tilt_local_incl,8235,3.2746,-0.02374884,0.0,-0.02374884,-0.02374884,-0.023748839999999997,3.469446951953614e-18
1,HU12,0.5,tilt_low_seg,8235,3.2746,0.01888775,0.030148070000000003,-0.0110911,0.04903582,0.016230011014393208,-0.0026577389856067904
1,HU12,0.5,tilt_up_seg,8235,3.2746,0.003564714,0.002960046,0.000676059,0.00652476,0.0037575917160194176,0.00019287771601941752
1,HU12,0.5,tiltx_beam_seg,8235,3.2746,-0.02910567,0.0,-0.02910567,-0.02910567,-0.02910566999999999,1.0408340855860843e-17
1,HU12,0.5,tiltx_bot_seg,8235,3.2746,0.004293867,0.0,0.004293867,0.004293867,0.004293867000000001,8.673617379884035e-19
1,HU12,0.5,tiltx_full_wall,8235,3.2746,0.008124806,0.0,0.008124806,0.008124806,0.008124806,0.0
1,HU12,0.5,tiltx_low_seg,8235,3.2746,0.01888774,0.0,0.01888774,0.01888774,0.018887739999999997,-3.469446951953614e-18
1,HU12,0.5,tiltx_up_seg,8235,3.2746,0.003213128,0.0,0.003213128,0.003213128,0.0032131280000000004,4.336808689942018e-19
1,HU12,0.5,total_shear,8235,3.2746,-0.3477487,0.9758863,-1.309881,0.6281376,-0.27175343392718443,0.07599526607281559
2,HU12,0.75,Bot_Quarter_Disp,8286,3.2949,-2.985241e-05,0.00034061551,-0.0001409464,0.0003107631,1.5255031940481924e-05,-2.3713978059518075e-05
