         time tilt_up_se... 
------------- ------------- 
 2.386174e-04  3.017991e-03 
 6.363130e-04  2.787950e-03 
 1.034009e-03  2.666548e-03 
 1.431704e-03  2.624792e-03 
 1.829400e-03  2.655063e-03 
 2.227096e-03  2.722073e-03 
 2.624791e-03  2.801666e-03 
 3.022487e-03  2.871228e-03 
 3.420182e-03  2.890845e-03 
 3.817878e-03  2.820928e-03 
 4.215574e-03  2.609062e-03 
 4.613269e-03  2.242468e-03 
 5.010965e-03  1.710802e-03 
 5.408661e-03  1.026503e-03 
 5.806356e-03  2.322933e-04 
 6.204052e-03 -6.455591e-04 
 6.601747e-03 -1.567995e-03 
 6.999443e-03 -2.513960e-03 
 7.397139e-03 -3.437084e-03 
 7.794834e-03 -4.298841e-03 
 8.192530e-03 -5.049558e-03 
 8.590226e-03 -5.655382e-03 
 8.987921e-03 -6.101225e-03 
 9.385617e-03 -6.358364e-03 
 9.783312e-03 -6.426381e-03 
 1.018101e-02 -6.330708e-03 
 1.057870e-02 -6.085168e-03 
 1.097640e-02 -5.727071e-03 
 1.137409e-02 -5.285177e-03 
 1.177179e-02 -4.793135e-03 
 1.216949e-02 -4.266429e-03 
 1.256718e-02 -3.723207e-03 
 1.296488e-02 -3.168497e-03 
 1.336257e-02 -2.613275e-03 
 1.376027e-02 -2.059211e-03 
 1.415796e-02 -1.502974e-03 
 1.455566e-02 -9.235562e-04 
 1.495336e-02 -3.164135e-04 
 1.535105e-02  3.312268e-04 
 1.574875e-02  1.013923e-03 
 1.614644e-02  1.736871e-03 
 1.654414e-02  2.491605e-03 
 1.694183e-02  3.277111e-03 
 1.733953e-02  4.082477e-03 
 1.773723e-02  4.912655e-03 
 1.813492e-02  5.769927e-03 
 1.853262e-02  6.665503e-03 
 1.893031e-02  7.603605e-03 
 1.932801e-02  8.596582e-03 
 1.972570e-02  9.639839e-03 
 2.012340e-02  1.072242e-02 
 2.052109e-02  1.182085e-02 
 2.091879e-02  1.292079e-02 
 2.131649e-02  1.401657e-02 
 2.171418e-02  1.509551e-02 
 2.211188e-02  1.614143e-02 
 2.250957e-02  1.714575e-02 
 2.290727e-02  1.808298e-02 
 2.330496e-02  1.891289e-02 
 2.370266e-02  1.960077e-02 
 2.410036e-02  2.012587e-02 
 2.449805e-02  2.047773e-02 
 2.489575e-02  2.065525e-02 
 2.529344e-02  2.068635e-02 
 2.569114e-02  2.057908e-02 
 2.608883e-02  2.035485e-02 
 2.648653e-02  2.003975e-02 
 2.688422e-02  1.965656e-02 
 2.728192e-02  1.924065e-02 
 2.767962e-02  1.881796e-02 
 2.807731e-02  1.841317e-02 
 2.847501e-02  1.805375e-02 
 2.887270e-02  1.775072e-02 
 2.927040e-02  1.752758e-02 
 2.966809e-02  1.738233e-02 
 3.006579e-02  1.729692e-02 
 3.046349e-02  1.724291e-02 
 3.086118e-02  1.718099e-02 
 3.125888e-02  1.708624e-02 
 3.165657e-02  1.691064e-02 
 3.205427e-02  1.663208e-02 
 3.245196e-02  1.622747e-02 
 3.284966e-02  1.568479e-02 
 3.324735e-02  1.499538e-02 
 3.364505e-02  1.416706e-02 
 3.404275e-02  1.321679e-02 
 3.444044e-02  1.218198e-02 
 3.483814e-02  1.109593e-02 
 3.523583e-02  9.983274e-03 
 3.563353e-02  8.873641e-03 
 3.603122e-02  7.776693e-03 
 3.642892e-02  6.716209e-03 
 3.682662e-02  5.702900e-03 
 3.722431e-02  4.757185e-03 
 3.762201e-02  3.900802e-03 
 3.801970e-02  3.156591e-03 
 3.841740e-02  2.545655e-03 
 3.881509e-02  2.066542e-03 
 3.921279e-02  1.700369e-03 
 3.961048e-02  1.412478e-03 
 4.000818e-02  1.176429e-03 
 4.040588e-02  9.646167e-04 
 4.080357e-02  7.651742e-04 
 4.120127e-02  5.679815e-04 
 4.159896e-02  3.635704e-04 
 4.199666e-02  1.489495e-04 
 4.239435e-02 -8.951913e-05 
 4.279205e-02 -3.673382e-04 
 4.318975e-02 -6.869186e-04 
 4.358744e-02 -1.033118e-03 
 4.398514e-02 -1.391754e-03 
 4.438283e-02 -1.750014e-03 
 4.478053e-02 -2.087121e-03 
