         time tiltx_beam... 
------------- ------------- 
 2.386174e-04  3.934936e-02 
 6.363130e-04  4.101929e-02 
 1.034009e-03  4.380209e-02 
 1.431704e-03  4.657066e-02 
 1.829400e-03  4.929946e-02 
 2.227096e-03  5.197043e-02 
 2.624791e-03  5.455481e-02 
 3.022487e-03  5.702387e-02 
 3.420182e-03  5.936607e-02 
 3.817878e-03  6.157770e-02 
 4.215574e-03  6.364997e-02 
 4.613269e-03  6.557912e-02 
 5.010965e-03  6.736832e-02 
 5.408661e-03  6.901835e-02 
 5.806356e-03  7.052864e-02 
 6.204052e-03  7.191389e-02 
 6.601747e-03  7.317411e-02 
 6.999443e-03  7.432613e-02 
 7.397139e-03  7.539733e-02 
 7.794834e-03  7.641621e-02 
 8.192530e-03  7.741047e-02 
 8.590226e-03  7.839106e-02 
 8.987921e-03  7.935874e-02 
 9.385617e-03  8.029354e-02 
 9.783312e-03  8.118692e-02 
 1.018101e-02  8.203090e-02 
 1.057870e-02  8.281115e-02 
 1.097640e-02  8.352079e-02 
 1.137409e-02  8.414875e-02 
 1.177179e-02  8.468639e-02 
 1.216949e-02  8.511275e-02 
 1.256718e-02  8.541627e-02 
 1.296488e-02  8.558482e-02 
 1.336257e-02  8.562257e-02 
 1.376027e-02  8.552588e-02 
 1.415796e-02  8.531848e-02 
 1.455566e-02  8.501691e-02 
 1.495336e-02  8.463846e-02 
 1.535105e-02  8.418887e-02 
 1.574875e-02  8.366376e-02 
 1.614644e-02  8.307006e-02 
 1.654414e-02  8.240427e-02 
 1.694183e-02  8.167344e-02 
 1.733953e-02  8.089465e-02 
 1.773723e-02  8.006943e-02 
 1.813492e-02  7.918483e-02 
 1.853262e-02  7.822428e-02 
 1.893031e-02  7.717975e-02 
 1.932801e-02  7.602538e-02 
 1.972570e-02  7.474192e-02 
 2.012340e-02  7.333047e-02 
 2.052109e-02  7.179986e-02 
 2.091879e-02  7.016212e-02 
 2.131649e-02  6.844320e-02 
 2.171418e-02  6.664559e-02 
 2.211188e-02  6.478584e-02 
 2.250957e-02  6.287216e-02 
 2.290727e-02  6.091462e-02 
 2.330496e-02  5.892511e-02 
 2.370266e-02  5.691479e-02 
 2.410036e-02  5.489445e-02 
 2.449805e-02  5.286194e-02 
 2.489575e-02  5.081983e-02 
 2.529344e-02  4.876008e-02 
 2.569114e-02  4.667377e-02 
 2.608883e-02  4.456568e-02 
 2.648653e-02  4.243311e-02 
 2.688422e-02  4.029145e-02 
 2.728192e-02  3.816963e-02 
 2.767962e-02  3.608635e-02 
 2.807731e-02  3.405645e-02 
 2.847501e-02  3.209066e-02 
 2.887270e-02  3.019090e-02 
 2.927040e-02  2.834679e-02 
 2.966809e-02  2.655654e-02 
 3.006579e-02  2.482185e-02 
 3.046349e-02  2.313385e-02 
 3.086118e-02  2.148565e-02 
 3.125888e-02  1.986067e-02 
 3.165657e-02  1.824938e-02 
 3.205427e-02  1.662957e-02 
 3.245196e-02  1.498114e-02 
 3.284966e-02  1.328825e-02 
 3.324735e-02  1.153053e-02 
 3.364505e-02  9.705735e-03 
 3.404275e-02  7.807968e-03 
 3.444044e-02  5.840889e-03 
