         time bulge_top_... 
------------- ------------- 
 8.076922e-05  8.953336e-03 
 4.846153e-04  8.852220e-03 
 8.884614e-04  8.323366e-03 
 1.292307e-03  7.711924e-03 
 1.696154e-03  7.082152e-03 
 2.100000e-03  6.431159e-03 
 2.503846e-03  5.788156e-03 
 2.907692e-03  5.268789e-03 
 3.311538e-03  4.919762e-03 
 3.715384e-03  4.869242e-03 
 4.119230e-03  5.150086e-03 
 4.523076e-03  5.483782e-03 
 4.926922e-03  5.458534e-03 
 5.330768e-03  4.836554e-03 
 5.734614e-03  3.605411e-03 
 6.138461e-03  1.986071e-03 
 6.542307e-03  2.431641e-04 
 6.946153e-03 -1.302171e-03 
 7.349999e-03 -2.278862e-03 
 7.753845e-03 -2.529882e-03 
 8.157691e-03 -2.185655e-03 
 8.561537e-03 -1.369694e-03 
 8.965383e-03 -3.509178e-04 
 9.369229e-03  6.129427e-04 
 9.773075e-03  1.596056e-03 
 1.017692e-02  2.644063e-03 
 1.058077e-02  3.719845e-03 
 1.098461e-02  4.852910e-03 
 1.138846e-02  5.867125e-03 
 1.179231e-02  6.756688e-03 
 1.219615e-02  7.404742e-03 
 1.260000e-02  7.725164e-03 
 1.300384e-02  7.768225e-03 
 1.340769e-02  7.716411e-03 
 1.381154e-02  7.781065e-03 
 1.421538e-02  8.094359e-03 
 1.461923e-02  8.713329e-03 
 1.502307e-02  9.509612e-03 
 1.542692e-02  1.011299e-02 
 1.583077e-02  1.027452e-02 
 1.623461e-02  1.009532e-02 
 1.663846e-02  9.693086e-03 
 1.704230e-02  9.243855e-03 
 1.744615e-02  8.825195e-03 
 1.785000e-02  8.383842e-03 
 1.825384e-02  8.042518e-03 
 1.865769e-02  7.888401e-03 
 1.906154e-02  7.855189e-03 
 1.946538e-02  7.951707e-03 
 1.986923e-02  8.063574e-03 
 2.027307e-02  8.176816e-03 
 2.067692e-02  8.331381e-03 
 2.108077e-02  8.730761e-03 
 2.148461e-02  9.145100e-03 
 2.188846e-02  9.608232e-03 
 2.229230e-02  9.813276e-03 
 2.269615e-02  1.023795e-02 
 2.310000e-02  1.086746e-02 
 2.350384e-02  1.190692e-02 
 2.390769e-02  1.340822e-02 
 2.431153e-02  1.516758e-02 
 2.471538e-02  1.705586e-02 
 2.511923e-02  1.880842e-02 
 2.552307e-02  2.024466e-02 
 2.592692e-02  2.122603e-02 
 2.633076e-02  2.150097e-02 
 2.673461e-02  2.114402e-02 
 2.713846e-02  2.071277e-02 
 2.754230e-02  2.034290e-02 
 2.794615e-02  2.052558e-02 
 2.835000e-02  2.081868e-02 
 2.875384e-02  2.120565e-02 
 2.915769e-02  2.113063e-02 
 2.956153e-02  2.056053e-02 
 2.996538e-02  1.959523e-02 
 3.036923e-02  1.845436e-02 
 3.077307e-02  1.750764e-02 
 3.117692e-02  1.696487e-02 
 3.158076e-02  1.699771e-02 
 3.198461e-02  1.767947e-02 
 3.238846e-02  1.852268e-02 
 3.279230e-02  1.921512e-02 
 3.319615e-02  1.936040e-02 
 3.359999e-02  1.868560e-02 
 3.400384e-02  1.739816e-02 
 3.440769e-02  1.569611e-02 
 3.481153e-02  1.404891e-02 
 3.521538e-02  1.276311e-02 
 3.561922e-02  1.213477e-02 
 3.602307e-02  1.221769e-02 
 3.642692e-02  1.276920e-02 
 3.683076e-02  1.364197e-02 
 3.723461e-02  1.458451e-02 
 3.763846e-02  1.546296e-02 
 3.804230e-02  1.628578e-02 
 3.844615e-02  1.709116e-02 
 3.884999e-02  1.785544e-02 
 3.925384e-02  1.836970e-02 
 3.965769e-02  1.846433e-02 
 4.006153e-02  1.805580e-02 
 4.046538e-02  1.740776e-02 
 4.086922e-02  1.688457e-02 
 4.127307e-02  1.645975e-02 
 4.167692e-02  1.629055e-02 
 4.208076e-02  1.634920e-02 
 4.248461e-02  1.651642e-02 
