         time Mid_Disp()... 
------------- ------------- 
 2.566003e-04 -1.213518e-02 
 5.773508e-04 -1.213517e-02 
 8.981012e-04 -1.213516e-02 
 1.218852e-03 -1.213515e-02 
 1.539602e-03 -1.213514e-02 
 1.860352e-03 -1.213513e-02 
 2.181103e-03 -1.213513e-02 
 2.501853e-03 -1.213512e-02 
 2.822604e-03 -1.213512e-02 
 3.143354e-03 -1.213512e-02 
 3.464105e-03 -1.213512e-02 
 3.784855e-03 -1.213512e-02 
 4.105606e-03 -1.213513e-02 
 4.426357e-03 -1.213516e-02 
 4.747108e-03 -1.213520e-02 
 5.067859e-03 -1.213510e-02 
 5.388611e-03 -1.213468e-02 
 5.709362e-03 -1.213400e-02 
 6.030113e-03 -1.213347e-02 
 6.350864e-03 -1.213326e-02 
 6.671615e-03 -1.213332e-02 
 6.992366e-03 -1.213361e-02 
 7.313118e-03 -1.213413e-02 
 7.633870e-03 -1.213492e-02 
 7.954622e-03 -1.213599e-02 
 8.275373e-03 -1.213734e-02 
 8.596125e-03 -1.213897e-02 
 8.916877e-03 -1.214075e-02 
 9.237629e-03 -1.214264e-02 
 9.558381e-03 -1.214461e-02 
 9.879133e-03 -1.214669e-02 
 1.019988e-02 -1.214885e-02 
 1.052064e-02 -1.215115e-02 
 1.084139e-02 -1.215355e-02 
 1.116214e-02 -1.215601e-02 
 1.148289e-02 -1.215854e-02 
 1.180365e-02 -1.216116e-02 
 1.212440e-02 -1.216397e-02 
 1.244515e-02 -1.216697e-02 
 1.276590e-02 -1.217018e-02 
 1.308666e-02 -1.217355e-02 
 1.340741e-02 -1.217700e-02 
 1.372816e-02 -1.218043e-02 
 1.404892e-02 -1.218376e-02 
 1.436967e-02 -1.218697e-02 
 1.469042e-02 -1.219007e-02 
 1.501118e-02 -1.219309e-02 
 1.533193e-02 -1.219595e-02 
 1.565268e-02 -1.219856e-02 
 1.597344e-02 -1.220089e-02 
 1.629419e-02 -1.220309e-02 
 1.661494e-02 -1.220532e-02 
 1.693570e-02 -1.220758e-02 
 1.725645e-02 -1.220974e-02 
 1.757720e-02 -1.221167e-02 
 1.789796e-02 -1.221332e-02 
 1.821871e-02 -1.221476e-02 
 1.853946e-02 -1.221590e-02 
 1.886022e-02 -1.221660e-02 
 1.918097e-02 -1.221687e-02 
 1.950173e-02 -1.221680e-02 
 1.982248e-02 -1.221644e-02 
 2.014323e-02 -1.221592e-02 
 2.046399e-02 -1.221530e-02 
 2.078474e-02 -1.221445e-02 
 2.110550e-02 -1.221324e-02 
 2.142625e-02 -1.221160e-02 
 2.174701e-02 -1.220955e-02 
 2.206776e-02 -1.220709e-02 
 2.238851e-02 -1.220418e-02 
 2.270927e-02 -1.220076e-02 
 2.303002e-02 -1.219676e-02 
 2.335078e-02 -1.219209e-02 
 2.367153e-02 -1.218672e-02 
 2.399229e-02 -1.218067e-02 
 2.431304e-02 -1.217396e-02 
 2.463380e-02 -1.216666e-02 
 2.495455e-02 -1.215889e-02 
 2.527531e-02 -1.215073e-02 
 2.559607e-02 -1.214218e-02 
 2.591682e-02 -1.213308e-02 
 2.623758e-02 -1.212339e-02 
 2.655833e-02 -1.211319e-02 
 2.687909e-02 -1.210262e-02 
 2.719985e-02 -1.209157e-02 
 2.752060e-02 -1.207998e-02 
 2.784136e-02 -1.206775e-02 
 2.816212e-02 -1.205485e-02 
 2.848287e-02 -1.204131e-02 
 2.880363e-02 -1.202725e-02 
 2.912439e-02 -1.201269e-02 
 2.944514e-02 -1.199754e-02 
 2.976590e-02 -1.198184e-02 
 3.008666e-02 -1.196578e-02 
 3.040742e-02 -1.194946e-02 
 3.072818e-02 -1.193283e-02 
 3.104894e-02 -1.191567e-02 
 3.136970e-02 -1.189790e-02 
 3.169046e-02 -1.187949e-02 
 3.201122e-02 -1.186048e-02 
 3.233198e-02 -1.184090e-02 
 3.265274e-02 -1.182086e-02 
 3.297350e-02 -1.180036e-02 
 3.329426e-02 -1.177940e-02 
 3.361502e-02 -1.175813e-02 
 3.393579e-02 -1.173650e-02 
 3.425655e-02 -1.171463e-02 
 3.457731e-02 -1.169248e-02 
 3.489807e-02 -1.167014e-02 
 3.521883e-02 -1.164764e-02 
 3.553959e-02 -1.162514e-02 
 3.586036e-02 -1.160243e-02 
 3.618112e-02 -1.157946e-02 
 3.650188e-02 -1.155606e-02 
 3.682265e-02 -1.153240e-02 
