         time Record_Dis... 
------------- ------------- 
 1.988478e-04 -4.309682e-04 
 5.965434e-04 -4.340234e-04 
 9.942391e-04 -4.369313e-04 
 1.391935e-03 -4.395788e-04 
 1.789630e-03 -4.418627e-04 
 2.187326e-03 -4.436936e-04 
 2.585022e-03 -4.450171e-04 
 2.982717e-03 -4.458333e-04 
 3.380413e-03 -4.462031e-04 
 3.778108e-03 -4.461587e-04 
 4.175804e-03 -4.456451e-04 
 4.573500e-03 -4.445981e-04 
 4.971195e-03 -4.430924e-04 
 5.368891e-03 -4.412989e-04 
 5.766587e-03 -4.394020e-04 
 6.164282e-03 -4.374466e-04 
 6.561978e-03 -4.354251e-04 
 6.959673e-03 -4.333140e-04 
 7.357369e-03 -4.310338e-04 
 7.755065e-03 -4.284861e-04 
 8.152760e-03 -4.256018e-04 
 8.550456e-03 -4.223865e-04 
 8.948152e-03 -4.188757e-04 
 9.345847e-03 -4.150589e-04 
 9.743543e-03 -4.109608e-04 
 1.014124e-02 -4.066067e-04 
 1.053893e-02 -4.020329e-04 
 1.093663e-02 -3.971903e-04 
 1.133433e-02 -3.919574e-04 
 1.173202e-02 -3.862754e-04 
 1.212972e-02 -3.802242e-04 
 1.252741e-02 -3.739172e-04 
 1.292511e-02 -3.673907e-04 
 1.332280e-02 -3.605169e-04 
 1.372050e-02 -3.531546e-04 
 1.411819e-02 -3.452164e-04 
 1.451589e-02 -3.367319e-04 
 1.491359e-02 -3.278975e-04 
 1.531128e-02 -3.190726e-04 
 1.570898e-02 -3.105434e-04 
 1.610667e-02 -3.023197e-04 
 1.650437e-02 -2.941852e-04 
 1.690206e-02 -2.858927e-04 
 1.729976e-02 -2.772939e-04 
 1.769746e-02 -2.683385e-04 
 1.809515e-02 -2.590339e-04 
 1.849285e-02 -2.494183e-04 
 1.889054e-02 -2.395345e-04 
 1.928824e-02 -2.294608e-04 
 1.968593e-02 -2.192459e-04 
 2.008363e-02 -2.089353e-04 
 2.048132e-02 -1.986080e-04 
 2.087902e-02 -1.882781e-04 
 2.127672e-02 -1.779065e-04 
 2.167441e-02 -1.674034e-04 
 2.207211e-02 -1.566302e-04 
 2.246980e-02 -1.454592e-04 
 2.286750e-02 -1.337799e-04 
 2.326519e-02 -1.215924e-04 
 2.366289e-02 -1.089755e-04 
 2.406059e-02 -9.603299e-05 
 2.445828e-02 -8.287063e-05 
 2.485598e-02 -6.956682e-05 
 2.525367e-02 -5.615117e-05 
 2.565137e-02 -4.263014e-05 
 2.604906e-02 -2.894258e-05 
 2.644676e-02 -1.505665e-05 
 2.684445e-02 -9.805371e-07 
 2.724215e-02  1.318415e-05 
 2.763985e-02  2.727324e-05 
 2.803754e-02  4.112662e-05 
 2.843524e-02  5.461346e-05 
 2.883293e-02  6.769860e-05 
 2.923063e-02  8.044153e-05 
 2.962832e-02  9.290798e-05 
 3.002602e-02  1.051600e-04 
 3.042372e-02  1.172785e-04 
 3.082141e-02  1.294540e-04 
 3.121911e-02  1.418949e-04 
 3.161680e-02  1.547135e-04 
 3.201450e-02  1.678860e-04 
 3.241219e-02  1.813003e-04 
 3.280989e-02  1.948390e-04 
 3.320758e-02  2.084408e-04 
 3.360528e-02  2.221303e-04 
 3.400298e-02  2.359283e-04 
 3.440067e-02  2.497303e-04 
 3.479837e-02  2.633423e-04 
 3.519606e-02  2.765657e-04 
 3.559376e-02  2.892558e-04 
 3.599145e-02  3.014607e-04 
 3.638915e-02  3.132967e-04 
 3.678685e-02  3.248762e-04 
 3.718454e-02  3.362643e-04 
 3.758224e-02  3.474402e-04 
 3.797993e-02  3.583961e-04 
 3.837763e-02  3.691974e-04 
 3.877532e-02  3.799821e-04 
 3.917302e-02  3.908987e-04 
 3.957071e-02  4.019607e-04 
 3.996841e-02  4.130903e-04 
 4.036611e-02  4.241652e-04 
 4.076380e-02  4.351331e-04 
 4.116150e-02  4.460736e-04 
 4.155919e-02  4.570642e-04 
 4.195689e-02  4.681172e-04 
 4.235458e-02  4.792018e-04 
 4.275228e-02  4.902719e-04 
 4.314998e-02  5.013306e-04 
 4.354767e-02  5.124120e-04 
 4.394537e-02  5.235394e-04 
 4.434306e-02  5.346812e-04 
 4.474076e-02  5.456874e-04 
 4.513845e-02  5.563301e-04 
 4.553615e-02  5.664561e-04 
 4.593385e-02  5.760338e-04 
 4.633154e-02  5.851340e-04 
 4.672924e-02  5.938134e-04 
 4.712693e-02  6.020801e-04 
 4.752463e-02  6.098866e-04 
 4.792232e-02  6.171249e-04 
 4.832002e-02  6.237015e-04 
 4.871771e-02  6.295727e-04 
 4.911541e-02  6.347856e-04 
 4.951311e-02  6.394798e-04 
 4.991080e-02  6.437778e-04 
 5.030850e-02  6.477629e-04 
 5.070619e-02  6.515027e-04 
 5.110389e-02  6.550511e-04 
 5.150158e-02  6.584894e-04 
 5.189928e-02  6.619465e-04 
 5.229698e-02  6.655523e-04 
 5.269467e-02  6.694022e-04 
 5.309237e-02  6.734250e-04 
 5.349006e-02  6.773965e-04 
 5.388776e-02  6.810138e-04 
 5.428545e-02  6.839963e-04 
 5.468315e-02  6.862016e-04 
 5.508084e-02  6.876650e-04 
 5.547854e-02  6.885982e-04 
 5.587624e-02  6.892923e-04 
 5.627393e-02  6.899448e-04 
 5.667163e-02  6.906100e-04 
 5.706932e-02  6.912046e-04 
 5.746702e-02  6.915694e-04 
 5.786471e-02  6.915525e-04 
 5.826241e-02  6.910315e-04 
 5.866011e-02  6.899765e-04 
 5.905780e-02  6.884103e-04 
 5.945550e-02  6.863351e-04 
 5.985319e-02  6.837644e-04 
 6.025089e-02  6.807430e-04 
 6.064858e-02  6.774058e-04 
 6.104628e-02  6.739275e-04 
 6.144397e-02  6.704695e-04 
 6.184167e-02  6.671054e-04 
 6.223937e-02  6.637811e-04 
 6.263706e-02  6.603863e-04 
 6.303476e-02  6.568512e-04 
 6.343245e-02  6.531879e-04 
 6.383015e-02  6.494917e-04 
 6.422784e-02  6.458373e-04 
 6.462554e-02  6.421939e-04 
 6.502324e-02  6.384548e-04 
 6.542093e-02  6.345192e-04 
 6.581863e-02  6.303000e-04 
 6.621632e-02  6.256980e-04 
 6.661402e-02  6.206049e-04 
 6.701171e-02  6.149528e-04 
 6.740941e-02  6.086561e-04 
 6.780710e-02  6.016343e-04 
 6.820480e-02  5.939586e-04 
 6.860250e-02  5.858511e-04 
 6.900019e-02  5.775846e-04 
 6.939789e-02  5.693789e-04 
 6.979558e-02  5.613603e-04 
 7.019328e-02  5.536005e-04 
 7.059097e-02  5.461431e-04 
 7.098867e-02  5.390191e-04 
 7.138637e-02  5.323234e-04 
 7.178406e-02  5.261266e-04 
 7.218176e-02  5.204549e-04 
 7.257945e-02  5.152055e-04 
 7.297715e-02  5.101528e-04 
 7.337484e-02  5.050813e-04 
 7.377254e-02  4.998594e-04 
 7.417023e-02  4.944540e-04 
 7.456793e-02  4.888680e-04 
 7.496563e-02  4.830971e-04 
 7.536332e-02  4.772034e-04 
 7.576102e-02  4.712614e-04 
 7.615871e-02  4.652840e-04 
 7.655641e-02  4.592634e-04 
 7.695410e-02  4.531901e-04 
 7.735180e-02  4.470816e-04 
 7.774950e-02  4.409480e-04 
 7.814719e-02  4.347801e-04 
 7.854489e-02  4.285590e-04 
 7.894258e-02  4.222765e-04 
 7.934028e-02  4.159175e-04 
 7.973797e-02  4.094612e-04 
 8.013567e-02  4.029176e-04 
 8.053336e-02  3.964058e-04 
 8.093106e-02  3.900148e-04 
 8.132876e-02  3.837563e-04 
 8.172645e-02  3.775961e-04 
 8.212415e-02  3.715209e-04 
 8.252184e-02  3.655835e-04 
 8.291954e-02  3.598344e-04 
 8.331723e-02  3.542642e-04 
 8.371493e-02  3.488602e-04 
 8.411263e-02  3.435767e-04 
 8.451032e-02  3.383360e-04 
 8.490802e-02  3.330451e-04 
 8.530571e-02  3.276720e-04 
 8.570341e-02  3.223137e-04 
 8.610110e-02  3.170604e-04 
 8.649880e-02  3.119139e-04 
 8.689649e-02  3.068276e-04 
 8.729419e-02  3.017182e-04 
 8.769189e-02  2.965421e-04 
 8.808958e-02  2.913119e-04 
 8.848728e-02  2.861371e-04 
 8.888497e-02  2.811999e-04 
 8.928267e-02  2.766161e-04 
 8.968036e-02  2.724333e-04 
 9.007806e-02  2.686477e-04 
 9.047576e-02  2.652528e-04 
 9.087345e-02  2.622927e-04 
 9.127115e-02  2.598069e-04 
 9.166884e-02  2.578084e-04 
 9.206654e-02  2.562194e-04 
 9.246423e-02  2.548457e-04 
 9.286193e-02  2.534986e-04 
 9.325962e-02  2.520375e-04 
 9.365732e-02  2.504287e-04 
 9.405502e-02  2.487507e-04 
 9.445271e-02  2.470727e-04 
 9.485041e-02  2.454784e-04 
 9.524810e-02  2.440116e-04 
 9.564580e-02  2.426484e-04 
 9.604349e-02  2.413306e-04 
 9.644119e-02  2.399840e-04 
 9.683889e-02  2.385870e-04 
 9.723658e-02  2.371839e-04 
 9.763428e-02  2.358381e-04 
 9.803197e-02  2.346848e-04 
 9.842967e-02  2.338280e-04 
 9.882736e-02  2.332587e-04 
 9.922506e-02  2.329410e-04 
 9.962275e-02  2.328520e-04 
 1.000205e-01  2.330540e-04 
 1.004181e-01  2.336304e-04 
 1.008158e-01  2.345887e-04 
 1.012135e-01  2.359116e-04 
 1.016112e-01  2.375714e-04 
 1.020089e-01  2.395407e-04 
 1.024066e-01  2.418077e-04 
 1.028043e-01  2.443736e-04 
 1.032020e-01  2.472913e-04 
 1.035997e-01  2.505524e-04 
 1.039974e-01  2.540289e-04 
 1.043951e-01  2.575540e-04 
 1.047928e-01  2.610028e-04 
 1.051905e-01  2.643626e-04 
 1.055882e-01  2.676864e-04 
 1.059859e-01  2.710286e-04 
 1.063836e-01  2.744420e-04 
 1.067813e-01  2.779326e-04 
 1.071790e-01  2.814590e-04 
 1.075767e-01  2.849554e-04 
 1.079744e-01  2.884511e-04 
 1.083721e-01  2.921135e-04 
 1.087698e-01  2.961570e-04 
 1.091674e-01  3.006869e-04 
 1.095651e-01  3.056684e-04 
 1.099628e-01  3.110290e-04 
 1.103605e-01  3.166598e-04 
 1.107582e-01  3.224194e-04 
 1.111559e-01  3.282324e-04 
 1.115536e-01  3.340994e-04 
 1.119513e-01  3.400263e-04 
 1.123490e-01  3.459621e-04 
 1.127467e-01  3.517992e-04 
 1.131444e-01  3.574725e-04 
 1.135421e-01  3.629819e-04 
 1.139398e-01  3.683669e-04 
 1.143375e-01  3.737078e-04 
 1.147352e-01  3.790548e-04 
 1.151329e-01  3.844152e-04 
 1.155306e-01  3.896860e-04 
 1.159283e-01  3.947397e-04 
 1.163260e-01  3.995006e-04 
 1.167237e-01  4.039955e-04 
 1.171214e-01  4.083203e-04 
 1.175191e-01  4.126108e-04 
 1.179168e-01  4.170440e-04 
 1.183144e-01  4.218461e-04 
 1.187121e-01  4.271787e-04 
 1.191098e-01  4.330685e-04 
 1.195075e-01  4.394356e-04 
 1.199052e-01  4.461815e-04 
 1.203029e-01  4.532133e-04 
 1.207006e-01  4.604953e-04 
 1.210983e-01  4.680853e-04 
 1.214960e-01  4.760737e-04 
 1.218937e-01  4.844797e-04 
 1.222914e-01  4.931988e-04 
 1.226891e-01  5.021055e-04 
 1.230868e-01  5.111043e-04 
 1.234845e-01  5.201023e-04 
 1.238822e-01  5.290086e-04 
 1.242799e-01  5.376638e-04 
 1.246776e-01  5.459607e-04 
 1.250753e-01  5.538472e-04 
 1.254730e-01  5.612776e-04 
 1.258707e-01  5.683227e-04 
 1.262684e-01  5.751120e-04 
 1.266661e-01  5.818491e-04 
 1.270638e-01  5.887659e-04 
 1.274614e-01  5.959849e-04 
 1.278591e-01  6.035925e-04 
 1.282568e-01  6.116088e-04 
 1.286545e-01  6.199429e-04 
 1.290522e-01  6.284340e-04 
 1.294499e-01  6.369133e-04 
 1.298476e-01  6.453515e-04 
 1.302453e-01  6.537780e-04 
 1.306430e-01  6.621349e-04 
 1.310407e-01  6.704168e-04 
 1.314384e-01  6.786593e-04 
 1.318361e-01  6.869063e-04 
 1.322338e-01  6.951913e-04 
 1.326315e-01  7.035473e-04 
 1.330292e-01  7.120596e-04 
 1.334269e-01  7.207904e-04 
 1.338246e-01  7.297346e-04 
 1.342223e-01  7.388121e-04 
 1.346200e-01  7.478635e-04 
 1.350177e-01  7.567526e-04 
 1.354154e-01  7.653993e-04 
 1.358131e-01  7.738345e-04 
 1.362108e-01  7.821853e-04 
 1.366084e-01  7.905161e-04 
 1.370061e-01  7.987954e-04 
 1.374038e-01  8.068971e-04 
 1.378015e-01  8.147131e-04 
 1.381992e-01  8.222595e-04 
 1.385969e-01  8.296696e-04 
 1.389946e-01  8.371270e-04 
 1.393923e-01  8.447910e-04 
 1.397900e-01  8.527145e-04 
 1.401877e-01  8.608512e-04 
 1.405854e-01  8.691065e-04 
 1.409831e-01  8.774690e-04 
 1.413808e-01  8.859548e-04 
 1.417785e-01  8.945402e-04 
 1.421762e-01  9.031385e-04 
 1.425739e-01  9.115635e-04 
 1.429716e-01  9.195921e-04 
 1.433693e-01  9.270730e-04 
 1.437670e-01  9.339615e-04 
 1.441647e-01  9.403091e-04 
 1.445624e-01  9.461980e-04 
 1.449601e-01  9.516770e-04 
 1.453578e-01  9.566924e-04 
 1.457554e-01  9.611526e-04 
 1.461531e-01  9.650309e-04 
 1.465508e-01  9.683458e-04 
 1.469485e-01  9.711886e-04 
 1.473462e-01  9.737868e-04 
 1.477439e-01  9.763870e-04 
 1.481416e-01  9.791623e-04 
 1.485393e-01  9.821729e-04 
 1.489370e-01  9.853742e-04 
 1.493347e-01  9.886438e-04 
 1.497324e-01  9.918165e-04 
 1.501301e-01  9.947585e-04 
 1.505278e-01  9.974483e-04 
 1.509255e-01  9.999101e-04 
 1.513232e-01  1.002192e-03 
 1.517209e-01  1.004305e-03 
 1.521186e-01  1.006238e-03 
 1.525163e-01  1.008036e-03 
 1.529140e-01  1.009763e-03 
 1.533117e-01  1.011434e-03 
 1.537094e-01  1.012980e-03 
 1.541071e-01  1.014228e-03 
 1.545048e-01  1.014978e-03 
 1.549024e-01  1.015046e-03 
 1.553001e-01  1.014387e-03 
 1.556978e-01  1.013131e-03 
 1.560955e-01  1.011477e-03 
 1.564932e-01  1.009571e-03 
 1.568909e-01  1.007493e-03 
 1.572886e-01  1.005254e-03 
 1.576863e-01  1.002837e-03 
 1.580840e-01  1.000200e-03 
 1.584817e-01  9.973014e-04 
 1.588794e-01  9.941321e-04 
 1.592771e-01  9.907393e-04 
 1.596748e-01  9.871823e-04 
 1.600725e-01  9.834588e-04 
 1.604702e-01  9.795269e-04 
 1.608679e-01  9.753968e-04 
 1.612656e-01  9.710808e-04 
 1.616633e-01  9.665089e-04 
 1.620610e-01  9.615469e-04 
 1.624587e-01  9.560276e-04 
 1.628564e-01  9.497809e-04 
 1.632541e-01  9.426689e-04 
 1.636518e-01  9.346261e-04 
 1.640494e-01  9.257623e-04 
 1.644471e-01  9.162923e-04 
 1.648448e-01  9.064131e-04 
 1.652425e-01  8.962673e-04 
 1.656402e-01  8.860168e-04 
 1.660379e-01  8.758710e-04 
 1.664356e-01  8.659720e-04 
 1.668333e-01  8.563760e-04 
 1.672310e-01  8.470888e-04 
 1.676287e-01  8.380398e-04 
 1.680264e-01  8.290777e-04 
 1.684241e-01  8.199908e-04 
 1.688218e-01  8.106166e-04 
 1.692195e-01  8.008705e-04 
 1.696172e-01  7.907193e-04 
 1.700149e-01  7.802065e-04 
 1.704126e-01  7.694306e-04 
 1.708103e-01  7.584645e-04 
 1.712080e-01  7.473742e-04 
 1.716057e-01  7.361604e-04 
 1.720034e-01  7.247714e-04 
 1.724011e-01  7.131198e-04 
 1.727988e-01  7.011536e-04 
