         time tilt_up_se... 
------------- ------------- 
 3.976956e-04  5.158399e-03 
 7.953913e-04  6.063549e-03 
 1.193087e-03  6.993749e-03 
 1.590783e-03  7.896306e-03 
 1.988478e-03  8.720041e-03 
 2.386174e-03  9.441770e-03 
 2.783869e-03  1.002257e-02 
 3.181565e-03  1.040901e-02 
 3.579261e-03  1.076978e-02 
 3.976956e-03  1.100828e-02 
 4.374652e-03  1.102442e-02 
 4.772348e-03  1.075903e-02 
 5.170043e-03  1.021183e-02 
 5.567739e-03  9.571319e-03 
 5.965434e-03  8.946142e-03 
 6.363130e-03  8.507036e-03 
 6.760826e-03  8.307019e-03 
 7.158521e-03  8.245156e-03 
 7.556217e-03  8.454840e-03 
 7.953913e-03  8.920402e-03 
 8.351608e-03  9.634668e-03 
 8.749304e-03  1.051278e-02 
 9.146999e-03  1.171691e-02 
 9.544695e-03  1.316186e-02 
 9.942391e-03  1.473745e-02 
 1.034009e-02  1.661748e-02 
 1.073778e-02  1.862900e-02 
 1.113548e-02  2.048469e-02 
 1.153317e-02  2.227140e-02 
 1.193087e-02  2.384731e-02 
 1.232856e-02  2.513860e-02 
 1.272626e-02  2.598753e-02 
 1.312396e-02  2.644600e-02 
 1.352165e-02  2.651050e-02 
 1.391935e-02  2.632706e-02 
 1.431704e-02  2.594834e-02 
 1.471474e-02  2.551968e-02 
 1.511243e-02  2.508844e-02 
 1.551013e-02  2.456676e-02 
 1.590783e-02  2.404414e-02 
 1.630552e-02  2.352312e-02 
 1.670322e-02  2.306252e-02 
 1.710091e-02  2.264943e-02 
 1.749861e-02  2.246147e-02 
 1.789630e-02  2.246970e-02 
 1.829400e-02  2.264475e-02 
 1.869169e-02  2.308562e-02 
 1.908939e-02  2.373850e-02 
 1.948709e-02  2.448506e-02 
 1.988478e-02  2.520012e-02 
 2.028248e-02  2.574057e-02 
 2.068017e-02  2.591828e-02 
 2.107787e-02  2.576826e-02 
 2.147556e-02  2.540781e-02 
 2.187326e-02  2.461268e-02 
 2.227096e-02  2.339061e-02 
 2.266865e-02  2.167791e-02 
 2.306635e-02  1.969009e-02 
 2.346404e-02  1.750194e-02 
 2.386174e-02  1.521469e-02 
 2.425943e-02  1.298196e-02 
 2.465713e-02  1.067997e-02 
 2.505482e-02  8.244769e-03 
 2.545252e-02  5.922482e-03 
 2.585022e-02  3.897407e-03 
 2.624791e-02  2.234414e-03 
 2.664561e-02  1.000214e-03 
 2.704330e-02  2.209649e-04 
 2.744100e-02 -2.479470e-04 
 2.783869e-02 -4.231605e-04 
 2.823639e-02 -3.856357e-04 
 2.863409e-02 -1.242761e-04 
 2.903178e-02  2.584677e-04 
 2.942948e-02  6.147408e-04 
 2.982717e-02  1.013506e-03 
 3.022487e-02  1.442383e-03 
 3.062256e-02  1.805029e-03 
 3.102026e-02  2.052566e-03 
 3.141795e-02  2.064814e-03 
 3.181565e-02  1.727367e-03 
 3.221335e-02  1.005996e-03 
 3.261104e-02  1.202129e-04 
 3.300874e-02 -9.312330e-04 
 3.340643e-02 -2.178191e-03 
 3.380413e-02 -3.422079e-03 
 3.420182e-02 -4.471391e-03 
 3.459952e-02 -5.403443e-03 
 3.499722e-02 -5.952929e-03 
 3.539491e-02 -6.246823e-03 
 3.579261e-02 -6.299714e-03 
 3.619030e-02 -6.157188e-03 
 3.658800e-02 -5.757645e-03 
 3.698569e-02 -4.957813e-03 
 3.738339e-02 -3.872448e-03 
 3.778108e-02 -2.641348e-03 
 3.817878e-02 -1.246312e-03 
 3.857648e-02  2.266458e-04 
 3.897417e-02  1.638390e-03 
 3.937187e-02  2.981047e-03 
 3.976956e-02  4.136997e-03 
 4.016726e-02  4.933540e-03 
 4.056495e-02  5.163592e-03 
 4.096265e-02  4.878700e-03 
 4.136035e-02  4.181156e-03 
 4.175804e-02  3.261871e-03 
 4.215574e-02  2.182843e-03 
 4.255343e-02  1.079170e-03 
 4.295113e-02  1.479615e-04 
 4.334882e-02 -7.708494e-04 
 4.374652e-02 -1.688083e-03 
 4.414421e-02 -2.549860e-03 
 4.454191e-02 -3.387014e-03 
 4.493961e-02 -4.155850e-03 
 4.533730e-02 -4.759265e-03 
 4.573500e-02 -5.039261e-03 
 4.613269e-02 -5.004648e-03 
 4.653039e-02 -4.698931e-03 
 4.692808e-02 -4.383104e-03 
 4.732578e-02 -4.093698e-03 
 4.772348e-02 -3.840727e-03 
 4.812117e-02 -3.527767e-03 
 4.851887e-02 -3.239021e-03 
 4.891656e-02 -3.007094e-03 
 4.931426e-02 -2.807349e-03 
 4.971195e-02 -2.764846e-03 
 5.010965e-02 -2.819491e-03 
 5.050734e-02 -2.907209e-03 
 5.090504e-02 -3.165110e-03 
 5.130274e-02 -3.523449e-03 
 5.170043e-02 -4.076176e-03 
 5.209813e-02 -4.800229e-03 
 5.249582e-02 -5.552659e-03 
 5.289352e-02 -6.415571e-03 
 5.329121e-02 -7.235722e-03 
 5.368891e-02 -7.850761e-03 
 5.408661e-02 -8.247903e-03 
 5.448430e-02 -8.330713e-03 
 5.488200e-02 -8.046862e-03 
 5.527969e-02 -7.395713e-03 
 5.567739e-02 -6.477987e-03 
 5.607508e-02 -5.542724e-03 
 5.647278e-02 -4.536896e-03 
