         time total_shea... 
------------- ------------- 
 2.783869e-04 -1.359785e-01 
 6.760826e-04 -7.256155e-02 
 1.073778e-03 -2.931000e-02 
 1.471474e-03  3.448566e-05 
 1.869169e-03  2.426154e-02 
 2.266865e-03  4.955052e-02 
 2.664561e-03  8.046041e-02 
 3.062256e-03  1.172430e-01 
 3.459952e-03  1.521139e-01 
 3.857648e-03  1.804162e-01 
 4.255343e-03  2.077942e-01 
 4.653039e-03  2.449091e-01 
 5.050734e-03  2.840197e-01 
 5.448430e-03  3.258072e-01 
 5.846126e-03  3.717355e-01 
 6.243821e-03  4.057891e-01 
 6.641517e-03  4.291218e-01 
 7.039213e-03  4.440509e-01 
 7.436908e-03  4.627645e-01 
 7.834604e-03  4.953064e-01 
 8.232299e-03  5.350215e-01 
 8.629995e-03  5.755545e-01 
 9.027691e-03  6.096909e-01 
 9.425386e-03  6.360916e-01 
 9.823082e-03  6.540461e-01 
 1.022078e-02  6.664272e-01 
 1.061847e-02  6.864762e-01 
 1.101617e-02  7.218183e-01 
 1.141386e-02  7.371408e-01 
 1.181156e-02  7.204635e-01 
 1.220926e-02  7.150886e-01 
 1.260695e-02  7.236095e-01 
 1.300465e-02  7.503742e-01 
 1.340234e-02  7.828705e-01 
 1.380004e-02  8.110294e-01 
 1.419773e-02  8.233114e-01 
 1.459543e-02  8.164849e-01 
 1.499313e-02  8.048702e-01 
 1.539082e-02  7.853802e-01 
 1.578852e-02  7.625769e-01 
 1.618621e-02  7.496752e-01 
 1.658391e-02  7.450325e-01 
 1.698160e-02  7.362351e-01 
 1.737930e-02  7.280422e-01 
 1.777699e-02  7.233557e-01 
 1.817469e-02  7.266595e-01 
 1.857239e-02  7.370979e-01 
 1.897008e-02  7.348118e-01 
 1.936778e-02  7.227953e-01 
 1.976547e-02  6.974583e-01 
 2.016317e-02  6.654058e-01 
 2.056086e-02  6.307547e-01 
 2.095856e-02  6.104375e-01 
 2.135626e-02  6.107378e-01 
 2.175395e-02  6.134691e-01 
 2.215165e-02  5.975979e-01 
 2.254934e-02  5.779122e-01 
 2.294704e-02  5.753580e-01 
 2.334473e-02  5.798314e-01 
 2.374243e-02  5.841418e-01 
 2.414012e-02  5.782365e-01 
 2.453782e-02  5.544828e-01 
 2.493552e-02  5.304793e-01 
 2.533321e-02  5.042974e-01 
 2.573091e-02  4.927482e-01 
 2.612860e-02  4.926140e-01 
 2.652630e-02  5.025844e-01 
 2.692399e-02  5.196907e-01 
 2.732169e-02  5.242107e-01 
 2.771939e-02  5.153860e-01 
 2.811708e-02  5.044049e-01 
 2.851478e-02  5.008873e-01 
 2.891247e-02  5.044072e-01 
 2.931017e-02  5.163716e-01 
 2.970786e-02  5.181188e-01 
 3.010556e-02  5.194644e-01 
 3.050325e-02  5.150623e-01 
 3.090095e-02  5.114743e-01 
 3.129865e-02  5.194107e-01 
 3.169634e-02  5.409399e-01 
 3.209404e-02  5.557265e-01 
 3.249173e-02  5.472025e-01 
 3.288943e-02  5.251555e-01 
 3.328712e-02  5.142489e-01 
 3.368482e-02  5.164541e-01 
 3.408252e-02  5.146596e-01 
 3.448021e-02  5.155486e-01 
 3.487791e-02  5.080902e-01 
 3.527560e-02  4.923424e-01 
 3.567330e-02  4.772541e-01 
 3.607099e-02  4.687453e-01 
 3.646869e-02  4.665670e-01 
 3.686638e-02  4.575296e-01 
 3.726408e-02  4.334078e-01 
 3.766178e-02  4.093712e-01 
 3.805947e-02  3.720324e-01 
 3.845717e-02  3.337032e-01 
 3.885486e-02  3.010951e-01 
 3.925256e-02  2.788166e-01 
 3.965025e-02  2.617113e-01 
 4.004795e-02  2.351383e-01 
 4.044565e-02  1.883801e-01 
 4.084334e-02  1.323102e-01 
 4.124104e-02  7.728985e-02 
 4.163873e-02  3.297759e-02 
 4.203643e-02  1.482961e-03 
 4.243412e-02 -3.642649e-02 
 4.283182e-02 -8.651418e-02 
 4.322951e-02 -1.528246e-01 
 4.362721e-02 -2.125331e-01 
 4.402491e-02 -2.637338e-01 
 4.442260e-02 -3.140958e-01 
 4.482030e-02 -3.695103e-01 
 4.521799e-02 -4.231388e-01 
 4.561569e-02 -4.888007e-01 
 4.601338e-02 -5.577112e-01 
 4.641108e-02 -6.115255e-01 
 4.680878e-02 -6.509343e-01 
 4.720647e-02 -6.854857e-01 
 4.760417e-02 -7.295589e-01 
 4.800186e-02 -7.786477e-01 
 4.839956e-02 -8.209993e-01 
 4.879725e-02 -8.736823e-01 
 4.919495e-02 -9.313253e-01 
 4.959264e-02 -9.765974e-01 
 4.999034e-02 -1.012665e+00 
 5.038804e-02 -1.045673e+00 
 5.078573e-02 -1.094433e+00 
 5.118343e-02 -1.141700e+00 
 5.158112e-02 -1.170262e+00 
 5.197882e-02 -1.179668e+00 
 5.237651e-02 -1.181595e+00 
 5.277421e-02 -1.188967e+00 
 5.317191e-02 -1.220610e+00 
 5.356960e-02 -1.265270e+00 
 5.396730e-02 -1.309130e+00 
 5.436499e-02 -1.340768e+00 
 5.476269e-02 -1.356220e+00 
 5.516038e-02 -1.367820e+00 
 5.555808e-02 -1.373535e+00 
 5.595577e-02 -1.385465e+00 
 5.635347e-02 -1.403558e+00 
 5.675117e-02 -1.416317e+00 
 5.714886e-02 -1.413426e+00 
 5.754656e-02 -1.415916e+00 
 5.794425e-02 -1.430667e+00 
 5.834195e-02 -1.456499e+00 
 5.873964e-02 -1.479697e+00 
 5.913734e-02 -1.497167e+00 
 5.953504e-02 -1.520624e+00 
 5.993273e-02 -1.532828e+00 
 6.033043e-02 -1.521239e+00 
 6.072812e-02 -1.512326e+00 
 6.112582e-02 -1.523595e+00 
 6.152351e-02 -1.557410e+00 
 6.192121e-02 -1.581674e+00 
 6.231890e-02 -1.591677e+00 
 6.271660e-02 -1.601633e+00 
 6.311430e-02 -1.617205e+00 
 6.351199e-02 -1.647692e+00 
 6.390969e-02 -1.677624e+00 
 6.430738e-02 -1.694080e+00 
 6.470508e-02 -1.695111e+00 
 6.510277e-02 -1.690229e+00 
 6.550047e-02 -1.679938e+00 
 6.589817e-02 -1.688930e+00 
 6.629586e-02 -1.716577e+00 
 6.669356e-02 -1.762168e+00 
 6.709125e-02 -1.801201e+00 
 6.748895e-02 -1.818481e+00 
 6.788664e-02 -1.828883e+00 
 6.828434e-02 -1.843705e+00 
 6.868203e-02 -1.861430e+00 
 6.907973e-02 -1.871752e+00 
 6.947743e-02 -1.877740e+00 
 6.987512e-02 -1.884705e+00 
 7.027282e-02 -1.899345e+00 
 7.067051e-02 -1.899894e+00 
 7.106821e-02 -1.904447e+00 
 7.146590e-02 -1.936804e+00 
 7.186360e-02 -1.982625e+00 
 7.226130e-02 -2.018287e+00 
 7.265899e-02 -2.029817e+00 
 7.305669e-02 -2.025122e+00 
 7.345438e-02 -2.025898e+00 
 7.385208e-02 -2.026961e+00 
 7.424977e-02 -2.034954e+00 
 7.464747e-02 -2.036652e+00 
 7.504516e-02 -2.032304e+00 
 7.544286e-02 -2.022425e+00 
 7.584056e-02 -2.014214e+00 
 7.623825e-02 -2.009794e+00 
 7.663595e-02 -2.020471e+00 
 7.703364e-02 -2.027905e+00 
 7.743134e-02 -2.020894e+00 
 7.782903e-02 -1.994990e+00 
 7.822673e-02 -1.954370e+00 
 7.862443e-02 -1.923656e+00 
 7.902212e-02 -1.900908e+00 
 7.941982e-02 -1.880747e+00 
 7.981751e-02 -1.854009e+00 
 8.021521e-02 -1.826343e+00 
 8.061290e-02 -1.788509e+00 
 8.101060e-02 -1.737691e+00 
 8.140830e-02 -1.675787e+00 
 8.180599e-02 -1.634741e+00 
 8.220369e-02 -1.612355e+00 
 8.260138e-02 -1.576711e+00 
 8.299908e-02 -1.524158e+00 
 8.339677e-02 -1.462529e+00 
 8.379447e-02 -1.405215e+00 
 8.419216e-02 -1.358000e+00 
 8.458986e-02 -1.321701e+00 
 8.498756e-02 -1.286887e+00 
 8.538525e-02 -1.232417e+00 
 8.578295e-02 -1.158996e+00 
 8.618064e-02 -1.089036e+00 
 8.657834e-02 -1.028941e+00 
 8.697603e-02 -9.868351e-01 
 8.737373e-02 -9.517113e-01 
