         time tiltx_full... 
------------- ------------- 
 3.976956e-04  1.485129e-02 
 7.953913e-04  1.435633e-02 
 1.193087e-03  1.384132e-02 
 1.590783e-03  1.332109e-02 
 1.988478e-03  1.281091e-02 
 2.386174e-03  1.231423e-02 
 2.783869e-03  1.184377e-02 
 3.181565e-03  1.140162e-02 
 3.579261e-03  1.099355e-02 
 3.976956e-03  1.062258e-02 
 4.374652e-03  1.029596e-02 
 4.772348e-03  1.001189e-02 
 5.170043e-03  9.761680e-03 
 5.567739e-03  9.540494e-03 
 5.965434e-03  9.340127e-03 
 6.363130e-03  9.152519e-03 
 6.760826e-03  8.965605e-03 
 7.158521e-03  8.766329e-03 
 7.556217e-03  8.549665e-03 
 7.953913e-03  8.304959e-03 
 8.351608e-03  8.030535e-03 
 8.749304e-03  7.725702e-03 
 9.146999e-03  7.389048e-03 
 9.544695e-03  7.023510e-03 
 9.942391e-03  6.633077e-03 
 1.034009e-02  6.226347e-03 
 1.073778e-02  5.812084e-03 
 1.113548e-02  5.393130e-03 
 1.153317e-02  4.975552e-03 
 1.193087e-02  4.565995e-03 
 1.232856e-02  4.167604e-03 
 1.272626e-02  3.786847e-03 
 1.312396e-02  3.431128e-03 
 1.352165e-02  3.107560e-03 
 1.391935e-02  2.819651e-03 
 1.431704e-02  2.567425e-03 
 1.471474e-02  2.349287e-03 
 1.511243e-02  2.157903e-03 
 1.551013e-02  1.983614e-03 
 1.590783e-02  1.810891e-03 
 1.630552e-02  1.629024e-03 
 1.670322e-02  1.429183e-03 
 1.710091e-02  1.200881e-03 
 1.749861e-02  9.463372e-04 
 1.789630e-02  6.638665e-04 
 1.829400e-02  3.508179e-04 
 1.869169e-02  1.490855e-05 
 1.908939e-02 -3.413181e-04 
 1.948709e-02 -7.119726e-04 
 1.988478e-02 -1.087942e-03 
 2.028248e-02 -1.460401e-03 
 2.068017e-02 -1.818427e-03 
 2.107787e-02 -2.149860e-03 
 2.147556e-02 -2.444987e-03 
 2.187326e-02 -2.700375e-03 
 2.227096e-02 -2.915733e-03 
 2.266865e-02 -3.093667e-03 
 2.306635e-02 -3.237962e-03 
 2.346404e-02 -3.358176e-03 
