         time tiltx_bot_... 
------------- ------------- 
 3.976956e-04  2.062106e-02 
 7.953913e-04  2.051886e-02 
 1.193087e-03  2.028560e-02 
 1.590783e-03  1.991508e-02 
 1.988478e-03  1.941311e-02 
 2.386174e-03  1.877653e-02 
 2.783869e-03  1.806503e-02 
 3.181565e-03  1.729468e-02 
 3.579261e-03  1.650996e-02 
 3.976956e-03  1.574974e-02 
 4.374652e-03  1.506846e-02 
 4.772348e-03  1.451858e-02 
 5.170043e-03  1.412273e-02 
 5.567739e-03  1.390133e-02 
 5.965434e-03  1.384710e-02 
 6.363130e-03  1.394334e-02 
 6.760826e-03  1.414014e-02 
 7.158521e-03  1.438422e-02 
 7.556217e-03  1.462795e-02 
 7.953913e-03  1.479698e-02 
 8.351608e-03  1.483865e-02 
 8.749304e-03  1.472791e-02 
 9.146999e-03  1.443629e-02 
 9.544695e-03  1.396896e-02 
 9.942391e-03  1.332692e-02 
 1.034009e-02  1.252443e-02 
 1.073778e-02  1.160204e-02 
 1.113548e-02  1.057833e-02 
 1.153317e-02  9.471701e-03 
 1.193087e-02  8.317801e-03 
 1.232856e-02  7.142503e-03 
 1.272626e-02  5.954924e-03 
 1.312396e-02  4.794995e-03 
 1.352165e-02  3.682406e-03 
 1.391935e-02  2.631214e-03 
 1.431704e-02  1.647967e-03 
 1.471474e-02  7.226781e-04 
 1.511243e-02 -1.477685e-04 
 1.551013e-02 -9.628839e-04 
 1.590783e-02 -1.758487e-03 
 1.630552e-02 -2.553875e-03 
 1.670322e-02 -3.366473e-03 
 1.710091e-02 -4.216569e-03 
 1.749861e-02 -5.093121e-03 
 1.789630e-02 -6.025710e-03 
 1.829400e-02 -7.009988e-03 
 1.869169e-02 -8.035896e-03 
 1.908939e-02 -9.112181e-03 
 1.948709e-02 -1.023676e-02 
 1.988478e-02 -1.140169e-02 
 2.028248e-02 -1.259881e-02 
 2.068017e-02 -1.381373e-02 
 2.107787e-02 -1.504927e-02 
 2.147556e-02 -1.628267e-02 
 2.187326e-02 -1.749792e-02 
 2.227096e-02 -1.868561e-02 
 2.266865e-02 -1.983388e-02 
 2.306635e-02 -2.092503e-02 
 2.346404e-02 -2.194578e-02 
 2.386174e-02 -2.288882e-02 
 2.425943e-02 -2.375219e-02 
 2.465713e-02 -2.452612e-02 
 2.505482e-02 -2.520881e-02 
 2.545252e-02 -2.580842e-02 
 2.585022e-02 -2.634372e-02 
 2.624791e-02 -2.683216e-02 
 2.664561e-02 -2.728490e-02 
 2.704330e-02 -2.771491e-02 
 2.744100e-02 -2.814202e-02 
 2.783869e-02 -2.855248e-02 
 2.823639e-02 -2.895347e-02 
 2.863409e-02 -2.933169e-02 
 2.903178e-02 -2.967541e-02 
 2.942948e-02 -2.996855e-02 
 2.982717e-02 -3.017714e-02 
 3.022487e-02 -3.030419e-02 
 3.062256e-02 -3.034192e-02 
 3.102026e-02 -3.027556e-02 
 3.141795e-02 -3.011671e-02 
 3.181565e-02 -2.986976e-02 
 3.221335e-02 -2.954140e-02 
 3.261104e-02 -2.913160e-02 
 3.300874e-02 -2.864215e-02 
 3.340643e-02 -2.807050e-02 
 3.380413e-02 -2.742109e-02 
 3.420182e-02 -2.669320e-02 
 3.459952e-02 -2.590244e-02 
 3.499722e-02 -2.506332e-02 
 3.539491e-02 -2.419425e-02 
 3.579261e-02 -2.329736e-02 
 3.619030e-02 -2.238428e-02 
 3.658800e-02 -2.145534e-02 
 3.698569e-02 -2.052165e-02 
 3.738339e-02 -1.958805e-02 
 3.778108e-02 -1.865290e-02 
 3.817878e-02 -1.774576e-02 
 3.857648e-02 -1.686740e-02 
 3.897417e-02 -1.602063e-02 
 3.937187e-02 -1.521915e-02 
 3.976956e-02 -1.445892e-02 
 4.016726e-02 -1.375570e-02 
 4.056495e-02 -1.310737e-02 
 4.096265e-02 -1.251079e-02 
 4.136035e-02 -1.198250e-02 
 4.175804e-02 -1.152419e-02 
 4.215574e-02 -1.113276e-02 
 4.255343e-02 -1.081276e-02 
 4.295113e-02 -1.055799e-02 
 4.334882e-02 -1.036010e-02 
 4.374652e-02 -1.020988e-02 
 4.414421e-02 -1.009859e-02 
 4.454191e-02 -1.000654e-02 
 4.493961e-02 -9.918677e-03 
 4.533730e-02 -9.808726e-03 
 4.573500e-02 -9.652716e-03 
 4.613269e-02 -9.446938e-03 
 4.653039e-02 -9.159438e-03 
 4.692808e-02 -8.792099e-03 
 4.732578e-02 -8.338402e-03 
 4.772348e-02 -7.808152e-03 
 4.812117e-02 -7.224295e-03 
 4.851887e-02 -6.594103e-03 
 4.891656e-02 -5.947676e-03 
 4.931426e-02 -5.308389e-03 
 4.971195e-02 -4.704086e-03 
 5.010965e-02 -4.147621e-03 
 5.050734e-02 -3.659689e-03 
 5.090504e-02 -3.247808e-03 
 5.130274e-02 -2.914461e-03 
 5.170043e-02 -2.641648e-03 
 5.209813e-02 -2.421604e-03 
 5.249582e-02 -2.233955e-03 
 5.289352e-02 -2.046788e-03 
 5.329121e-02 -1.816935e-03 
 5.368891e-02 -1.519026e-03 
 5.408661e-02 -1.126404e-03 
 5.448430e-02 -6.266026e-04 
 5.488200e-02 -1.101916e-05 
 5.527969e-02  7.083291e-04 
 5.567739e-02  1.505879e-03 
 5.607508e-02  2.367004e-03 
 5.647278e-02  3.251894e-03 
 5.687047e-02  4.119682e-03 
 5.726817e-02  4.944908e-03 
 5.766587e-02  5.705541e-03 
 5.806356e-02  6.373135e-03 
 5.846126e-02  6.941760e-03 
 5.885895e-02  7.392740e-03 
 5.925665e-02  7.739516e-03 
 5.965434e-02  7.970829e-03 
 6.005204e-02  8.106342e-03 
 6.044974e-02  8.151167e-03 
 6.084743e-02  8.126924e-03 
 6.124513e-02  8.057012e-03 
 6.164282e-02  7.956986e-03 
 6.204052e-02  7.848231e-03 
 6.243821e-02  7.743642e-03 
 6.283591e-02  7.670458e-03 
 6.323360e-02  7.645830e-03 
 6.363130e-02  7.676397e-03 
 6.402900e-02  7.777937e-03 
 6.442669e-02  7.976947e-03 
 6.482439e-02  8.259012e-03 
 6.522208e-02  8.631821e-03 
 6.561978e-02  9.072312e-03 
 6.601747e-02  9.574904e-03 
