         time tiltx_low_... 
------------- ------------- 
 3.976956e-04  3.874407e-02 
 7.953913e-04  3.772977e-02 
 1.193087e-03  3.691933e-02 
 1.590783e-03  3.632832e-02 
 1.988478e-03  3.595602e-02 
 2.386174e-03  3.577845e-02 
 2.783869e-03  3.574252e-02 
 3.181565e-03  3.580589e-02 
 3.579261e-03  3.590392e-02 
 3.976956e-03  3.597758e-02 
 4.374652e-03  3.594612e-02 
 4.772348e-03  3.573356e-02 
 5.170043e-03  3.526597e-02 
 5.567739e-03  3.449575e-02 
 5.965434e-03  3.341655e-02 
 6.363130e-03  3.203324e-02 
 6.760826e-03  3.038578e-02 
 7.158521e-03  2.853088e-02 
 7.556217e-03  2.652272e-02 
 7.953913e-03  2.444444e-02 
 8.351608e-03  2.236672e-02 
 8.749304e-03  2.036359e-02 
 9.146999e-03  1.848427e-02 
 9.544695e-03  1.675284e-02 
 9.942391e-03  1.518180e-02 
 1.034009e-02  1.375961e-02 
 1.073778e-02  1.246661e-02 
 1.113548e-02  1.126553e-02 
 1.153317e-02  1.013150e-02 
 1.193087e-02  9.036327e-03 
 1.232856e-02  7.947652e-03 
 1.272626e-02  6.869129e-03 
 1.312396e-02  5.767850e-03 
 1.352165e-02  4.624551e-03 
 1.391935e-02  3.430739e-03 
 1.431704e-02  2.178360e-03 
 1.471474e-02  8.883852e-04 
 1.511243e-02 -4.191794e-04 
 1.551013e-02 -1.728807e-03 
 1.590783e-02 -3.011410e-03 
 1.630552e-02 -4.229139e-03 
 1.670322e-02 -5.351156e-03 
 1.710091e-02 -6.357794e-03 
 1.749861e-02 -7.245651e-03 
 1.789630e-02 -7.984693e-03 
 1.829400e-02 -8.572627e-03 
 1.869169e-02 -8.991070e-03 
 1.908939e-02 -9.229468e-03 
 1.948709e-02 -9.289095e-03 
 1.988478e-02 -9.182821e-03 
 2.028248e-02 -8.931549e-03 
 2.068017e-02 -8.569208e-03 
 2.107787e-02 -8.103835e-03 
 2.147556e-02 -7.561990e-03 
 2.187326e-02 -6.978433e-03 
 2.227096e-02 -6.369579e-03 
 2.266865e-02 -5.763034e-03 
 2.306635e-02 -5.186832e-03 
 2.346404e-02 -4.677345e-03 
 2.386174e-02 -4.267906e-03 
 2.425943e-02 -4.007665e-03 
 2.465713e-02 -3.932213e-03 
 2.505482e-02 -4.076924e-03 
 2.545252e-02 -4.449136e-03 
 2.585022e-02 -5.051886e-03 
 2.624791e-02 -5.867640e-03 
 2.664561e-02 -6.877174e-03 
 2.704330e-02 -8.028760e-03 
 2.744100e-02 -9.270056e-03 
 2.783869e-02 -1.055587e-02 
 2.823639e-02 -1.182521e-02 
 2.863409e-02 -1.304310e-02 
 2.903178e-02 -1.418466e-02 
 2.942948e-02 -1.524973e-02 
 2.982717e-02 -1.624570e-02 
 3.022487e-02 -1.716978e-02 
 3.062256e-02 -1.802594e-02 
 3.102026e-02 -1.882665e-02 
 3.141795e-02 -1.955812e-02 
 3.181565e-02 -2.023128e-02 
 3.221335e-02 -2.086238e-02 
 3.261104e-02 -2.145247e-02 
 3.300874e-02 -2.201818e-02 
 3.340643e-02 -2.258450e-02 
 3.380413e-02 -2.316669e-02 
 3.420182e-02 -2.378413e-02 
 3.459952e-02 -2.444321e-02 
 3.499722e-02 -2.513933e-02 
 3.539491e-02 -2.585601e-02 
 3.579261e-02 -2.658581e-02 
 3.619030e-02 -2.730716e-02 
 3.658800e-02 -2.798191e-02 
 3.698569e-02 -2.859422e-02 
 3.738339e-02 -2.910920e-02 
 3.778108e-02 -2.953297e-02 
 3.817878e-02 -2.983692e-02 
 3.857648e-02 -3.000789e-02 
 3.897417e-02 -3.005961e-02 
 3.937187e-02 -2.999791e-02 
 3.976956e-02 -2.983027e-02 
 4.016726e-02 -2.956976e-02 
 4.056495e-02 -2.921993e-02 
 4.096265e-02 -2.877461e-02 
 4.136035e-02 -2.822624e-02 
 4.175804e-02 -2.757133e-02 
 4.215574e-02 -2.681217e-02 
 4.255343e-02 -2.594114e-02 
 4.295113e-02 -2.497488e-02 
 4.334882e-02 -2.392451e-02 
 4.374652e-02 -2.281819e-02 
 4.414421e-02 -2.168042e-02 
 4.454191e-02 -2.054282e-02 
 4.493961e-02 -1.942970e-02 
 4.533730e-02 -1.835443e-02 
 4.573500e-02 -1.732718e-02 
 4.613269e-02 -1.635276e-02 
 4.653039e-02 -1.542642e-02 
 4.692808e-02 -1.453018e-02 
 4.732578e-02 -1.364760e-02 
 4.772348e-02 -1.274941e-02 
 4.812117e-02 -1.180347e-02 
 4.851887e-02 -1.079217e-02 
 4.891656e-02 -9.697040e-03 
 4.931426e-02 -8.500061e-03 
 4.971195e-02 -7.193608e-03 
 5.010965e-02 -5.768430e-03 
 5.050734e-02 -4.217521e-03 
 5.090504e-02 -2.548514e-03 
 5.130274e-02 -7.772431e-04 
