         time tiltx_up_s... 
------------- ------------- 
 9.689704e-05  7.576395e-03 
 4.198872e-04  7.575990e-03 
 7.428773e-04  7.574581e-03 
 1.065867e-03  7.573085e-03 
 1.388858e-03  7.571505e-03 
 1.711848e-03  7.569831e-03 
 2.034838e-03  7.567659e-03 
 2.357828e-03  7.560935e-03 
 2.680818e-03  7.537416e-03 
 3.003808e-03  7.494151e-03 
 3.326798e-03  7.453751e-03 
 3.649789e-03  7.428969e-03 
 3.972779e-03  7.420276e-03 
 4.295769e-03  7.427825e-03 
 4.618760e-03  7.448662e-03 
 4.941752e-03  7.484334e-03 
 5.264744e-03  7.523911e-03 
 5.587736e-03  7.544663e-03 
 5.910728e-03  7.539558e-03 
 6.233720e-03  7.545029e-03 
 6.556712e-03  7.593470e-03 
 6.879703e-03  7.683329e-03 
 7.202695e-03  7.808365e-03 
 7.525687e-03  7.967626e-03 
 7.848680e-03  8.166294e-03 
 8.171673e-03  8.401656e-03 
 8.494666e-03  8.664840e-03 
 8.817658e-03  8.964786e-03 
 9.140651e-03  9.301716e-03 
 9.463644e-03  9.676398e-03 
 9.786637e-03  1.009270e-02 
 1.010963e-02  1.055266e-02 
 1.043262e-02  1.105220e-02 
 1.075562e-02  1.159248e-02 
 1.107717e-02  1.217207e-02 
 1.139872e-02  1.277773e-02 
 1.172027e-02  1.340659e-02 
 1.204182e-02  1.405506e-02 
 1.236337e-02  1.473222e-02 
 1.268492e-02  1.544021e-02 
 1.300647e-02  1.617169e-02 
 1.332802e-02  1.692079e-02 
 1.364957e-02  1.768886e-02 
 1.397112e-02  1.847380e-02 
 1.429267e-02  1.926081e-02 
 1.461422e-02  2.004073e-02 
 1.493577e-02  2.081543e-02 
 1.525732e-02  2.159081e-02 
 1.557887e-02  2.236529e-02 
 1.590042e-02  2.312746e-02 
 1.622197e-02  2.386862e-02 
 1.654352e-02  2.459794e-02 
 1.686507e-02  2.533899e-02 
 1.718662e-02  2.608975e-02 
 1.750948e-02  2.684333e-02 
 1.783249e-02  2.759157e-02 
 1.815550e-02  2.832005e-02 
 1.847851e-02  2.903846e-02 
 1.880152e-02  2.972556e-02 
 1.912453e-02  3.037777e-02 
 1.944754e-02  3.099849e-02 
 1.977055e-02  3.159784e-02 
 2.009356e-02  3.217708e-02 
 2.041656e-02  3.274847e-02 
 2.073957e-02  3.331168e-02 
 2.106258e-02  3.383685e-02 
 2.138560e-02  3.431388e-02 
 2.170861e-02  3.473945e-02 
 2.203162e-02  3.511727e-02 
 2.235463e-02  3.544857e-02 
 2.267764e-02  3.575711e-02 
 2.300065e-02  3.602019e-02 
 2.332366e-02  3.622984e-02 
 2.364667e-02  3.638593e-02 
 2.396968e-02  3.647453e-02 
 2.429269e-02  3.650813e-02 
 2.461570e-02  3.647629e-02 
 2.493872e-02  3.638729e-02 
 2.526173e-02  3.624456e-02 
 2.558474e-02  3.605262e-02 
 2.590775e-02  3.581086e-02 
 2.623076e-02  3.550824e-02 
 2.655377e-02  3.514614e-02 
 2.687679e-02  3.473207e-02 
 2.719980e-02  3.428744e-02 
 2.752281e-02  3.380375e-02 
 2.784583e-02  3.327988e-02 
 2.816884e-02  3.270835e-02 
 2.849186e-02  3.207904e-02 
 2.881487e-02  3.138320e-02 
 2.913788e-02  3.063374e-02 
 2.946090e-02  2.983185e-02 
 2.978391e-02  2.897445e-02 
 3.010693e-02  2.807264e-02 
 3.042994e-02  2.714231e-02 
 3.075296e-02  2.620475e-02 
 3.107598e-02  2.524129e-02 
 3.139900e-02  2.423671e-02 
 3.172202e-02  2.318297e-02 
 3.204504e-02  2.209931e-02 
 3.236805e-02  2.098653e-02 
 3.269107e-02  1.985257e-02 
 3.301409e-02  1.869255e-02 
 3.333711e-02  1.751847e-02 
 3.366013e-02  1.633254e-02 
 3.398315e-02  1.512274e-02 
 3.430618e-02  1.389322e-02 
 3.462920e-02  1.264765e-02 
 3.495222e-02  1.138963e-02 
 3.527524e-02  1.013515e-02 
 3.559827e-02  8.883574e-03 
 3.592129e-02  7.650126e-03 
 3.624431e-02  6.430871e-03 
 3.656733e-02  5.214444e-03 
 3.689036e-02  3.986824e-03 
 3.721338e-02  2.778747e-03 
 3.753641e-02  1.564829e-03 
 3.785944e-02  3.729838e-04 
 3.818246e-02 -8.143760e-04 
 3.850549e-02 -1.963214e-03 
 3.882851e-02 -3.126799e-03 
 3.915154e-02 -4.259275e-03 
 3.947456e-02 -5.374617e-03 
 3.979759e-02 -6.463504e-03 
 4.012062e-02 -7.527073e-03 
 4.044364e-02 -8.551090e-03 
 4.076667e-02 -9.520353e-03 
 4.108970e-02 -1.041015e-02 
 4.141272e-02 -1.124400e-02 
 4.173575e-02 -1.205421e-02 
 4.205878e-02 -1.281718e-02 
 4.238180e-02 -1.354545e-02 
 4.270483e-02 -1.423009e-02 
 4.302786e-02 -1.485217e-02 
 4.334940e-02 -1.541555e-02 
 4.367094e-02 -1.591755e-02 
 4.399248e-02 -1.635241e-02 
 4.431402e-02 -1.674879e-02 
 4.463556e-02 -1.707114e-02 
 4.495710e-02 -1.735591e-02 
 4.527864e-02 -1.759388e-02 
 4.560018e-02 -1.776264e-02 
 4.592172e-02 -1.786255e-02 
 4.624326e-02 -1.791140e-02 
 4.656480e-02 -1.792111e-02 
 4.688634e-02 -1.791678e-02 
 4.720788e-02 -1.789237e-02 
 4.752941e-02 -1.785513e-02 
 4.785095e-02 -1.779138e-02 
 4.817249e-02 -1.770518e-02 
 4.849403e-02 -1.758561e-02 
 4.881557e-02 -1.743015e-02 
 4.913711e-02 -1.726814e-02 
 4.945865e-02 -1.709174e-02 
 4.978149e-02 -1.689641e-02 
 5.010447e-02 -1.671267e-02 
 5.042745e-02 -1.651295e-02 
 5.075043e-02 -1.629905e-02 
 5.107342e-02 -1.604997e-02 
 5.139640e-02 -1.575774e-02 
 5.171938e-02 -1.545301e-02 
 5.204236e-02 -1.515683e-02 
 5.236534e-02 -1.486896e-02 
 5.268832e-02 -1.458739e-02 
 5.301131e-02 -1.429225e-02 
 5.333429e-02 -1.398420e-02 
 5.365727e-02 -1.364260e-02 
 5.398025e-02 -1.328638e-02 
 5.430323e-02 -1.290548e-02 
 5.462621e-02 -1.251714e-02 
 5.494919e-02 -1.212526e-02 
 5.527218e-02 -1.175297e-02 
 5.559516e-02 -1.138057e-02 
 5.591814e-02 -1.101066e-02 
 5.624112e-02 -1.063629e-02 
 5.656410e-02 -1.026448e-02 
 5.688709e-02 -9.911280e-03 
 5.721007e-02 -9.600194e-03 
 5.753305e-02 -9.301679e-03 
 5.785604e-02 -9.024504e-03 
 5.817902e-02 -8.756623e-03 
 5.850200e-02 -8.496995e-03 
 5.882499e-02 -8.240333e-03 
 5.914797e-02 -7.984664e-03 
 5.947096e-02 -7.730173e-03 
 5.979394e-02 -7.478563e-03 
 6.011693e-02 -7.243744e-03 
 6.043992e-02 -7.025723e-03 
 6.076291e-02 -6.808957e-03 
 6.108589e-02 -6.583729e-03 
 6.140888e-02 -6.340644e-03 
 6.173187e-02 -6.079276e-03 
 6.205486e-02 -5.827011e-03 
 6.237784e-02 -5.574558e-03 
 6.269939e-02 -5.351120e-03 
 6.302093e-02 -5.122317e-03 
 6.334247e-02 -4.874912e-03 
 6.366402e-02 -4.590810e-03 
 6.398556e-02 -4.266604e-03 
 6.430710e-02 -3.944923e-03 
 6.462865e-02 -3.575740e-03 
 6.495019e-02 -3.208342e-03 
 6.527173e-02 -2.809631e-03 
 6.559328e-02 -2.440430e-03 
 6.591481e-02 -2.058696e-03 
 6.623635e-02 -1.678383e-03 
 6.655788e-02 -1.284864e-03 
 6.687942e-02 -8.665040e-04 
 6.720095e-02 -4.727350e-04 
 6.752249e-02 -1.176341e-04 
 6.784402e-02  2.641923e-04 
 6.816556e-02  6.723296e-04 
 6.848709e-02  1.037797e-03 
 6.880863e-02  1.390690e-03 
 6.913015e-02  1.725849e-03 
 6.945168e-02  2.037006e-03 
 6.977321e-02  2.332300e-03 
 7.009473e-02  2.582663e-03 
 7.041626e-02  2.778790e-03 
 7.073778e-02  2.900692e-03 
 7.105931e-02  2.996567e-03 
 7.138084e-02  3.039556e-03 
 7.170236e-02  3.099741e-03 
 7.202389e-02  3.187889e-03 
 7.234541e-02  3.183443e-03 
 7.266693e-02  3.141278e-03 
 7.298845e-02  3.024294e-03 
 7.330997e-02  2.841178e-03 
 7.363149e-02  2.593939e-03 
 7.395301e-02  2.334930e-03 
 7.427453e-02  2.007430e-03 
 7.459605e-02  1.763701e-03 
 7.491757e-02  1.435560e-03 
 7.523909e-02  1.110809e-03 
 7.556060e-02  6.507604e-04 
 7.588212e-02  1.708633e-04 
 7.620364e-02 -3.707459e-04 
 7.652516e-02 -8.553202e-04 
 7.684667e-02 -1.460158e-03 
 7.716819e-02 -2.066115e-03 
 7.748971e-02 -2.715261e-03 
 7.781122e-02 -3.482377e-03 
 7.813274e-02 -4.094876e-03 
 7.845426e-02 -4.862176e-03 
 7.877577e-02 -5.529387e-03 
 7.909729e-02 -6.277773e-03 
 7.941881e-02 -7.004694e-03 
 7.974032e-02 -7.782320e-03 
 8.006184e-02 -8.457987e-03 
 8.038335e-02 -9.389098e-03 
 8.070487e-02 -1.021789e-02 
 8.102639e-02 -1.122454e-02 
 8.134790e-02 -1.213390e-02 
 8.166942e-02 -1.304099e-02 
 8.199093e-02 -1.401171e-02 
 8.231245e-02 -1.492660e-02 
 8.263396e-02 -1.574239e-02 
 8.295547e-02 -1.665510e-02 
 8.327699e-02 -1.762516e-02 
 8.359850e-02 -1.857664e-02 
 8.392002e-02 -1.960659e-02 
 8.424153e-02 -2.046292e-02 
 8.456305e-02 -2.136811e-02 
 8.488456e-02 -2.225993e-02 
 8.520738e-02 -2.312033e-02 
 8.553034e-02 -2.399441e-02 
 8.585330e-02 -2.479357e-02 
 8.617627e-02 -2.554324e-02 
