         time Top_Quarte... 
------------- ------------- 
 1.988478e-04 -1.544136e-04 
 5.965434e-04 -1.392913e-04 
 9.942391e-04 -1.253022e-04 
 1.391935e-03 -1.137441e-04 
 1.789630e-03 -1.051593e-04 
 2.187326e-03 -9.878970e-05 
 2.585022e-03 -9.483588e-05 
 2.982717e-03 -9.101880e-05 
 3.380413e-03 -8.544944e-05 
 3.778108e-03 -8.171026e-05 
 4.175804e-03 -7.672690e-05 
 4.573500e-03 -7.025034e-05 
 4.971195e-03 -6.462203e-05 
 5.368891e-03 -5.594488e-05 
 5.766587e-03 -4.683342e-05 
 6.164282e-03 -3.129635e-05 
 6.561978e-03 -9.991594e-06 
 6.959673e-03  1.997911e-05 
 7.357369e-03  5.515841e-05 
 7.755065e-03  9.663581e-05 
 8.152760e-03  1.409169e-04 
 8.550456e-03  1.857909e-04 
 8.948152e-03  2.321764e-04 
 9.345847e-03  2.775966e-04 
 9.743543e-03  3.196203e-04 
 1.014124e-02  3.557951e-04 
 1.053893e-02  3.861139e-04 
 1.093663e-02  4.125898e-04 
 1.133433e-02  4.320591e-04 
 1.173202e-02  4.449928e-04 
 1.212972e-02  4.543431e-04 
 1.252741e-02  4.570233e-04 
 1.292511e-02  4.592299e-04 
 1.332280e-02  4.607356e-04 
 1.372050e-02  4.619453e-04 
 1.411819e-02  4.638850e-04 
 1.451589e-02  4.713503e-04 
 1.491359e-02  4.829114e-04 
 1.531128e-02  5.004682e-04 
 1.570898e-02  5.244014e-04 
 1.610667e-02  5.552057e-04 
 1.650437e-02  5.872472e-04 
 1.690206e-02  6.214550e-04 
 1.729976e-02  6.567135e-04 
 1.769746e-02  6.887809e-04 
 1.809515e-02  7.211838e-04 
 1.849285e-02  7.501192e-04 
 1.889054e-02  7.790918e-04 
 1.928824e-02  8.034588e-04 
 1.968593e-02  8.253519e-04 
 2.008363e-02  8.464725e-04 
 2.048132e-02  8.643219e-04 
 2.087902e-02  8.770340e-04 
 2.127672e-02  8.828187e-04 
 2.167441e-02  8.846508e-04 
 2.207211e-02  8.839333e-04 
 2.246980e-02  8.835721e-04 
 2.286750e-02  8.876909e-04 
 2.326519e-02  8.939695e-04 
 2.366289e-02  9.052644e-04 
 2.406059e-02  9.203897e-04 
 2.445828e-02  9.381418e-04 
 2.485598e-02  9.596484e-04 
 2.525367e-02  9.835093e-04 
 2.565137e-02  1.003980e-03 
 2.604906e-02  1.025967e-03 
 2.644676e-02  1.049834e-03 
 2.684445e-02  1.076416e-03 
 2.724215e-02  1.102505e-03 
 2.763985e-02  1.124699e-03 
 2.803754e-02  1.142898e-03 
 2.843524e-02  1.153421e-03 
 2.883293e-02  1.158400e-03 
 2.923063e-02  1.159335e-03 
 2.962832e-02  1.152601e-03 
 3.002602e-02  1.140617e-03 
 3.042372e-02  1.125434e-03 
 3.082141e-02  1.113261e-03 
 3.121911e-02  1.104452e-03 
 3.161680e-02  1.102152e-03 
 3.201450e-02  1.104767e-03 
 3.241219e-02  1.111334e-03 
 3.280989e-02  1.121720e-03 
 3.320758e-02  1.137005e-03 
 3.360528e-02  1.154251e-03 
 3.400298e-02  1.176419e-03 
 3.440067e-02  1.199701e-03 
 3.479837e-02  1.225089e-03 
 3.519606e-02  1.250642e-03 
 3.559376e-02  1.274211e-03 
 3.599145e-02  1.294033e-03 
 3.638915e-02  1.309506e-03 
 3.678685e-02  1.319887e-03 
 3.718454e-02  1.321818e-03 
 3.758224e-02  1.317497e-03 
 3.797993e-02  1.304285e-03 
 3.837763e-02  1.284060e-03 
 3.877532e-02  1.255995e-03 
 3.917302e-02  1.222150e-03 
