         time total_shea... 
------------- ------------- 
 2.386174e-04 -2.134912e+00 
 6.363130e-04 -2.001888e+00 
 1.034009e-03 -1.918191e+00 
 1.431704e-03 -1.851007e+00 
 1.829400e-03 -1.774990e+00 
 2.227096e-03 -1.691595e+00 
 2.624791e-03 -1.611117e+00 
 3.022487e-03 -1.538967e+00 
 3.420182e-03 -1.468978e+00 
 3.817878e-03 -1.377227e+00 
 4.215574e-03 -1.291843e+00 
 4.613269e-03 -1.213694e+00 
 5.010965e-03 -1.074745e+00 
 5.408661e-03 -9.354302e-01 
 5.806356e-03 -8.012932e-01 
 6.204052e-03 -6.723167e-01 
 6.601747e-03 -5.393596e-01 
 6.999443e-03 -4.120138e-01 
 7.397139e-03 -2.974825e-01 
 7.794834e-03 -1.932454e-01 
 8.192530e-03 -8.519062e-02 
 8.590226e-03  2.327246e-02 
 8.987921e-03  1.095731e-01 
 9.385617e-03  2.047585e-01 
 9.783312e-03  3.378087e-01 
 1.018101e-02  4.317550e-01 
 1.057870e-02  4.753340e-01 
 1.097640e-02  5.301453e-01 
 1.137409e-02  6.046971e-01 
 1.177179e-02  6.583291e-01 
 1.216949e-02  6.922406e-01 
 1.256718e-02  7.097951e-01 
 1.296488e-02  7.364124e-01 
 1.336257e-02  7.900608e-01 
 1.376027e-02  8.206729e-01 
 1.415796e-02  8.508400e-01 
 1.455566e-02  9.083473e-01 
 1.495336e-02  9.417429e-01 
 1.535105e-02  9.236580e-01 
 1.574875e-02  8.888714e-01 
 1.614644e-02  8.571503e-01 
 1.654414e-02  8.119153e-01 
 1.694183e-02  7.683627e-01 
 1.733953e-02  7.471823e-01 
 1.773723e-02  7.648703e-01 
 1.813492e-02  7.868690e-01 
 1.853262e-02  7.957598e-01 
 1.893031e-02  7.794968e-01 
 1.932801e-02  7.447120e-01 
 1.972570e-02  7.146443e-01 
 2.012340e-02  6.898142e-01 
 2.052109e-02  6.248414e-01 
 2.091879e-02  5.653957e-01 
 2.131649e-02  4.909096e-01 
 2.171418e-02  4.191336e-01 
 2.211188e-02  3.639432e-01 
 2.250957e-02  3.341293e-01 
 2.290727e-02  2.992777e-01 
 2.330496e-02  2.735728e-01 
 2.370266e-02  2.301526e-01 
 2.410036e-02  2.021137e-01 
 2.449805e-02  1.425317e-01 
 2.489575e-02  3.799638e-02 
 2.529344e-02 -1.091563e-01 
 2.569114e-02 -2.508674e-01 
 2.608883e-02 -3.833980e-01 
 2.648653e-02 -5.062963e-01 
 2.688422e-02 -5.912874e-01 
 2.728192e-02 -6.712212e-01 
 2.767962e-02 -7.633063e-01 
 2.807731e-02 -8.854914e-01 
 2.847501e-02 -1.004235e+00 
 2.887270e-02 -1.099453e+00 
 2.927040e-02 -1.152831e+00 
 2.966809e-02 -1.262489e+00 
 3.006579e-02 -1.429333e+00 
 3.046349e-02 -1.597369e+00 
 3.086118e-02 -1.717914e+00 
 3.125888e-02 -1.836906e+00 
 3.165657e-02 -1.930911e+00 
 3.205427e-02 -1.989365e+00 
 3.245196e-02 -2.030762e+00 
 3.284966e-02 -2.093780e+00 
 3.324735e-02 -2.175855e+00 
 3.364505e-02 -2.268360e+00 
 3.404275e-02 -2.318442e+00 
 3.444044e-02 -2.358716e+00 
 3.483814e-02 -2.433834e+00 
 3.523583e-02 -2.511107e+00 
 3.563353e-02 -2.562270e+00 
 3.603122e-02 -2.592055e+00 
 3.642892e-02 -2.601667e+00 
