         time tilt_up_se... 
------------- ------------- 
 3.976956e-04  1.333990e-02 
 7.953913e-04  1.361142e-02 
 1.193087e-03  1.388082e-02 
 1.590783e-03  1.416376e-02 
 1.988478e-03  1.448155e-02 
 2.386174e-03  1.484470e-02 
 2.783869e-03  1.525406e-02 
 3.181565e-03  1.574966e-02 
 3.579261e-03  1.632613e-02 
 3.976956e-03  1.699795e-02 
 4.374652e-03  1.777045e-02 
 4.772348e-03  1.864536e-02 
 5.170043e-03  1.958314e-02 
 5.567739e-03  2.054036e-02 
 5.965434e-03  2.148367e-02 
 6.363130e-03  2.240234e-02 
 6.760826e-03  2.329329e-02 
 7.158521e-03  2.417514e-02 
 7.556217e-03  2.508734e-02 
 7.953913e-03  2.605651e-02 
 8.351608e-03  2.704803e-02 
 8.749304e-03  2.803661e-02 
 9.146999e-03  2.903636e-02 
 9.544695e-03  3.002228e-02 
 9.942391e-03  3.101360e-02 
 1.034009e-02  3.203907e-02 
 1.073778e-02  3.316624e-02 
 1.113548e-02  3.440234e-02 
 1.153317e-02  3.573219e-02 
 1.193087e-02  3.711886e-02 
 1.232856e-02  3.854592e-02 
 1.272626e-02  3.997577e-02 
 1.312396e-02  4.138594e-02 
 1.352165e-02  4.279596e-02 
 1.391935e-02  4.423487e-02 
 1.431704e-02  4.568370e-02 
 1.471474e-02  4.712572e-02 
 1.511243e-02  4.854687e-02 
 1.551013e-02  4.992917e-02 
 1.590783e-02  5.124487e-02 
 1.630552e-02  5.248978e-02 
 1.670322e-02  5.367549e-02 
 1.710091e-02  5.478864e-02 
 1.749861e-02  5.583431e-02 
 1.789630e-02  5.681195e-02 
 1.829400e-02  5.771928e-02 
 1.869169e-02  5.854326e-02 
 1.908939e-02  5.927848e-02 
 1.948709e-02  5.993585e-02 
 1.988478e-02  6.052553e-02 
 2.028248e-02  6.105357e-02 
 2.068017e-02  6.150569e-02 
 2.107787e-02  6.182937e-02 
 2.147556e-02  6.198002e-02 
 2.187326e-02  6.194471e-02 
 2.227096e-02  6.175462e-02 
 2.266865e-02  6.142778e-02 
 2.306635e-02  6.101497e-02 
 2.346404e-02  6.054317e-02 
 2.386174e-02  6.000628e-02 
 2.425943e-02  5.941305e-02 
 2.465713e-02  5.874579e-02 
 2.505482e-02  5.797033e-02 
 2.545252e-02  5.707050e-02 
 2.585022e-02  5.604470e-02 
 2.624791e-02  5.490362e-02 
 2.664561e-02  5.368792e-02 
 2.704330e-02  5.241978e-02 
