         time tilt_local... 
------------- ------------- 
 2.583894e-04 -3.251753e-02 
 5.813761e-04 -3.251647e-02 
 9.043629e-04 -3.251511e-02 
 1.227350e-03 -3.251369e-02 
 1.550336e-03 -3.251223e-02 
 1.873323e-03 -3.251072e-02 
 2.196310e-03 -3.250919e-02 
 2.519297e-03 -3.250762e-02 
 2.842283e-03 -3.250603e-02 
 3.165270e-03 -3.250441e-02 
 3.488257e-03 -3.250277e-02 
 3.811243e-03 -3.250110e-02 
 4.134230e-03 -3.249941e-02 
 4.457217e-03 -3.249769e-02 
 4.780204e-03 -3.249594e-02 
 5.103190e-03 -3.249417e-02 
 5.426177e-03 -3.249238e-02 
 5.749164e-03 -3.249057e-02 
 6.072151e-03 -3.248876e-02 
 6.395137e-03 -3.248696e-02 
 6.718124e-03 -3.248516e-02 
 7.041111e-03 -3.248337e-02 
 7.364098e-03 -3.248158e-02 
 7.687084e-03 -3.247979e-02 
 8.010071e-03 -3.247801e-02 
 8.333058e-03 -3.247622e-02 
 8.656044e-03 -3.247444e-02 
 8.979031e-03 -3.247267e-02 
 9.302018e-03 -3.247091e-02 
 9.625005e-03 -3.246916e-02 
 9.947991e-03 -3.246741e-02 
 1.027098e-02 -3.246568e-02 
 1.059396e-02 -3.246398e-02 
 1.091695e-02 -3.246231e-02 
 1.123994e-02 -3.246066e-02 
 1.156293e-02 -3.245902e-02 
 1.188591e-02 -3.245740e-02 
 1.220890e-02 -3.245581e-02 
 1.253189e-02 -3.245425e-02 
 1.285487e-02 -3.245271e-02 
 1.317786e-02 -3.245120e-02 
 1.350085e-02 -3.244972e-02 
 1.382383e-02 -3.244828e-02 
 1.414682e-02 -3.244687e-02 
 1.446981e-02 -3.244549e-02 
 1.479279e-02 -3.244417e-02 
 1.511578e-02 -3.244289e-02 
 1.543877e-02 -3.244165e-02 
 1.576175e-02 -3.244044e-02 
 1.608474e-02 -3.243927e-02 
 1.640773e-02 -3.243815e-02 
 1.673071e-02 -3.243708e-02 
 1.705370e-02 -3.243605e-02 
 1.737669e-02 -3.243506e-02 
 1.769967e-02 -3.243411e-02 
 1.802266e-02 -3.243320e-02 
 1.834565e-02 -3.243233e-02 
 1.866863e-02 -3.243151e-02 
 1.899162e-02 -3.243074e-02 
 1.931461e-02 -3.243003e-02 
 1.963759e-02 -3.242936e-02 
 1.996058e-02 -3.242873e-02 
 2.028357e-02 -3.242815e-02 
 2.060655e-02 -3.242762e-02 
 2.092954e-02 -3.242715e-02 
 2.125253e-02 -3.242673e-02 
 2.157551e-02 -3.242635e-02 
 2.189850e-02 -3.242602e-02 
 2.222149e-02 -3.242572e-02 
 2.254447e-02 -3.242549e-02 
 2.286746e-02 -3.242531e-02 
 2.319045e-02 -3.242518e-02 
 2.351343e-02 -3.242510e-02 
 2.383642e-02 -3.242507e-02 
 2.415941e-02 -3.242508e-02 
 2.448239e-02 -3.242514e-02 
 2.480538e-02 -3.242524e-02 
 2.512837e-02 -3.242539e-02 
 2.545135e-02 -3.242559e-02 
 2.577434e-02 -3.242583e-02 
 2.609733e-02 -3.242610e-02 
 2.642032e-02 -3.242640e-02 
 2.674330e-02 -3.242676e-02 
 2.706629e-02 -3.242717e-02 
 2.738928e-02 -3.242762e-02 
 2.771226e-02 -3.242809e-02 
 2.803525e-02 -3.242860e-02 
 2.835824e-02 -3.242915e-02 
 2.868122e-02 -3.242973e-02 
 2.900421e-02 -3.243035e-02 
 2.932720e-02 -3.243100e-02 
 2.965018e-02 -3.243169e-02 
 2.997317e-02 -3.243241e-02 
 3.029616e-02 -3.243316e-02 
 3.061914e-02 -3.243394e-02 
 3.094213e-02 -3.243476e-02 
 3.126512e-02 -3.243561e-02 
 3.158810e-02 -3.243649e-02 
 3.191109e-02 -3.243740e-02 
 3.223408e-02 -3.243832e-02 
 3.255706e-02 -3.243927e-02 
 3.288005e-02 -3.244025e-02 
 3.320304e-02 -3.244125e-02 
 3.352602e-02 -3.244228e-02 
 3.384901e-02 -3.244332e-02 
 3.417200e-02 -3.244438e-02 
 3.449498e-02 -3.244546e-02 
 3.481797e-02 -3.244655e-02 
 3.514096e-02 -3.244767e-02 
 3.546394e-02 -3.244881e-02 
 3.578693e-02 -3.244995e-02 
 3.610992e-02 -3.245111e-02 
 3.643290e-02 -3.245226e-02 
 3.675589e-02 -3.245342e-02 
 3.707888e-02 -3.245459e-02 
 3.740186e-02 -3.245578e-02 
 3.772485e-02 -3.245696e-02 
 3.804784e-02 -3.245814e-02 
 3.837082e-02 -3.245931e-02 
 3.869381e-02 -3.246050e-02 
 3.901680e-02 -3.246169e-02 
 3.933978e-02 -3.246288e-02 
 3.966277e-02 -3.246408e-02 
 3.998576e-02 -3.246527e-02 
 4.030874e-02 -3.246646e-02 
 4.063173e-02 -3.246764e-02 
 4.095472e-02 -3.246881e-02 
 4.127771e-02 -3.246999e-02 
 4.160069e-02 -3.247116e-02 
 4.192368e-02 -3.247232e-02 
 4.224667e-02 -3.247348e-02 
 4.256965e-02 -3.247462e-02 
 4.289264e-02 -3.247577e-02 
 4.321563e-02 -3.247690e-02 
 4.353861e-02 -3.247803e-02 
 4.386160e-02 -3.247915e-02 
 4.418459e-02 -3.248025e-02 
 4.450757e-02 -3.248134e-02 
 4.483056e-02 -3.248241e-02 
 4.515355e-02 -3.248347e-02 
 4.547653e-02 -3.248452e-02 
 4.579952e-02 -3.248556e-02 
 4.612251e-02 -3.248658e-02 
 4.644549e-02 -3.248758e-02 
 4.676848e-02 -3.248856e-02 
 4.709147e-02 -3.248954e-02 
 4.741445e-02 -3.249051e-02 
 4.773744e-02 -3.249146e-02 
 4.806043e-02 -3.249239e-02 
 4.838341e-02 -3.249331e-02 
 4.870640e-02 -3.249421e-02 
 4.902939e-02 -3.249509e-02 
 4.935237e-02 -3.249597e-02 
 4.967536e-02 -3.249682e-02 
 4.999835e-02 -3.249767e-02 
 5.032133e-02 -3.249849e-02 
 5.064432e-02 -3.249929e-02 
 5.096731e-02 -3.250007e-02 
 5.129029e-02 -3.250085e-02 
 5.161328e-02 -3.250160e-02 
 5.193627e-02 -3.250234e-02 
 5.225925e-02 -3.250306e-02 
 5.258224e-02 -3.250374e-02 
 5.290523e-02 -3.250441e-02 
 5.322821e-02 -3.250506e-02 
 5.355120e-02 -3.250570e-02 
 5.387419e-02 -3.250631e-02 
 5.419717e-02 -3.250690e-02 
 5.452016e-02 -3.250747e-02 
 5.484315e-02 -3.250802e-02 
 5.516614e-02 -3.250856e-02 
 5.548912e-02 -3.250907e-02 
 5.581211e-02 -3.250958e-02 
 5.613510e-02 -3.251006e-02 
 5.645808e-02 -3.251051e-02 
 5.678107e-02 -3.251093e-02 
 5.710406e-02 -3.251133e-02 
 5.742704e-02 -3.251172e-02 
 5.775003e-02 -3.251209e-02 
 5.807302e-02 -3.251244e-02 
 5.839600e-02 -3.251277e-02 
 5.871899e-02 -3.251307e-02 
 5.904198e-02 -3.251336e-02 
 5.936496e-02 -3.251363e-02 
 5.968795e-02 -3.251387e-02 
 6.001094e-02 -3.251409e-02 
 6.033392e-02 -3.251429e-02 
 6.065691e-02 -3.251445e-02 
 6.097990e-02 -3.251458e-02 
 6.130288e-02 -3.251469e-02 
 6.162587e-02 -3.251478e-02 
 6.194886e-02 -3.251484e-02 
 6.227184e-02 -3.251487e-02 
