         time tilt_bot_s... 
------------- ------------- 
 6.459740e-05  5.980357e-03 
 3.875844e-04  5.966624e-03 
 7.105715e-04  5.983728e-03 
 1.033558e-03  5.900013e-03 
 1.356546e-03  5.788291e-03 
 1.679533e-03  5.648572e-03 
 2.002520e-03  5.480922e-03 
 2.325507e-03  5.284814e-03 
 2.648494e-03  5.055214e-03 
 2.971481e-03  4.784566e-03 
 3.294468e-03  4.480233e-03 
 3.617455e-03  4.152248e-03 
 3.940442e-03  3.796080e-03 
 4.263429e-03  3.411349e-03 
 4.586417e-03  2.994381e-03 
 4.909405e-03  2.547086e-03 
 5.232393e-03  2.075085e-03 
 5.555380e-03  1.585329e-03 
 5.878368e-03  1.081003e-03 
 6.201356e-03  5.631026e-04 
 6.524344e-03  3.381767e-05 
 6.847331e-03 -5.029971e-04 
 7.170319e-03 -1.047061e-03 
 7.493307e-03 -1.601287e-03 
 7.816296e-03 -2.167226e-03 
 8.139284e-03 -2.740699e-03 
 8.462272e-03 -3.310722e-03 
 8.785260e-03 -3.877131e-03 
 9.108249e-03 -4.443771e-03 
 9.431237e-03 -5.006116e-03 
 9.754225e-03 -5.565239e-03 
 1.007721e-02 -6.122023e-03 
 1.040020e-02 -6.666987e-03 
 1.072319e-02 -7.201816e-03 
 1.104618e-02 -7.725314e-03 
 1.136917e-02 -8.240926e-03 
 1.169215e-02 -8.753895e-03 
 1.201514e-02 -9.263106e-03 
 1.233813e-02 -9.766858e-03 
 1.266112e-02 -1.026055e-02 
 1.298411e-02 -1.074591e-02 
 1.330710e-02 -1.122599e-02 
 1.363008e-02 -1.169696e-02 
 1.395307e-02 -1.215051e-02 
 1.427606e-02 -1.258976e-02 
 1.459905e-02 -1.301858e-02 
 1.492204e-02 -1.343377e-02 
 1.524502e-02 -1.383186e-02 
 1.556801e-02 -1.420701e-02 
 1.589100e-02 -1.456105e-02 
 1.621399e-02 -1.490302e-02 
 1.653698e-02 -1.523554e-02 
 1.685996e-02 -1.555519e-02 
 1.718296e-02 -1.586120e-02 
 1.750595e-02 -1.614864e-02 
 1.782895e-02 -1.641655e-02 
 1.815194e-02 -1.666297e-02 
 1.847494e-02 -1.689168e-02 
 1.879793e-02 -1.709897e-02 
 1.912093e-02 -1.728162e-02 
 1.944392e-02 -1.744151e-02 
 1.976692e-02 -1.758341e-02 
 2.008992e-02 -1.771483e-02 
 2.041291e-02 -1.783984e-02 
 2.073591e-02 -1.795726e-02 
 2.105890e-02 -1.806822e-02 
 2.138190e-02 -1.817532e-02 
 2.170490e-02 -1.827380e-02 
