         time Record_Dis... 
------------- ------------- 
 2.544540e-04 -1.033779e-04 
 5.725214e-04 -1.031184e-04 
 8.905889e-04 -1.026726e-04 
 1.208656e-03 -1.020264e-04 
 1.526724e-03 -1.011792e-04 
 1.844791e-03 -1.001413e-04 
 2.162859e-03 -9.892498e-05 
 2.480926e-03 -9.753981e-05 
 2.798994e-03 -9.599147e-05 
 3.117061e-03 -9.428242e-05 
 3.435128e-03 -9.241231e-05 
 3.753196e-03 -9.037978e-05 
 4.071263e-03 -8.818375e-05 
 4.389331e-03 -8.582170e-05 
 4.707398e-03 -8.329059e-05 
 5.025466e-03 -8.058793e-05 
 5.343533e-03 -7.772217e-05 
 5.661601e-03 -7.470113e-05 
 5.979668e-03 -7.152745e-05 
 6.297736e-03 -6.820328e-05 
 6.615803e-03 -6.472899e-05 
 6.933870e-03 -6.110303e-05 
 7.251938e-03 -5.732285e-05 
 7.570005e-03 -5.338672e-05 
 7.888073e-03 -4.929451e-05 
 8.206140e-03 -4.504717e-05 
 8.524208e-03 -4.064623e-05 
 8.842275e-03 -3.609325e-05 
 9.160343e-03 -3.139042e-05 
 9.478410e-03 -2.654250e-05 
 9.796478e-03 -2.155568e-05 
 1.011455e-02 -1.643346e-05 
 1.043261e-02 -1.119085e-05 
 1.075068e-02 -5.825734e-06 
 1.106875e-02 -3.422757e-07 
 1.138681e-02  5.246444e-06 
 1.170488e-02  1.092818e-05 
 1.202295e-02  1.669726e-05 
 1.234102e-02  2.255616e-05 
 1.265908e-02  2.851183e-05 
 1.297715e-02  3.457137e-05 
 1.329522e-02  4.073853e-05 
 1.361329e-02  4.701397e-05 
 1.393135e-02  5.339758e-05 
 1.424942e-02  5.988653e-05 
 1.456749e-02  6.647667e-05 
 1.488556e-02  7.316559e-05 
 1.520362e-02  7.994098e-05 
 1.552169e-02  8.677025e-05 
 1.583976e-02  9.365079e-05 
 1.615783e-02  1.005878e-04 
 1.647589e-02  1.075901e-04 
 1.679396e-02  1.146636e-04 
 1.711203e-02  1.218084e-04 
 1.743010e-02  1.290187e-04 
 1.774816e-02  1.362876e-04 
 1.806623e-02  1.436107e-04 
 1.838430e-02  1.509891e-04 
 1.870237e-02  1.584270e-04 
 1.902043e-02  1.659301e-04 
 1.933850e-02  1.735013e-04 
 1.965657e-02  1.811417e-04 
 1.997464e-02  1.888538e-04 
 2.029270e-02  1.966195e-04 
 2.061077e-02  2.044126e-04 
 2.092884e-02  2.122232e-04 
 2.124691e-02  2.200381e-04 
 2.156497e-02  2.278503e-04 
 2.188304e-02  2.356631e-04 
 2.220111e-02  2.434846e-04 
 2.251918e-02  2.513222e-04 
 2.283724e-02  2.591815e-04 
 2.315531e-02  2.670627e-04 
 2.347338e-02  2.749614e-04 
 2.379145e-02  2.828737e-04 
 2.410951e-02  2.907966e-04 
 2.442758e-02  2.987297e-04 
 2.474565e-02  3.066749e-04 
