         time tilt_up_se... 
------------- ------------- 
 1.988478e-04  3.015366e-03 
 5.965434e-04  2.930801e-03 
 9.942391e-04  2.749866e-03 
 1.391935e-03  2.504499e-03 
 1.789630e-03  2.203396e-03 
 2.187326e-03  1.905566e-03 
 2.585022e-03  1.515139e-03 
 2.982717e-03  1.113491e-03 
 3.380413e-03  7.298472e-04 
 3.778108e-03  4.109139e-04 
 4.175804e-03  2.144572e-04 
 4.573500e-03  1.296153e-04 
 4.971195e-03  1.743378e-04 
 5.368891e-03  3.845655e-04 
 5.766587e-03  7.541041e-04 
 6.164282e-03  1.271124e-03 
 6.561978e-03  1.939673e-03 
 6.959673e-03  2.741773e-03 
 7.357369e-03  3.539579e-03 
 7.755065e-03  4.415192e-03 
 8.152760e-03  5.245797e-03 
 8.550456e-03  6.036830e-03 
 8.948152e-03  6.778474e-03 
 9.345847e-03  7.417829e-03 
 9.743543e-03  7.959749e-03 
 1.014124e-02  8.395726e-03 
 1.053893e-02  8.824505e-03 
 1.093663e-02  9.319591e-03 
 1.133433e-02  9.777220e-03 
 1.173202e-02  1.031152e-02 
 1.212972e-02  1.091899e-02 
 1.252741e-02  1.160683e-02 
 1.292511e-02  1.244919e-02 
 1.332280e-02  1.343966e-02 
 1.372050e-02  1.458914e-02 
 1.411819e-02  1.580505e-02 
 1.451589e-02  1.707883e-02 
 1.491359e-02  1.836031e-02 
 1.531128e-02  1.958815e-02 
 1.570898e-02  2.068856e-02 
 1.610667e-02  2.161559e-02 
 1.650437e-02  2.237735e-02 
 1.690206e-02  2.297573e-02 
 1.729976e-02  2.339362e-02 
 1.769746e-02  2.375951e-02 
 1.809515e-02  2.397348e-02 
 1.849285e-02  2.405735e-02 
 1.889054e-02  2.402144e-02 
 1.928824e-02  2.391241e-02 
 1.968593e-02  2.376447e-02 
 2.008363e-02  2.368718e-02 
 2.048132e-02  2.367118e-02 
 2.087902e-02  2.375234e-02 
 2.127672e-02  2.389745e-02 
 2.167441e-02  2.411694e-02 
 2.207211e-02  2.442389e-02 
 2.246980e-02  2.473867e-02 
 2.286750e-02  2.502133e-02 
 2.326519e-02  2.532062e-02 
 2.366289e-02  2.558254e-02 
 2.406059e-02  2.576279e-02 
 2.445828e-02  2.597286e-02 
 2.485598e-02  2.595409e-02 
 2.525367e-02  2.581828e-02 
 2.565137e-02  2.554144e-02 
 2.604906e-02  2.516522e-02 
 2.644676e-02  2.470692e-02 
 2.684445e-02  2.419279e-02 
 2.724215e-02  2.359548e-02 
 2.763985e-02  2.293567e-02 
 2.803754e-02  2.219042e-02 
 2.843524e-02  2.137364e-02 
 2.883293e-02  2.057010e-02 
 2.923063e-02  1.978236e-02 
 2.962832e-02  1.896232e-02 
 3.002602e-02  1.823156e-02 
 3.042372e-02  1.758716e-02 
 3.082141e-02  1.692702e-02 
 3.121911e-02  1.626116e-02 
 3.161680e-02  1.554284e-02 
 3.201450e-02  1.470002e-02 
 3.241219e-02  1.377422e-02 
 3.280989e-02  1.287619e-02 
 3.320758e-02  1.195644e-02 
 3.360528e-02  1.097961e-02 
 3.400298e-02  9.894554e-03 
 3.440067e-02  8.644798e-03 
 3.479837e-02  7.195113e-03 
 3.519606e-02  5.602607e-03 
 3.559376e-02  3.978698e-03 
 3.599145e-02  2.257094e-03 
 3.638915e-02  5.829370e-04 
 3.678685e-02 -1.031522e-03 
 3.718454e-02 -2.570255e-03 
 3.758224e-02 -3.990494e-03 
 3.797993e-02 -5.310524e-03 
 3.837763e-02 -6.549606e-03 
 3.877532e-02 -7.605335e-03 
 3.917302e-02 -8.513243e-03 
 3.957071e-02 -9.216947e-03 
 3.996841e-02 -9.666132e-03 
 4.036611e-02 -1.003829e-02 
 4.076380e-02 -1.029181e-02 
 4.116150e-02 -1.048719e-02 
 4.155919e-02 -1.061176e-02 
 4.195689e-02 -1.067658e-02 
 4.235458e-02 -1.069644e-02 
 4.275228e-02 -1.062549e-02 
 4.314998e-02 -1.060531e-02 
 4.354767e-02 -1.063455e-02 
 4.394537e-02 -1.073131e-02 
 4.434306e-02 -1.093197e-02 
 4.474076e-02 -1.115327e-02 
 4.513845e-02 -1.144810e-02 
 4.553615e-02 -1.164499e-02 
 4.593385e-02 -1.175059e-02 
 4.633154e-02 -1.177434e-02 
 4.672924e-02 -1.165942e-02 
 4.712693e-02 -1.155075e-02 
 4.752463e-02 -1.145423e-02 
 4.792232e-02 -1.135955e-02 
 4.832002e-02 -1.114449e-02 
 4.871771e-02 -1.089850e-02 
 4.911541e-02 -1.043570e-02 
 4.951311e-02 -9.892233e-03 
 4.991080e-02 -9.420894e-03 
 5.030850e-02 -8.912513e-03 
 5.070619e-02 -8.513208e-03 
 5.110389e-02 -8.210740e-03 
 5.150158e-02 -7.988538e-03 
 5.189928e-02 -7.853393e-03 
 5.229698e-02 -7.770125e-03 
 5.269467e-02 -7.741504e-03 
 5.309237e-02 -7.790794e-03 
 5.349006e-02 -7.868503e-03 
 5.388776e-02 -8.021965e-03 
 5.428545e-02 -8.198065e-03 
 5.468315e-02 -8.330613e-03 
 5.508084e-02 -8.290156e-03 
 5.547854e-02 -8.047134e-03 
 5.587624e-02 -7.635919e-03 
 5.627393e-02 -7.032763e-03 
 5.667163e-02 -6.335460e-03 
 5.706932e-02 -5.492492e-03 
 5.746702e-02 -4.551623e-03 
 5.786471e-02 -3.483253e-03 
 5.826241e-02 -2.360434e-03 
 5.866011e-02 -1.183093e-03 
 5.905780e-02 -8.136749e-05 
 5.945550e-02  9.076149e-04 
 5.985319e-02  1.777538e-03 
 6.025089e-02  2.482741e-03 
 6.064858e-02  3.046463e-03 
 6.104628e-02  3.482954e-03 
 6.144397e-02  3.894432e-03 
 6.184167e-02  4.279394e-03 
 6.223937e-02  4.601129e-03 
 6.263706e-02  4.898224e-03 
 6.303476e-02  5.113078e-03 
 6.343245e-02  5.293935e-03 
 6.383015e-02  5.501324e-03 
 6.422784e-02  5.802045e-03 
 6.462554e-02  6.248033e-03 
 6.502324e-02  6.810420e-03 
 6.542093e-02  7.502616e-03 
 6.581863e-02  8.301335e-03 
 6.621632e-02  9.057447e-03 
 6.661402e-02  9.843990e-03 
 6.701171e-02  1.056971e-02 
 6.740941e-02  1.119194e-02 
 6.780710e-02  1.175335e-02 
 6.820480e-02  1.227534e-02 
 6.860250e-02  1.266639e-02 
 6.900019e-02  1.294279e-02 
 6.939789e-02  1.305742e-02 
 6.979558e-02  1.305414e-02 
 7.019328e-02  1.282880e-02 
 7.059097e-02  1.255184e-02 
 7.098867e-02  1.223268e-02 
 7.138637e-02  1.182208e-02 
 7.178406e-02  1.145237e-02 
 7.218176e-02  1.105257e-02 
 7.257945e-02  1.077655e-02 
 7.297715e-02  1.047520e-02 
 7.337484e-02  1.037108e-02 
 7.377254e-02  1.035538e-02 
 7.417023e-02  1.046576e-02 
 7.456793e-02  1.062752e-02 
 7.496563e-02  1.086415e-02 
 7.536332e-02  1.116690e-02 
 7.576102e-02  1.141031e-02 
 7.615871e-02  1.155005e-02 
 7.655641e-02  1.152829e-02 
 7.695410e-02  1.133862e-02 
 7.735180e-02  1.099562e-02 
 7.774950e-02  1.043799e-02 
 7.814719e-02  9.723026e-03 
 7.854489e-02  8.735854e-03 
 7.894258e-02  7.482231e-03 
 7.934028e-02  6.006792e-03 
 7.973797e-02  4.370027e-03 
 8.013567e-02  2.622468e-03 
 8.053336e-02  9.588432e-04 
 8.093106e-02 -6.038549e-04 
 8.132876e-02 -2.006574e-03 
 8.172645e-02 -3.202858e-03 
 8.212415e-02 -4.192674e-03 
 8.252184e-02 -5.074261e-03 
 8.291954e-02 -5.837736e-03 
 8.331723e-02 -6.482930e-03 
 8.371493e-02 -7.054182e-03 
 8.411263e-02 -7.512103e-03 
 8.451032e-02 -7.860358e-03 
 8.490802e-02 -8.173287e-03 
 8.530571e-02 -8.511721e-03 
 8.570341e-02 -8.960809e-03 
 8.610110e-02 -9.462431e-03 
 8.649880e-02 -1.003092e-02 
 8.689649e-02 -1.068016e-02 
 8.729419e-02 -1.125486e-02 
 8.769189e-02 -1.185183e-02 
 8.808958e-02 -1.241919e-02 
 8.848728e-02 -1.302620e-02 
 8.888497e-02 -1.351258e-02 
 8.928267e-02 -1.400077e-02 
 8.968036e-02 -1.435616e-02 
 9.007806e-02 -1.453362e-02 
 9.047576e-02 -1.457983e-02 
 9.087345e-02 -1.439433e-02 
 9.127115e-02 -1.412005e-02 
 9.166884e-02 -1.367710e-02 
 9.206654e-02 -1.314171e-02 
 9.246423e-02 -1.248072e-02 
 9.286193e-02 -1.175567e-02 
 9.325962e-02 -1.090219e-02 
 9.365732e-02 -9.953609e-03 
 9.405502e-02 -8.936753e-03 
 9.445271e-02 -7.894330e-03 
 9.485041e-02 -6.894065e-03 
 9.524810e-02 -6.021810e-03 
 9.564580e-02 -5.203444e-03 
 9.604349e-02 -4.503119e-03 
 9.644119e-02 -3.798353e-03 
 9.683889e-02 -3.105627e-03 
 9.723658e-02 -2.337613e-03 
 9.763428e-02 -1.615443e-03 
 9.803197e-02 -9.396159e-04 
 9.842967e-02 -3.076302e-04 
 9.882736e-02  2.612844e-04 
 9.922506e-02  8.422861e-04 
