         time tilt_low_s... 
------------- ------------- 
 1.988478e-04 -2.538671e-02 
 5.965434e-04 -2.679714e-02 
 9.942391e-04 -2.824493e-02 
 1.391935e-03 -2.969333e-02 
 1.789630e-03 -3.115019e-02 
 2.187326e-03 -3.248017e-02 
 2.585022e-03 -3.365394e-02 
 2.982717e-03 -3.462373e-02 
 3.380413e-03 -3.534587e-02 
 3.778108e-03 -3.588796e-02 
 4.175804e-03 -3.622197e-02 
 4.573500e-03 -3.630293e-02 
 4.971195e-03 -3.621661e-02 
 5.368891e-03 -3.597652e-02 
 5.766587e-03 -3.569753e-02 
 6.164282e-03 -3.543243e-02 
 6.561978e-03 -3.531817e-02 
 6.959673e-03 -3.534774e-02 
 7.357369e-03 -3.549988e-02 
 7.755065e-03 -3.594104e-02 
 8.152760e-03 -3.658102e-02 
 8.550456e-03 -3.754624e-02 
 8.948152e-03 -3.875348e-02 
 9.345847e-03 -4.017267e-02 
 9.743543e-03 -4.164743e-02 
 1.014124e-02 -4.319506e-02 
 1.053893e-02 -4.480000e-02 
 1.093663e-02 -4.643975e-02 
 1.133433e-02 -4.804235e-02 
 1.173202e-02 -4.949629e-02 
 1.212972e-02 -5.082177e-02 
 1.252741e-02 -5.192407e-02 
 1.292511e-02 -5.287258e-02 
 1.332280e-02 -5.365458e-02 
 1.372050e-02 -5.424317e-02 
 1.411819e-02 -5.466357e-02 
 1.451589e-02 -5.497233e-02 
 1.491359e-02 -5.516899e-02 
 1.531128e-02 -5.533373e-02 
 1.570898e-02 -5.550803e-02 
 1.610667e-02 -5.573450e-02 
 1.650437e-02 -5.595979e-02 
 1.690206e-02 -5.630406e-02 
 1.729976e-02 -5.668054e-02 
 1.769746e-02 -5.711779e-02 
 1.809515e-02 -5.761939e-02 
 1.849285e-02 -5.814697e-02 
 1.889054e-02 -5.867376e-02 
 1.928824e-02 -5.913969e-02 
 1.968593e-02 -5.955545e-02 
 2.008363e-02 -5.983481e-02 
 2.048132e-02 -6.003800e-02 
 2.087902e-02 -6.003104e-02 
 2.127672e-02 -5.988985e-02 
 2.167441e-02 -5.948719e-02 
 2.207211e-02 -5.889865e-02 
 2.246980e-02 -5.814636e-02 
 2.286750e-02 -5.725956e-02 
 2.326519e-02 -5.621607e-02 
 2.366289e-02 -5.510062e-02 
 2.406059e-02 -5.389165e-02 
 2.445828e-02 -5.271996e-02 
 2.485598e-02 -5.155907e-02 
 2.525367e-02 -5.046461e-02 
 2.565137e-02 -4.944664e-02 
 2.604906e-02 -4.850830e-02 
 2.644676e-02 -4.774368e-02 
 2.684445e-02 -4.713609e-02 
 2.724215e-02 -4.668148e-02 
 2.763985e-02 -4.641546e-02 
 2.803754e-02 -4.614340e-02 
 2.843524e-02 -4.579343e-02 
 2.883293e-02 -4.538563e-02 
 2.923063e-02 -4.487595e-02 
 2.962832e-02 -4.410148e-02 
 3.002602e-02 -4.308804e-02 
 3.042372e-02 -4.177138e-02 
 3.082141e-02 -4.012590e-02 
 3.121911e-02 -3.814991e-02 
 3.161680e-02 -3.600869e-02 
 3.201450e-02 -3.357512e-02 
 3.241219e-02 -3.094112e-02 
 3.280989e-02 -2.822279e-02 
 3.320758e-02 -2.549724e-02 
 3.360528e-02 -2.282730e-02 
 3.400298e-02 -2.020623e-02 
 3.440067e-02 -1.773192e-02 
 3.479837e-02 -1.531908e-02 
 3.519606e-02 -1.301013e-02 
 3.559376e-02 -1.092854e-02 
 3.599145e-02 -8.965696e-03 
 3.638915e-02 -7.110156e-03 
 3.678685e-02 -5.357488e-03 
 3.718454e-02 -3.573228e-03 
 3.758224e-02 -1.750781e-03 
 3.797993e-02  1.592018e-04 
 3.837763e-02  2.170813e-03 
 3.877532e-02  4.351477e-03 
 3.917302e-02  6.624837e-03 
 3.957071e-02  8.996746e-03 
 3.996841e-02  1.133905e-02 
 4.036611e-02  1.369020e-02 
 4.076380e-02  1.597522e-02 
 4.116150e-02  1.820260e-02 
 4.155919e-02  2.030095e-02 
 4.195689e-02  2.219246e-02 
 4.235458e-02  2.389945e-02 
 4.275228e-02  2.534696e-02 
 4.314998e-02  2.666333e-02 
 4.354767e-02  2.787625e-02 
 4.394537e-02  2.894841e-02 
 4.434306e-02  2.992687e-02 
 4.474076e-02  3.082236e-02 
 4.513845e-02  3.168367e-02 
 4.553615e-02  3.260123e-02 
 4.593385e-02  3.351550e-02 
 4.633154e-02  3.456341e-02 
 4.672924e-02  3.565813e-02 
 4.712693e-02  3.692757e-02 
 4.752463e-02  3.844282e-02 
 4.792232e-02  4.021713e-02 
 4.832002e-02  4.219895e-02 
 4.871771e-02  4.441095e-02 
 4.911541e-02  4.674558e-02 
 4.951311e-02  4.923024e-02 
 4.991080e-02  5.184770e-02 
 5.030850e-02  5.461579e-02 
 5.070619e-02  5.738951e-02 
 5.110389e-02  6.018581e-02 
 5.150158e-02  6.287041e-02 
 5.189928e-02  6.549590e-02 
