         time tiltx_low_... 
------------- ------------- 
 4.011442e-04  2.944004e-02 
 8.031504e-04  2.944004e-02 
 1.205157e-03  2.943656e-02 
 1.607163e-03  2.943553e-02 
 2.009169e-03  2.943460e-02 
 2.411175e-03  2.943904e-02 
 2.813182e-03  2.943823e-02 
 3.215188e-03  2.945188e-02 
 3.617194e-03  2.950299e-02 
 4.019200e-03  2.957084e-02 
 4.421207e-03  2.963142e-02 
 4.823197e-03  2.969047e-02 
 5.225188e-03  2.976121e-02 
 5.627179e-03  2.986246e-02 
 6.029170e-03  2.998179e-02 
 6.431160e-03  3.009820e-02 
 6.833151e-03  3.017783e-02 
 7.235142e-03  3.017442e-02 
 7.637133e-03  3.004156e-02 
 8.039123e-03  2.980133e-02 
 8.441114e-03  2.944749e-02 
 8.844744e-03  2.899056e-02 
 9.248556e-03  2.840425e-02 
 9.652368e-03  2.766407e-02 
 1.005618e-02  2.679741e-02 
 1.045999e-02  2.580996e-02 
 1.086380e-02  2.470561e-02 
 1.126762e-02  2.347835e-02 
 1.167143e-02  2.211321e-02 
 1.207524e-02  2.063075e-02 
 1.247905e-02  1.902907e-02 
 1.288287e-02  1.732961e-02 
 1.328668e-02  1.551808e-02 
 1.369050e-02  1.357091e-02 
 1.409431e-02  1.150622e-02 
 1.449812e-02  9.355714e-03 
 1.490194e-02  7.126393e-03 
 1.530575e-02  4.803654e-03 
 1.570957e-02  2.392427e-03 
 1.611338e-02 -8.931111e-05 
 1.651720e-02 -2.637050e-03 
 1.692101e-02 -5.249264e-03 
 1.732483e-02 -7.898316e-03 
 1.772864e-02 -1.055816e-02 
 1.813246e-02 -1.324953e-02 
 1.853627e-02 -1.599898e-02 
 1.894009e-02 -1.878730e-02 
 1.934390e-02 -2.158564e-02 
 1.974772e-02 -2.439383e-02 
 2.015153e-02 -2.722256e-02 
 2.055535e-02 -3.007442e-02 
 2.095916e-02 -3.295696e-02 
 2.136298e-02 -3.585496e-02 
 2.176680e-02 -3.875494e-02 
 2.217062e-02 -4.159337e-02 
 2.257444e-02 -4.434723e-02 
 2.297825e-02 -4.701698e-02 
 2.338207e-02 -4.959527e-02 
 2.378589e-02 -5.211652e-02 
 2.418971e-02 -5.452742e-02 
 2.459353e-02 -5.687870e-02 
 2.499735e-02 -5.910673e-02 
 2.540117e-02 -6.121593e-02 
 2.580499e-02 -6.316894e-02 
 2.620881e-02 -6.498442e-02 
 2.661262e-02 -6.664656e-02 
 2.701644e-02 -6.812870e-02 
 2.742026e-02 -6.943495e-02 
 2.782408e-02 -7.059723e-02 
 2.822790e-02 -7.165582e-02 
 2.863172e-02 -7.261889e-02 
 2.903554e-02 -7.348839e-02 
 2.943937e-02 -7.426016e-02 
 2.984319e-02 -7.493401e-02 
 3.024701e-02 -7.548728e-02 
 3.065083e-02 -7.590764e-02 
 3.105466e-02 -7.617942e-02 
 3.145848e-02 -7.626786e-02 
 3.186230e-02 -7.614797e-02 
 3.226612e-02 -7.587189e-02 
 3.266994e-02 -7.542970e-02 
 3.307377e-02 -7.481189e-02 
 3.347760e-02 -7.405088e-02 
 3.388142e-02 -7.313483e-02 
 3.428525e-02 -7.206017e-02 
 3.468908e-02 -7.081493e-02 
