         time bulge_top_... 
------------- ------------- 
 4.011442e-04  7.554773e-03 
 8.031504e-04  7.582830e-03 
 1.205157e-03  7.288013e-03 
 1.607163e-03  7.236934e-03 
 2.009169e-03  7.664282e-03 
 2.411175e-03  7.619195e-03 
 2.813182e-03  7.724665e-03 
 3.215188e-03  7.822947e-03 
 3.617194e-03  7.982782e-03 
 4.019200e-03  7.948511e-03 
 4.421207e-03  7.917429e-03 
 4.823197e-03  7.896167e-03 
 5.225188e-03  7.506370e-03 
 5.627179e-03  6.767545e-03 
 6.029170e-03  5.893249e-03 
 6.431160e-03  5.083743e-03 
 6.833151e-03  4.354237e-03 
 7.235142e-03  3.997487e-03 
 7.637133e-03  4.018048e-03 
 8.039123e-03  4.379065e-03 
 8.441114e-03  5.075396e-03 
 8.844744e-03  5.939547e-03 
 9.248556e-03  6.752614e-03 
 9.652368e-03  7.522200e-03 
 1.005618e-02  8.306468e-03 
 1.045999e-02  9.074581e-03 
 1.086380e-02  9.735494e-03 
 1.126762e-02  1.014242e-02 
 1.167143e-02  1.020904e-02 
 1.207524e-02  1.001898e-02 
 1.247905e-02  9.551021e-03 
 1.288287e-02  8.875711e-03 
 1.328668e-02  8.269977e-03 
 1.369050e-02  7.940892e-03 
 1.409431e-02  7.968193e-03 
 1.449812e-02  8.465181e-03 
 1.490194e-02  9.313113e-03 
 1.530575e-02  1.017808e-02 
 1.570957e-02  1.078723e-02 
 1.611338e-02  1.107311e-02 
 1.651720e-02  1.122755e-02 
 1.692101e-02  1.135465e-02 
 1.732483e-02  1.167530e-02 
 1.772864e-02  1.213306e-02 
 1.813246e-02  1.270000e-02 
 1.853627e-02  1.344336e-02 
 1.894009e-02  1.419213e-02 
 1.934390e-02  1.484561e-02 
 1.974772e-02  1.530294e-02 
 2.015153e-02  1.555702e-02 
 2.055535e-02  1.573715e-02 
 2.095916e-02  1.597973e-02 
 2.136298e-02  1.654993e-02 
 2.176680e-02  1.720155e-02 
 2.217062e-02  1.780123e-02 
 2.257444e-02  1.830991e-02 
 2.297825e-02  1.890727e-02 
 2.338207e-02  1.954703e-02 
 2.378589e-02  2.023546e-02 
 2.418971e-02  2.088364e-02 
 2.459353e-02  2.154589e-02 
 2.499735e-02  2.204891e-02 
 2.540117e-02  2.239991e-02 
 2.580499e-02  2.260287e-02 
 2.620881e-02  2.237595e-02 
 2.661262e-02  2.178687e-02 
