         time tiltx_up_s... 
------------- ------------- 
 4.011442e-04  5.232822e-03 
 8.031504e-04  5.233663e-03 
 1.205157e-03  5.247780e-03 
 1.607163e-03  5.243894e-03 
 2.009169e-03  5.212661e-03 
 2.411175e-03  5.209626e-03 
 2.813182e-03  5.192295e-03 
 3.215188e-03  5.145330e-03 
 3.617194e-03  5.099596e-03 
 4.019200e-03  5.092859e-03 
 4.421207e-03  5.105251e-03 
 4.823197e-03  5.124483e-03 
 5.225188e-03  5.159289e-03 
 5.627179e-03  5.200022e-03 
 6.029170e-03  5.233200e-03 
 6.431160e-03  5.262702e-03 
 6.833151e-03  5.315663e-03 
 7.235142e-03  5.409508e-03 
 7.637133e-03  5.567747e-03 
 8.039123e-03  5.783822e-03 
 8.441114e-03  6.055524e-03 
 8.844744e-03  6.372528e-03 
 9.248556e-03  6.735731e-03 
 9.652368e-03  7.142445e-03 
 1.005618e-02  7.613978e-03 
 1.045999e-02  8.155349e-03 
 1.086380e-02  8.762826e-03 
 1.126762e-02  9.436133e-03 
 1.167143e-02  1.016677e-02 
 1.207524e-02  1.094372e-02 
 1.247905e-02  1.175489e-02 
 1.288287e-02  1.260028e-02 
 1.328668e-02  1.348398e-02 
 1.369050e-02  1.439907e-02 
 1.409431e-02  1.532081e-02 
 1.449812e-02  1.625452e-02 
 1.490194e-02  1.720055e-02 
 1.530575e-02  1.814432e-02 
 1.570957e-02  1.908454e-02 
 1.611338e-02  2.001626e-02 
 1.651720e-02  2.093108e-02 
 1.692101e-02  2.181896e-02 
 1.732483e-02  2.266092e-02 
 1.772864e-02  2.345942e-02 
 1.813246e-02  2.424437e-02 
 1.853627e-02  2.501165e-02 
 1.894009e-02  2.574399e-02 
 1.934390e-02  2.643893e-02 
 1.974772e-02  2.708609e-02 
 2.015153e-02  2.767132e-02 
 2.055535e-02  2.819926e-02 
 2.095916e-02  2.869165e-02 
 2.136298e-02  2.915639e-02 
 2.176680e-02  2.960186e-02 
 2.217062e-02  2.999896e-02 
 2.257444e-02  3.031552e-02 
 2.297825e-02  3.056011e-02 
 2.338207e-02  3.073497e-02 
 2.378589e-02  3.084370e-02 
 2.418971e-02  3.088049e-02 
 2.459353e-02  3.087954e-02 
 2.499735e-02  3.078962e-02 
 2.540117e-02  3.063704e-02 
 2.580499e-02  3.040633e-02 
 2.620881e-02  3.010252e-02 
 2.661262e-02  2.972999e-02 
 2.701644e-02  2.926850e-02 
 2.742026e-02  2.872084e-02 
 2.782408e-02  2.808405e-02 
 2.822790e-02  2.737914e-02 
 2.863172e-02  2.660070e-02 
 2.903554e-02  2.576114e-02 
 2.943937e-02  2.487542e-02 
 2.984319e-02  2.392568e-02 
 3.024701e-02  2.292237e-02 
 3.065083e-02  2.184807e-02 
 3.105466e-02  2.068962e-02 
 3.145848e-02  1.944862e-02 
 3.186230e-02  1.811807e-02 
 3.226612e-02  1.674882e-02 
 3.266994e-02  1.534793e-02 
 3.307377e-02  1.391289e-02 
 3.347760e-02  1.244119e-02 
 3.388142e-02  1.091960e-02 
 3.428525e-02  9.372785e-03 
 3.468908e-02  7.758937e-03 
 3.509290e-02  6.103795e-03 
 3.549673e-02  4.418513e-03 
 3.590056e-02  2.693738e-03 
 3.630438e-02  9.502515e-04 
 3.670821e-02 -8.422080e-04 
 3.711204e-02 -2.638575e-03 
 3.751586e-02 -4.417716e-03 
 3.791969e-02 -6.153005e-03 
 3.832352e-02 -7.858036e-03 
 3.872735e-02 -9.564036e-03 
 3.913118e-02 -1.126665e-02 
 3.953500e-02 -1.294850e-02 
 3.993883e-02 -1.462451e-02 
 4.034266e-02 -1.625857e-02 
 4.074649e-02 -1.781738e-02 
 4.115032e-02 -1.932886e-02 
 4.155414e-02 -2.075851e-02 
 4.195797e-02 -2.213028e-02 
 4.236180e-02 -2.344055e-02 
 4.276563e-02 -2.465008e-02 
 4.316945e-02 -2.577084e-02 
 4.357328e-02 -2.680271e-02 
 4.397711e-02 -2.774657e-02 
 4.438094e-02 -2.862685e-02 
 4.478477e-02 -2.941892e-02 
 4.518855e-02 -3.013726e-02 
 4.559233e-02 -3.074967e-02 
 4.599611e-02 -3.124202e-02 
 4.639990e-02 -3.162471e-02 
 4.680368e-02 -3.189063e-02 
 4.720746e-02 -3.206344e-02 
 4.761125e-02 -3.215409e-02 
 4.801503e-02 -3.214550e-02 
 4.841881e-02 -3.207188e-02 
 4.882260e-02 -3.191736e-02 
 4.922638e-02 -3.171996e-02 
 4.963016e-02 -3.146075e-02 
 5.003394e-02 -3.113538e-02 
 5.043773e-02 -3.075214e-02 
 5.084151e-02 -3.030273e-02 
 5.124529e-02 -2.978232e-02 
 5.164907e-02 -2.919947e-02 
 5.205286e-02 -2.856912e-02 
 5.245664e-02 -2.791544e-02 
 5.286042e-02 -2.724985e-02 
 5.326421e-02 -2.660010e-02 
 5.366799e-02 -2.593678e-02 
 5.407177e-02 -2.526202e-02 
 5.447556e-02 -2.458758e-02 
 5.487934e-02 -2.385042e-02 
 5.528313e-02 -2.311341e-02 
 5.568691e-02 -2.234858e-02 
 5.609069e-02 -2.159824e-02 
 5.649448e-02 -2.085089e-02 
 5.689826e-02 -2.009524e-02 
 5.730205e-02 -1.935889e-02 
 5.770584e-02 -1.859210e-02 
 5.810963e-02 -1.783673e-02 
 5.851342e-02 -1.708038e-02 
 5.891722e-02 -1.631989e-02 
 5.932101e-02 -1.555306e-02 
 5.972480e-02 -1.478445e-02 
 6.012859e-02 -1.401684e-02 
 6.053238e-02 -1.324725e-02 
 6.093617e-02 -1.247074e-02 
 6.133997e-02 -1.168907e-02 
 6.174376e-02 -1.091989e-02 
 6.214756e-02 -1.015064e-02 
 6.255136e-02 -9.293502e-03 
 6.295515e-02 -8.407598e-03 
 6.335895e-02 -7.437490e-03 
 6.376275e-02 -6.508039e-03 
 6.416655e-02 -5.596777e-03 
 6.457034e-02 -4.705021e-03 
 6.497414e-02 -3.835521e-03 
 6.537794e-02 -2.660137e-03 
 6.578175e-02 -1.651263e-03 
 6.618555e-02 -4.145556e-04 
 6.658936e-02  8.439854e-04 
 6.699316e-02  2.127245e-03 
 6.739696e-02  3.343955e-03 
 6.780077e-02  4.449203e-03 
 6.820457e-02  5.720610e-03 
 6.860838e-02  7.012488e-03 
 6.901218e-02  8.361289e-03 
 6.941599e-02  9.808145e-03 
 6.981980e-02  1.128783e-02 
 7.022361e-02  1.273022e-02 
 7.062743e-02  1.399834e-02 
 7.103124e-02  1.521734e-02 
 7.143505e-02  1.638902e-02 
 7.183886e-02  1.753835e-02 
 7.224267e-02  1.862776e-02 
 7.264648e-02  1.964965e-02 
 7.305029e-02  2.077972e-02 
 7.345411e-02  2.188250e-02 
 7.385792e-02  2.290316e-02 
 7.426174e-02  2.377277e-02 
 7.466555e-02  2.465089e-02 
 7.506937e-02  2.537548e-02 
 7.547318e-02  2.607967e-02 
 7.587700e-02  2.672617e-02 
 7.628081e-02  2.735034e-02 
 7.668462e-02  2.793408e-02 
 7.708844e-02  2.846940e-02 
 7.749226e-02  2.892267e-02 
 7.789607e-02  2.923762e-02 
 7.829989e-02  2.954754e-02 
 7.870371e-02  2.990482e-02 
 7.910752e-02  3.028549e-02 
 7.951134e-02  3.068447e-02 
 7.991516e-02  3.108900e-02 
 8.031897e-02  3.134724e-02 
 8.072279e-02  3.154195e-02 
 8.112661e-02  3.157491e-02 
 8.153043e-02  3.156001e-02 
 8.193425e-02  3.150992e-02 
 8.233807e-02  3.136987e-02 
 8.274189e-02  3.120640e-02 
 8.314571e-02  3.099348e-02 
 8.354953e-02  3.072853e-02 
 8.395335e-02  3.050825e-02 
 8.435717e-02  3.007056e-02 
 8.476099e-02  2.958388e-02 
 8.516481e-02  2.899278e-02 
 8.556863e-02  2.836872e-02 
 8.597245e-02  2.761197e-02 
 8.637627e-02  2.677108e-02 
 8.678009e-02  2.598542e-02 
 8.718392e-02  2.515798e-02 
 8.758774e-02  2.427528e-02 
 8.799156e-02  2.326356e-02 
 8.839538e-02  2.217613e-02 
 8.879920e-02  2.108737e-02 
 8.920302e-02  1.983360e-02 
 8.960684e-02  1.855288e-02 
 9.001066e-02  1.728211e-02 
 9.041448e-02  1.604047e-02 
 9.081830e-02  1.480056e-02 
 9.122213e-02  1.358947e-02 
 9.162595e-02  1.231404e-02 
 9.202977e-02  1.103959e-02 
 9.243359e-02  9.729361e-03 
 9.283741e-02  8.381142e-03 
 9.324123e-02  7.091764e-03 
 9.364503e-02  5.861909e-03 
 9.404884e-02  4.748012e-03 
 9.445264e-02  3.682446e-03 
 9.485644e-02  2.651886e-03 
 9.526024e-02  1.702855e-03 
 9.566405e-02  7.835340e-04 
 9.606785e-02 -1.206741e-04 
 9.647165e-02 -9.588096e-04 
 9.687545e-02 -1.701337e-03 
 9.727926e-02 -2.272271e-03 
 9.768307e-02 -2.796328e-03 
 9.808688e-02 -3.143590e-03 
 9.849069e-02 -3.335912e-03 
 9.889451e-02 -3.474137e-03 
 9.929832e-02 -3.582813e-03 
 9.970213e-02 -3.782273e-03 
 1.001059e-01 -3.905001e-03 
 1.005098e-01 -3.996636e-03 
 1.009136e-01 -4.024314e-03 
 1.013174e-01 -4.007866e-03 
 1.017212e-01 -3.975397e-03 
 1.021250e-01 -3.900501e-03 
 1.025288e-01 -3.843654e-03 
 1.029326e-01 -3.776574e-03 
 1.033364e-01 -3.764413e-03 
 1.037402e-01 -3.730410e-03 
 1.041440e-01 -3.686752e-03 
 1.045478e-01 -3.627670e-03 
 1.049517e-01 -3.592703e-03 
 1.053555e-01 -3.581474e-03 
 1.057593e-01 -3.638294e-03 
 1.061630e-01 -3.699472e-03 
 1.065668e-01 -3.847144e-03 
 1.069706e-01 -4.043703e-03 
 1.073744e-01 -4.270482e-03 
 1.077782e-01 -4.527088e-03 
 1.081820e-01 -4.799053e-03 
 1.085858e-01 -5.036820e-03 
 1.089896e-01 -5.208899e-03 
 1.093934e-01 -5.369735e-03 
 1.097972e-01 -5.554965e-03 
 1.102009e-01 -5.836507e-03 
 1.106047e-01 -6.141882e-03 
 1.110085e-01 -6.589703e-03 
 1.114123e-01 -7.009424e-03 
 1.118161e-01 -7.437800e-03 
 1.122199e-01 -7.791454e-03 
 1.126237e-01 -7.948359e-03 
 1.130274e-01 -7.975334e-03 
 1.134312e-01 -7.935442e-03 
 1.138350e-01 -7.779000e-03 
 1.142389e-01 -7.473125e-03 
 1.146427e-01 -6.890681e-03 
 1.150465e-01 -6.257989e-03 
 1.154503e-01 -5.414906e-03 
 1.158542e-01 -4.440266e-03 
 1.162580e-01 -3.205443e-03 
 1.166618e-01 -1.670437e-03 
 1.170656e-01 -2.240986e-05 
 1.174694e-01  1.905888e-03 
 1.178733e-01  3.632989e-03 
 1.182771e-01  5.514317e-03 
 1.186809e-01  7.240553e-03 
 1.190848e-01  9.162875e-03 
 1.194886e-01  1.090727e-02 
 1.198924e-01  1.270964e-02 
 1.202963e-01  1.423322e-02 
 1.207001e-01  1.573472e-02 
 1.211040e-01  1.697897e-02 
 1.215078e-01  1.810587e-02 
 1.219116e-01  1.916241e-02 
 1.223155e-01  2.007282e-02 
 1.227193e-01  2.082662e-02 
 1.231232e-01  2.179049e-02 
 1.235270e-01  2.264825e-02 
 1.239309e-01  2.324392e-02 
 1.243347e-01  2.367092e-02 
 1.247386e-01  2.388829e-02 
 1.251424e-01  2.410867e-02 
 1.255463e-01  2.417829e-02 
 1.259501e-01  2.394742e-02 
 1.263540e-01  2.359080e-02 
 1.267578e-01  2.325482e-02 
 1.271617e-01  2.302917e-02 
 1.275655e-01  2.261799e-02 
 1.279694e-01  2.213520e-02 
 1.283732e-01  2.140551e-02 
 1.287771e-01  2.049489e-02 
 1.291809e-01  1.958351e-02 
 1.295848e-01  1.853719e-02 
 1.299887e-01  1.725313e-02 
 1.303925e-01  1.594724e-02 
 1.307964e-01  1.461680e-02 
 1.312002e-01  1.316437e-02 
 1.316041e-01  1.179653e-02 
 1.320079e-01  1.047680e-02 
 1.324118e-01  9.302188e-03 
 1.328157e-01  8.412666e-03 
 1.332195e-01  7.950377e-03 
 1.336234e-01  7.634062e-03 
 1.340272e-01  7.680642e-03 
 1.344310e-01  7.749096e-03 
 1.348349e-01  8.319876e-03 
 1.352387e-01  9.147061e-03 
 1.356425e-01  1.021068e-02 
 1.360464e-01  1.165732e-02 
 1.364502e-01  1.351358e-02 
