         time Top_Quarte... 
------------- ------------- 
 1.988478e-04  3.566355e-04 
 5.965434e-04  3.632866e-04 
 9.942391e-04  3.689197e-04 
 1.391935e-03  3.732808e-04 
 1.789630e-03  3.761497e-04 
 2.187326e-03  3.775465e-04 
 2.585022e-03  3.803450e-04 
 2.982717e-03  3.841784e-04 
 3.380413e-03  3.873129e-04 
 3.778108e-03  3.902689e-04 
 4.175804e-03  3.924875e-04 
 4.573500e-03  3.923798e-04 
 4.971195e-03  3.886821e-04 
 5.368891e-03  3.826208e-04 
 5.766587e-03  3.736026e-04 
 6.164282e-03  3.617893e-04 
 6.561978e-03  3.495847e-04 
 6.959673e-03  3.376847e-04 
 7.357369e-03  3.264784e-04 
 7.755065e-03  3.110020e-04 
 8.152760e-03  2.927153e-04 
 8.550456e-03  2.721751e-04 
 8.948152e-03  2.484218e-04 
 9.345847e-03  2.208764e-04 
 9.743543e-03  1.897958e-04 
 1.014124e-02  1.555377e-04 
 1.053893e-02  1.221582e-04 
 1.093663e-02  9.122842e-05 
 1.133433e-02  6.298656e-05 
 1.173202e-02  3.696068e-05 
 1.212972e-02  1.080733e-05 
 1.252741e-02 -1.357696e-05 
 1.292511e-02 -3.490922e-05 
 1.332280e-02 -5.491093e-05 
 1.372050e-02 -7.524402e-05 
 1.411819e-02 -9.552506e-05 
 1.451589e-02 -1.143986e-04 
 1.491359e-02 -1.304760e-04 
 1.531128e-02 -1.431163e-04 
 1.570898e-02 -1.533601e-04 
 1.610667e-02 -1.611452e-04 
 1.650437e-02 -1.680107e-04 
 1.690206e-02 -1.749849e-04 
 1.729976e-02 -1.827987e-04 
 1.769746e-02 -1.924070e-04 
 1.809515e-02 -2.047699e-04 
 1.849285e-02 -2.189374e-04 
 1.889054e-02 -2.300713e-04 
 1.928824e-02 -2.381208e-04 
 1.968593e-02 -2.446489e-04 
 2.008363e-02 -2.505224e-04 
 2.048132e-02 -2.575554e-04 
 2.087902e-02 -2.667173e-04 
 2.127672e-02 -2.773230e-04 
 2.167441e-02 -2.896169e-04 
 2.207211e-02 -3.044005e-04 
 2.246980e-02 -3.196892e-04 
 2.286750e-02 -3.337612e-04 
 2.326519e-02 -3.433251e-04 
 2.366289e-02 -3.477000e-04 
 2.406059e-02 -3.511228e-04 
 2.445828e-02 -3.541590e-04 
 2.485598e-02 -3.571103e-04 
 2.525367e-02 -3.591183e-04 
 2.565137e-02 -3.609245e-04 
 2.604906e-02 -3.623887e-04 
 2.644676e-02 -3.623886e-04 
 2.684445e-02 -3.604590e-04 
 2.724215e-02 -3.543175e-04 
 2.763985e-02 -3.447771e-04 
 2.803754e-02 -3.326935e-04 
 2.843524e-02 -3.201433e-04 
 2.883293e-02 -3.089904e-04 
 2.923063e-02 -2.971381e-04 
 2.962832e-02 -2.847716e-04 
 3.002602e-02 -2.731423e-04 
 3.042372e-02 -2.630358e-04 
 3.082141e-02 -2.531272e-04 
 3.121911e-02 -2.425214e-04 
 3.161680e-02 -2.313266e-04 
 3.201450e-02 -2.193025e-04 
 3.241219e-02 -2.088120e-04 
 3.280989e-02 -2.014271e-04 
 3.320758e-02 -1.988320e-04 
 3.360528e-02 -1.995130e-04 
 3.400298e-02 -2.021530e-04 
 3.440067e-02 -2.059856e-04 
 3.479837e-02 -2.121064e-04 
 3.519606e-02 -2.187751e-04 
 3.559376e-02 -2.256673e-04 
 3.599145e-02 -2.328380e-04 
 3.638915e-02 -2.426765e-04 
 3.678685e-02 -2.559815e-04 
 3.718454e-02 -2.716596e-04 
 3.758224e-02 -2.890092e-04 
 3.797993e-02 -3.047995e-04 
 3.837763e-02 -3.171266e-04 
 3.877532e-02 -3.251135e-04 
 3.917302e-02 -3.298356e-04 
 3.957071e-02 -3.295471e-04 
 3.996841e-02 -3.227846e-04 
 4.036611e-02 -3.120816e-04 
 4.076380e-02 -2.976415e-04 
 4.116150e-02 -2.789552e-04 
 4.155919e-02 -2.564815e-04 
 4.195689e-02 -2.322583e-04 
 4.235458e-02 -2.049538e-04 
 4.275228e-02 -1.761837e-04 
 4.314998e-02 -1.477242e-04 
 4.354767e-02 -1.197760e-04 
 4.394537e-02 -9.282827e-05 
 4.434306e-02 -6.694666e-05 
 4.474076e-02 -4.340258e-05 
 4.513845e-02 -2.366503e-05 
 4.553615e-02 -7.492275e-06 
 4.593385e-02  7.419939e-06 
 4.633154e-02  2.194539e-05 
 4.672924e-02  3.647313e-05 
 4.712693e-02  5.237099e-05 
 4.752463e-02  6.926475e-05 
 4.792232e-02  8.796678e-05 
 4.832002e-02  1.069536e-04 
 4.871771e-02  1.242262e-04 
 4.911541e-02  1.403217e-04 
 4.951311e-02  1.539310e-04 
 4.991080e-02  1.649333e-04 
 5.030850e-02  1.774608e-04 
 5.070619e-02  1.926763e-04 
 5.110389e-02  2.092501e-04 
 5.150158e-02  2.275296e-04 
 5.189928e-02  2.478383e-04 
 5.229698e-02  2.697931e-04 
 5.269467e-02  2.924511e-04 
 5.309237e-02  3.148906e-04 
 5.349006e-02  3.365486e-04 
 5.388776e-02  3.560308e-04 
 5.428545e-02  3.763878e-04 
 5.468315e-02  3.985969e-04 
 5.508084e-02  4.217209e-04 
 5.547854e-02  4.427752e-04 
 5.587624e-02  4.617639e-04 
 5.627393e-02  4.804002e-04 
 5.667163e-02  4.996311e-04 
 5.706932e-02  5.191116e-04 
 5.746702e-02  5.375797e-04 
 5.786471e-02  5.564463e-04 
 5.826241e-02  5.765002e-04 
 5.866011e-02  5.978882e-04 
 5.905780e-02  6.201210e-04 
 5.945550e-02  6.399287e-04 
 5.985319e-02  6.584866e-04 
 6.025089e-02  6.737019e-04 
 6.064858e-02  6.866530e-04 
 6.104628e-02  6.960016e-04 
 6.144397e-02  7.000496e-04 
 6.184167e-02  6.969599e-04 
 6.223937e-02  6.903857e-04 
 6.263706e-02  6.815850e-04 
 6.303476e-02  6.702341e-04 
 6.343245e-02  6.559638e-04 
 6.383015e-02  6.388272e-04 
 6.422784e-02  6.191213e-04 
 6.462554e-02  5.992004e-04 
 6.502324e-02  5.800293e-04 
 6.542093e-02  5.622298e-04 
 6.581863e-02  5.452391e-04 
 6.621632e-02  5.295337e-04 
 6.661402e-02  5.178047e-04 
 6.701171e-02  5.119089e-04 
 6.740941e-02  5.088333e-04 
 6.780710e-02  5.076539e-04 
 6.820480e-02  5.073972e-04 
 6.860250e-02  5.070553e-04 
 6.900019e-02  5.066805e-04 
 6.939789e-02  5.078282e-04 
 6.979558e-02  5.077938e-04 
 7.019328e-02  5.090401e-04 
 7.059097e-02  5.130898e-04 
 7.098867e-02  5.201723e-04 
 7.138637e-02  5.294867e-04 
 7.178406e-02  5.391930e-04 
 7.218176e-02  5.470520e-04 
 7.257945e-02  5.530841e-04 
 7.297715e-02  5.590178e-04 
 7.337484e-02  5.656775e-04 
 7.377254e-02  5.732818e-04 
 7.417023e-02  5.810882e-04 
 7.456793e-02  5.900726e-04 
 7.496563e-02  6.014359e-04 
 7.536332e-02  6.124078e-04 
 7.576102e-02  6.215886e-04 
 7.615871e-02  6.295039e-04 
 7.655641e-02  6.327440e-04 
 7.695410e-02  6.322594e-04 
 7.735180e-02  6.298491e-04 
 7.774950e-02  6.259695e-04 
 7.814719e-02  6.199421e-04 
 7.854489e-02  6.128553e-04 
 7.894258e-02  6.080173e-04 
 7.934028e-02  6.056174e-04 
 7.973797e-02  6.065974e-04 
 8.013567e-02  6.103370e-04 
 8.053336e-02  6.148866e-04 
 8.093106e-02  6.202133e-04 
 8.132876e-02  6.255520e-04 
 8.172645e-02  6.321029e-04 
 8.212415e-02  6.397496e-04 
 8.252184e-02  6.493470e-04 
 8.291954e-02  6.610448e-04 
 8.331723e-02  6.776446e-04 
 8.371493e-02  6.962946e-04 
 8.411263e-02  7.135508e-04 
 8.451032e-02  7.275091e-04 
 8.490802e-02  7.376626e-04 
 8.530571e-02  7.440295e-04 
 8.570341e-02  7.479203e-04 
 8.610110e-02  7.509532e-04 
 8.649880e-02  7.528760e-04 
 8.689649e-02  7.530863e-04 
 8.729419e-02  7.507595e-04 
 8.769189e-02  7.454528e-04 
 8.808958e-02  7.363574e-04 
 8.848728e-02  7.230882e-04 
 8.888497e-02  7.041026e-04 
 8.928267e-02  6.811570e-04 
 8.968036e-02  6.565979e-04 
 9.007806e-02  6.318381e-04 
 9.047576e-02  6.060353e-04 
 9.087345e-02  5.803772e-04 
 9.127115e-02  5.564086e-04 
 9.166884e-02  5.348690e-04 
 9.206654e-02  5.164919e-04 
 9.246423e-02  5.011317e-04 
 9.286193e-02  4.875879e-04 
 9.325962e-02  4.739500e-04 
 9.365732e-02  4.625035e-04 
 9.405502e-02  4.550125e-04 
 9.445271e-02  4.486945e-04 
 9.485041e-02  4.435880e-04 
 9.524810e-02  4.389446e-04 
 9.564580e-02  4.369567e-04 
 9.604349e-02  4.374653e-04 
 9.644119e-02  4.395280e-04 
 9.683889e-02  4.413669e-04 
 9.723658e-02  4.421105e-04 
 9.763428e-02  4.419715e-04 
