         time tilt_low_s... 
------------- ------------- 
 1.988478e-04  1.709603e-02 
 5.965434e-04  1.389122e-02 
 9.942391e-04  1.086689e-02 
 1.391935e-03  7.995259e-03 
 1.789630e-03  5.114249e-03 
 2.187326e-03  2.521481e-03 
 2.585022e-03  1.893704e-04 
 2.982717e-03 -2.080848e-03 
 3.380413e-03 -4.406158e-03 
 3.778108e-03 -6.825875e-03 
 4.175804e-03 -9.003159e-03 
 4.573500e-03 -1.077606e-02 
 4.971195e-03 -1.212827e-02 
 5.368891e-03 -1.309473e-02 
 5.766587e-03 -1.386184e-02 
 6.164282e-03 -1.463345e-02 
 6.561978e-03 -1.521128e-02 
 6.959673e-03 -1.551271e-02 
 7.357369e-03 -1.573334e-02 
 7.755065e-03 -1.594639e-02 
 8.152760e-03 -1.623037e-02 
 8.550456e-03 -1.627588e-02 
 8.948152e-03 -1.613429e-02 
 9.345847e-03 -1.568159e-02 
 9.743543e-03 -1.491354e-02 
 1.014124e-02 -1.398364e-02 
 1.053893e-02 -1.286758e-02 
 1.093663e-02 -1.156463e-02 
 1.133433e-02 -9.915583e-03 
 1.173202e-02 -8.079376e-03 
 1.212972e-02 -6.501956e-03 
 1.252741e-02 -4.814226e-03 
 1.292511e-02 -2.941583e-03 
 1.332280e-02 -1.024437e-03 
 1.372050e-02  8.335315e-04 
 1.411819e-02  2.636369e-03 
 1.451589e-02  4.382817e-03 
 1.491359e-02  5.998642e-03 
 1.531128e-02  7.675865e-03 
 1.570898e-02  9.149208e-03 
 1.610667e-02  1.026899e-02 
 1.650437e-02  1.122259e-02 
 1.690206e-02  1.213076e-02 
 1.729976e-02  1.301613e-02 
 1.769746e-02  1.368412e-02 
 1.809515e-02  1.412378e-02 
 1.849285e-02  1.420957e-02 
 1.889054e-02  1.417436e-02 
 1.928824e-02  1.412806e-02 
 1.968593e-02  1.376100e-02 
 2.008363e-02  1.308389e-02 
 2.048132e-02  1.226117e-02 
 2.087902e-02  1.137644e-02 
 2.127672e-02  1.008678e-02 
 2.167441e-02  8.556000e-03 
 2.207211e-02  6.706802e-03 
 2.246980e-02  4.509165e-03 
 2.286750e-02  1.919481e-03 
 2.326519e-02 -5.462885e-04 
 2.366289e-02 -3.007846e-03 
 2.406059e-02 -5.613870e-03 
 2.445828e-02 -8.153601e-03 
 2.485598e-02 -1.021275e-02 
 2.525367e-02 -1.211078e-02 
 2.565137e-02 -1.382847e-02 
 2.604906e-02 -1.556105e-02 
 2.644676e-02 -1.730190e-02 
 2.684445e-02 -1.919183e-02 
 2.724215e-02 -2.115117e-02 
 2.763985e-02 -2.313295e-02 
 2.803754e-02 -2.519172e-02 
 2.843524e-02 -2.741704e-02 
 2.883293e-02 -2.963158e-02 
 2.923063e-02 -3.163432e-02 
 2.962832e-02 -3.337807e-02 
 3.002602e-02 -3.494460e-02 
 3.042372e-02 -3.666899e-02 
 3.082141e-02 -3.836433e-02 
 3.121911e-02 -3.984221e-02 
 3.161680e-02 -4.095427e-02 
 3.201450e-02 -4.186901e-02 
 3.241219e-02 -4.252913e-02 
 3.280989e-02 -4.281084e-02 
 3.320758e-02 -4.268228e-02 
