         time Bot_Quarte... 
------------- ------------- 
 1.988478e-04  4.319272e-06 
 5.965434e-04  1.015700e-05 
 9.942391e-04  1.632875e-05 
 1.391935e-03  2.130141e-05 
 1.789630e-03  2.638689e-05 
 2.187326e-03  3.105401e-05 
 2.585022e-03  3.507764e-05 
 2.982717e-03  3.892505e-05 
 3.380413e-03  4.329520e-05 
 3.778108e-03  4.842919e-05 
 4.175804e-03  5.330764e-05 
 4.573500e-03  5.771556e-05 
 4.971195e-03  6.106947e-05 
 5.368891e-03  6.335446e-05 
 5.766587e-03  6.469015e-05 
 6.164282e-03  6.581592e-05 
 6.561978e-03  6.589113e-05 
 6.959673e-03  6.566890e-05 
 7.357369e-03  6.329385e-05 
 7.755065e-03  5.941575e-05 
 8.152760e-03  5.362038e-05 
 8.550456e-03  4.665402e-05 
 8.948152e-03  3.923051e-05 
 9.345847e-03  3.060795e-05 
 9.743543e-03  1.896213e-05 
 1.014124e-02  5.117801e-06 
 1.053893e-02 -1.001977e-05 
 1.093663e-02 -2.474795e-05 
 1.133433e-02 -4.137876e-05 
 1.173202e-02 -5.947096e-05 
 1.212972e-02 -7.666617e-05 
 1.252741e-02 -9.298307e-05 
 1.292511e-02 -1.082773e-04 
 1.332280e-02 -1.210207e-04 
 1.372050e-02 -1.317973e-04 
 1.411819e-02 -1.420201e-04 
 1.451589e-02 -1.507652e-04 
 1.491359e-02 -1.579153e-04 
 1.531128e-02 -1.643418e-04 
 1.570898e-02 -1.705230e-04 
 1.610667e-02 -1.746139e-04 
 1.650437e-02 -1.785255e-04 
 1.690206e-02 -1.817371e-04 
 1.729976e-02 -1.836334e-04 
 1.769746e-02 -1.852998e-04 
 1.809515e-02 -1.860869e-04 
 1.849285e-02 -1.869016e-04 
 1.889054e-02 -1.878032e-04 
 1.928824e-02 -1.877047e-04 
 1.968593e-02 -1.869379e-04 
 2.008363e-02 -1.868811e-04 
 2.048132e-02 -1.882114e-04 
 2.087902e-02 -1.883736e-04 
 2.127672e-02 -1.846225e-04 
 2.167441e-02 -1.759499e-04 
 2.207211e-02 -1.643038e-04 
 2.246980e-02 -1.502430e-04 
 2.286750e-02 -1.331857e-04 
 2.326519e-02 -1.150224e-04 
 2.366289e-02 -9.613149e-05 
 2.406059e-02 -7.591949e-05 
 2.445828e-02 -5.689959e-05 
 2.485598e-02 -3.900365e-05 
 2.525367e-02 -1.991187e-05 
 2.565137e-02 -8.745333e-07 
 2.604906e-02  1.905734e-05 
 2.644676e-02  3.747606e-05 
 2.684445e-02  5.392134e-05 
 2.724215e-02  6.890497e-05 
 2.763985e-02  8.248912e-05 
 2.803754e-02  9.439216e-05 
 2.843524e-02  1.050972e-04 
 2.883293e-02  1.155699e-04 
 2.923063e-02  1.242371e-04 
 2.962832e-02  1.315826e-04 
 3.002602e-02  1.385591e-04 
 3.042372e-02  1.447996e-04 
 3.082141e-02  1.491870e-04 
 3.121911e-02  1.523017e-04 
 3.161680e-02  1.546986e-04 
 3.201450e-02  1.580253e-04 
 3.241219e-02  1.610145e-04 
 3.280989e-02  1.613058e-04 
 3.320758e-02  1.595011e-04 
 3.360528e-02  1.563196e-04 
 3.400298e-02  1.489310e-04 
 3.440067e-02  1.396052e-04 
 3.479837e-02  1.296836e-04 
 3.519606e-02  1.178853e-04 
 3.559376e-02  1.056208e-04 
 3.599145e-02  9.250903e-05 
 3.638915e-02  7.762846e-05 
 3.678685e-02  6.146633e-05 
 3.718454e-02  4.528605e-05 
 3.758224e-02  2.877908e-05 
 3.797993e-02  1.141068e-05 
 3.837763e-02 -8.615862e-06 
 3.877532e-02 -3.055223e-05 
 3.917302e-02 -5.228108e-05 
 3.957071e-02 -7.447712e-05 
 3.996841e-02 -9.605428e-05 
 4.036611e-02 -1.159043e-04 
 4.076380e-02 -1.347751e-04 
 4.116150e-02 -1.523612e-04 
 4.155919e-02 -1.672040e-04 
 4.195689e-02 -1.800281e-04 
 4.235458e-02 -1.910920e-04 
 4.275228e-02 -2.006603e-04 
 4.314998e-02 -2.106421e-04 
 4.354767e-02 -2.208892e-04 
 4.394537e-02 -2.285354e-04 
 4.434306e-02 -2.331673e-04 
 4.474076e-02 -2.369741e-04 
 4.513845e-02 -2.401286e-04 
 4.553615e-02 -2.424347e-04 
 4.593385e-02 -2.447101e-04 
 4.633154e-02 -2.444530e-04 
 4.672924e-02 -2.411217e-04 
 4.712693e-02 -2.355189e-04 
 4.752463e-02 -2.266222e-04 
 4.792232e-02 -2.140519e-04 
 4.832002e-02 -1.982350e-04 
 4.871771e-02 -1.798505e-04 
 4.911541e-02 -1.610783e-04 
 4.951311e-02 -1.409284e-04 
 4.991080e-02 -1.204927e-04 
 5.030850e-02 -1.006809e-04 
 5.070619e-02 -8.088254e-05 
 5.110389e-02 -6.070637e-05 
 5.150158e-02 -3.975634e-05 
 5.189928e-02 -1.833924e-05 
 5.229698e-02  3.430404e-06 
 5.269467e-02  2.537413e-05 
 5.309237e-02  4.649548e-05 
 5.349006e-02  6.502290e-05 
 5.388776e-02  8.006309e-05 
 5.428545e-02  9.234070e-05 
 5.468315e-02  1.033851e-04 
 5.508084e-02  1.119002e-04 
 5.547854e-02  1.218307e-04 
 5.587624e-02  1.321425e-04 
 5.627393e-02  1.447774e-04 
 5.667163e-02  1.589477e-04 
 5.706932e-02  1.756099e-04 
 5.746702e-02  1.910655e-04 
 5.786471e-02  2.057675e-04 
 5.826241e-02  2.176760e-04 
 5.866011e-02  2.271130e-04 
 5.905780e-02  2.331775e-04 
 5.945550e-02  2.360327e-04 
 5.985319e-02  2.370178e-04 
 6.025089e-02  2.372251e-04 
 6.064858e-02  2.364172e-04 
 6.104628e-02  2.337124e-04 
 6.144397e-02  2.297592e-04 
 6.184167e-02  2.240841e-04 
 6.223937e-02  2.166174e-04 
 6.263706e-02  2.068117e-04 
 6.303476e-02  1.944452e-04 
 6.343245e-02  1.825124e-04 
 6.383015e-02  1.708636e-04 
 6.422784e-02  1.587557e-04 
 6.462554e-02  1.479776e-04 
 6.502324e-02  1.392403e-04 
 6.542093e-02  1.316770e-04 
 6.581863e-02  1.260277e-04 
 6.621632e-02  1.223843e-04 
 6.661402e-02  1.197216e-04 
 6.701171e-02  1.179452e-04 
 6.740941e-02  1.184678e-04 
 6.780710e-02  1.202550e-04 
 6.820480e-02  1.228703e-04 
 6.860250e-02  1.261085e-04 
 6.900019e-02  1.304188e-04 
 6.939789e-02  1.349444e-04 
 6.979558e-02  1.388196e-04 
 7.019328e-02  1.410984e-04 
 7.059097e-02  1.439780e-04 
 7.098867e-02  1.474922e-04 
 7.138637e-02  1.508182e-04 
 7.178406e-02  1.539617e-04 
 7.218176e-02  1.570398e-04 
 7.257945e-02  1.604234e-04 
 7.297715e-02  1.651493e-04 
 7.337484e-02  1.710241e-04 
 7.377254e-02  1.768546e-04 
 7.417023e-02  1.831271e-04 
 7.456793e-02  1.892656e-04 
 7.496563e-02  1.964101e-04 
 7.536332e-02  2.066624e-04 
 7.576102e-02  2.190544e-04 
 7.615871e-02  2.334879e-04 
 7.655641e-02  2.500720e-04 
 7.695410e-02  2.680888e-04 
 7.735180e-02  2.872507e-04 
 7.774950e-02  3.058547e-04 
 7.814719e-02  3.231642e-04 
 7.854489e-02  3.373326e-04 
 7.894258e-02  3.476180e-04 
 7.934028e-02  3.555523e-04 
 7.973797e-02  3.622835e-04 
 8.013567e-02  3.685534e-04 
 8.053336e-02  3.736476e-04 
 8.093106e-02  3.779475e-04 
 8.132876e-02  3.822864e-04 
 8.172645e-02  3.843368e-04 
 8.212415e-02  3.821019e-04 
 8.252184e-02  3.773451e-04 
 8.291954e-02  3.717753e-04 
 8.331723e-02  3.656227e-04 
 8.371493e-02  3.578655e-04 
 8.411263e-02  3.489136e-04 
 8.451032e-02  3.395362e-04 
 8.490802e-02  3.297666e-04 
 8.530571e-02  3.204057e-04 
 8.570341e-02  3.110741e-04 
 8.610110e-02  3.002895e-04 
 8.649880e-02  2.867956e-04 
 8.689649e-02  2.716087e-04 
 8.729419e-02  2.556039e-04 
 8.769189e-02  2.385400e-04 
 8.808958e-02  2.199362e-04 
 8.848728e-02  2.007970e-04 
 8.888497e-02  1.800883e-04 
 8.928267e-02  1.570182e-04 
 8.968036e-02  1.334577e-04 
 9.007806e-02  1.095280e-04 
 9.047576e-02  8.586328e-05 
 9.087345e-02  6.157027e-05 
 9.127115e-02  3.822818e-05 
 9.166884e-02  1.835557e-05 
 9.206654e-02  8.001119e-07 
 9.246423e-02 -1.519194e-05 
 9.286193e-02 -3.219391e-05 
 9.325962e-02 -4.973703e-05 
 9.365732e-02 -6.746187e-05 
 9.405502e-02 -8.522363e-05 
 9.445271e-02 -1.020145e-04 
 9.485041e-02 -1.174729e-04 
 9.524810e-02 -1.301013e-04 
 9.564580e-02 -1.392759e-04 
 9.604349e-02 -1.442987e-04 
 9.644119e-02 -1.449600e-04 
