         time Mid_Disp()... 
------------- ------------- 
 1.988478e-04  2.007083e-04 
 5.965434e-04  1.713757e-04 
 9.942391e-04  1.430130e-04 
 1.391935e-03  1.150898e-04 
 1.789630e-03  8.800549e-05 
 2.187326e-03  6.326594e-05 
 2.585022e-03  3.978930e-05 
 2.982717e-03  1.707282e-05 
 3.380413e-03 -5.260440e-06 
 3.778108e-03 -2.768786e-05 
 4.175804e-03 -4.783584e-05 
 4.573500e-03 -6.476339e-05 
 4.971195e-03 -7.906333e-05 
 5.368891e-03 -9.019446e-05 
 5.766587e-03 -9.972425e-05 
 6.164282e-03 -1.089813e-04 
 6.561978e-03 -1.171088e-04 
 6.959673e-03 -1.232600e-04 
 7.357369e-03 -1.303151e-04 
 7.755065e-03 -1.378225e-04 
 8.152760e-03 -1.469460e-04 
 8.550456e-03 -1.550277e-04 
 8.948152e-03 -1.610744e-04 
 9.345847e-03 -1.649883e-04 
 9.743543e-03 -1.682139e-04 
 1.014124e-02 -1.716987e-04 
 1.053893e-02 -1.741126e-04 
 1.093663e-02 -1.740301e-04 
 1.133433e-02 -1.717295e-04 
 1.173202e-02 -1.682960e-04 
 1.212972e-02 -1.651356e-04 
 1.252741e-02 -1.599853e-04 
 1.292511e-02 -1.530212e-04 
 1.332280e-02 -1.438441e-04 
 1.372050e-02 -1.329368e-04 
 1.411819e-02 -1.215669e-04 
 1.451589e-02 -1.094129e-04 
 1.491359e-02 -9.703383e-05 
 1.531128e-02 -8.405825e-05 
 1.570898e-02 -7.273376e-05 
 1.610667e-02 -6.293962e-05 
 1.650437e-02 -5.484699e-05 
 1.690206e-02 -4.711986e-05 
 1.729976e-02 -4.001112e-05 
 1.769746e-02 -3.500377e-05 
 1.809515e-02 -3.163792e-05 
 1.849285e-02 -3.160265e-05 
 1.889054e-02 -3.400283e-05 
 1.928824e-02 -3.655943e-05 
 1.968593e-02 -4.197402e-05 
 2.008363e-02 -5.072114e-05 
 2.048132e-02 -6.168280e-05 
 2.087902e-02 -7.240206e-05 
 2.127672e-02 -8.358099e-05 
 2.167441e-02 -9.303236e-05 
 2.207211e-02 -1.027687e-04 
 2.246980e-02 -1.134532e-04 
 2.286750e-02 -1.247937e-04 
 2.326519e-02 -1.338387e-04 
 2.366289e-02 -1.419811e-04 
 2.406059e-02 -1.496621e-04 
 2.445828e-02 -1.561438e-04 
 2.485598e-02 -1.594591e-04 
 2.525367e-02 -1.605240e-04 
 2.565137e-02 -1.602588e-04 
 2.604906e-02 -1.601324e-04 
 2.644676e-02 -1.612432e-04 
 2.684445e-02 -1.645318e-04 
 2.724215e-02 -1.695309e-04 
 2.763985e-02 -1.759279e-04 
 2.803754e-02 -1.849350e-04 
 2.843524e-02 -1.964935e-04 
 2.883293e-02 -2.081417e-04 
 2.923063e-02 -2.194551e-04 
 2.962832e-02 -2.301907e-04 
 3.002602e-02 -2.397523e-04 
 3.042372e-02 -2.509169e-04 
 3.082141e-02 -2.633318e-04 
 3.121911e-02 -2.748052e-04 
 3.161680e-02 -2.832984e-04 
 3.201450e-02 -2.895103e-04 
 3.241219e-02 -2.931012e-04 
 3.280989e-02 -2.959242e-04 
 3.320758e-02 -2.962816e-04 
 3.360528e-02 -2.922933e-04 
 3.400298e-02 -2.826134e-04 
 3.440067e-02 -2.711748e-04 
 3.479837e-02 -2.596382e-04 
 3.519606e-02 -2.478169e-04 
 3.559376e-02 -2.339817e-04 
 3.599145e-02 -2.183741e-04 
 3.638915e-02 -2.039867e-04 
 3.678685e-02 -1.897876e-04 
 3.718454e-02 -1.768554e-04 
 3.758224e-02 -1.626701e-04 
 3.797993e-02 -1.460814e-04 
 3.837763e-02 -1.280602e-04 
 3.877532e-02 -1.105075e-04 
 3.917302e-02 -9.451742e-05 
 3.957071e-02 -7.913869e-05 
 3.996841e-02 -6.416695e-05 
 4.036611e-02 -4.790803e-05 
 4.076380e-02 -3.143895e-05 
 4.116150e-02 -1.705357e-05 
 4.155919e-02 -2.987925e-06 
 4.195689e-02  1.109197e-05 
 4.235458e-02  2.387982e-05 
 4.275228e-02  3.603418e-05 
 4.314998e-02  4.716942e-05 
 4.354767e-02  5.881087e-05 
 4.394537e-02  7.114281e-05 
 4.434306e-02  8.486513e-05 
 4.474076e-02  9.797220e-05 
 4.513845e-02  1.099974e-04 
 4.553615e-02  1.220874e-04 
 4.593385e-02  1.340442e-04 
 4.633154e-02  1.467858e-04 
 4.672924e-02  1.575071e-04 
 4.712693e-02  1.639871e-04 
 4.752463e-02  1.687230e-04 
 4.792232e-02  1.725695e-04 
 4.832002e-02  1.744109e-04 
 4.871771e-02  1.738712e-04 
 4.911541e-02  1.711439e-04 
 4.951311e-02  1.661156e-04 
 4.991080e-02  1.606835e-04 
 5.030850e-02  1.543775e-04 
 5.070619e-02  1.469094e-04 
 5.110389e-02  1.361078e-04 
 5.150158e-02  1.237697e-04 
 5.189928e-02  1.105622e-04 
 5.229698e-02  9.931345e-05 
 5.269467e-02  9.085440e-05 
 5.309237e-02  8.626212e-05 
 5.349006e-02  8.514170e-05 
 5.388776e-02  8.573360e-05 
 5.428545e-02  8.922940e-05 
 5.468315e-02  9.530459e-05 
 5.508084e-02  1.036859e-04 
 5.547854e-02  1.124032e-04 
 5.587624e-02  1.225106e-04 
 5.627393e-02  1.349719e-04 
 5.667163e-02  1.508362e-04 
 5.706932e-02  1.690868e-04 
 5.746702e-02  1.880210e-04 
 5.786471e-02  2.066598e-04 
 5.826241e-02  2.263950e-04 
 5.866011e-02  2.486192e-04 
 5.905780e-02  2.728668e-04 
 5.945550e-02  2.971785e-04 
 5.985319e-02  3.215089e-04 
 6.025089e-02  3.463715e-04 
 6.064858e-02  3.726010e-04 
 6.104628e-02  3.989149e-04 
 6.144397e-02  4.239973e-04 
 6.184167e-02  4.489813e-04 
 6.223937e-02  4.733431e-04 
 6.263706e-02  4.990440e-04 
 6.303476e-02  5.259241e-04 
 6.343245e-02  5.515103e-04 
 6.383015e-02  5.745064e-04 
 6.422784e-02  5.961015e-04 
 6.462554e-02  6.176465e-04 
 6.502324e-02  6.420666e-04 
 6.542093e-02  6.685264e-04 
 6.581863e-02  6.955346e-04 
 6.621632e-02  7.208310e-04 
 6.661402e-02  7.456647e-04 
 6.701171e-02  7.713968e-04 
 6.740941e-02  7.964740e-04 
 6.780710e-02  8.183230e-04 
 6.820480e-02  8.379067e-04 
 6.860250e-02  8.561610e-04 
 6.900019e-02  8.745812e-04 
 6.939789e-02  8.914890e-04 
 6.979558e-02  9.074608e-04 
 7.019328e-02  9.183604e-04 
 7.059097e-02  9.249240e-04 
 7.098867e-02  9.281287e-04 
 7.138637e-02  9.294272e-04 
 7.178406e-02  9.279073e-04 
 7.218176e-02  9.241138e-04 
 7.257945e-02  9.185574e-04 
 7.297715e-02  9.124353e-04 
 7.337484e-02  9.052008e-04 
 7.377254e-02  8.975749e-04 
 7.417023e-02  8.898527e-04 
 7.456793e-02  8.819085e-04 
 7.496563e-02  8.750136e-04 
 7.536332e-02  8.685268e-04 
 7.576102e-02  8.626401e-04 
 7.615871e-02  8.549671e-04 
 7.655641e-02  8.454528e-04 
 7.695410e-02  8.358633e-04 
 7.735180e-02  8.265845e-04 
 7.774950e-02  8.191196e-04 
 7.814719e-02  8.112274e-04 
 7.854489e-02  8.014118e-04 
 7.894258e-02  7.905798e-04 
 7.934028e-02  7.795039e-04 
 7.973797e-02  7.666116e-04 
 8.013567e-02  7.520794e-04 
 8.053336e-02  7.344407e-04 
 8.093106e-02  7.159324e-04 
 8.132876e-02  6.979614e-04 
 8.172645e-02  6.807163e-04 
 8.212415e-02  6.627473e-04 
 8.252184e-02  6.425327e-04 
 8.291954e-02  6.208253e-04 
 8.331723e-02  5.995718e-04 
 8.371493e-02  5.810404e-04 
 8.411263e-02  5.638668e-04 
 8.451032e-02  5.476450e-04 
 8.490802e-02  5.329427e-04 
 8.530571e-02  5.215564e-04 
 8.570341e-02  5.144729e-04 
 8.610110e-02  5.102434e-04 
 8.649880e-02  5.075787e-04 
 8.689649e-02  5.051035e-04 
 8.729419e-02  5.036707e-04 
 8.769189e-02  5.038176e-04 
 8.808958e-02  5.066075e-04 
 8.848728e-02  5.106250e-04 
 8.888497e-02  5.157914e-04 
 8.928267e-02  5.199770e-04 
 8.968036e-02  5.253711e-04 
 9.007806e-02  5.297697e-04 
 9.047576e-02  5.319317e-04 
 9.087345e-02  5.308207e-04 
 9.127115e-02  5.282997e-04 
 9.166884e-02  5.250584e-04 
 9.206654e-02  5.206676e-04 
 9.246423e-02  5.141601e-04 
 9.286193e-02  5.055349e-04 
 9.325962e-02  4.953023e-04 
 9.365732e-02  4.854318e-04 
 9.405502e-02  4.763722e-04 
 9.445271e-02  4.663603e-04 
 9.485041e-02  4.542878e-04 
 9.524810e-02  4.406877e-04 
 9.564580e-02  4.254833e-04 
 9.604349e-02  4.090067e-04 
 9.644119e-02  3.911125e-04 
 9.683889e-02  3.723132e-04 
 9.723658e-02  3.525599e-04 
 9.763428e-02  3.335459e-04 
 9.803197e-02  3.151795e-04 
 9.842967e-02  2.986473e-04 
 9.882736e-02  2.820573e-04 
 9.922506e-02  2.656248e-04 
 9.962275e-02  2.484937e-04 
 1.000205e-01  2.303611e-04 
 1.004181e-01  2.125370e-04 
 1.008158e-01  1.951805e-04 
 1.012135e-01  1.782363e-04 
 1.016112e-01  1.608207e-04 
 1.020089e-01  1.426461e-04 
 1.024066e-01  1.256231e-04 
 1.028043e-01  1.080160e-04 
 1.032020e-01  8.910353e-05 
 1.035997e-01  6.868786e-05 
 1.039974e-01  4.855638e-05 
 1.043951e-01  2.994273e-05 
 1.047928e-01  1.266918e-05 
 1.051905e-01 -3.507793e-06 
 1.055882e-01 -2.079566e-05 
 1.059859e-01 -3.668395e-05 
 1.063836e-01 -4.934736e-05 
 1.067813e-01 -5.991539e-05 
 1.071790e-01 -6.866556e-05 
 1.075767e-01 -7.608864e-05 
 1.079744e-01 -8.032167e-05 
 1.083721e-01 -8.327960e-05 
 1.087698e-01 -8.323564e-05 
 1.091674e-01 -8.218552e-05 
 1.095651e-01 -8.143806e-05 
 1.099628e-01 -8.059222e-05 
 1.103605e-01 -7.794689e-05 
 1.107582e-01 -7.482644e-05 
 1.111559e-01 -7.197487e-05 
 1.115536e-01 -7.187998e-05 
 1.119513e-01 -7.340917e-05 
 1.123490e-01 -7.513518e-05 
 1.127467e-01 -7.510565e-05 
 1.131444e-01 -7.371449e-05 
 1.135421e-01 -7.274346e-05 
 1.139398e-01 -7.340031e-05 
 1.143375e-01 -7.454268e-05 
 1.147352e-01 -7.456168e-05 
 1.151329e-01 -7.416619e-05 
 1.155306e-01 -7.540534e-05 
 1.159283e-01 -7.761099e-05 
 1.163260e-01 -7.918583e-05 
 1.167237e-01 -7.703029e-05 
 1.171214e-01 -7.300271e-05 
 1.175191e-01 -6.756524e-05 
 1.179168e-01 -6.110210e-05 
 1.183144e-01 -5.269474e-05 
 1.187121e-01 -4.266275e-05 
 1.191098e-01 -3.112056e-05 
 1.195075e-01 -1.849920e-05 
 1.199052e-01 -6.090730e-06 
 1.203029e-01  6.225070e-06 
 1.207006e-01  1.905512e-05 
 1.210983e-01  3.162636e-05 
 1.214960e-01  4.362515e-05 
 1.218937e-01  5.252108e-05 
 1.222914e-01  5.818993e-05 
 1.226891e-01  6.226482e-05 
 1.230868e-01  6.370681e-05 
 1.234845e-01  6.242111e-05 
 1.238822e-01  5.801766e-05 
 1.242799e-01  4.774307e-05 
 1.246776e-01  3.297759e-05 
 1.250753e-01  1.645989e-05 
 1.254730e-01 -1.919886e-06 
 1.258707e-01 -2.100574e-05 
 1.262684e-01 -4.080104e-05 
 1.266661e-01 -6.151153e-05 
 1.270638e-01 -7.988090e-05 
 1.274614e-01 -9.734961e-05 
 1.278591e-01 -1.146792e-04 
 1.282568e-01 -1.322083e-04 
 1.286545e-01 -1.471995e-04 
 1.290522e-01 -1.581937e-04 
 1.294499e-01 -1.659143e-04 
 1.298476e-01 -1.716301e-04 
 1.302453e-01 -1.786221e-04 
 1.306430e-01 -1.867168e-04 
 1.310407e-01 -1.947472e-04 
 1.314384e-01 -2.020759e-04 
 1.318361e-01 -2.091364e-04 
 1.322338e-01 -2.166392e-04 
 1.326315e-01 -2.253039e-04 
 1.330292e-01 -2.333477e-04 
 1.334269e-01 -2.398006e-04 
 1.338246e-01 -2.458711e-04 
 1.342223e-01 -2.519413e-04 
 1.346200e-01 -2.593317e-04 
 1.350177e-01 -2.661805e-04 
 1.354154e-01 -2.718969e-04 
 1.358131e-01 -2.757583e-04 
 1.362108e-01 -2.783671e-04 
 1.366084e-01 -2.799090e-04 
 1.370061e-01 -2.794621e-04 
 1.374038e-01 -2.762923e-04 
 1.378015e-01 -2.678977e-04 
 1.381992e-01 -2.576463e-04 
 1.385969e-01 -2.460649e-04 
 1.389946e-01 -2.321690e-04 
 1.393923e-01 -2.158502e-04 
 1.397900e-01 -1.973303e-04 
 1.401877e-01 -1.783270e-04 
 1.405854e-01 -1.597099e-04 
 1.409831e-01 -1.410193e-04 
 1.413808e-01 -1.208916e-04 
 1.417785e-01 -1.000765e-04 
 1.421762e-01 -7.909230e-05 
 1.425739e-01 -5.971230e-05 
 1.429716e-01 -4.205430e-05 
 1.433693e-01 -2.607274e-05 
 1.437670e-01 -1.162734e-05 
 1.441647e-01  1.513023e-06 
 1.445624e-01  1.279982e-05 
 1.449601e-01  2.229447e-05 
 1.453578e-01  3.075323e-05 
 1.457554e-01  3.792777e-05 
 1.461531e-01  4.690988e-05 
 1.465508e-01  5.631805e-05 
 1.469485e-01  6.459358e-05 
 1.473462e-01  7.412040e-05 
 1.477439e-01  8.473295e-05 
 1.481416e-01  9.761624e-05 
 1.485393e-01  1.123353e-04 
 1.489370e-01  1.273792e-04 
 1.493347e-01  1.420047e-04 
 1.497324e-01  1.569016e-04 
 1.501301e-01  1.750795e-04 
 1.505278e-01  1.957685e-04 
 1.509255e-01  2.160055e-04 
 1.513232e-01  2.344651e-04 
 1.517209e-01  2.522417e-04 
 1.521186e-01  2.697628e-04 
 1.525163e-01  2.882952e-04 
 1.529140e-01  3.065333e-04 
 1.533117e-01  3.213972e-04 
 1.537094e-01  3.332826e-04 
 1.541071e-01  3.453538e-04 
 1.545048e-01  3.558864e-04 
 1.549024e-01  3.653154e-04 
 1.553001e-01  3.733311e-04 
 1.556978e-01  3.795609e-04 
 1.560955e-01  3.849982e-04 
 1.564932e-01  3.896665e-04 
 1.568909e-01  3.935198e-04 
 1.572886e-01  3.956375e-04 
 1.576863e-01  3.970697e-04 
 1.580840e-01  4.010679e-04 
 1.584817e-01  4.075506e-04 
 1.588794e-01  4.161120e-04 
 1.592771e-01  4.245538e-04 
 1.596748e-01  4.332541e-04 
 1.600725e-01  4.436973e-04 
 1.604702e-01  4.573699e-04 
 1.608679e-01  4.735334e-04 
 1.612656e-01  4.922267e-04 
 1.616633e-01  5.107780e-04 
 1.620610e-01  5.303570e-04 
 1.624587e-01  5.525775e-04 
 1.628564e-01  5.751711e-04 
 1.632541e-01  5.977105e-04 
 1.636518e-01  6.187302e-04 
 1.640494e-01  6.390408e-04 
 1.644471e-01  6.596307e-04 
 1.648448e-01  6.798697e-04 
 1.652425e-01  6.980970e-04 
 1.656402e-01  7.147195e-04 
 1.660379e-01  7.302767e-04 
 1.664356e-01  7.456176e-04 
 1.668333e-01  7.602930e-04 
 1.672310e-01  7.731571e-04 
 1.676287e-01  7.848631e-04 
 1.680264e-01  7.953647e-04 
 1.684241e-01  8.045886e-04 
 1.688218e-01  8.149719e-04 
 1.692195e-01  8.267089e-04 
 1.696172e-01  8.376519e-04 
 1.700149e-01  8.476181e-04 
 1.704126e-01  8.572221e-04 
 1.708103e-01  8.667569e-04 
 1.712080e-01  8.759759e-04 
 1.716057e-01  8.842142e-04 
 1.720034e-01  8.910767e-04 
 1.724011e-01  8.966373e-04 
 1.727988e-01  9.018641e-04 
 1.731964e-01  9.057978e-04 
 1.735941e-01  9.070562e-04 
 1.739918e-01  9.056738e-04 
 1.743895e-01  9.026010e-04 
 1.747872e-01  8.988560e-04 
 1.751849e-01  8.947265e-04 
 1.755826e-01  8.878375e-04 
 1.759803e-01  8.756359e-04 
 1.763780e-01  8.607909e-04 
 1.767757e-01  8.430854e-04 
 1.771734e-01  8.255988e-04 
 1.775711e-01  8.064929e-04 
 1.779688e-01  7.848809e-04 
 1.783665e-01  7.630405e-04 
 1.787642e-01  7.430190e-04 
 1.791619e-01  7.241925e-04 
 1.795596e-01  7.078140e-04 
 1.799573e-01  6.923301e-04 
 1.803550e-01  6.759107e-04 
 1.807527e-01  6.588424e-04 
 1.811504e-01  6.448093e-04 
 1.815481e-01  6.333280e-04 
 1.819457e-01  6.238534e-04 
 1.823434e-01  6.158940e-04 
 1.827411e-01  6.096987e-04 
