         time tilt_bot_s... 
------------- ------------- 
 1.590337e-04  9.249357e-03 
 4.771012e-04  9.227343e-03 
 7.951686e-04  9.186816e-03 
 1.113236e-03  9.128935e-03 
 1.431304e-03  9.054498e-03 
 1.749371e-03  8.964331e-03 
 2.067438e-03  8.858077e-03 
 2.385506e-03  8.734955e-03 
 2.703573e-03  8.591090e-03 
 3.021641e-03  8.424453e-03 
 3.339708e-03  8.242471e-03 
 3.657776e-03  8.048176e-03 
 3.975843e-03  7.838902e-03 
 4.293911e-03  7.615004e-03 
 4.611978e-03  7.374445e-03 
 4.930046e-03  7.118276e-03 
 5.248113e-03  6.848100e-03 
 5.566180e-03  6.567535e-03 
 5.884248e-03  6.277448e-03 
 6.202315e-03  5.979069e-03 
 6.520383e-03  5.674102e-03 
 6.838450e-03  5.363951e-03 
 7.156518e-03  5.046886e-03 
 7.474585e-03  4.722862e-03 
 7.792653e-03  4.395015e-03 
 8.110720e-03  4.069980e-03 
 8.428788e-03  3.747397e-03 
 8.746855e-03  3.422056e-03 
 9.064922e-03  3.094056e-03 
 9.382990e-03  2.762321e-03 
 9.701057e-03  2.426637e-03 
 1.001912e-02  2.095211e-03 
 1.033719e-02  1.770154e-03 
 1.065526e-02  1.448927e-03 
 1.097333e-02  1.128114e-03 
 1.129139e-02  8.139054e-04 
 1.160946e-02  5.090160e-04 
 1.192753e-02  2.109155e-04 
 1.224560e-02 -7.827481e-05 
 1.256366e-02 -3.617570e-04 
 1.288173e-02 -6.412021e-04 
 1.319980e-02 -9.167181e-04 
 1.351787e-02 -1.187409e-03 
 1.383593e-02 -1.454146e-03 
 1.415400e-02 -1.720920e-03 
 1.447207e-02 -1.982874e-03 
 1.479014e-02 -2.238367e-03 
 1.510820e-02 -2.486338e-03 
 1.542627e-02 -2.723904e-03 
 1.574434e-02 -2.953326e-03 
 1.606241e-02 -3.174781e-03 
 1.638047e-02 -3.388605e-03 
 1.669854e-02 -3.595009e-03 
 1.701661e-02 -3.793567e-03 
 1.733468e-02 -3.983351e-03 
 1.765274e-02 -4.162763e-03 
 1.797081e-02 -4.331081e-03 
 1.828888e-02 -4.490386e-03 
 1.860695e-02 -4.644014e-03 
 1.892501e-02 -4.790952e-03 
 1.924308e-02 -4.930843e-03 
 1.956115e-02 -5.066290e-03 
 1.987922e-02 -5.199148e-03 
 2.019728e-02 -5.328669e-03 
 2.051535e-02 -5.459706e-03 
 2.083342e-02 -5.591630e-03 
 2.115149e-02 -5.720185e-03 
 2.146955e-02 -5.843555e-03 
 2.178762e-02 -5.963423e-03 
 2.210569e-02 -6.081024e-03 
 2.242376e-02 -6.196862e-03 
 2.274182e-02 -6.310802e-03 
 2.305989e-02 -6.426688e-03 
 2.337796e-02 -6.542527e-03 
 2.369603e-02 -6.657931e-03 
 2.401409e-02 -6.774342e-03 
 2.433216e-02 -6.890785e-03 
 2.465023e-02 -7.007271e-03 
 2.496830e-02 -7.127948e-03 
 2.528636e-02 -7.250903e-03 
 2.560443e-02 -7.366651e-03 
 2.592250e-02 -7.472855e-03 
 2.624056e-02 -7.572252e-03 
 2.655863e-02 -7.663779e-03 
 2.687670e-02 -7.750546e-03 
 2.719477e-02 -7.832715e-03 
 2.751283e-02 -7.908239e-03 
 2.783090e-02 -7.976640e-03 
 2.814897e-02 -8.039889e-03 
 2.846704e-02 -8.102548e-03 
 2.878510e-02 -8.163915e-03 
 2.910317e-02 -8.222055e-03 
 2.942124e-02 -8.276191e-03 
 2.973931e-02 -8.322767e-03 
 3.005737e-02 -8.361913e-03 
 3.037544e-02 -8.393333e-03 
 3.069351e-02 -8.412517e-03 
 3.101158e-02 -8.418192e-03 
 3.132964e-02 -8.411722e-03 
 3.164771e-02 -8.398171e-03 
 3.196578e-02 -8.377519e-03 
 3.228385e-02 -8.348118e-03 
 3.260191e-02 -8.309826e-03 
 3.291998e-02 -8.263305e-03 
 3.323805e-02 -8.206796e-03 
 3.355612e-02 -8.138711e-03 
 3.387418e-02 -8.055871e-03 
 3.419225e-02 -7.958288e-03 
 3.451032e-02 -7.843930e-03 
 3.482839e-02 -7.714326e-03 
 3.514645e-02 -7.572953e-03 
 3.546452e-02 -7.414254e-03 
 3.578259e-02 -7.232416e-03 
 3.610066e-02 -7.034593e-03 
 3.641872e-02 -6.825649e-03 
 3.673679e-02 -6.603501e-03 
 3.705486e-02 -6.366175e-03 
 3.737293e-02 -6.111715e-03 
 3.769099e-02 -5.837175e-03 
 3.800906e-02 -5.546231e-03 
 3.832713e-02 -5.244545e-03 
 3.864520e-02 -4.930006e-03 
 3.896326e-02 -4.601340e-03 
 3.928133e-02 -4.256769e-03 
 3.959940e-02 -3.897170e-03 
 3.991747e-02 -3.525974e-03 
 4.023553e-02 -3.145054e-03 
 4.055360e-02 -2.754927e-03 
 4.087167e-02 -2.351963e-03 
 4.118974e-02 -1.937649e-03 
 4.150780e-02 -1.515153e-03 
 4.182587e-02 -1.083966e-03 
 4.214394e-02 -6.456873e-04 
 4.246201e-02 -1.988294e-04 
 4.278007e-02  2.542629e-04 
 4.309814e-02  7.135730e-04 
 4.341621e-02  1.181226e-03 
 4.373427e-02  1.655781e-03 
 4.405234e-02  2.137244e-03 
 4.437041e-02  2.625665e-03 
 4.468848e-02  3.121126e-03 
 4.500654e-02  3.621329e-03 
 4.532461e-02  4.123633e-03 
 4.564268e-02  4.631089e-03 
 4.596075e-02  5.141427e-03 
 4.627881e-02  5.648394e-03 
 4.659688e-02  6.151153e-03 
 4.691495e-02  6.651991e-03 
 4.723302e-02  7.151219e-03 
 4.755108e-02  7.650081e-03 
 4.786915e-02  8.149462e-03 
 4.818722e-02  8.642925e-03 
 4.850529e-02  9.130034e-03 
 4.882335e-02  9.616222e-03 
 4.914142e-02  1.010079e-02 
 4.945949e-02  1.058085e-02 
 4.977756e-02  1.105501e-02 
 5.009562e-02  1.151689e-02 
 5.041369e-02  1.196286e-02 
 5.073176e-02  1.239906e-02 
 5.104983e-02  1.282946e-02 
 5.136789e-02  1.325069e-02 
 5.168596e-02  1.366258e-02 
 5.200403e-02  1.406795e-02 
 5.232210e-02  1.446673e-02 
 5.264016e-02  1.486096e-02 
 5.295823e-02  1.525360e-02 
 5.327630e-02  1.564280e-02 
 5.359437e-02  1.603274e-02 
 5.391243e-02  1.642089e-02 
 5.423050e-02  1.680331e-02 
 5.454857e-02  1.718422e-02 
 5.486664e-02  1.756358e-02 
 5.518470e-02  1.793949e-02 
 5.550277e-02  1.831191e-02 
 5.582084e-02  1.868067e-02 
 5.613891e-02  1.904682e-02 
