         time Bot_Quarte... 
------------- ------------- 
 3.976956e-04 -8.658116e-03 
 7.953913e-04 -8.644630e-03 
 1.193087e-03 -8.631249e-03 
 1.590783e-03 -8.618643e-03 
 1.988478e-03 -8.607700e-03 
 2.386174e-03 -8.598249e-03 
 2.783869e-03 -8.589860e-03 
 3.181565e-03 -8.582269e-03 
 3.579261e-03 -8.576176e-03 
 3.976956e-03 -8.570313e-03 
 4.374652e-03 -8.564983e-03 
 4.772348e-03 -8.560411e-03 
 5.170043e-03 -8.556244e-03 
 5.567739e-03 -8.552980e-03 
 5.965434e-03 -8.550182e-03 
 6.363130e-03 -8.547526e-03 
 6.760826e-03 -8.545012e-03 
 7.158521e-03 -8.542543e-03 
 7.556217e-03 -8.540137e-03 
 7.953913e-03 -8.537382e-03 
 8.351608e-03 -8.533500e-03 
 8.749304e-03 -8.529020e-03 
 9.146999e-03 -8.523705e-03 
 9.544695e-03 -8.519145e-03 
 9.942391e-03 -8.515956e-03 
 1.034009e-02 -8.513439e-03 
 1.073778e-02 -8.512384e-03 
 1.113548e-02 -8.513021e-03 
 1.153317e-02 -8.515684e-03 
 1.193087e-02 -8.519457e-03 
 1.232856e-02 -8.524054e-03 
 1.272626e-02 -8.529328e-03 
 1.312396e-02 -8.534751e-03 
 1.352165e-02 -8.539832e-03 
 1.391935e-02 -8.545087e-03 
 1.431704e-02 -8.550454e-03 
 1.471474e-02 -8.555815e-03 
 1.511243e-02 -8.561320e-03 
 1.551013e-02 -8.567030e-03 
 1.590783e-02 -8.573074e-03 
 1.630552e-02 -8.579878e-03 
 1.670322e-02 -8.587108e-03 
 1.710091e-02 -8.594535e-03 
 1.749861e-02 -8.602013e-03 
 1.789630e-02 -8.608759e-03 
 1.829400e-02 -8.613937e-03 
 1.869169e-02 -8.618197e-03 
 1.908939e-02 -8.622034e-03 
 1.948709e-02 -8.625249e-03 
 1.988478e-02 -8.628556e-03 
 2.028248e-02 -8.632354e-03 
 2.068017e-02 -8.636476e-03 
 2.107787e-02 -8.640681e-03 
 2.147556e-02 -8.645473e-03 
 2.187326e-02 -8.650700e-03 
 2.227096e-02 -8.656888e-03 
 2.266865e-02 -8.663985e-03 
 2.306635e-02 -8.671954e-03 
 2.346404e-02 -8.679808e-03 
 2.386174e-02 -8.687467e-03 
 2.425943e-02 -8.694287e-03 
 2.465713e-02 -8.701196e-03 
 2.505482e-02 -8.708233e-03 
 2.545252e-02 -8.714998e-03 
 2.585022e-02 -8.721242e-03 
 2.624791e-02 -8.726516e-03 
 2.664561e-02 -8.731089e-03 
 2.704330e-02 -8.734920e-03 
 2.744100e-02 -8.738595e-03 
 2.783869e-02 -8.740992e-03 
 2.823639e-02 -8.742269e-03 
 2.863409e-02 -8.740809e-03 
 2.903178e-02 -8.737177e-03 
 2.942948e-02 -8.732867e-03 
 2.982717e-02 -8.728451e-03 
 3.022487e-02 -8.722887e-03 
 3.062256e-02 -8.718163e-03 
 3.102026e-02 -8.713987e-03 
 3.141795e-02 -8.710379e-03 
 3.181565e-02 -8.708185e-03 
 3.221335e-02 -8.706538e-03 
 3.261104e-02 -8.705586e-03 
 3.300874e-02 -8.705452e-03 
 3.340643e-02 -8.705911e-03 
 3.380413e-02 -8.706732e-03 
 3.420182e-02 -8.709158e-03 
 3.459952e-02 -8.712249e-03 
 3.499722e-02 -8.715519e-03 
 3.539491e-02 -8.718710e-03 
 3.579261e-02 -8.722984e-03 
 3.619030e-02 -8.727110e-03 
 3.658800e-02 -8.731180e-03 
 3.698569e-02 -8.734108e-03 
 3.738339e-02 -8.736417e-03 
 3.778108e-02 -8.737825e-03 
 3.817878e-02 -8.739766e-03 
 3.857648e-02 -8.740464e-03 
 3.897417e-02 -8.740642e-03 
 3.937187e-02 -8.740524e-03 
 3.976956e-02 -8.740607e-03 
 4.016726e-02 -8.741652e-03 
 4.056495e-02 -8.743721e-03 
 4.096265e-02 -8.747087e-03 
 4.136035e-02 -8.751566e-03 
 4.175804e-02 -8.757512e-03 
 4.215574e-02 -8.764899e-03 
 4.255343e-02 -8.774134e-03 
 4.295113e-02 -8.783649e-03 
 4.334882e-02 -8.793364e-03 
 4.374652e-02 -8.803784e-03 
 4.414421e-02 -8.814708e-03 
 4.454191e-02 -8.826170e-03 
 4.493961e-02 -8.837609e-03 
 4.533730e-02 -8.847800e-03 
 4.573500e-02 -8.857686e-03 
 4.613269e-02 -8.867717e-03 
 4.653039e-02 -8.878127e-03 
 4.692808e-02 -8.888283e-03 
 4.732578e-02 -8.898428e-03 
 4.772348e-02 -8.907585e-03 
 4.812117e-02 -8.915852e-03 
 4.851887e-02 -8.924079e-03 
 4.891656e-02 -8.931697e-03 
 4.931426e-02 -8.938491e-03 
 4.971195e-02 -8.944905e-03 
 5.010965e-02 -8.950703e-03 
 5.050734e-02 -8.956442e-03 
 5.090504e-02 -8.963232e-03 
 5.130274e-02 -8.970295e-03 
 5.170043e-02 -8.977523e-03 
 5.209813e-02 -8.985621e-03 
 5.249582e-02 -8.993625e-03 
 5.289352e-02 -9.002514e-03 
 5.329121e-02 -9.012196e-03 
 5.368891e-02 -9.021947e-03 
 5.408661e-02 -9.031614e-03 
 5.448430e-02 -9.041167e-03 
 5.488200e-02 -9.050238e-03 
 5.527969e-02 -9.058720e-03 
 5.567739e-02 -9.066773e-03 
 5.607508e-02 -9.073193e-03 
 5.647278e-02 -9.078234e-03 
 5.687047e-02 -9.081916e-03 
 5.726817e-02 -9.083948e-03 
 5.766587e-02 -9.084892e-03 
 5.806356e-02 -9.084800e-03 
 5.846126e-02 -9.083894e-03 
 5.885895e-02 -9.081945e-03 
 5.925665e-02 -9.078709e-03 
 5.965434e-02 -9.074032e-03 
 6.005204e-02 -9.068637e-03 
 6.044974e-02 -9.062198e-03 
 6.084743e-02 -9.055329e-03 
 6.124513e-02 -9.048831e-03 
 6.164282e-02 -9.042719e-03 
 6.204052e-02 -9.036451e-03 
 6.243821e-02 -9.030867e-03 
 6.283591e-02 -9.025917e-03 
 6.323360e-02 -9.021391e-03 
 6.363130e-02 -9.016633e-03 
 6.402900e-02 -9.011519e-03 
 6.442669e-02 -9.005702e-03 
 6.482439e-02 -8.999350e-03 
 6.522208e-02 -8.993274e-03 
 6.561978e-02 -8.986702e-03 
 6.601747e-02 -8.980291e-03 
 6.641517e-02 -8.973660e-03 
 6.681287e-02 -8.966606e-03 
 6.721056e-02 -8.959316e-03 
 6.760826e-02 -8.951672e-03 
 6.800595e-02 -8.943541e-03 
 6.840365e-02 -8.935647e-03 
 6.880134e-02 -8.927023e-03 
 6.919904e-02 -8.918457e-03 
 6.959673e-02 -8.911375e-03 
 6.999443e-02 -8.905349e-03 
 7.039213e-02 -8.899942e-03 
 7.078982e-02 -8.895468e-03 
 7.118752e-02 -8.890891e-03 
 7.158521e-02 -8.886433e-03 
 7.198291e-02 -8.883580e-03 
 7.238060e-02 -8.882143e-03 
 7.277830e-02 -8.882330e-03 
 7.317600e-02 -8.884023e-03 
 7.357369e-02 -8.886584e-03 
 7.397139e-02 -8.889931e-03 
 7.436908e-02 -8.895041e-03 
 7.476678e-02 -8.901199e-03 
 7.516447e-02 -8.908353e-03 
 7.556217e-02 -8.916094e-03 
 7.595986e-02 -8.923266e-03 
 7.635756e-02 -8.930106e-03 
 7.675526e-02 -8.937059e-03 
 7.715295e-02 -8.944190e-03 
 7.755065e-02 -8.951896e-03 
 7.794834e-02 -8.959373e-03 
 7.834604e-02 -8.966662e-03 
 7.874373e-02 -8.973395e-03 
 7.914143e-02 -8.980002e-03 
 7.953913e-02 -8.986197e-03 
 7.993682e-02 -8.991811e-03 
 8.033452e-02 -8.997703e-03 
 8.073221e-02 -9.003701e-03 
 8.112991e-02 -9.009848e-03 
 8.152760e-02 -9.015500e-03 
 8.192530e-02 -9.021936e-03 
 8.232299e-02 -9.028699e-03 
 8.272069e-02 -9.036576e-03 
 8.311839e-02 -9.044252e-03 
 8.351608e-02 -9.051701e-03 
 8.391378e-02 -9.057881e-03 
 8.431147e-02 -9.062622e-03 
 8.470917e-02 -9.066501e-03 
 8.510686e-02 -9.070352e-03 
 8.550456e-02 -9.073690e-03 
 8.590226e-02 -9.076051e-03 
 8.629995e-02 -9.076862e-03 
 8.669765e-02 -9.077128e-03 
 8.709534e-02 -9.077210e-03 
 8.749304e-02 -9.077401e-03 
 8.789073e-02 -9.076383e-03 
 8.828843e-02 -9.074217e-03 
 8.868613e-02 -9.071508e-03 
 8.908382e-02 -9.068367e-03 
 8.948152e-02 -9.065502e-03 
 8.987921e-02 -9.061926e-03 
