         time Record_Dis... 
------------- ------------- 
 3.976956e-04 -1.123978e-02 
 7.953913e-04 -1.123411e-02 
 1.193087e-03 -1.122864e-02 
 1.590783e-03 -1.122345e-02 
 1.988478e-03 -1.121869e-02 
 2.386174e-03 -1.121444e-02 
 2.783869e-03 -1.121069e-02 
 3.181565e-03 -1.120734e-02 
 3.579261e-03 -1.120419e-02 
 3.976956e-03 -1.120105e-02 
 4.374652e-03 -1.119787e-02 
 4.772348e-03 -1.119468e-02 
 5.170043e-03 -1.119157e-02 
 5.567739e-03 -1.118843e-02 
 5.965434e-03 -1.118503e-02 
 6.363130e-03 -1.118124e-02 
 6.760826e-03 -1.117702e-02 
 7.158521e-03 -1.117236e-02 
 7.556217e-03 -1.116733e-02 
 7.953913e-03 -1.116204e-02 
 8.351608e-03 -1.115660e-02 
 8.749304e-03 -1.115109e-02 
 9.146999e-03 -1.114554e-02 
 9.544695e-03 -1.113993e-02 
 9.942391e-03 -1.113436e-02 
 1.034009e-02 -1.112890e-02 
 1.073778e-02 -1.112357e-02 
 1.113548e-02 -1.111836e-02 
 1.153317e-02 -1.111322e-02 
 1.193087e-02 -1.110814e-02 
 1.232856e-02 -1.110314e-02 
 1.272626e-02 -1.109819e-02 
 1.312396e-02 -1.109329e-02 
 1.352165e-02 -1.108844e-02 
 1.391935e-02 -1.108356e-02 
 1.431704e-02 -1.107851e-02 
 1.471474e-02 -1.107326e-02 
 1.511243e-02 -1.106792e-02 
 1.551013e-02 -1.106263e-02 
 1.590783e-02 -1.105748e-02 
 1.630552e-02 -1.105245e-02 
 1.670322e-02 -1.104752e-02 
 1.710091e-02 -1.104263e-02 
 1.749861e-02 -1.103774e-02 
 1.789630e-02 -1.103287e-02 
 1.829400e-02 -1.102814e-02 
 1.869169e-02 -1.102364e-02 
 1.908939e-02 -1.101936e-02 
 1.948709e-02 -1.101511e-02 
 1.988478e-02 -1.101068e-02 
 2.028248e-02 -1.100593e-02 
 2.068017e-02 -1.100094e-02 
 2.107787e-02 -1.099594e-02 
 2.147556e-02 -1.099120e-02 
 2.187326e-02 -1.098697e-02 
 2.227096e-02 -1.098337e-02 
 2.266865e-02 -1.098032e-02 
 2.306635e-02 -1.097767e-02 
 2.346404e-02 -1.097530e-02 
 2.386174e-02 -1.097322e-02 
 2.425943e-02 -1.097147e-02 
 2.465713e-02 -1.096999e-02 
 2.505482e-02 -1.096859e-02 
 2.545252e-02 -1.096705e-02 
 2.585022e-02 -1.096524e-02 
 2.624791e-02 -1.096310e-02 
 2.664561e-02 -1.096073e-02 
 2.704330e-02 -1.095831e-02 
 2.744100e-02 -1.095592e-02 
 2.783869e-02 -1.095351e-02 
 2.823639e-02 -1.095088e-02 
 2.863409e-02 -1.094785e-02 
 2.903178e-02 -1.094445e-02 
 2.942948e-02 -1.094079e-02 
 2.982717e-02 -1.093708e-02 
 3.022487e-02 -1.093356e-02 
 3.062256e-02 -1.093033e-02 
 3.102026e-02 -1.092743e-02 
 3.141795e-02 -1.092477e-02 
 3.181565e-02 -1.092227e-02 
 3.221335e-02 -1.092005e-02 
 3.261104e-02 -1.091823e-02 
 3.300874e-02 -1.091680e-02 
 3.340643e-02 -1.091563e-02 
 3.380413e-02 -1.091457e-02 
 3.420182e-02 -1.091351e-02 
 3.459952e-02 -1.091242e-02 
 3.499722e-02 -1.091133e-02 
 3.539491e-02 -1.091038e-02 
 3.579261e-02 -1.090969e-02 
 3.619030e-02 -1.090924e-02 
 3.658800e-02 -1.090888e-02 
 3.698569e-02 -1.090841e-02 
 3.738339e-02 -1.090766e-02 
 3.778108e-02 -1.090660e-02 
 3.817878e-02 -1.090529e-02 
 3.857648e-02 -1.090380e-02 
 3.897417e-02 -1.090215e-02 
 3.937187e-02 -1.090032e-02 
 3.976956e-02 -1.089828e-02 
 4.016726e-02 -1.089602e-02 
 4.056495e-02 -1.089370e-02 
 4.096265e-02 -1.089153e-02 
 4.136035e-02 -1.088975e-02 
 4.175804e-02 -1.088846e-02 
 4.215574e-02 -1.088764e-02 
 4.255343e-02 -1.088715e-02 
 4.295113e-02 -1.088684e-02 
 4.334882e-02 -1.088659e-02 
 4.374652e-02 -1.088639e-02 
 4.414421e-02 -1.088623e-02 
 4.454191e-02 -1.088608e-02 
 4.493961e-02 -1.088585e-02 
 4.533730e-02 -1.088546e-02 
 4.573500e-02 -1.088482e-02 
 4.613269e-02 -1.088397e-02 
 4.653039e-02 -1.088290e-02 
 4.692808e-02 -1.088159e-02 
 4.732578e-02 -1.088004e-02 
 4.772348e-02 -1.087828e-02 
 4.812117e-02 -1.087634e-02 
 4.851887e-02 -1.087430e-02 
 4.891656e-02 -1.087225e-02 
 4.931426e-02 -1.087034e-02 
 4.971195e-02 -1.086866e-02 
 5.010965e-02 -1.086714e-02 
 5.050734e-02 -1.086577e-02 
 5.090504e-02 -1.086451e-02 
 5.130274e-02 -1.086342e-02 
 5.170043e-02 -1.086256e-02 
 5.209813e-02 -1.086192e-02 
 5.249582e-02 -1.086143e-02 
 5.289352e-02 -1.086096e-02 
 5.329121e-02 -1.086039e-02 
 5.368891e-02 -1.085973e-02 
 5.408661e-02 -1.085915e-02 
 5.448430e-02 -1.085894e-02 
 5.488200e-02 -1.085930e-02 
 5.527969e-02 -1.086018e-02 
 5.567739e-02 -1.086133e-02 
 5.607508e-02 -1.086258e-02 
 5.647278e-02 -1.086371e-02 
 5.687047e-02 -1.086466e-02 
 5.726817e-02 -1.086550e-02 
 5.766587e-02 -1.086635e-02 
 5.806356e-02 -1.086723e-02 
 5.846126e-02 -1.086798e-02 
 5.885895e-02 -1.086839e-02 
 5.925665e-02 -1.086834e-02 
 5.965434e-02 -1.086778e-02 
 6.005204e-02 -1.086678e-02 
 6.044974e-02 -1.086551e-02 
 6.084743e-02 -1.086416e-02 
 6.124513e-02 -1.086288e-02 
 6.164282e-02 -1.086164e-02 
 6.204052e-02 -1.086042e-02 
 6.243821e-02 -1.085929e-02 
 6.283591e-02 -1.085845e-02 
 6.323360e-02 -1.085807e-02 
 6.363130e-02 -1.085821e-02 
 6.402900e-02 -1.085883e-02 
 6.442669e-02 -1.085978e-02 
 6.482439e-02 -1.086088e-02 
