         time tiltx_up_s... 
------------- ------------- 
 1.272270e-04  5.387773e-03 
 4.452944e-04  5.388757e-03 
 7.633619e-04  5.391160e-03 
 1.081429e-03  5.393481e-03 
 1.399497e-03  5.395721e-03 
 1.717564e-03  5.397870e-03 
 2.035632e-03  5.399742e-03 
 2.353699e-03  5.399707e-03 
 2.671767e-03  5.393726e-03 
 2.989834e-03  5.382658e-03 
 3.307902e-03  5.374514e-03 
 3.625969e-03  5.369866e-03 
 3.944036e-03  5.365897e-03 
 4.262104e-03  5.360917e-03 
 4.580171e-03  5.353101e-03 
 4.898239e-03  5.341755e-03 
 5.216306e-03  5.324126e-03 
 5.534374e-03  5.302378e-03 
 5.852441e-03  5.280696e-03 
 6.170509e-03  5.265071e-03 
 6.488576e-03  5.261639e-03 
 6.806644e-03  5.270260e-03 
 7.124711e-03  5.288347e-03 
 7.442778e-03  5.314483e-03 
 7.760846e-03  5.346701e-03 
 8.078913e-03  5.384650e-03 
 8.396981e-03  5.426627e-03 
 8.715048e-03  5.478451e-03 
 9.033116e-03  5.543577e-03 
 9.351183e-03  5.620986e-03 
 9.669251e-03  5.711644e-03 
 9.987318e-03  5.817014e-03 
 1.030539e-02  5.937300e-03 
 1.062345e-02  6.072122e-03 
 1.094152e-02  6.221060e-03 
 1.125959e-02  6.381506e-03 
 1.157766e-02  6.552679e-03 
 1.189572e-02  6.734418e-03 
 1.221379e-02  6.927943e-03 
 1.253186e-02  7.132171e-03 
 1.284993e-02  7.347113e-03 
 1.316799e-02  7.571090e-03 
 1.348606e-02  7.800876e-03 
 1.380413e-02  8.031469e-03 
 1.412219e-02  8.260827e-03 
 1.444026e-02  8.491331e-03 
 1.475833e-02  8.726377e-03 
 1.507640e-02  8.967280e-03 
 1.539446e-02  9.214547e-03 
 1.571253e-02  9.466859e-03 
 1.603060e-02  9.722576e-03 
 1.634867e-02  9.981678e-03 
 1.666673e-02  1.024129e-02 
 1.698480e-02  1.049744e-02 
 1.730287e-02  1.074890e-02 
 1.762094e-02  1.099796e-02 
 1.793900e-02  1.124302e-02 
 1.825707e-02  1.148242e-02 
 1.857514e-02  1.171525e-02 
 1.889321e-02  1.194141e-02 
 1.921127e-02  1.215954e-02 
 1.952934e-02  1.236980e-02 
 1.984741e-02  1.257279e-02 
 2.016548e-02  1.276665e-02 
 2.048354e-02  1.294590e-02 
 2.080161e-02  1.310995e-02 
 2.111968e-02  1.326053e-02 
 2.143775e-02  1.339573e-02 
 2.175581e-02  1.351560e-02 
 2.207388e-02  1.361973e-02 
 2.239195e-02  1.370518e-02 
 2.271002e-02  1.377073e-02 
 2.302808e-02  1.381538e-02 
 2.334615e-02  1.383649e-02 
 2.366422e-02  1.383455e-02 
 2.398229e-02  1.381078e-02 
 2.430035e-02  1.376835e-02 
 2.461842e-02  1.370744e-02 
 2.493649e-02  1.362435e-02 
 2.525456e-02  1.351871e-02 
 2.557262e-02  1.338922e-02 
 2.589069e-02  1.323607e-02 
 2.620876e-02  1.305982e-02 
 2.652683e-02  1.286243e-02 
 2.684489e-02  1.264391e-02 
 2.716296e-02  1.240632e-02 
 2.748103e-02  1.215452e-02 
 2.779910e-02  1.189209e-02 
 2.811716e-02  1.161686e-02 
 2.843523e-02  1.132716e-02 
 2.875330e-02  1.102135e-02 
 2.907137e-02  1.069960e-02 
 2.938943e-02  1.036276e-02 
 2.970750e-02  1.001376e-02 
 3.002557e-02  9.654738e-03 
 3.034364e-02  9.287546e-03 
 3.066170e-02  8.913381e-03 
 3.097977e-02  8.534554e-03 
 3.129784e-02  8.150138e-03 
 3.161590e-02  7.755768e-03 
 3.193397e-02  7.353146e-03 
 3.225204e-02  6.943660e-03 
 3.257011e-02  6.531368e-03 
 3.288817e-02  6.123408e-03 
 3.320624e-02  5.720571e-03 
 3.352431e-02  5.322488e-03 
 3.384238e-02  4.930967e-03 
 3.416044e-02  4.547921e-03 
 3.447851e-02  4.174164e-03 
 3.479658e-02  3.806797e-03 
 3.511465e-02  3.445717e-03 
 3.543271e-02  3.094642e-03 
 3.575078e-02  2.753411e-03 
 3.606885e-02  2.421847e-03 
 3.638692e-02  2.098506e-03 
 3.670498e-02  1.784556e-03 
 3.702305e-02  1.483076e-03 
 3.734112e-02  1.198101e-03 
 3.765919e-02  9.321412e-04 
 3.797725e-02  6.839907e-04 
 3.829532e-02  4.518511e-04 
 3.861339e-02  2.370834e-04 
 3.893146e-02  4.111253e-05 
 3.924952e-02 -1.356140e-04 
 3.956759e-02 -2.930220e-04 
 3.988566e-02 -4.328631e-04 
 4.020373e-02 -5.566645e-04 
 4.052179e-02 -6.659553e-04 
 4.083986e-02 -7.642894e-04 
 4.115793e-02 -8.553529e-04 
 4.147600e-02 -9.412196e-04 
 4.179406e-02 -1.020077e-03 
 4.211213e-02 -1.086961e-03 
