         time cstav() (F... 
------------- ------------- 
 6.361349e-05 -3.864518e-01 
 3.816809e-04 -3.634932e-01 
 6.997484e-04 -3.437155e-01 
 1.017816e-03 -3.310944e-01 
 1.335883e-03 -3.214756e-01 
 1.653951e-03 -3.123446e-01 
 1.972018e-03 -3.037655e-01 
 2.290086e-03 -2.963507e-01 
 2.608153e-03 -2.888054e-01 
 2.926221e-03 -2.818631e-01 
 3.244288e-03 -2.764167e-01 
 3.562355e-03 -2.670558e-01 
 3.880423e-03 -2.550726e-01 
 4.198490e-03 -2.412024e-01 
 4.516558e-03 -2.234634e-01 
 4.834625e-03 -2.041426e-01 
 5.152693e-03 -1.846952e-01 
 5.470760e-03 -1.674198e-01 
 5.788828e-03 -1.508494e-01 
 6.106895e-03 -1.346570e-01 
 6.424963e-03 -1.200764e-01 
 6.743030e-03 -1.074076e-01 
 7.061097e-03 -9.667556e-02 
 7.379165e-03 -8.731722e-02 
 7.697232e-03 -7.722082e-02 
 8.015300e-03 -6.561542e-02 
 8.333367e-03 -5.167767e-02 
 8.651435e-03 -3.576193e-02 
 8.969502e-03 -1.877060e-02 
 9.287570e-03 -5.983509e-03 
 9.605637e-03  1.203596e-03 
 9.923705e-03  1.156585e-02 
 1.024177e-02  3.194089e-02 
 1.055984e-02  4.753210e-02 
 1.087791e-02  4.322775e-02 
 1.119597e-02  3.255751e-02 
 1.151404e-02  3.172380e-02 
 1.183211e-02  3.422904e-02 
 1.215018e-02  4.264445e-02 
 1.246824e-02  5.496641e-02 
 1.278631e-02  6.319863e-02 
 1.310438e-02  7.228038e-02 
 1.342245e-02  7.760110e-02 
 1.374051e-02  7.937295e-02 
 1.405858e-02  7.951472e-02 
 1.437665e-02  7.557377e-02 
 1.469472e-02  7.026434e-02 
 1.501278e-02  6.074802e-02 
 1.533085e-02  4.634254e-02 
 1.564892e-02  3.496557e-02 
 1.596699e-02  3.120824e-02 
 1.628505e-02  2.840589e-02 
 1.660312e-02  2.426604e-02 
 1.692119e-02  1.888400e-02 
 1.723926e-02  1.292251e-02 
 1.755732e-02  7.821081e-03 
 1.787539e-02  3.610183e-03 
 1.819346e-02  2.581504e-03 
 1.851153e-02  4.510425e-05 
 1.882959e-02 -5.565506e-03 
 1.914766e-02 -1.572862e-02 
 1.946573e-02 -2.835319e-02 
 1.978380e-02 -3.869478e-02 
 2.010186e-02 -4.380894e-02 
 2.041993e-02 -5.602843e-02 
 2.073800e-02 -7.154651e-02 
 2.105607e-02 -8.587510e-02 
 2.137413e-02 -9.205433e-02 
 2.169220e-02 -9.375581e-02 
 2.201027e-02 -9.723408e-02 
 2.232834e-02 -1.000573e-01 
 2.264640e-02 -1.035406e-01 
 2.296447e-02 -1.151778e-01 
 2.328254e-02 -1.262562e-01 
 2.360061e-02 -1.367852e-01 
 2.391867e-02 -1.488105e-01 
 2.423674e-02 -1.546714e-01 
 2.455481e-02 -1.585796e-01 
 2.487287e-02 -1.636454e-01 
 2.519094e-02 -1.726763e-01 
 2.550901e-02 -1.867661e-01 
 2.582708e-02 -1.908448e-01 
 2.614514e-02 -1.940963e-01 
 2.646321e-02 -2.024092e-01 
 2.678128e-02 -2.092921e-01 
 2.709935e-02 -2.143828e-01 
 2.741741e-02 -2.127785e-01 
 2.773548e-02 -2.059426e-01 
 2.805355e-02 -2.004432e-01 
 2.837162e-02 -1.971835e-01 
 2.868968e-02 -1.956852e-01 
 2.900775e-02 -1.958779e-01 
 2.932582e-02 -1.957119e-01 
 2.964389e-02 -1.902428e-01 
 2.996195e-02 -1.807591e-01 
 3.028002e-02 -1.824645e-01 
 3.059809e-02 -1.933014e-01 
 3.091616e-02 -1.973987e-01 
 3.123422e-02 -1.942903e-01 
 3.155229e-02 -1.881705e-01 
 3.187036e-02 -1.826364e-01 
 3.218843e-02 -1.800042e-01 
 3.250649e-02 -1.768667e-01 
 3.282456e-02 -1.765508e-01 
 3.314263e-02 -1.783579e-01 
 3.346070e-02 -1.766806e-01 
 3.377876e-02 -1.733171e-01 
 3.409683e-02 -1.694361e-01 
 3.441490e-02 -1.642912e-01 
 3.473297e-02 -1.676889e-01 
 3.505103e-02 -1.825600e-01 
 3.536910e-02 -2.034833e-01 
 3.568717e-02 -2.154212e-01 
 3.600524e-02 -2.196348e-01 
 3.632330e-02 -2.265672e-01 
 3.664137e-02 -2.368936e-01 
 3.695944e-02 -2.400490e-01 
 3.727751e-02 -2.427652e-01 
 3.759557e-02 -2.491876e-01 
 3.791364e-02 -2.579225e-01 
 3.823171e-02 -2.748424e-01 
 3.854978e-02 -2.947551e-01 
 3.886784e-02 -3.151066e-01 
 3.918591e-02 -3.335923e-01 
 3.950398e-02 -3.483769e-01 
 3.982205e-02 -3.612740e-01 
 4.014011e-02 -3.811927e-01 
 4.045818e-02 -4.118526e-01 
 4.077625e-02 -4.358128e-01 
 4.109431e-02 -4.490750e-01 
 4.141238e-02 -4.622008e-01 
 4.173045e-02 -4.783916e-01 
 4.204852e-02 -4.983223e-01 
 4.236658e-02 -5.226822e-01 
 4.268465e-02 -5.490994e-01 
 4.300272e-02 -5.758985e-01 
 4.332079e-02 -6.011985e-01 
 4.363885e-02 -6.227082e-01 
 4.395692e-02 -6.432505e-01 
 4.427499e-02 -6.624791e-01 
 4.459306e-02 -6.786337e-01 
 4.491112e-02 -6.984835e-01 
 4.522919e-02 -7.201283e-01 
 4.554726e-02 -7.321729e-01 
 4.586533e-02 -7.369308e-01 
 4.618339e-02 -7.470362e-01 
 4.650146e-02 -7.637142e-01 
 4.681953e-02 -7.793470e-01 
 4.713760e-02 -7.927350e-01 
 4.745566e-02 -8.128983e-01 
 4.777373e-02 -8.340316e-01 
 4.809180e-02 -8.512370e-01 
 4.840987e-02 -8.637108e-01 
 4.872793e-02 -8.686580e-01 
 4.904600e-02 -8.674777e-01 
 4.936407e-02 -8.653891e-01 
 4.968214e-02 -8.617160e-01 
 5.000020e-02 -8.636578e-01 
 5.031827e-02 -8.776772e-01 
 5.063634e-02 -8.906661e-01 
 5.095441e-02 -8.954426e-01 
 5.127247e-02 -8.965856e-01 
 5.159054e-02 -9.009776e-01 
 5.190861e-02 -9.060797e-01 
 5.222668e-02 -9.123435e-01 
 5.254474e-02 -9.202932e-01 
 5.286281e-02 -9.213782e-01 
 5.318088e-02 -9.176741e-01 
 5.349895e-02 -9.115606e-01 
 5.381701e-02 -9.047729e-01 
 5.413508e-02 -9.009829e-01 
 5.445315e-02 -8.984989e-01 
 5.477122e-02 -8.961287e-01 
 5.508928e-02 -8.964637e-01 
 5.540735e-02 -8.920179e-01 
 5.572542e-02 -8.839942e-01 
 5.604349e-02 -8.811625e-01 
 5.636155e-02 -8.809122e-01 
 5.667962e-02 -8.755628e-01 
 5.699769e-02 -8.656049e-01 
 5.731576e-02 -8.600089e-01 
 5.763382e-02 -8.600686e-01 
 5.795189e-02 -8.574532e-01 
 5.826996e-02 -8.513145e-01 
 5.858802e-02 -8.468694e-01 
 5.890609e-02 -8.432099e-01 
 5.922416e-02 -8.419779e-01 
 5.954223e-02 -8.442396e-01 
 5.986029e-02 -8.473096e-01 
 6.017836e-02 -8.510362e-01 
 6.049643e-02 -8.497998e-01 
 6.081450e-02 -8.415425e-01 
 6.113256e-02 -8.285089e-01 
 6.145063e-02 -8.192770e-01 
 6.176870e-02 -8.177266e-01 
 6.208677e-02 -8.224220e-01 
 6.240483e-02 -8.344987e-01 
 6.272290e-02 -8.463956e-01 
 6.304097e-02 -8.521358e-01 
