         time bulge_top_... 
------------- ------------- 
 1.908405e-04  1.044574e-02 
 5.089079e-04  1.043977e-02 
 8.269754e-04  1.043192e-02 
 1.145043e-03  1.042697e-02 
 1.463110e-03  1.042229e-02 
 1.781178e-03  1.041954e-02 
 2.099245e-03  1.042300e-02 
 2.417313e-03  1.044968e-02 
 2.735380e-03  1.049180e-02 
 3.053448e-03  1.053295e-02 
 3.371515e-03  1.067443e-02 
 3.689582e-03  1.097768e-02 
 4.007650e-03  1.134209e-02 
 4.325717e-03  1.167239e-02 
 4.643785e-03  1.196185e-02 
 4.961852e-03  1.214874e-02 
 5.279920e-03  1.212765e-02 
 5.597987e-03  1.197566e-02 
 5.916055e-03  1.169453e-02 
 6.234122e-03  1.122646e-02 
 6.552190e-03  1.056234e-02 
 6.870257e-03  9.653450e-03 
 7.188324e-03  8.546211e-03 
 7.506392e-03  7.325701e-03 
 7.824459e-03  6.090647e-03 
 8.142527e-03  4.808716e-03 
 8.460594e-03  3.339004e-03 
 8.778662e-03  2.201660e-03 
 9.096729e-03  1.646036e-03 
 9.414797e-03  1.299481e-03 
 9.732864e-03  1.257291e-03 
 1.005093e-02  1.379472e-03 
 1.036900e-02  1.874982e-03 
 1.068707e-02  1.967904e-03 
 1.100513e-02  1.544512e-03 
 1.132320e-02  9.084424e-04 
 1.164127e-02 -1.476114e-04 
 1.195934e-02 -2.370732e-03 
 1.227740e-02 -4.296801e-03 
 1.259547e-02 -6.104577e-03 
 1.291354e-02 -7.575206e-03 
 1.323161e-02 -7.770287e-03 
 1.354967e-02 -7.110754e-03 
 1.386774e-02 -5.973269e-03 
 1.418581e-02 -3.509618e-03 
 1.450388e-02 -7.769376e-04 
 1.482194e-02  1.923281e-03 
 1.514001e-02  3.382607e-03 
 1.545808e-02  4.599873e-03 
 1.577615e-02  6.322447e-03 
 1.609421e-02  8.132205e-03 
 1.641228e-02  9.318157e-03 
 1.673035e-02  1.020675e-02 
 1.704842e-02  1.072600e-02 
 1.736648e-02  1.136738e-02 
 1.768455e-02  1.049019e-02 
 1.800262e-02  9.155645e-03 
 1.832069e-02  7.173860e-03 
 1.863875e-02  4.542767e-03 
 1.895682e-02  9.293205e-04 
 1.927489e-02 -2.835522e-03 
 1.959296e-02 -6.494430e-03 
 1.991102e-02 -9.176258e-03 
 2.022909e-02 -1.032810e-02 
 2.054716e-02 -1.127231e-02 
 2.086522e-02 -1.038761e-02 
 2.118329e-02 -8.849621e-03 
 2.150136e-02 -5.789835e-03 
 2.181943e-02 -6.616955e-04 
 2.213749e-02  3.758982e-03 
 2.245556e-02  7.722639e-03 
 2.277363e-02  1.231819e-02 
 2.309170e-02  1.546966e-02 
 2.340976e-02  2.021818e-02 
 2.372783e-02  2.677896e-02 
 2.404590e-02  3.250849e-02 
 2.436397e-02  3.629169e-02 
 2.468203e-02  4.372751e-02 
 2.500010e-02  4.674414e-02 
 2.531817e-02  4.940589e-02 
 2.563624e-02  4.987851e-02 
 2.595430e-02  4.755314e-02 
 2.627237e-02  4.407375e-02 
 2.659044e-02  4.036939e-02 
 2.690851e-02  3.483050e-02 
 2.722657e-02  3.253872e-02 
 2.754464e-02  3.098507e-02 
 2.786271e-02  2.981525e-02 
 2.818078e-02  2.795223e-02 
 2.849884e-02  2.968043e-02 
 2.881691e-02  3.076662e-02 
 2.913498e-02  3.139046e-02 
 2.945305e-02  3.269820e-02 
 2.977111e-02  3.359250e-02 
 3.008918e-02  3.394723e-02 
 3.040725e-02  3.396763e-02 
 3.072532e-02  3.511330e-02 
 3.104338e-02  3.654096e-02 
 3.136145e-02  3.880311e-02 
 3.167952e-02  4.143456e-02 
 3.199759e-02  4.339116e-02 
 3.231565e-02  4.361299e-02 
 3.263372e-02  4.584748e-02 
 3.295179e-02  4.645511e-02 
 3.326986e-02  4.846423e-02 
 3.358792e-02  4.977288e-02 
 3.390599e-02  5.101886e-02 
 3.422406e-02  5.427282e-02 
 3.454213e-02  5.570767e-02 
 3.486019e-02  5.610737e-02 
 3.517826e-02  5.716163e-02 
 3.549633e-02  5.789937e-02 
 3.581440e-02  5.657322e-02 
 3.613246e-02  5.351759e-02 
 3.645053e-02  4.788665e-02 
 3.676860e-02  4.185649e-02 
 3.708667e-02  3.354611e-02 
 3.740473e-02  2.518469e-02 
 3.772280e-02  1.821747e-02 
 3.804087e-02  1.302008e-02 
 3.835893e-02  8.165656e-03 
 3.867700e-02  3.514627e-03 
 3.899507e-02  1.010491e-03 
 3.931314e-02 -1.706257e-03 
 3.963120e-02 -1.227673e-03 
 3.994927e-02 -1.572506e-03 
 4.026734e-02 -9.308231e-04 
 4.058541e-02  2.274916e-03 
 4.090347e-02  6.093820e-03 
 4.122154e-02  1.006971e-02 
 4.153961e-02  1.429531e-02 
 4.185768e-02  1.730443e-02 
 4.217574e-02  2.063559e-02 
 4.249381e-02  2.340508e-02 
 4.281188e-02  2.555192e-02 
 4.312995e-02  2.858562e-02 
 4.344801e-02  3.092468e-02 
 4.376608e-02  3.332434e-02 
 4.408415e-02  3.337290e-02 
 4.440222e-02  3.338797e-02 
 4.472028e-02  3.192176e-02 
 4.503835e-02  2.997050e-02 
 4.535642e-02  2.799931e-02 
 4.567449e-02  2.563215e-02 
 4.599255e-02  2.212845e-02 
 4.631062e-02  1.883449e-02 
 4.662869e-02  1.378677e-02 
