         time tilt_up_se... 
------------- ------------- 
 3.230769e-04  9.675879e-03 
 7.269230e-04  9.670476e-03 
 1.130769e-03  9.653028e-03 
 1.534615e-03  9.623418e-03 
 1.938461e-03  9.581570e-03 
 2.342307e-03  9.526511e-03 
 2.746153e-03  9.456568e-03 
 3.149999e-03  9.374488e-03 
 3.553846e-03  9.283895e-03 
 3.957692e-03  9.183719e-03 
 4.361538e-03  9.073084e-03 
 4.765384e-03  8.951214e-03 
 5.169230e-03  8.817951e-03 
 5.573076e-03  8.670965e-03 
 5.976922e-03  8.510728e-03 
 6.380768e-03  8.344841e-03 
 6.784614e-03  8.178373e-03 
 7.188460e-03  8.011311e-03 
 7.592306e-03  7.843509e-03 
 7.996153e-03  7.675231e-03 
 8.399999e-03  7.505054e-03 
 8.803845e-03  7.331045e-03 
 9.207691e-03  7.154623e-03 
 9.611537e-03  6.977037e-03 
 1.001538e-02  6.798715e-03 
 1.041923e-02  6.619752e-03 
 1.082308e-02  6.438817e-03 
 1.122692e-02  6.255654e-03 
 1.163077e-02  6.069536e-03 
 1.203461e-02  5.880615e-03 
 1.243846e-02  5.689596e-03 
 1.284231e-02  5.499623e-03 
 1.324615e-02  5.311663e-03 
 1.365000e-02  5.124914e-03 
 1.405384e-02  4.940448e-03 
 1.445769e-02  4.757802e-03 
 1.486154e-02  4.572150e-03 
 1.526538e-02  4.381354e-03 
 1.566923e-02  4.186602e-03 
 1.607307e-02  3.989535e-03 
 1.647692e-02  3.788510e-03 
 1.688077e-02  3.583372e-03 
 1.728461e-02  3.377079e-03 
 1.768846e-02  3.173606e-03 
 1.809230e-02  2.972206e-03 
 1.849615e-02  2.769702e-03 
 1.890000e-02  2.565718e-03 
 1.930384e-02  2.359265e-03 
 1.970769e-02  2.149897e-03 
 2.011154e-02  1.939013e-03 
 2.051538e-02  1.731197e-03 
 2.091923e-02  1.530853e-03 
 2.132307e-02  1.337080e-03 
 2.172692e-02  1.146477e-03 
 2.213077e-02  9.574768e-04 
 2.253461e-02  7.719207e-04 
 2.293846e-02  5.909842e-04 
 2.334230e-02  4.148923e-04 
 2.374615e-02  2.463538e-04 
 2.415000e-02  8.379426e-05 
 2.455384e-02 -7.492267e-05 
 2.495769e-02 -2.301062e-04 
 2.536153e-02 -3.807509e-04 
 2.576538e-02 -5.264832e-04 
 2.616923e-02 -6.668450e-04 
 2.657307e-02 -7.997963e-04 
 2.697692e-02 -9.238861e-04 
 2.738076e-02 -1.039376e-03 
 2.778461e-02 -1.146617e-03 
 2.818846e-02 -1.246459e-03 
 2.859230e-02 -1.337652e-03 
 2.899615e-02 -1.421050e-03 
 2.940000e-02 -1.498231e-03 
 2.980384e-02 -1.567998e-03 
 3.020769e-02 -1.629398e-03 
 3.061153e-02 -1.681011e-03 
 3.101538e-02 -1.723659e-03 
 3.141923e-02 -1.759915e-03 
 3.182307e-02 -1.789935e-03 
 3.222692e-02 -1.814516e-03 
 3.263076e-02 -1.836829e-03 
 3.303461e-02 -1.859495e-03 
 3.343846e-02 -1.879043e-03 
 3.384230e-02 -1.892060e-03 
 3.424615e-02 -1.897207e-03 
 3.464999e-02 -1.891868e-03 
 3.505384e-02 -1.875437e-03 
 3.545769e-02 -1.849898e-03 
 3.586153e-02 -1.817335e-03 
 3.626538e-02 -1.780087e-03 
 3.666922e-02 -1.738431e-03 
 3.707307e-02 -1.690446e-03 
 3.747692e-02 -1.633449e-03 
 3.788076e-02 -1.568363e-03 
 3.828461e-02 -1.497419e-03 
 3.868846e-02 -1.421821e-03 
 3.909230e-02 -1.341958e-03 
 3.949615e-02 -1.255187e-03 
