         time Top_Quarte... 
------------- ------------- 
 3.230769e-04 -2.218809e-04 
 7.269230e-04 -2.057292e-04 
 1.130769e-03 -1.894229e-04 
 1.534615e-03 -1.729724e-04 
 1.938461e-03 -1.563885e-04 
 2.342307e-03 -1.396976e-04 
 2.746153e-03 -1.229323e-04 
 3.149999e-03 -1.060661e-04 
 3.553846e-03 -8.907384e-05 
 3.957692e-03 -7.196577e-05 
 4.361538e-03 -5.475106e-05 
 4.765384e-03 -3.744106e-05 
 5.169230e-03 -2.004538e-05 
 5.573076e-03 -2.574966e-06 
 5.976922e-03  1.495939e-05 
 6.380768e-03  3.255375e-05 
 6.784614e-03  5.019543e-05 
 7.188460e-03  6.788314e-05 
 7.592306e-03  8.561090e-05 
 7.996153e-03  1.033666e-04 
 8.399999e-03  1.211216e-04 
 8.803845e-03  1.388614e-04 
 9.207691e-03  1.566079e-04 
 9.611537e-03  1.743810e-04 
 1.001538e-02  1.921814e-04 
 1.041923e-02  2.100013e-04 
 1.082308e-02  2.278263e-04 
 1.122692e-02  2.456433e-04 
 1.163077e-02  2.634342e-04 
 1.203461e-02  2.811808e-04 
 1.243846e-02  2.988616e-04 
 1.284231e-02  3.164649e-04 
 1.324615e-02  3.339625e-04 
 1.365000e-02  3.513350e-04 
 1.405384e-02  3.685917e-04 
 1.445769e-02  3.857450e-04 
 1.486154e-02  4.027853e-04 
 1.526538e-02  4.196981e-04 
 1.566923e-02  4.364721e-04 
 1.607307e-02  4.530996e-04 
 1.647692e-02  4.695734e-04 
 1.688077e-02  4.858838e-04 
 1.728461e-02  5.020235e-04 
 1.768846e-02  5.179927e-04 
 1.809230e-02  5.337807e-04 
 1.849615e-02  5.493871e-04 
 1.890000e-02  5.648129e-04 
 1.930384e-02  5.800431e-04 
 1.970769e-02  5.950729e-04 
 2.011154e-02  6.099157e-04 
 2.051538e-02  6.245822e-04 
 2.091923e-02  6.390636e-04 
 2.132307e-02  6.533526e-04 
 2.172692e-02  6.674296e-04 
 2.213077e-02  6.812811e-04 
 2.253461e-02  6.949102e-04 
 2.293846e-02  7.083235e-04 
 2.334230e-02  7.215224e-04 
 2.374615e-02  7.345282e-04 
 2.415000e-02  7.473382e-04 
 2.455384e-02  7.599457e-04 
 2.495769e-02  7.723504e-04 
 2.536153e-02  7.845588e-04 
 2.576538e-02  7.965657e-04 
 2.616923e-02  8.083527e-04 
 2.657307e-02  8.199018e-04 
 2.697692e-02  8.312019e-04 
 2.738076e-02  8.422585e-04 
 2.778461e-02  8.530794e-04 
 2.818846e-02  8.636561e-04 
 2.859230e-02  8.739911e-04 
 2.899615e-02  8.840810e-04 
 2.940000e-02  8.939140e-04 
 2.980384e-02  9.034809e-04 
 3.020769e-02  9.127588e-04 
 3.061153e-02  9.217389e-04 
 3.101538e-02  9.304419e-04 
 3.141923e-02  9.388856e-04 
 3.182307e-02  9.470710e-04 
 3.222692e-02  9.549906e-04 
 3.263076e-02  9.626476e-04 
 3.303461e-02  9.700401e-04 
 3.343846e-02  9.771615e-04 
 3.384230e-02  9.840103e-04 
 3.424615e-02  9.905619e-04 
 3.464999e-02  9.967960e-04 
 3.505384e-02  1.002701e-03 
 3.545769e-02  1.008272e-03 
 3.586153e-02  1.013523e-03 
 3.626538e-02  1.018465e-03 
 3.666922e-02  1.023111e-03 
 3.707307e-02  1.027464e-03 
 3.747692e-02  1.031534e-03 
 3.788076e-02  1.035326e-03 
 3.828461e-02  1.038837e-03 
 3.868846e-02  1.042063e-03 
 3.909230e-02  1.044991e-03 
 3.949615e-02  1.047615e-03 
 3.989999e-02  1.049939e-03 
 4.030384e-02  1.051973e-03 
 4.070769e-02  1.053724e-03 
 4.111153e-02  1.055177e-03 
 4.151538e-02  1.056333e-03 
 4.191922e-02  1.057215e-03 
 4.232307e-02  1.057835e-03 
 4.272692e-02  1.058177e-03 
 4.313076e-02  1.058226e-03 
 4.353461e-02  1.057976e-03 
 4.393845e-02  1.057425e-03 
 4.434230e-02  1.056571e-03 
 4.474615e-02  1.055412e-03 
 4.514999e-02  1.053954e-03 
 4.555384e-02  1.052198e-03 
 4.595768e-02  1.050143e-03 
 4.636153e-02  1.047792e-03 
 4.676538e-02  1.045152e-03 
 4.716922e-02  1.042228e-03 
 4.757307e-02  1.039018e-03 
 4.797692e-02  1.035520e-03 
 4.838076e-02  1.031727e-03 
 4.878461e-02  1.027623e-03 
 4.918845e-02  1.023194e-03 
 4.959230e-02  1.018437e-03 
 4.999615e-02  1.013350e-03 
 5.039999e-02  1.007943e-03 
 5.080384e-02  1.002216e-03 
 5.120768e-02  9.961714e-04 
 5.161153e-02  9.898026e-04 
 5.201538e-02  9.831148e-04 
 5.241922e-02  9.761260e-04 
 5.282307e-02  9.688662e-04 
 5.322691e-02  9.613483e-04 
 5.363076e-02  9.535623e-04 
 5.403461e-02  9.455022e-04 
 5.443845e-02  9.371580e-04 
 5.484230e-02  9.285287e-04 
 5.524614e-02  9.196110e-04 
 5.564999e-02  9.104084e-04 
 5.605384e-02  9.009169e-04 
 5.645768e-02  8.911315e-04 
 5.686153e-02  8.810769e-04 
 5.726538e-02  8.707836e-04 
 5.766922e-02  8.602656e-04 
 5.807307e-02  8.495335e-04 
 5.847691e-02  8.385914e-04 
 5.888076e-02  8.274318e-04 
 5.928461e-02  8.160461e-04 
 5.968845e-02  8.044363e-04 
 6.009230e-02  7.926145e-04 
 6.049614e-02  7.805928e-04 
 6.089999e-02  7.683798e-04 
 6.130384e-02  7.559905e-04 
 6.170768e-02  7.434501e-04 
 6.211153e-02  7.307775e-04 
 6.251537e-02  7.179722e-04 
 6.291922e-02  7.050230e-04 
 6.332307e-02  6.919355e-04 
 6.372691e-02  6.787203e-04 
 6.413076e-02  6.653831e-04 
 6.453460e-02  6.519239e-04 
 6.493845e-02  6.383405e-04 
 6.534230e-02  6.246316e-04 
 6.574614e-02  6.108089e-04 
 6.614999e-02  5.968823e-04 
 6.655384e-02  5.828680e-04 
 6.695768e-02  5.687915e-04 
 6.736153e-02  5.546633e-04 
 6.776537e-02  5.404934e-04 
 6.816922e-02  5.263013e-04 
 6.857307e-02  5.120865e-04 
 6.897691e-02  4.978356e-04 
 6.938076e-02  4.835493e-04 
 6.978460e-02  4.692238e-04 
 7.018845e-02  4.548543e-04 
 7.059230e-02  4.404444e-04 
 7.099614e-02  4.260085e-04 
 7.139999e-02  4.115669e-04 
 7.180383e-02  3.971370e-04 
 7.220768e-02  3.827379e-04 
 7.261153e-02  3.683728e-04 
 7.301537e-02  3.540522e-04 
 7.341922e-02  3.397931e-04 
 7.382306e-02  3.255899e-04 
 7.422691e-02  3.114670e-04 
 7.463076e-02  2.974509e-04 
 7.503460e-02  2.835564e-04 
 7.543845e-02  2.697693e-04 
 7.584230e-02  2.560814e-04 
 7.624614e-02  2.425070e-04 
 7.664999e-02  2.290551e-04 
 7.705383e-02  2.157351e-04 
 7.745768e-02  2.025478e-04 
 7.786153e-02  1.894940e-04 
 7.826537e-02  1.765633e-04 
 7.866922e-02  1.637514e-04 
 7.907306e-02  1.510713e-04 
 7.947691e-02  1.385415e-04 
 7.988076e-02  1.261677e-04 
 8.028460e-02  1.139473e-04 
 8.068845e-02  1.018881e-04 
 8.109229e-02  9.000194e-05 
 8.149614e-02  7.829454e-05 
 8.189999e-02  6.676334e-05 
 8.230383e-02  5.540986e-05 
 8.270768e-02  4.422339e-05 
 8.311152e-02  3.319131e-05 
 8.351537e-02  2.230826e-05 
 8.391922e-02  1.157176e-05 
 8.432306e-02  9.935562e-07 
 8.472691e-02 -9.426426e-06 
 8.513076e-02 -1.967964e-05 
 8.553460e-02 -2.975551e-05 
 8.593845e-02 -3.964874e-05 
 8.634229e-02 -4.936731e-05 
 8.674614e-02 -5.892129e-05 
 8.714999e-02 -6.830880e-05 
 8.755383e-02 -7.752574e-05 
 8.795768e-02 -8.656404e-05 
 8.836152e-02 -9.540526e-05 
 8.876537e-02 -1.040298e-04 
 8.916922e-02 -1.124266e-04 
 8.957306e-02 -1.205905e-04 
 8.997691e-02 -1.285164e-04 
 9.038075e-02 -1.362084e-04 
 9.078460e-02 -1.436786e-04 
 9.118845e-02 -1.509224e-04 
 9.159229e-02 -1.579425e-04 
 9.199614e-02 -1.647541e-04 
 9.239998e-02 -1.713603e-04 
 9.280383e-02 -1.777542e-04 
 9.320768e-02 -1.839184e-04 
 9.361152e-02 -1.898370e-04 
 9.401537e-02 -1.954985e-04 
