         time tiltx_low_... 
------------- ------------- 
 6.361349e-05  2.469421e-02 
 3.816809e-04  2.468294e-02 
 6.997484e-04  2.462781e-02 
 1.017816e-03  2.457468e-02 
 1.335883e-03  2.452359e-02 
 1.653951e-03  2.447455e-02 
 1.972018e-03  2.442757e-02 
 2.290086e-03  2.438262e-02 
 2.608153e-03  2.434056e-02 
 2.926221e-03  2.430734e-02 
 3.244288e-03  2.428928e-02 
 3.562355e-03  2.427644e-02 
 3.880423e-03  2.426151e-02 
 4.198490e-03  2.424868e-02 
 4.516558e-03  2.423823e-02 
 4.834625e-03  2.423697e-02 
 5.152693e-03  2.424712e-02 
 5.470760e-03  2.426564e-02 
 5.788828e-03  2.428211e-02 
 6.106895e-03  2.428815e-02 
 6.424963e-03  2.427119e-02 
 6.743030e-03  2.422608e-02 
 7.061097e-03  2.415496e-02 
 7.379165e-03  2.406184e-02 
 7.697232e-03  2.395050e-02 
 8.015300e-03  2.381475e-02 
 8.333367e-03  2.364270e-02 
 8.651435e-03  2.343174e-02 
 8.969502e-03  2.319151e-02 
 9.287570e-03  2.292674e-02 
 9.605637e-03  2.263272e-02 
 9.923705e-03  2.230940e-02 
 1.024177e-02  2.194650e-02 
 1.055984e-02  2.154144e-02 
 1.087791e-02  2.109175e-02 
 1.119597e-02  2.059926e-02 
 1.151404e-02  2.007011e-02 
 1.183211e-02  1.950487e-02 
 1.215018e-02  1.890272e-02 
 1.246824e-02  1.826020e-02 
 1.278631e-02  1.758006e-02 
 1.310438e-02  1.687135e-02 
 1.342245e-02  1.614013e-02 
 1.374051e-02  1.538579e-02 
 1.405858e-02  1.460754e-02 
 1.437665e-02  1.381250e-02 
 1.469472e-02  1.299555e-02 
 1.501278e-02  1.214981e-02 
 1.533085e-02  1.127380e-02 
 1.564892e-02  1.036699e-02 
 1.596699e-02  9.439526e-03 
 1.628505e-02  8.498655e-03 
 1.660312e-02  7.543818e-03 
 1.692119e-02  6.579150e-03 
 1.723926e-02  5.608478e-03 
 1.755732e-02  4.630910e-03 
 1.787539e-02  3.642324e-03 
 1.819346e-02  2.639136e-03 
 1.851153e-02  1.628125e-03 
 1.882959e-02  6.196306e-04 
 1.914766e-02 -3.860862e-04 
 1.946573e-02 -1.397477e-03 
 1.978380e-02 -2.414821e-03 
 2.010186e-02 -3.426926e-03 
 2.041993e-02 -4.423275e-03 
 2.073800e-02 -5.393627e-03 
 2.105607e-02 -6.332594e-03 
 2.137413e-02 -7.241160e-03 
 2.169220e-02 -8.118986e-03 
