         time tilt_up_se... 
------------- ------------- 
 1.988478e-04  7.013306e-02 
 5.965434e-04  7.060439e-02 
 9.942391e-04  7.105421e-02 
 1.391935e-03  7.150311e-02 
 1.789630e-03  7.193994e-02 
 2.187326e-03  7.235702e-02 
 2.585022e-03  7.275815e-02 
 2.982717e-03  7.315545e-02 
 3.380413e-03  7.354936e-02 
 3.778108e-03  7.392377e-02 
 4.175804e-03  7.430157e-02 
 4.573500e-03  7.466319e-02 
 4.971195e-03  7.501064e-02 
 5.368891e-03  7.533620e-02 
 5.766587e-03  7.566805e-02 
 6.164282e-03  7.598788e-02 
 6.561978e-03  7.633521e-02 
 6.959673e-03  7.669305e-02 
 7.357369e-03  7.708577e-02 
 7.755065e-03  7.749393e-02 
 8.152760e-03  7.789317e-02 
 8.550456e-03  7.830287e-02 
 8.948152e-03  7.873105e-02 
 9.345847e-03  7.917717e-02 
 9.743543e-03  7.965881e-02 
 1.014124e-02  8.016657e-02 
 1.053893e-02  8.068715e-02 
 1.093663e-02  8.122269e-02 
 1.133433e-02  8.172125e-02 
 1.173202e-02  8.220597e-02 
 1.212972e-02  8.266016e-02 
 1.252741e-02  8.310445e-02 
 1.292511e-02  8.355085e-02 
 1.332280e-02  8.399783e-02 
 1.372050e-02  8.444243e-02 
 1.411819e-02  8.487388e-02 
 1.451589e-02  8.527106e-02 
 1.491359e-02  8.562460e-02 
 1.531128e-02  8.595915e-02 
 1.570898e-02  8.626167e-02 
 1.610667e-02  8.654942e-02 
 1.650437e-02  8.679649e-02 
 1.690206e-02  8.703393e-02 
 1.729976e-02  8.724714e-02 
 1.769746e-02  8.745372e-02 
 1.809515e-02  8.763157e-02 
 1.849285e-02  8.778757e-02 
 1.889054e-02  8.791797e-02 
 1.928824e-02  8.799710e-02 
 1.968593e-02  8.805398e-02 
 2.008363e-02  8.804820e-02 
 2.048132e-02  8.799304e-02 
 2.087902e-02  8.790434e-02 
 2.127672e-02  8.778682e-02 
 2.167441e-02  8.759234e-02 
 2.207211e-02  8.735136e-02 
 2.246980e-02  8.704069e-02 
 2.286750e-02  8.669232e-02 
 2.326519e-02  8.628488e-02 
 2.366289e-02  8.583763e-02 
 2.406059e-02  8.531248e-02 
 2.445828e-02  8.470024e-02 
