         time tiltx_full... 
------------- ------------- 
 8.076922e-05  1.288620e-02 
 4.846153e-04  1.287623e-02 
 8.884614e-04  1.280372e-02 
 1.292307e-03  1.269091e-02 
 1.696154e-03  1.253450e-02 
 2.100000e-03  1.233208e-02 
 2.503846e-03  1.207757e-02 
 2.907692e-03  1.176016e-02 
 3.311538e-03  1.137440e-02 
 3.715384e-03  1.093625e-02 
 4.119230e-03  1.045295e-02 
 4.523076e-03  9.928714e-03 
 4.926922e-03  9.362332e-03 
 5.330768e-03  8.753431e-03 
 5.734614e-03  8.105008e-03 
 6.138461e-03  7.420410e-03 
 6.542307e-03  6.697230e-03 
 6.946153e-03  5.940230e-03 
 7.349999e-03  5.148710e-03 
 7.753845e-03  4.323248e-03 
 8.157691e-03  3.464441e-03 
 8.561537e-03  2.569635e-03 
 8.965383e-03  1.631814e-03 
 9.369229e-03  6.512053e-04 
 9.773075e-03 -3.599101e-04 
 1.017692e-02 -1.393655e-03 
 1.058077e-02 -2.441742e-03 
 1.098461e-02 -3.494993e-03 
 1.138846e-02 -4.556054e-03 
 1.179231e-02 -5.622177e-03 
 1.219615e-02 -6.701054e-03 
 1.260000e-02 -7.794774e-03 
 1.300384e-02 -8.904652e-03 
 1.340769e-02 -1.003667e-02 
 1.381154e-02 -1.120066e-02 
 1.421538e-02 -1.239784e-02 
 1.461923e-02 -1.362192e-02 
 1.502307e-02 -1.485810e-02 
 1.542692e-02 -1.610564e-02 
 1.583077e-02 -1.736266e-02 
 1.623461e-02 -1.862456e-02 
 1.663846e-02 -1.989310e-02 
 1.704230e-02 -2.117420e-02 
 1.744615e-02 -2.247023e-02 
 1.785000e-02 -2.378536e-02 
 1.825384e-02 -2.512020e-02 
 1.865769e-02 -2.648052e-02 
 1.906154e-02 -2.786231e-02 
 1.946538e-02 -2.926482e-02 
 1.986923e-02 -3.069226e-02 
 2.027307e-02 -3.214111e-02 
 2.067692e-02 -3.359357e-02 
 2.108077e-02 -3.503608e-02 
 2.148461e-02 -3.646099e-02 
 2.188846e-02 -3.786872e-02 
 2.229230e-02 -3.926659e-02 
 2.269615e-02 -4.065300e-02 
 2.310000e-02 -4.203071e-02 
 2.350384e-02 -4.339915e-02 
 2.390769e-02 -4.476073e-02 
 2.431153e-02 -4.610870e-02 
 2.471538e-02 -4.744229e-02 
 2.511923e-02 -4.876274e-02 
 2.552307e-02 -5.005777e-02 
 2.592692e-02 -5.131551e-02 
 2.633076e-02 -5.253731e-02 
 2.673461e-02 -5.373147e-02 
 2.713846e-02 -5.490423e-02 
 2.754230e-02 -5.606302e-02 
 2.794615e-02 -5.721070e-02 
 2.835000e-02 -5.834597e-02 
 2.875384e-02 -5.946659e-02 
 2.915769e-02 -6.056908e-02 
 2.956153e-02 -6.165677e-02 
 2.996538e-02 -6.272349e-02 
 3.036923e-02 -6.376579e-02 
 3.077307e-02 -6.478820e-02 
 3.117692e-02 -6.577428e-02 
 3.158076e-02 -6.671441e-02 
 3.198461e-02 -6.760039e-02 
 3.238846e-02 -6.843157e-02 
 3.279230e-02 -6.921537e-02 
 3.319615e-02 -6.994283e-02 
 3.359999e-02 -7.062812e-02 
 3.400384e-02 -7.127638e-02 
 3.440769e-02 -7.188525e-02 
 3.481153e-02 -7.245933e-02 
 3.521538e-02 -7.300489e-02 
 3.561922e-02 -7.351804e-02 
 3.602307e-02 -7.399410e-02 
 3.642692e-02 -7.442533e-02 
 3.683076e-02 -7.480739e-02 
 3.723461e-02 -7.513560e-02 
 3.763846e-02 -7.540729e-02 
 3.804230e-02 -7.561890e-02 
 3.844615e-02 -7.576786e-02 
 3.884999e-02 -7.585780e-02 
 3.925384e-02 -7.587886e-02 
 3.965769e-02 -7.583568e-02 
 4.006153e-02 -7.573022e-02 
 4.046538e-02 -7.555979e-02 
 4.086922e-02 -7.531943e-02 
 4.127307e-02 -7.500566e-02 
 4.167692e-02 -7.462158e-02 
 4.208076e-02 -7.416679e-02 
 4.248461e-02 -7.362928e-02 
 4.288845e-02 -7.300025e-02 
 4.329230e-02 -7.227978e-02 
 4.369615e-02 -7.147177e-02 
 4.409999e-02 -7.057694e-02 
 4.450384e-02 -6.960215e-02 
 4.490768e-02 -6.855212e-02 
 4.531153e-02 -6.742965e-02 
 4.571538e-02 -6.623523e-02 
 4.611922e-02 -6.496817e-02 
 4.652307e-02 -6.363170e-02 
 4.692692e-02 -6.222300e-02 
 4.733076e-02 -6.074233e-02 
 4.773461e-02 -5.918724e-02 
 4.813845e-02 -5.755900e-02 
 4.854230e-02 -5.586727e-02 
 4.894615e-02 -5.411705e-02 
 4.934999e-02 -5.231837e-02 
 4.975384e-02 -5.047452e-02 
 5.015768e-02 -4.858874e-02 
 5.056153e-02 -4.665805e-02 
 5.096538e-02 -4.468077e-02 
 5.136922e-02 -4.264974e-02 
 5.177307e-02 -4.055941e-02 
 5.217691e-02 -3.841302e-02 
 5.258076e-02 -3.620819e-02 
 5.298461e-02 -3.394448e-02 
 5.338845e-02 -3.162230e-02 
 5.379230e-02 -2.924025e-02 
 5.419614e-02 -2.680824e-02 
 5.459999e-02 -2.433534e-02 
 5.500384e-02 -2.183017e-02 
 5.540768e-02 -1.929874e-02 
 5.581153e-02 -1.674171e-02 
 5.621538e-02 -1.415868e-02 
 5.661922e-02 -1.154868e-02 
 5.702307e-02 -8.915097e-03 
 5.742691e-02 -6.249411e-03 
 5.783076e-02 -3.553939e-03 
 5.823461e-02 -8.220550e-04 
 5.863845e-02  1.945911e-03 
 5.904230e-02  4.745056e-03 
 5.944614e-02  7.569291e-03 
 5.984999e-02  1.041294e-02 
 6.025384e-02  1.326972e-02 
 6.065768e-02  1.613776e-02 
 6.106153e-02  1.901829e-02 
 6.146537e-02  2.190504e-02 
 6.186922e-02  2.480168e-02 
 6.227307e-02  2.771206e-02 
 6.267691e-02  3.063783e-02 
 6.308076e-02  3.357240e-02 
 6.348460e-02  3.651054e-02 
 6.388845e-02  3.945324e-02 
 6.429230e-02  4.239321e-02 
 6.469614e-02  4.534244e-02 
 6.509999e-02  4.830355e-02 
 6.550384e-02  5.126917e-02 
 6.590768e-02  5.423368e-02 
 6.631153e-02  5.719448e-02 
 6.671537e-02  6.014605e-02 
 6.711922e-02  6.308936e-02 
 6.752307e-02  6.602584e-02 
 6.792691e-02  6.895745e-02 
 6.833076e-02  7.188972e-02 
 6.873460e-02  7.482517e-02 
 6.913845e-02  7.777509e-02 
 6.954230e-02  8.073832e-02 
 6.994614e-02  8.370383e-02 
 7.034999e-02  8.666534e-02 
 7.075383e-02  8.960657e-02 
 7.115768e-02  9.251276e-02 
 7.156153e-02  9.538229e-02 
 7.196537e-02  9.820567e-02 
 7.236922e-02  1.009941e-01 
 7.277306e-02  1.037452e-01 
 7.317691e-02  1.064574e-01 
 7.358076e-02  1.091423e-01 
 7.398460e-02  1.118031e-01 
 7.438845e-02  1.144400e-01 
 7.479230e-02  1.170585e-01 
 7.519614e-02  1.196680e-01 
 7.559999e-02  1.222677e-01 
 7.600383e-02  1.248547e-01 
 7.640768e-02  1.274325e-01 
 7.681153e-02  1.300084e-01 
 7.721537e-02  1.325649e-01 
 7.761922e-02  1.351049e-01 
 7.802306e-02  1.376377e-01 
 7.842691e-02  1.401488e-01 
 7.883076e-02  1.426490e-01 
 7.923460e-02  1.451390e-01 
 7.963845e-02  1.476228e-01 
 8.004229e-02  1.500829e-01 
 8.044614e-02  1.525028e-01 
 8.084999e-02  1.548765e-01 
 8.125383e-02  1.572121e-01 
 8.165768e-02  1.594816e-01 
 8.206152e-02  1.616994e-01 
 8.246537e-02  1.638774e-01 
 8.286922e-02  1.660108e-01 
 8.327306e-02  1.681020e-01 
 8.367691e-02  1.701467e-01 
 8.408076e-02  1.721616e-01 
 8.448460e-02  1.741349e-01 
 8.488845e-02  1.760619e-01 
 8.529229e-02  1.779398e-01 
 8.569614e-02  1.797421e-01 
 8.609999e-02  1.814569e-01 
 8.650383e-02  1.830869e-01 
 8.690768e-02  1.846471e-01 
 8.731152e-02  1.861363e-01 
 8.771537e-02  1.875626e-01 
 8.811922e-02  1.889429e-01 
 8.852306e-02  1.902584e-01 
 8.892691e-02  1.915184e-01 
 8.933075e-02  1.927375e-01 
 8.973460e-02  1.939161e-01 
 9.013845e-02  1.950704e-01 
 9.054229e-02  1.961802e-01 
 9.094614e-02  1.972441e-01 
 9.134998e-02  1.982167e-01 
 9.175383e-02  1.990858e-01 
 9.215768e-02  1.998254e-01 
 9.256152e-02  2.004490e-01 
 9.296537e-02  2.009629e-01 
 9.336922e-02  2.013746e-01 
 9.377306e-02  2.016882e-01 
 9.417691e-02  2.019338e-01 
 9.458075e-02  2.021170e-01 
 9.498460e-02  2.022172e-01 
 9.538845e-02  2.022473e-01 
 9.579229e-02  2.021791e-01 
 9.619614e-02  2.020237e-01 
 9.659998e-02  2.017910e-01 
 9.700383e-02  2.014595e-01 
 9.740768e-02  2.010705e-01 
 9.781152e-02  2.006200e-01 
 9.821537e-02  2.001108e-01 
 9.861921e-02  1.995284e-01 
 9.902306e-02  1.988714e-01 
 9.942691e-02  1.981364e-01 
 9.983075e-02  1.972988e-01 
 1.002346e-01  1.963585e-01 
 1.006384e-01  1.953124e-01 
 1.010423e-01  1.941846e-01 
 1.014461e-01  1.929819e-01 
