         time Top_Quarte... 
------------- ------------- 
 8.076922e-05 -1.560088e-02 
 4.846153e-04 -1.560197e-02 
 8.884614e-04 -1.560193e-02 
 1.292307e-03 -1.560091e-02 
 1.696154e-03 -1.559886e-02 
 2.100000e-03 -1.559594e-02 
 2.503846e-03 -1.559262e-02 
 2.907692e-03 -1.558904e-02 
 3.311538e-03 -1.558463e-02 
 3.715384e-03 -1.557905e-02 
 4.119230e-03 -1.557244e-02 
 4.523076e-03 -1.556508e-02 
 4.926922e-03 -1.555726e-02 
 5.330768e-03 -1.554932e-02 
 5.734614e-03 -1.554146e-02 
 6.138461e-03 -1.553384e-02 
 6.542307e-03 -1.552641e-02 
 6.946153e-03 -1.551929e-02 
 7.349999e-03 -1.551255e-02 
 7.753845e-03 -1.550612e-02 
 8.157691e-03 -1.550019e-02 
 8.561537e-03 -1.549492e-02 
 8.965383e-03 -1.549056e-02 
 9.369229e-03 -1.548680e-02 
 9.773075e-03 -1.548338e-02 
 1.017692e-02 -1.548023e-02 
 1.058077e-02 -1.547714e-02 
 1.098461e-02 -1.547430e-02 
 1.138846e-02 -1.547200e-02 
 1.179231e-02 -1.547034e-02 
 1.219615e-02 -1.546957e-02 
 1.260000e-02 -1.546966e-02 
 1.300384e-02 -1.547065e-02 
 1.340769e-02 -1.547306e-02 
 1.381154e-02 -1.547715e-02 
 1.421538e-02 -1.548254e-02 
 1.461923e-02 -1.548874e-02 
 1.502307e-02 -1.549557e-02 
 1.542692e-02 -1.550316e-02 
 1.583077e-02 -1.551117e-02 
 1.623461e-02 -1.551945e-02 
 1.663846e-02 -1.552816e-02 
 1.704230e-02 -1.553699e-02 
 1.744615e-02 -1.554580e-02 
 1.785000e-02 -1.555473e-02 
 1.825384e-02 -1.556377e-02 
 1.865769e-02 -1.557274e-02 
 1.906154e-02 -1.558156e-02 
 1.946538e-02 -1.559047e-02 
 1.986923e-02 -1.559910e-02 
 2.027307e-02 -1.560704e-02 
 2.067692e-02 -1.561404e-02 
 2.108077e-02 -1.561946e-02 
 2.148461e-02 -1.562326e-02 
 2.188846e-02 -1.562558e-02 
 2.229230e-02 -1.562649e-02 
 2.269615e-02 -1.562547e-02 
 2.310000e-02 -1.562272e-02 
 2.350384e-02 -1.561841e-02 
 2.390769e-02 -1.561220e-02 
 2.431153e-02 -1.560403e-02 
 2.471538e-02 -1.559406e-02 
 2.511923e-02 -1.558204e-02 
 2.552307e-02 -1.556780e-02 
 2.592692e-02 -1.555167e-02 
 2.633076e-02 -1.553394e-02 
 2.673461e-02 -1.551494e-02 
 2.713846e-02 -1.549471e-02 
 2.754230e-02 -1.547355e-02 
 2.794615e-02 -1.545161e-02 
 2.835000e-02 -1.542860e-02 
 2.875384e-02 -1.540448e-02 
 2.915769e-02 -1.537957e-02 
 2.956153e-02 -1.535380e-02 
 2.996538e-02 -1.532729e-02 
 3.036923e-02 -1.530041e-02 
 3.077307e-02 -1.527267e-02 
 3.117692e-02 -1.524367e-02 
 3.158076e-02 -1.521322e-02 
 3.198461e-02 -1.518152e-02 
 3.238846e-02 -1.514831e-02 
 3.279230e-02 -1.511389e-02 
 3.319615e-02 -1.507875e-02 
 3.359999e-02 -1.504303e-02 
 3.400384e-02 -1.500723e-02 
 3.440769e-02 -1.497136e-02 
 3.481153e-02 -1.493528e-02 
 3.521538e-02 -1.489915e-02 
 3.561922e-02 -1.486273e-02 
 3.602307e-02 -1.482583e-02 
 3.642692e-02 -1.478806e-02 
 3.683076e-02 -1.474931e-02 
 3.723461e-02 -1.470958e-02 
 3.763846e-02 -1.466839e-02 
 3.804230e-02 -1.462586e-02 
 3.844615e-02 -1.458192e-02 
 3.884999e-02 -1.453643e-02 
 3.925384e-02 -1.448938e-02 
 3.965769e-02 -1.444074e-02 
 4.006153e-02 -1.439039e-02 
 4.046538e-02 -1.433801e-02 
 4.086922e-02 -1.428345e-02 
 4.127307e-02 -1.422670e-02 
 4.167692e-02 -1.416734e-02 
 4.208076e-02 -1.410498e-02 
 4.248461e-02 -1.403928e-02 
 4.288845e-02 -1.397037e-02 
 4.329230e-02 -1.389849e-02 
 4.369615e-02 -1.382362e-02 
 4.409999e-02 -1.374604e-02 
 4.450384e-02 -1.366574e-02 
 4.490768e-02 -1.358274e-02 
 4.531153e-02 -1.349723e-02 
 4.571538e-02 -1.340941e-02 
 4.611922e-02 -1.331953e-02 
 4.652307e-02 -1.322787e-02 
 4.692692e-02 -1.313463e-02 
 4.733076e-02 -1.304007e-02 
 4.773461e-02 -1.294421e-02 
 4.813845e-02 -1.284761e-02 
 4.854230e-02 -1.275077e-02 
 4.894615e-02 -1.265372e-02 
 4.934999e-02 -1.255685e-02 
