         time tiltx_beam... 
------------- ------------- 
 2.886712e-04 -1.882169e-02 
 6.094170e-04 -1.882604e-02 
 9.301628e-04 -1.883091e-02 
 1.250909e-03 -1.883583e-02 
 1.571654e-03 -1.884079e-02 
 1.892400e-03 -1.884579e-02 
 2.213146e-03 -1.885083e-02 
 2.533892e-03 -1.885590e-02 
 2.854638e-03 -1.886102e-02 
 3.175383e-03 -1.886616e-02 
 3.496129e-03 -1.887133e-02 
 3.816875e-03 -1.887653e-02 
 4.137621e-03 -1.888176e-02 
 4.458367e-03 -1.888701e-02 
 4.779112e-03 -1.889228e-02 
 5.099858e-03 -1.889757e-02 
 5.420604e-03 -1.890288e-02 
 5.741350e-03 -1.890820e-02 
 6.062096e-03 -1.891353e-02 
 6.382841e-03 -1.891886e-02 
 6.703587e-03 -1.892420e-02 
 7.024333e-03 -1.892954e-02 
 7.345079e-03 -1.893488e-02 
 7.665825e-03 -1.894021e-02 
 7.986571e-03 -1.894553e-02 
 8.307316e-03 -1.895085e-02 
 8.628062e-03 -1.895616e-02 
 8.948808e-03 -1.896145e-02 
 9.269554e-03 -1.896674e-02 
 9.590300e-03 -1.897200e-02 
 9.911046e-03 -1.897724e-02 
 1.023179e-02 -1.898245e-02 
 1.055254e-02 -1.898764e-02 
 1.087328e-02 -1.899280e-02 
 1.119403e-02 -1.899792e-02 
 1.151477e-02 -1.900301e-02 
 1.183552e-02 -1.900806e-02 
 1.215627e-02 -1.901306e-02 
 1.247701e-02 -1.901803e-02 
 1.279776e-02 -1.902295e-02 
 1.311850e-02 -1.902783e-02 
 1.343925e-02 -1.903265e-02 
 1.376000e-02 -1.903742e-02 
 1.408074e-02 -1.904213e-02 
 1.440149e-02 -1.904678e-02 
 1.472223e-02 -1.905137e-02 
 1.504298e-02 -1.905590e-02 
 1.536373e-02 -1.906037e-02 
 1.568447e-02 -1.906477e-02 
 1.600522e-02 -1.906909e-02 
 1.632596e-02 -1.907335e-02 
 1.664671e-02 -1.907752e-02 
 1.696745e-02 -1.908162e-02 
 1.728820e-02 -1.908563e-02 
 1.760895e-02 -1.908955e-02 
 1.792969e-02 -1.909338e-02 
 1.825044e-02 -1.909712e-02 
 1.857118e-02 -1.910076e-02 
 1.889193e-02 -1.910431e-02 
 1.921268e-02 -1.910776e-02 
 1.953342e-02 -1.911111e-02 
 1.985417e-02 -1.911436e-02 
 2.017491e-02 -1.911749e-02 
 2.049566e-02 -1.912051e-02 
 2.081641e-02 -1.912343e-02 
 2.113715e-02 -1.912623e-02 
 2.145790e-02 -1.912891e-02 
 2.177864e-02 -1.913147e-02 
 2.209939e-02 -1.913392e-02 
 2.242013e-02 -1.913624e-02 
 2.274088e-02 -1.913843e-02 
 2.306163e-02 -1.914050e-02 
 2.338237e-02 -1.914243e-02 
 2.370312e-02 -1.914423e-02 
 2.402386e-02 -1.914589e-02 
 2.434461e-02 -1.914741e-02 
 2.466536e-02 -1.914879e-02 
 2.498610e-02 -1.915003e-02 
 2.530685e-02 -1.915113e-02 
 2.562759e-02 -1.915208e-02 
 2.594834e-02 -1.915289e-02 
 2.626909e-02 -1.915355e-02 
 2.658983e-02 -1.915406e-02 
 2.691058e-02 -1.915441e-02 
 2.723132e-02 -1.915461e-02 
 2.755207e-02 -1.915466e-02 
 2.787281e-02 -1.915455e-02 
 2.819356e-02 -1.915428e-02 
 2.851431e-02 -1.915386e-02 
 2.883505e-02 -1.915328e-02 
 2.915580e-02 -1.915254e-02 
 2.947654e-02 -1.915164e-02 
 2.979729e-02 -1.915057e-02 
 3.011804e-02 -1.914935e-02 
 3.043878e-02 -1.914796e-02 
 3.075953e-02 -1.914641e-02 
 3.108027e-02 -1.914469e-02 
 3.140102e-02 -1.914281e-02 
 3.172177e-02 -1.914077e-02 
 3.204251e-02 -1.913856e-02 
 3.236326e-02 -1.913620e-02 
 3.268400e-02 -1.913367e-02 
 3.300475e-02 -1.913098e-02 
 3.332549e-02 -1.912813e-02 
 3.364624e-02 -1.912513e-02 
 3.396699e-02 -1.912197e-02 
 3.428773e-02 -1.911865e-02 
 3.460848e-02 -1.911518e-02 
 3.492922e-02 -1.911156e-02 
 3.524997e-02 -1.910779e-02 
 3.557072e-02 -1.910387e-02 
 3.589146e-02 -1.909981e-02 
 3.621221e-02 -1.909560e-02 
 3.653295e-02 -1.909125e-02 
 3.685370e-02 -1.908676e-02 
 3.717445e-02 -1.908214e-02 
 3.749519e-02 -1.907738e-02 
 3.781594e-02 -1.907250e-02 
 3.813668e-02 -1.906748e-02 
 3.845743e-02 -1.906235e-02 
 3.877817e-02 -1.905709e-02 
 3.909892e-02 -1.905171e-02 
 3.941967e-02 -1.904623e-02 
 3.974041e-02 -1.904063e-02 
 4.006116e-02 -1.903493e-02 
 4.038190e-02 -1.902913e-02 
 4.070265e-02 -1.902323e-02 
 4.102340e-02 -1.901724e-02 
 4.134414e-02 -1.901116e-02 
 4.166489e-02 -1.900500e-02 
 4.198563e-02 -1.899876e-02 
 4.230638e-02 -1.899245e-02 
 4.262712e-02 -1.898607e-02 
 4.294787e-02 -1.897962e-02 
 4.326862e-02 -1.897312e-02 
 4.358936e-02 -1.896656e-02 
 4.391011e-02 -1.895995e-02 
 4.423085e-02 -1.895329e-02 
 4.455160e-02 -1.894660e-02 
 4.487235e-02 -1.893987e-02 
 4.519309e-02 -1.893311e-02 
 4.551384e-02 -1.892632e-02 
 4.583458e-02 -1.891952e-02 
 4.615533e-02 -1.891270e-02 
 4.647607e-02 -1.890587e-02 
 4.679682e-02 -1.889905e-02 
 4.711757e-02 -1.889222e-02 
 4.743831e-02 -1.888540e-02 
 4.775906e-02 -1.887859e-02 
 4.807980e-02 -1.887180e-02 
 4.840055e-02 -1.886503e-02 
 4.872130e-02 -1.885829e-02 
 4.904204e-02 -1.885158e-02 
 4.936279e-02 -1.884492e-02 
 4.968353e-02 -1.883829e-02 
 5.000428e-02 -1.883171e-02 
 5.032502e-02 -1.882518e-02 
 5.064577e-02 -1.881871e-02 
 5.096652e-02 -1.881230e-02 
 5.128726e-02 -1.880596e-02 
 5.160801e-02 -1.879968e-02 
 5.192875e-02 -1.879348e-02 
 5.224950e-02 -1.878736e-02 
 5.257024e-02 -1.878132e-02 
 5.289099e-02 -1.877537e-02 
 5.321174e-02 -1.876952e-02 
 5.353248e-02 -1.876376e-02 
 5.385323e-02 -1.875810e-02 
 5.417397e-02 -1.875254e-02 
 5.449472e-02 -1.874709e-02 
 5.481547e-02 -1.874176e-02 
 5.513621e-02 -1.873653e-02 
 5.545696e-02 -1.873143e-02 
 5.577770e-02 -1.872644e-02 
 5.609845e-02 -1.872159e-02 
 5.641919e-02 -1.871685e-02 
 5.673994e-02 -1.871225e-02 
 5.706069e-02 -1.870779e-02 
 5.738143e-02 -1.870346e-02 
 5.770218e-02 -1.869927e-02 
 5.802292e-02 -1.869522e-02 
 5.834367e-02 -1.869131e-02 
 5.866441e-02 -1.868754e-02 
 5.898516e-02 -1.868393e-02 
 5.930591e-02 -1.868046e-02 
 5.962665e-02 -1.867714e-02 
 5.994740e-02 -1.867397e-02 
 6.026814e-02 -1.867095e-02 
 6.058889e-02 -1.866809e-02 
 6.090963e-02 -1.866539e-02 
 6.123038e-02 -1.866284e-02 
 6.155113e-02 -1.866044e-02 
 6.187187e-02 -1.865821e-02 
 6.219262e-02 -1.865614e-02 
 6.251336e-02 -1.865422e-02 
 6.283411e-02 -1.865247e-02 
 6.315486e-02 -1.865088e-02 
 6.347560e-02 -1.864945e-02 
 6.379635e-02 -1.864818e-02 
 6.411709e-02 -1.864706e-02 
 6.443784e-02 -1.864611e-02 
 6.475858e-02 -1.864531e-02 
 6.507933e-02 -1.864467e-02 
 6.540008e-02 -1.864419e-02 
 6.572082e-02 -1.864387e-02 
 6.604157e-02 -1.864370e-02 
 6.636231e-02 -1.864368e-02 
 6.668306e-02 -1.864382e-02 
 6.700380e-02 -1.864411e-02 
 6.732455e-02 -1.864456e-02 
 6.764530e-02 -1.864515e-02 
 6.796604e-02 -1.864590e-02 
 6.828679e-02 -1.864679e-02 
