         time Bot_Quarte... 
------------- ------------- 
 1.614933e-04 -5.199481e-04 
 4.844800e-04 -5.198840e-04 
 8.074666e-04 -5.198227e-04 
 1.130453e-03 -5.197642e-04 
 1.453440e-03 -5.197087e-04 
 1.776427e-03 -5.196563e-04 
 2.099413e-03 -5.196095e-04 
 2.422400e-03 -5.195839e-04 
 2.745387e-03 -5.196085e-04 
 3.068373e-03 -5.196715e-04 
 3.391360e-03 -5.197181e-04 
 3.714347e-03 -5.197450e-04 
 4.037334e-03 -5.197651e-04 
 4.360321e-03 -5.197909e-04 
 4.683307e-03 -5.198345e-04 
 5.006294e-03 -5.198707e-04 
 5.329281e-03 -5.198770e-04 
 5.652268e-03 -5.198283e-04 
 5.975255e-03 -5.197177e-04 
 6.298242e-03 -5.195337e-04 
 6.621229e-03 -5.192622e-04 
 6.944216e-03 -5.188878e-04 
 7.267203e-03 -5.184160e-04 
 7.590190e-03 -5.178550e-04 
 7.913178e-03 -5.172303e-04 
 8.236165e-03 -5.165308e-04 
 8.559152e-03 -5.157080e-04 
 8.882139e-03 -5.147488e-04 
 9.205126e-03 -5.136505e-04 
 9.528113e-03 -5.123893e-04 
 9.851101e-03 -5.109734e-04 
 1.017409e-02 -5.094041e-04 
 1.049708e-02 -5.076757e-04 
 1.082006e-02 -5.057954e-04 
 1.114305e-02 -5.037674e-04 
 1.146604e-02 -5.016182e-04 
 1.178902e-02 -4.993594e-04 
 1.211201e-02 -4.969830e-04 
 1.243500e-02 -4.944783e-04 
 1.275799e-02 -4.918334e-04 
 1.308097e-02 -4.890579e-04 
 1.340396e-02 -4.861422e-04 
 1.372695e-02 -4.830629e-04 
 1.404993e-02 -4.798117e-04 
 1.437292e-02 -4.764059e-04 
 1.469591e-02 -4.728560e-04 
 1.501890e-02 -4.691525e-04 
 1.534188e-02 -4.652899e-04 
 1.566487e-02 -4.612646e-04 
 1.598786e-02 -4.571072e-04 
 1.631084e-02 -4.528585e-04 
 1.663383e-02 -4.485270e-04 
 1.695682e-02 -4.440935e-04 
 1.727980e-02 -4.395519e-04 
 1.760279e-02 -4.348872e-04 
 1.792577e-02 -4.300870e-04 
 1.824876e-02 -4.251596e-04 
 1.857175e-02 -4.201194e-04 
 1.889473e-02 -4.149327e-04 
 1.921772e-02 -4.095802e-04 
 1.954071e-02 -4.040667e-04 
 1.986369e-02 -3.984306e-04 
 2.018668e-02 -3.927243e-04 
 2.050966e-02 -3.869953e-04 
 2.083265e-02 -3.812468e-04 
 2.115564e-02 -3.754778e-04 
 2.147862e-02 -3.696811e-04 
 2.180161e-02 -3.638476e-04 
 2.212459e-02 -3.579612e-04 
