         time tiltx_beam... 
------------- ------------- 
 1.291964e-04 -4.875833e-02 
 4.521875e-04 -4.876093e-02 
 7.751785e-04 -4.876756e-02 
 1.098170e-03 -4.877437e-02 
 1.421161e-03 -4.878137e-02 
 1.744152e-03 -4.878854e-02 
 2.067143e-03 -4.879588e-02 
 2.390134e-03 -4.880338e-02 
 2.713125e-03 -4.881103e-02 
 3.036116e-03 -4.881884e-02 
 3.359107e-03 -4.882678e-02 
 3.682098e-03 -4.883486e-02 
 4.005089e-03 -4.884307e-02 
 4.328080e-03 -4.885139e-02 
 4.651071e-03 -4.885983e-02 
 4.974062e-03 -4.886837e-02 
 5.297054e-03 -4.887700e-02 
 5.620045e-03 -4.888572e-02 
 5.943036e-03 -4.889452e-02 
 6.266027e-03 -4.890339e-02 
 6.589018e-03 -4.891233e-02 
 6.912009e-03 -4.892132e-02 
 7.235000e-03 -4.893036e-02 
 7.557991e-03 -4.893944e-02 
 7.880982e-03 -4.894855e-02 
 8.203973e-03 -4.895768e-02 
 8.526964e-03 -4.896683e-02 
 8.849956e-03 -4.897598e-02 
 9.172947e-03 -4.898514e-02 
 9.495938e-03 -4.899428e-02 
 9.818929e-03 -4.900341e-02 
 1.014192e-02 -4.901252e-02 
 1.046491e-02 -4.902160e-02 
 1.078790e-02 -4.903063e-02 
 1.111089e-02 -4.903962e-02 
 1.143388e-02 -4.904856e-02 
 1.175688e-02 -4.905743e-02 
 1.207987e-02 -4.906624e-02 
 1.240286e-02 -4.907496e-02 
 1.272585e-02 -4.908360e-02 
 1.304884e-02 -4.909215e-02 
 1.337183e-02 -4.910060e-02 
 1.369482e-02 -4.910895e-02 
 1.401781e-02 -4.911718e-02 
 1.434080e-02 -4.912529e-02 
 1.466380e-02 -4.913327e-02 
 1.498679e-02 -4.914112e-02 
 1.530978e-02 -4.914883e-02 
 1.563277e-02 -4.915639e-02 
 1.595576e-02 -4.916380e-02 
 1.627875e-02 -4.917105e-02 
 1.660174e-02 -4.917814e-02 
 1.692473e-02 -4.918505e-02 
 1.724772e-02 -4.919179e-02 
 1.757072e-02 -4.919834e-02 
 1.789371e-02 -4.920471e-02 
 1.821670e-02 -4.921088e-02 
 1.853969e-02 -4.921685e-02 
 1.886268e-02 -4.922263e-02 
 1.918567e-02 -4.922819e-02 
 1.950866e-02 -4.923355e-02 
 1.983165e-02 -4.923869e-02 
 2.015465e-02 -4.924361e-02 
 2.047764e-02 -4.924830e-02 
 2.080063e-02 -4.925277e-02 
 2.112362e-02 -4.925700e-02 
 2.144661e-02 -4.926100e-02 
 2.176960e-02 -4.926476e-02 
 2.209259e-02 -4.926828e-02 
 2.241558e-02 -4.927156e-02 
 2.273857e-02 -4.927458e-02 
 2.306157e-02 -4.927737e-02 
 2.338456e-02 -4.927990e-02 
 2.370755e-02 -4.928217e-02 
 2.403054e-02 -4.928420e-02 
 2.435353e-02 -4.928596e-02 
 2.467652e-02 -4.928747e-02 
 2.499951e-02 -4.928873e-02 
 2.532250e-02 -4.928972e-02 
 2.564550e-02 -4.929046e-02 
 2.596849e-02 -4.929093e-02 
 2.629148e-02 -4.929114e-02 
 2.661447e-02 -4.929110e-02 
 2.693746e-02 -4.929079e-02 
 2.726045e-02 -4.929022e-02 
 2.758344e-02 -4.928939e-02 
 2.790643e-02 -4.928830e-02 
 2.822942e-02 -4.928696e-02 
 2.855242e-02 -4.928536e-02 
 2.887541e-02 -4.928351e-02 
 2.919840e-02 -4.928141e-02 
 2.952139e-02 -4.927906e-02 
 2.984438e-02 -4.927646e-02 
 3.016737e-02 -4.927362e-02 
 3.049036e-02 -4.927053e-02 
 3.081335e-02 -4.926721e-02 
 3.113635e-02 -4.926364e-02 
 3.145934e-02 -4.925984e-02 
 3.178233e-02 -4.925581e-02 
 3.210532e-02 -4.925155e-02 
 3.242831e-02 -4.924708e-02 
 3.275130e-02 -4.924238e-02 
 3.307429e-02 -4.923747e-02 
 3.339728e-02 -4.923235e-02 
 3.372028e-02 -4.922702e-02 
 3.404327e-02 -4.922150e-02 
 3.436626e-02 -4.921578e-02 
 3.468925e-02 -4.920986e-02 
 3.501224e-02 -4.920377e-02 
 3.533523e-02 -4.919749e-02 
 3.565822e-02 -4.919104e-02 
 3.598121e-02 -4.918442e-02 
 3.630420e-02 -4.917764e-02 
 3.662720e-02 -4.917071e-02 
 3.695019e-02 -4.916362e-02 
 3.727318e-02 -4.915639e-02 
 3.759617e-02 -4.914902e-02 
 3.791916e-02 -4.914152e-02 
 3.824215e-02 -4.913389e-02 
 3.856514e-02 -4.912615e-02 
 3.888813e-02 -4.911830e-02 
