         time total_shea... 
------------- ------------- 
 1.282991e-04 -7.219931e-01 
 4.490469e-04 -7.222619e-01 
 7.697947e-04 -7.225376e-01 
 1.090543e-03 -7.228203e-01 
 1.411290e-03 -7.231118e-01 
 1.732038e-03 -7.234138e-01 
 2.052786e-03 -7.237249e-01 
 2.373534e-03 -7.240443e-01 
 2.694282e-03 -7.243727e-01 
 3.015029e-03 -7.247106e-01 
 3.335777e-03 -7.250559e-01 
 3.656525e-03 -7.254102e-01 
 3.977273e-03 -7.257732e-01 
 4.298021e-03 -7.261435e-01 
 4.618768e-03 -7.265229e-01 
 4.939516e-03 -7.269101e-01 
 5.260264e-03 -7.272968e-01 
 5.581012e-03 -7.276838e-01 
 5.901760e-03 -7.280812e-01 
 6.222507e-03 -7.284873e-01 
 6.543255e-03 -7.288993e-01 
 6.864003e-03 -7.293152e-01 
 7.184751e-03 -7.297357e-01 
 7.505499e-03 -7.301595e-01 
 7.826246e-03 -7.305881e-01 
 8.146994e-03 -7.310217e-01 
 8.467742e-03 -7.314602e-01 
 8.788490e-03 -7.319006e-01 
 9.109238e-03 -7.323443e-01 
 9.429985e-03 -7.327909e-01 
 9.750733e-03 -7.332371e-01 
 1.007148e-02 -7.336831e-01 
 1.039223e-02 -7.341338e-01 
 1.071298e-02 -7.345925e-01 
 1.103372e-02 -7.350515e-01 
 1.135447e-02 -7.355059e-01 
 1.167522e-02 -7.359625e-01 
 1.199597e-02 -7.364218e-01 
 1.231672e-02 -7.368815e-01 
 1.263746e-02 -7.373463e-01 
 1.295821e-02 -7.378129e-01 
 1.327896e-02 -7.382776e-01 
 1.359971e-02 -7.387417e-01 
 1.392045e-02 -7.392024e-01 
 1.424120e-02 -7.396614e-01 
 1.456195e-02 -7.401196e-01 
 1.488270e-02 -7.405778e-01 
 1.520345e-02 -7.410328e-01 
 1.552419e-02 -7.414761e-01 
 1.584494e-02 -7.419164e-01 
 1.616569e-02 -7.423635e-01 
 1.648644e-02 -7.428137e-01 
 1.680718e-02 -7.432592e-01 
 1.712793e-02 -7.437010e-01 
 1.744868e-02 -7.441387e-01 
 1.776943e-02 -7.445666e-01 
 1.809018e-02 -7.449897e-01 
 1.841092e-02 -7.454066e-01 
 1.873167e-02 -7.458161e-01 
 1.905242e-02 -7.462227e-01 
 1.937317e-02 -7.466234e-01 
 1.969391e-02 -7.470157e-01 
 2.001466e-02 -7.473998e-01 
 2.033541e-02 -7.477779e-01 
 2.065616e-02 -7.481523e-01 
 2.097691e-02 -7.485191e-01 
 2.129765e-02 -7.488750e-01 
 2.161840e-02 -7.492156e-01 
 2.193915e-02 -7.495426e-01 
 2.225990e-02 -7.498611e-01 
 2.258064e-02 -7.501698e-01 
 2.290139e-02 -7.504659e-01 
 2.322214e-02 -7.507511e-01 
 2.354289e-02 -7.510225e-01 
 2.386364e-02 -7.512798e-01 
 2.418438e-02 -7.515244e-01 
 2.450513e-02 -7.517569e-01 
 2.482588e-02 -7.519792e-01 
 2.514663e-02 -7.521898e-01 
 2.546738e-02 -7.523869e-01 
 2.578812e-02 -7.525648e-01 
 2.610887e-02 -7.527255e-01 
 2.642962e-02 -7.528757e-01 
 2.675037e-02 -7.530173e-01 
 2.707111e-02 -7.531428e-01 
 2.739186e-02 -7.532498e-01 
 2.771261e-02 -7.533430e-01 
 2.803336e-02 -7.534205e-01 
 2.835411e-02 -7.534841e-01 
 2.867485e-02 -7.535392e-01 
 2.899560e-02 -7.535833e-01 
 2.931635e-02 -7.536122e-01 
 2.963710e-02 -7.536282e-01 
 2.995784e-02 -7.536293e-01 
 3.027859e-02 -7.536144e-01 
 3.059934e-02 -7.535841e-01 
 3.092009e-02 -7.535402e-01 
 3.124084e-02 -7.534824e-01 
 3.156158e-02 -7.534080e-01 
 3.188233e-02 -7.533169e-01 
 3.220308e-02 -7.532148e-01 
 3.252383e-02 -7.531022e-01 
 3.284457e-02 -7.529797e-01 
 3.316532e-02 -7.528477e-01 
 3.348607e-02 -7.527040e-01 
 3.380682e-02 -7.525451e-01 
 3.412757e-02 -7.523707e-01 
 3.444831e-02 -7.521838e-01 
 3.476906e-02 -7.519849e-01 
 3.508981e-02 -7.517741e-01 
 3.541056e-02 -7.515535e-01 
 3.573130e-02 -7.513208e-01 
 3.605205e-02 -7.510727e-01 
 3.637280e-02 -7.508160e-01 
 3.669355e-02 -7.505548e-01 
 3.701430e-02 -7.502864e-01 
 3.733504e-02 -7.500078e-01 
 3.765579e-02 -7.497177e-01 
 3.797654e-02 -7.494172e-01 
 3.829729e-02 -7.491048e-01 
 3.861804e-02 -7.487812e-01 
 3.893878e-02 -7.484507e-01 
 3.925953e-02 -7.481128e-01 
 3.958028e-02 -7.477650e-01 
 3.990103e-02 -7.474062e-01 
 4.022177e-02 -7.470373e-01 
 4.054252e-02 -7.466596e-01 
 4.086327e-02 -7.462786e-01 
 4.118402e-02 -7.458938e-01 
 4.150477e-02 -7.454997e-01 
 4.182551e-02 -7.450983e-01 
 4.214626e-02 -7.446902e-01 
 4.246701e-02 -7.442764e-01 
 4.278776e-02 -7.438594e-01 
 4.310850e-02 -7.434364e-01 
 4.342925e-02 -7.430062e-01 
 4.375000e-02 -7.425707e-01 
 4.407075e-02 -7.421291e-01 
 4.439150e-02 -7.416812e-01 
 4.471224e-02 -7.412291e-01 
 4.503299e-02 -7.407776e-01 
 4.535374e-02 -7.403287e-01 
 4.567449e-02 -7.398794e-01 
 4.599523e-02 -7.394283e-01 
 4.631598e-02 -7.389839e-01 
 4.663673e-02 -7.385281e-01 
 4.695748e-02 -7.380747e-01 
 4.727823e-02 -7.376225e-01 
 4.759897e-02 -7.371671e-01 
 4.791972e-02 -7.367064e-01 
 4.824047e-02 -7.362455e-01 
 4.856122e-02 -7.357868e-01 
 4.888197e-02 -7.353291e-01 
 4.920271e-02 -7.348756e-01 
 4.952346e-02 -7.344264e-01 
 4.984421e-02 -7.339797e-01 
 5.016496e-02 -7.335330e-01 
 5.048570e-02 -7.330903e-01 
 5.080645e-02 -7.326508e-01 
 5.112720e-02 -7.322133e-01 
 5.144795e-02 -7.317816e-01 
 5.176870e-02 -7.313539e-01 
 5.208944e-02 -7.309280e-01 
 5.241019e-02 -7.305077e-01 
 5.273094e-02 -7.300931e-01 
 5.305169e-02 -7.296853e-01 
 5.337243e-02 -7.292849e-01 
 5.369318e-02 -7.288917e-01 
 5.401393e-02 -7.285068e-01 
 5.433468e-02 -7.281277e-01 
 5.465543e-02 -7.277558e-01 
 5.497617e-02 -7.273944e-01 
 5.529692e-02 -7.270453e-01 
 5.561767e-02 -7.267067e-01 
 5.593842e-02 -7.263749e-01 
 5.625917e-02 -7.260493e-01 
 5.657991e-02 -7.257284e-01 
 5.690066e-02 -7.254166e-01 
 5.722141e-02 -7.251180e-01 
 5.754216e-02 -7.248295e-01 
 5.786290e-02 -7.245500e-01 
 5.818365e-02 -7.242816e-01 
 5.850440e-02 -7.240250e-01 
 5.882515e-02 -7.237800e-01 
 5.914590e-02 -7.235459e-01 
 5.946664e-02 -7.233252e-01 
 5.978739e-02 -7.231133e-01 
 6.010814e-02 -7.229090e-01 
 6.042889e-02 -7.227156e-01 
 6.074963e-02 -7.225316e-01 
 6.107038e-02 -7.223589e-01 
 6.139113e-02 -7.222013e-01 
 6.171188e-02 -7.220581e-01 
 6.203263e-02 -7.219249e-01 
 6.235337e-02 -7.218019e-01 
 6.267412e-02 -7.216926e-01 
 6.299487e-02 -7.215962e-01 
 6.331562e-02 -7.215108e-01 
 6.363637e-02 -7.214375e-01 
 6.395711e-02 -7.213755e-01 
 6.427786e-02 -7.213228e-01 
 6.459861e-02 -7.212808e-01 
 6.491936e-02 -7.212493e-01 
 6.524010e-02 -7.212273e-01 
 6.556085e-02 -7.212196e-01 
 6.588160e-02 -7.212273e-01 
